command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
"1001","1","1","1","122611","100","40","-194","1.65","1","sjr_talk_idle"
"1002","1","3","122611","sjr_talk_wish_look","1","","","0.2","",""
"1003","1","21","vo_minigame_1010","vo_minigame_1010_top_talk_1_001","0","0","","","",""
"1004","1","11","122611","騎士先生……\n要看著我喔。\n我會努力\n奔跑的……！","10","1","0","0","0","1"
"1005","1","91","0","","","","","","",""
"1006","1","3","122611","sjr_talk_idle","1","","","0.2","",""
"2001","2","1","1","122611","100","40","-194","1.65","1","sjr_talk_idle"
"2002","2","3","122611","sjr_talk_mouth_hidden_shy","1","","","0.2","",""
"2003","2","21","vo_minigame_1010","vo_minigame_1010_top_talk_1_002","0","0","","","",""
"2004","2","11","122611","要穿著泳衣跑……？\n唔唔……好害羞……\n要是脫落怎麼辦……","5","1","0","0","0","1"
"2005","2","91","0","","","","","","",""
"2006","2","3","122611","sjr_talk_idle","1","","","0.2","",""
"3001","3","1","1","122611","100","40","-194","1.65","1","sjr_talk_idle"
"3002","3","3","122611","sjr_talk_stepback_surprise_worry","0","sjr_talk_stepback_worry","1","0.2","0",""
"3003","3","21","vo_minigame_1010","vo_minigame_1010_top_talk_1_003","0","0","","","",""
"3004","3","11","122611","那個人的速度\n好像很快……！\n我贏得了嗎……？","7","1","0","0","0","1"
"3005","3","91","0","","","","","","",""
"3006","3","3","122611","sjr_talk_idle","1","","","0.2","",""
"4001","4","1","1","122611","100","40","-194","1.65","1","sjr_talk_idle"
"4002","4","3","122611","sjr_talk_thinking_surprise","1","","","0.2","",""
"4003","4","21","vo_minigame_1010","vo_minigame_1010_top_talk_1_004","0","0","","","",""
"4004","4","11","122611","有很多奇特的\n路線呢。\n要選哪個呢……？","5","1","0","0","0","1"
"4005","4","91","0","","","","","","",""
"4006","4","3","122611","sjr_talk_idle","1","","","0.2","",""
"5001","5","1","1","122611","100","40","-194","1.65","1","sjr_talk_idle"
"5002","5","3","122611","sjr_talk_guts2_anger","0","sjr_talk_guts2_anger_loop","1","0.2","0",""
"5003","5","21","vo_minigame_1010","vo_minigame_1010_top_talk_1_005","0","0","","","",""
