id,score,mission_detail,reward_type_1,reward_id_1,reward_count_1,reward_type_2,reward_id_2,reward_count_2,reward_type_3,reward_id_3,reward_count_3,reward_type_4,reward_id_4,reward_count_4,reward_type_5,reward_id_5,reward_count_5
"1","10000","取得累積分數10000分","12","94002","100000","0","0","0","0","0","0","0","0","0","0","0","0"
"2","20000","取得累積分數20000分","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"3","30000","取得累積分數30000分","12","94002","100000","0","0","0","0","0","0","0","0","0","0","0","0"
"4","50000","取得累積分數50000分","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"5","80000","取得累積分數80000分","12","94002","100000","0","0","0","0","0","0","0","0","0","0","0","0"
"6","100000","取得累積分數100000分","12","94002","100000","0","0","0","0","0","0","0","0","0","0","0","0"
"7","120000","取得累積分數120000分","8","91002","100","0","0","0","0","0","0","0","0","0","0","0","0"
"8","150000","取得累積分數150000分","12","94002","200000","0","0","0","0","0","0","0","0","0","0","0","0"
"9","200000","取得累積分數200000分","12","94002","200000","0","0","0","0","0","0","0","0","0","0","0","0"
"10","250000","取得累積分數250000分","8","91002","100","0","0","0","0","0","0","0","0","0","0","0","0"
"11","300000","取得累積分數300000分","12","94002","200000","0","0","0","0","0","0","0","0","0","0","0","0"
"12","350000","取得累積分數350000分","12","94002","200000","0","0","0","0","0","0","0","0","0","0","0","0"
"13","400000","取得累積分數400000分","8","91002","100","0","0","0","0","0","0","0","0","0","0","0","0"
