sub_story_id,original_event_id,title,contents_type,condition_quest_id,condition_boss_id,read_condition
"1006401","10064","開幕式","4","20036104","0","0"
"1006402","10064","開幕式","3","20036104","0","0"
"1006403","10064","賽跑","1","20036104","0","1006402"
"1006404","10064","賽跑","4","20036104","0","1006402"
"1006405","10064","賽跑","2","20036104","0","1006402"
"1006406","10064","騎馬戰","2","20036104","0","1006405"
"1006407","10064","騎馬戰","4","20036104","0","1006405"
"1006408","10064","午休時間","3","20036106","0","1006406"
"1006409","10064","午休時間","4","20036106","0","1006406"
"1006410","10064","各種學術文化展覽","3","20036106","0","1006408"
"1006411","10064","各種學術文化展覽","4","20036106","0","1006408"
"1006412","10064","各種學術文化展覽","1","20036106","0","1006408"
"1006413","10064","女僕咖啡廳","4","20036108","0","1006410"
"1006414","10064","女僕咖啡廳","3","20036108","0","1006410"
"1006415","10064","綜合接力賽","3","20036113","0","1006414"
"1006416","10064","綜合接力賽","4","20036113","0","1006414"
"1006417","10064","頒獎典禮","1","0","2003601","1006415"
"1006418","10064","頒獎典禮","4","0","2003601","1006415"
"1006419","10064","頒獎典禮","2","0","2003601","1006415"
"1006420","10064","閉幕式","3","0","2003601","1006419"
"1006421","10064","閉幕式","4","0","2003601","1006419"
"1006422","10064","達成動畫","4","0","2003601","1006420"
