98e0c2eeee86262270b73410174d69fde22a5b0f16033faded8209f8014d33be,df28df664d6c180ff06edde0ab07acef1e254b414b4ccb1326b6c4f71d196a9b,c8f5fdf49acdd4d4e6d6dc9d2647f147d2ff8886094539d7c0e602b3c6fada47,e71f21f55a9da110738a023527d9206e5430d1a1495a4c4217fe46da1c94a2ac,1095d3dac76fa5a068923d8a947111fb4a3d01aea829e267cc92bb9d79bca9b3,78bab9d281783fe065a9c95150f5bac2bda6254e3547a7a5e87568761498e7db,b5300a481bd6194a28b0995f100fef8188784e334f2e6cf87ff3d8d75c968ada,643b10ede45775d57caae5fb71c685e13708cbafb56a90d5e9686a953d3e3aaa,bcabb62ae5a086184daf61182d6fd24d8afd6f08a7f07de102e80a914c9f4182,8d44d06c895364e7bcee0fb7963f3d2df67b2acc7ac7eb492d5a432013e3a9f5,2e608f0495dca57729079bc602158d6e269463d514966ba62221c8cfd09e7fc8,8ac2f53cefc8e82f4864f1e3329ed1b2626fa79dcdd5d9f31c085b2efdb7801a,6accf0b493324863626d0161913d2aca4e27ed87fd4fb624403e437eba18c898,3f0b48da2ae73ee890daef3b1d3f582bf662cdb4faf7e6c6f9f274c3df211249,d6c55387b549e3d23d0441388dcbe66f4a18390a271561d2f5f107379c97d262
"1","90110001","0","110001","100113","100113","0","0","1","1","701000101","bgm_M57","EASY","90","bgm_M57"
"1","90110002","0","110001","100113","100113","0","0","1","2","701000102","bgm_M57","NORMAL","90","bgm_M57"
"1","90110003","0","110001","100113","100113","0","0","1","3","701000103","bgm_M57","HARD","90","bgm_M57"
"1","90110004","0","110001","100113","100113","0","0","1","4","701000104","bgm_M57","VERY HARD","90","bgm_M57"
"1","90110005","0","110001","100113","100113","0","0","1","5","701000105","bgm_M57","EXTREME","90","bgm_M57"
"1","90120001","0","120001","103013","103013","0","0","2","1","701000201","bgm_M169","EASY","90","bgm_M169"
"1","90120002","0","120001","103013","103013","0","0","2","2","701000202","bgm_M169","NORMAL","90","bgm_M169"
"1","90120003","0","120001","103013","103013","0","0","2","3","701000203","bgm_M169","HARD","90","bgm_M169"
"1","90120004","0","120001","103013","103013","0","0","2","4","701000204","bgm_M169","VERY HARD","90","bgm_M169"
"1","90120005","0","120001","103013","103013","0","0","2","5","701000205","bgm_M169","EXTREME","90","bgm_M169"
"1","90130001","0","130001","100113","100113","0","0","3","1","701000301","bgm_M64","EASY","90","bgm_M64"
"1","90130002","0","130001","100113","100113","0","0","3","2","701000302","bgm_M64","NORMAL","90","bgm_M64"
"1","90130003","0","130001","100113","100113","0","0","3","3","701000303","bgm_M64","HARD","90","bgm_M64"
"1","90130004","0","130001","100113","100113","0","0","3","4","701000304","bgm_M64","VERY HARD","90","bgm_M64"
"1","90130005","0","130001","100113","100113","0","0","3","5","701000305","bgm_M64","EXTREME","90","bgm_M64"
"1","90140001","0","140001","100113","100113","0","0","4","1","701000401","bgm_M07","EASY","90","bgm_M07"
"1","90140002","0","140001","100113","100113","0","0","4","2","701000402","bgm_M07","NORMAL","90","bgm_M07"
"1","90140003","0","140001","100113","100113","0","0","4","3","701000403","bgm_M07","HARD","90","bgm_M07"
"1","90140004","0","140001","100113","100113","0","0","4","4","701000404","bgm_M07","VERY HARD","90","bgm_M07"
"1","90140005","0","140001","100113","100113","0","0","4","5","701000405","bgm_M07","EXTREME","90","bgm_M07"
"1","90150001","0","150001","103013","103013","0","0","5","1","701000501","bgm_M170","EASY","90","bgm_M170"
"1","90150002","0","150001","103013","103013","0","0","5","2","701000502","bgm_M170","NORMAL","90","bgm_M170"
"1","90150003","0","150001","103013","103013","0","0","5","3","701000503","bgm_M170","HARD","90","bgm_M170"
"1","90150004","0","150001","103013","103013","0","0","5","4","701000504","bgm_M170","VERY HARD","90","bgm_M170"
"1","90150005","0","150001","103013","103013","0","0","5","5","701000505","bgm_M170","EXTREME","90","bgm_M170"
