26d73c6be5d2b22a53f9e331eadf03fa36184f3fe1350f9b5cf3c5052cb5d9da,3cc9b7209505b5bad992e51404d5000effc013343de029bd6ac6528f408ed5f6,821ab74bab4af1ccc1137de063e3aec7d2cb8fff0d5e4ca76687d1bc36989da3,e9f313e7602492f7a3445976b239fe22afa9282d496211b87823008580f19bfc,155154f269066823f7c9f0c564e05089958540fee778fc75ea7799fbc84b8fc2,f236d4a727b6dc4a152599df0bd24eb3dbf031610a67282afcf5dbe3265fae6c,ebb6db5fd88c2a7a223a7da425009906f4063395e8a5e8ccc6bfccca896938de,55e6ff85cf225e928d70326fe3f3e4a8f39b9ce3321cec2fe5c2bcbc191cba88,08b8e4d1e4689d81a33670d86aae81a48a76e3d2505c817677680a6d79e99653,51819c116bdc3646e2d00ff5f4439c8c2d7a3358505d895590263e7e770d0acd,251b06aee2dbf9a962b63542a8b20cebbebecb93eb30db296fbaaa9ff2d0e454
"25021","25011","31","91002","8","8","2","10","281001001","2","1"
"25021","25011","31","91002","8","8","2","10","281001002","2","2"
"25021","25011","32","91002","8","8","2","10","281001003","2","3"
"25021","25011","32","91002","8","8","2","10","281001004","2","4"
"25021","25011","33","91002","8","8","2","10","281001005","2","5"
"25021","25011","33","91002","9","8","2","10","281001006","2","6"
"25021","25011","34","91002","9","8","2","10","281001007","2","7"
"25021","25011","35","91002","9","8","2","10","281001008","2","8"
"25021","25011","35","91002","9","8","2","10","281001009","2","9"
"25021","25011","37","91002","10","8","2","30","281001010","2","10"
"25021","25011","41","91002","10","8","2","10","281001011","2","11"
"25021","25011","43","91002","11","8","2","10","281001012","2","12"
"25021","25011","46","91002","11","8","2","10","281001013","2","13"
"25021","25011","48","91002","12","8","2","10","281001014","2","14"
"25021","25011","50","91002","12","8","2","10","281001015","2","15"
"25021","25011","53","91002","13","8","2","10","281001016","2","16"
"25021","25011","55","91002","14","8","2","10","281001017","2","17"
"25021","25011","58","91002","14","8","2","10","281001018","2","18"
"25021","25011","60","91002","15","8","2","10","281001019","2","19"
"25021","25011","62","91002","15","8","2","30","281001020","2","20"
"25021","25011","68","91002","16","8","2","10","281001021","2","21"
"25021","25011","70","91002","16","8","2","10","281001022","2","22"
"25021","25011","72","91002","16","8","2","10","281001023","2","23"
"25021","25011","75","91002","17","8","2","10","281001024","2","24"
"25021","25011","77","91002","18","8","2","10","281001025","2","25"
"25021","25011","79","91002","18","8","2","10","281001026","2","26"
"25021","25011","82","91002","19","8","2","10","281001027","2","27"
"25021","25011","84","91002","19","8","2","10","281001028","2","28"
"25021","25011","86","91002","19","8","2","10","281001029","2","29"
"25021","25011","89","91002","20","8","2","30","281001030","2","30"
"25021","25011","94","91002","20","8","2","10","281001031","2","31"
"25021","25011","96","91002","21","8","2","10","281001032","2","32"
"25021","25011","99","91002","21","8","2","10","281001033","2","33"
"25021","25011","101","91002","22","8","2","10","281001034","2","34"
"25021","25011","103","91002","22","8","2","10","281001035","2","35"
"25021","25011","106","91002","23","8","2","10","281001036","2","36"
"25021","25011","108","91002","23","8","2","10","281001037","2","37"
"25021","25011","111","91002","24","8","2","10","281001038","2","38"
"25021","25011","113","91002","25","8","2","10","281001039","2","39"
"25021","25011","115","91002","25","8","2","30","281001040","2","40"
"25021","25011","121","91002","26","8","2","10","281001041","2","41"
"25021","25011","123","91002","27","8","2","10","281001042","2","42"
"25021","25011","125","91002","28","8","2","10","281001043","2","43"
"25021","25011","128","91002","28","8","2","10","281001044","2","44"
"25021","25011","130","91002","29","8","2","10","281001045","2","45"
"25021","25011","132","91002","30","8","2","10","281001046","2","46"
"25021","25011","135","91002","30","8","2","10","281001047","2","47"
"25021","25011","137","91002","31","8","2","10","281001048","2","48"
"25021","25011","139","91002","31","8","2","10","281001049","2","49"
"25021","25011","142","91002","31","8","2","30","281001050","2","50"
"25021","25011","144","91002","32","8","2","10","281001051","2","51"
"25021","25011","146","91002","32","8","2","10","281001052","2","52"
"25021","25011","149","91002","32","8","2","10","281001053","2","53"
"25021","25011","152","91002","33","8","2","10","281001054","2","54"
"25021","25011","155","91002","33","8","2","10","281001055","2","55"
"25021","25011","157","91002","33","8","2","10","281001056","2","56"
"25021","25011","160","91002","34","8","2","10","281001057","2","57"
"25021","25011","163","91002","34","8","2","10","281001058","2","58"
"25021","25011","166","91002","34","8","2","10","281001059","2","59"
"25021","25011","169","91002","35","8","2","30","281001060","2","60"
"25021","25011","171","91002","35","8","2","10","281001061","2","61"
"25021","25011","174","91002","35","8","2","10","281001062","2","62"
"25021","25011","177","91002","36","8","2","10","281001063","2","63"
"25021","25011","180","91002","36","8","2","10","281001064","2","64"
"25021","25011","182","91002","36","8","2","10","281001065","2","65"
"25021","25011","185","91002","37","8","2","10","281001066","2","66"
"25021","25011","187","91002","37","8","2","10","281001067","2","67"
"25021","25011","190","91002","37","8","2","10","281001068","2","68"
"25021","25011","193","91002","38","8","2","10","281001069","2","69"
"25021","25011","196","91002","38","8","2","30","281001070","2","70"
