16fb6785eff41b82857e5a8dfd1c80e45bdfd475aad3214738c186220ccd60a1,29c2304d034d65a240aa090c2332e03ecf7766cccb6915e49fe70dac8c2bfdca,13828f3578162c4306203afadb7bd31008b8d2310e379547fff2597b6b54eb43,64f445f47005774b0df479423f67b0130d000caf786a5c1a032f38c4f0723a61,b5997a4d41f3d5b290c4331449184775fb84be52a289c8e4cb238cf143cf03b6,c9e1ce749f9937f296341fc3bf77280a65e64a847c70d2ade43d806fb51f613e,22724dd7c8dab7662eff70cba3baa7ee404cb9fc06c47d6e3100c9bff4324095,3d61d1810a05195d00fa131a598ac261c1bb4aa9d6442aeded0ad3bf044df993,22ab0c028f660f652f7b8dc541c91b7f86ea721e7d6afce3a13b690454de1a8f,7093463cbedceaaefe8223056f60f333d178af2b12bff3c316034d0248dbd3df,f63c5b07d43fa54b45e44ec128b2a3b4663205198e12081f538359329a4628b5,b344fb366c1412620528a9219af6dd37eb57b27f3bc3de11871359228a0246ec,a0e1b481aae2d0a5fe19257fd2444047ae1d694604c0bb10226b92933f8dcbf2
"","","20","1","","1","-1","","","-1","Lost Princess","2018-10-18 15:00:00","Lost Princess"
"","","17","2","","2","-1","","","-1","Connecting Happy!!","2018-10-18 15:00:00","Connecting Happy!!"
"","","20","3","","3","1000","","","-1","踏上旅程","2018-10-18 15:00:00","踏上旅程"
"","","20","4","","4","1000","","","-1","穿過森林的風","2018-10-18 15:00:00","穿過森林的風"
"","","20","5","","5","1000","","","-1","梅莎路提姆","2018-10-18 15:00:00","梅莎路提姆"
"","","20","6","","6","1000","","","-1","初音的禮物大作戰","2018-10-18 15:00:00","初音的禮物大作戰"
"","","20","7","","7","1000","","","-1","席茲","2018-10-18 15:00:00","席茲"
"","","20","8","","8","1500","","","-1","Smiley Contrast","2018-10-18 15:00:00","Smiley Contrast"
"","","20","9","","9","1000","","","-1","牛頭怪","2018-10-18 15:00:00","牛頭怪"
"","","20","10","","10","1000","","","-1","小小甜心大冒險","2018-10-18 15:00:00","小小甜心大冒險"
"","","20","11","","11","1000","","","-1","阿爾瑪","2018-10-18 15:00:00","阿爾瑪"
"","","18","12","","12","1500","","","-1","小小冒險","2018-10-18 15:00:00","小小冒險"
"","","20","13","","13","1000","","","-1","大胃王","2018-10-18 15:00:00","大胃王"
"","","20","14","","14","1000","","","-1","不給布丁就搗蛋！約定的萬聖節派對","2018-10-18 15:00:00","不給布丁就搗蛋！約定的萬聖節派對"
"","","17","15","","15","1000","","","-1","傑克南瓜布丁","2018-10-18 15:00:00","傑克南瓜布丁"
"","","20","16","","16","1500","","","-1","還要！兩人的派～對～夜～","2018-10-18 15:00:00","還要！兩人的派～對～夜～"
"","","20","17","","17","1000","","","-1","閃耀的冰晶","2018-10-18 15:00:00","閃耀的冰晶"
"","","20","18","","18","1500","","","3010003","Shining Future","2018-11-19 15:00:00","Shining Future"
"","","20","19","","19","1500","","","3010003","向風起誓","2018-11-19 15:00:00","向風起誓"
"","","18","20","","20","1500","","","3010003","因為想看到你的笑容","2018-11-19 15:00:00","因為想看到你的笑容"
"","","18","21","","21","1500","","","1054007","無法坦率的心！","2018-11-19 15:00:00","無法坦率的心！"
"","","20","22","","22","1000","","","-1","向詭譎氣氛挺身而出的鬥志","2018-11-19 15:00:00","向詭譎氣氛挺身而出的鬥志"
"","","20","23","","23","1000","","","-1","野豬雙胞胎","2018-11-19 15:00:00","野豬雙胞胎"
"","","20","24","","24","1000","","","-1","吸血鬼獵人with伊莉亞","2018-11-19 15:00:00","吸血鬼獵人with伊莉亞"
"","","20","25","","25","1000","","","-1","加爾格","2018-11-19 15:00:00","加爾格"
"","","20","26","","26","1500","","","-1","Peaceful*沖繩雜炒","2018-11-19 15:00:00","Peaceful*沖繩雜炒"
"","","20","27","","27","1000","","","-1","天蠍毒者","2018-11-19 15:00:00","天蠍毒者"
"","","20","28","","28","1000","","","-1","暮光破壞者","2018-11-19 15:00:00","暮光破壞者"
"","","20","29","","29","1000","","","-1","奧拉姆","2018-11-19 15:00:00","奧拉姆"
"","","20","30","","30","1500","","","-1","最強對吧，對吧？","2018-11-19 15:00:00","最強對吧，對吧？"
"","","20","31","","31","1000","","","-1","冰海之地","2018-11-19 15:00:00","冰海之地"
"","","20","32","","32","1000","","","-1","冰天雪地","2018-12-19 15:00:00","冰天雪地"
"","","20","33","","33","1000","","","-1","涼爽的風","2018-12-19 15:00:00","涼爽的風"
"","","20","34","","34","1000","","","-1","加爾基諾司","2018-12-19 15:00:00","加爾基諾司"
"","","20","35","","35","1000","","","-1","危險的假期！海岸邊的美食家公主","2018-12-19 15:00:00","危險的假期！海岸邊的美食家公主"
"","","20","36","","36","1000","","","-1","天塔帕斯","2018-12-19 15:00:00","天塔帕斯"
"","","20","37","","37","1500","","","-1","充滿笑容的家","2018-12-19 15:00:00","充滿笑容的家"
"","","20","38","","38","1000","","","-1","人馬座","2018-12-19 15:00:00","人馬座"
"","","20","39","","39","1000","","","-1","忘却的頌歌","2018-12-19 15:00:00","忘却的頌歌"
"","","20","40","","40","1000","","","-1","霧奇","2018-12-19 15:00:00","霧奇"
"","","20","41","","41","1500","","","-1","Ding Dong Holy Night♪","2018-12-19 15:00:00","Ding Dong Holy Night♪"
"","","20","42","","42","1000","","","-1","險峻枯原","2019-01-18 15:00:00","險峻枯原"
"","","20","43","","43","1000","","","-1","奧爾獅","2019-01-18 15:00:00","奧爾獅"
"","","20","44","","44","1000","","","-1","珠希和美冬的無人島0盧幣生活","2019-01-18 15:00:00","珠希和美冬的無人島0盧幣生活"
"","","20","45","","45","1000","","","-1","島鯨","2019-01-18 15:00:00","島鯨"
"","","18","46","","46","1500","","","-1","閃亮亮☆Happiness！","2019-01-18 15:00:00","閃亮亮☆Happiness！"
"","","20","47","","47","1000","","","-1","新的出航","2019-01-18 15:00:00","新的出航"
"","","20","48","","48","1000","","","-1","阿爾珈提","2019-01-18 15:00:00","阿爾珈提"
"","","20","49","","49","1000","","","-1","新春破曉之星大危機！","2019-01-18 15:00:00","新春破曉之星大危機！"
"","","20","50","","50","1000","","","-1","邪餅神鏡餅","2019-01-18 15:00:00","邪餅神鏡餅"
"","","20","51","","51","1500","","","-1","TwinkleStars","2019-01-18 15:00:00","TwinkleStars"
"","","20","52","","52","1000","","","-1","酷熱沙漠","2019-02-15 15:00:00","酷熱沙漠"
"","","20","53","","53","1000","","","-1","美杜莎","2019-02-15 15:00:00","美杜莎"
"","","20","54","","54","1000","","","-1","黑鐵的亡靈（Nightmare）","2019-02-15 15:00:00","黑鐵的亡靈（Nightmare）"
"","","20","55","","55","1000","","","-1","亡靈鎧甲","2019-02-15 15:00:00","亡靈鎧甲"
"","","20","56","","56","1500","","","-1","Aloofness Code","2019-02-15 15:00:00","Aloofness Code"
"","","20","57","","57","1500","","","2008015","Absolute Secret","2019-02-15 15:00:00","Absolute Secret"
"","","20","58","","58","1000","","","-1","水之里歐斯","2019-02-15 15:00:00","水之里歐斯"
"","","20","59","","59","1000","","","-1","情人節之戰！正中紅心的甜蜜戰鬥","2019-02-15 15:00:00","情人節之戰！正中紅心的甜蜜戰鬥"
"","","20","60","","60","1000","","","-1","醜陋可愛","2019-02-15 15:00:00","醜陋可愛"
"","","20","61","","61","1500","","","-1","SUPER CHOCOLATE","2019-02-15 15:00:00","SUPER CHOCOLATE"
"","","20","62","","62","1000","","","-1","砂海綠洲","2019-03-19 15:00:00","砂海綠洲"
"","","20","63","","63","1000","","","-1","不可思議的森林","2019-03-19 15:00:00","不可思議的森林"
"","","20","64","","64","1000","","","-1","托爾披頓","2019-03-19 15:00:00","托爾披頓"
"","","20","65","","65","1000","","","-1","王都的名偵探　嘆息的追緝者","2019-03-19 15:00:00","王都的名偵探　嘆息的追緝者"
"","","20","66","","66","1000","","","-1","哀嘆之女神","2019-03-19 15:00:00","哀嘆之女神"
"","","20","67","","67","1500","","","-1","未解明的心意","2019-03-19 15:00:00","未解明的心意"
"","","20","68","","68","1000","","","-1","機械莉瑪來襲！王都毀滅前的倒數","2019-04-19 15:00:00","機械莉瑪來襲！王都毀滅前的倒數"
"","","20","69","","69","1000","","","-1","機械莉瑪","2019-04-19 15:00:00","機械莉瑪"
"","","20","70","","70","1000","","","-1","機械莉瑪~終焉~","2019-04-19 15:00:00","機械莉瑪~終焉~"
"","","20","71","","71","1000","","","-1","在阿斯特朗盛開的雙輪之花","2019-04-19 15:00:00","在阿斯特朗盛開的雙輪之花"
"","","20","72","","72","1000","","","-1","元核‧巨靈","2019-04-19 15:00:00","元核‧巨靈"
"","","20","73","","73","1500","","","-1","Crossing Destiny","2019-04-19 15:00:00","Crossing Destiny"
"","","20","74","","74","1000","","","-1","潛入岩峰","2019-05-17 15:00:00","潛入岩峰"
"","","20","75","","75","1000","","","-1","將軍道中記　白翼的武士","2019-05-17 15:00:00","將軍道中記　白翼的武士"
"","","20","76","","76","1000","","","-1","惡代官","2019-05-17 15:00:00","惡代官"
"","","20","77","","77","1500","","","-1","白翼的榮耀","2019-05-17 15:00:00","白翼的榮耀"
"","","20","78","","78","1000","","","-1","火山山麓","2019-10-01 16:00:00","火山山麓"
"","","20","79","","79","1000","","","-1","險惡荒地","2019-10-01 16:00:00","險惡荒地"
"","","20","80","","80","1000","","","-1","怠惰的狂人","2019-10-01 16:00:00","怠惰的狂人"
"","","20","81","","81","1000","","","-1","鼓聲響動的森林","2019-10-15 16:00:00","鼓聲響動的森林"
"","","20","82","","82","1000","","","-1","鈴奈的彩虹舞臺！","2019-10-15 16:00:00","鈴奈的彩虹舞臺！"
"","","20","83","","83","1000","","","-1","雨神大人","2019-10-15 16:00:00","雨神大人"
"","","20","84","","84","1500","","","-1","踮腳尖的First Kiss","2019-10-15 16:00:00","踮腳尖的First Kiss"
"","","20","85","","85","1000","","","-1","哥哥爭奪戰！　幫忙靜流","2019-10-15 16:00:00","哥哥爭奪戰！　幫忙靜流"
"","","20","86","","86","1000","","","-1","哥哥爭奪戰！　幫忙惠理子","2019-10-15 16:00:00","哥哥爭奪戰！　幫忙惠理子"
"","","20","87","","87","1000","","","-1","盛夏的真步真步王國　浪花拍岸的靈魂之夏！","2019-10-15 16:00:00","盛夏的真步真步王國　浪花拍岸的靈魂之夏！"
"","","20","88","","88","1000","","","-1","奄美魔物","2019-10-15 16:00:00","奄美魔物"
