5c7d8c418b2b684219d3e239c0eef18431c9319c4b7d445ae57481995a771a4e,316421cbaaaf9b8d047269191b63653800f58e47ffcd14718ad4b9b6ad779aff,480af63db7af417ce404cd64268f3ee43fb2ff6dbbc42066cc8453892569d210,f40a1ae52e1e9c736d3a3b6a172036c9fd34f6719125b83379eddcb6c4784985,cff8e39f07918d6f8c118fe353256e83b5fb092239b6a6c925e359f3c743f86f,34f6b14ecdc1c5f00e4c32c43e17874750067da2387c9f7ac615895bb1caa4fe,bf88d3db382a8ec6f6f75b0c378aa7f13fce77220dabfae0236c4873e83f4d75,c8cf4c55255a5dc440b04f53743501131624703fe4d0fa9eec5f93db088cee88,ba5702cf9d237c49771080474b3b82ffdac746d452a8122902f74dbeb6d0b638,4f2c0effbd50e3fc4a11657ee819d129940c993445cbae2c1d706be9a484371c,97c699a019c066bfa496cc676199d9415f121b82772040c6beb98738aa6f680c,8400463be48b6cf6e1a3a4deb9480b10b6ff633820fe44ba4b93a6555d373826,ac0a9b4fc71b73dcb8b64bd5e30036a8d6700366f91715ab163f4c7bde5b06a5,de322b0fe28c2c66968f21a606ac996b7dd7e463ed2a12e2d6aff97e67594b5d,acaab01b23f5b4cc0e1fb7cf93cb3dfdb356401aab04ede09856007bd7d9ecaf,59f1b8d81d07fb999f693afd2354af67651ca72267700cbfecd725700e0f3ccd,e8cd3866051410b09c5e58b811261530a9f420fecdcfe47ab1f092124db2b425,b73426aec99b126ccc1571a081ea49a9ed3f0f3e0f6012d562c92ac7e71514ef
"0","0","分數累積獲得 32000 分","32000","0","20000","0","0","0","0","0","0","94002","0","0","12","1","0"
"0","0","分數累積獲得 64000 分","64000","0","30000","0","0","0","0","0","0","94002","0","0","12","2","0"
"0","0","分數累積獲得 96000 分","96000","0","40000","0","0","0","0","0","0","94002","0","0","12","3","0"
"0","0","分數累積獲得 128000 分","128000","0","50000","0","0","0","0","0","0","94002","0","0","12","4","0"
"0","0","分數累積獲得 160000 分","160000","0","25","0","0","0","0","0","0","91002","0","0","8","5","0"
"0","0","分數累積獲得 192000 分","192000","0","1","0","0","0","0","0","0","11001071","0","0","15","6","0"
"0","0","分數累積獲得 224000 分","224000","0","20","0","0","0","0","0","0","23001","0","0","2","7","0"
"0","0","分數累積獲得 256000 分","256000","0","50","0","0","0","0","0","0","91002","0","0","8","8","0"
"0","0","分數累積獲得 288000 分","288000","0","70000","0","0","0","0","0","0","94002","0","0","12","9","0"
"0","0","分數累積獲得 320000 分","320000","0","80000","0","0","0","0","0","0","94002","0","0","12","10","0"
"0","0","分數累積獲得 352000 分","352000","0","75","0","0","0","0","0","0","91002","0","0","8","11","0"
"0","0","分數累積獲得 384000 分","384000","0","100000","0","0","0","0","0","0","94002","0","0","12","12","0"
"0","0","分數累積獲得 416000 分","416000","0","45","0","0","0","0","0","0","23001","0","0","2","13","0"
"0","0","分數累積獲得 448000 分","448000","0","100","0","0","0","0","0","0","91002","0","0","8","14","0"
"0","0","分數累積獲得 480000 分","480000","0","1","0","0","0","0","0","0","11001072","0","0","15","15","0"
