d27518aa00246c6b468c82a2788ceec66ff215a9d6615b3350dd1409ca24f506,fb603894cadab060750cf539688c6d61c7ab33347e3a02ac817ac9f711966409,b099f9997e059f6264d44dfff586700638d04d5a6532fe1dfcebe7252cfec707,f6aaf5b7601e5fda44f5f1c64b5068136c16b520fbb1a2e5d536810cb1447fef,89fa358aa3ba9fb9530c447203f7963b118c2fdc1b9896a61986a4ae0fe0419f,e95ce2d4f68de15e681cb17a79542b9a758c6572fd2e45241f1880cd2906d2d1,33aac14054c5e5ac42206eeab171c3b9aa61a475fe001f359e850a247df41f66,e5df8ba77512fb5670ec1feb17edffa1dcdc5a642f7007414655dd5835ebf0f1,880944ddb80852cff1088a6561428175bcb1bebe9847fbb629181e5b01f5c3f6,1eeb2bfff694c271ad4ea3a0595805249fa9620919a8d5fbac1e061f43e61253,f2b6819c35f574fb5dd858cd711aaa26526cd267732d83d6466778f29494f584,5025583c1adae2f0c0782e6423ec0cb2328ae76ce6970e7fe3d24e428f721ae5,cd71ca745b30c961cbad8502554bf78edb435a50794ce446bb2c66d78e13a1fc,936a716f0c07f560e043088841ae105fc5341e3a2f837c068614c76f33dc7879,5ae8b4ae77c4254ba42633161299ec619e5d6e6f31dd801117fa82fdea18098f,ee49be042ae1647b1a129086d19e6694bf23e7219e42fb07908a17ae3e7543b5,e2cf0716042339bfcddc45ac300f92dc1f947bd991eca27052ef6f42a4b14367,e74697cc9d78af09238a7d04ba4c9aaa5813363a580ff789a50aaf184d5d7861,899b91e866086cd1dd602085a1ce54336084b9717971871b3ea05a95b6803775,65b723b397877a99113bd6457d60ac0b845add6bed74517f2d3be54ac3ca2fcf,c9ed4a90fbb3adf3547f29de7ee964be593bc745d20be74d832a8dfb5b4e0cbb,5054c0ff4d5af9217425c2902afc7465534e49bf9a3d3c06a804d7ac32794f28,4a14a386d5987863dc677a31094a799f3b3c68582bd57f8f0a4fa01206ec6a12,4beb9ef5674e13e5809907540a05dec90aebc14eaaf1023906b95bd0c78924fd,0b42186508b60a8508473b6c3bdf5c4c8d5085d4f71d9651ff8a4b75364a660a,9c0a1ed79b7702264582212731dcf56d6a5e4c2026d9c1fb7891f10fd6ca96b5,9789a7a53fcabf6b39935ef6998bd949204a6f7be868f3c37861697f36db5896,dc08953a0652b16607d24e9cf57d655963ecd1c87bc21e3476126db24d98a65c,7849c89d22cec501b713b02c504c344a1f0a4ab17843c0bdd5644daacaa7f8e7,4b29e3cde380338e6dc9201019929203a4196593ca271a7e15cad8a17e4ab91b,7ac6fd642aa09cf9f8536ff6aacc584538408beb4f893679108f73c1adbb6b2f
"0","0","0","0","100","1000110103","1000110102","0","100","0","1000110103","34","1","33","0","0","1","1","0","0","0","10001101","0","1000110103","100","1","0","1000110101","1","0","0"
"1000120105","1","100","1","100","1000120102","1000120105","34","100","100","1000120103","100","1","100","1000120105","1000120105","1","1","1","1","1000120105","10001201","33","1000120105","100","1","1","1000120101","1","1000120104","100"
"0","0","0","0","100","1000210103","1000210102","0","100","0","1000210103","34","1","33","0","0","1","1","0","0","0","10002101","0","1000210103","100","1","0","1000210101","1","0","0"
"1000220105","1","100","1","100","1000220102","1000220105","34","100","100","1000220103","100","1","100","1000220105","1000220105","1","1","1","1","1000220105","10002201","33","1000220105","100","1","1","1000220101","1","1000220104","100"
"0","0","0","0","100","1000310103","1000310102","0","100","0","1000310103","34","1","33","0","0","1","1","0","0","0","10003101","0","1000310103","100","1","0","1000310101","1","0","0"
"1000320105","1","100","1","3","1000320102","1000320105","34","100","100","1000320103","100","6","100","1000320105","1000320105","1","1","1","1","1000320105","10003201","33","1000320105","3","6","1","1000320101","1","1000320104","100"
"0","0","0","0","100","1000410103","1000410102","0","100","0","1000410103","34","1","33","0","0","1","1","0","0","0","10004101","0","1000410103","100","1","0","1000410101","1","0","0"
"1000420105","1","100","1","3","1000420102","1000420105","34","100","100","1000420103","100","6","100","1000420105","1000420105","1","1","1","1","1000420105","10004201","33","1000420105","3","6","1","1000420101","1","1000420104","100"
"1000430104","0","100","1","100","1000430102","1000430104","33","100","0","1000430104","100","1","100","1000430103","1000430104","1","1","1","1","1000430104","10004301","100","1000430104","100","6","1","1000430101","1","0","34"
"0","0","0","0","100","1000510103","1000510102","0","100","0","1000510103","34","1","33","0","0","1","1","0","0","0","10005101","0","1000510103","100","1","0","1000510101","1","0","0"
"1000520105","1","100","1","3","1000520102","1000520105","34","100","100","1000520103","100","6","100","1000520105","1000520105","1","1","1","1","1000520105","10005201","33","1000520105","3","6","1","1000520101","1","1000520104","100"
"1000530104","0","100","1","100","1000530102","1000530104","33","100","0","1000530104","100","1","100","1000530103","1000530104","1","1","1","1","1000530104","10005301","100","1000530104","100","6","1","1000530101","1","0","34"
"0","0","0","0","100","1000610103","1000610102","0","100","0","1000610103","34","1","33","0","0","1","1","0","0","0","10006101","0","1000610103","100","1","0","1000610101","1","0","0"
"1000620105","1","100","1","3","1000620102","1000620105","34","100","100","1000620103","100","6","100","1000620105","1000620105","1","1","1","1","1000620105","10006201","33","1000620105","3","6","1","1000620101","1","1000620104","100"
"1000630104","0","100","1","100","1000630102","1000630104","33","100","0","1000630104","100","1","100","1000630103","1000630104","1","1","1","1","1000630104","10006301","100","1000630104","100","6","1","1000630101","1","0","34"
"0","0","0","0","100","1000710103","1000710102","0","100","0","1000710103","34","1","33","0","0","1","1","0","0","0","10007101","0","1000710103","100","1","0","1000710101","1","0","0"
"1000720105","1","100","1","3","1000720102","1000720105","34","100","100","1000720103","100","6","100","1000720105","1000720105","1","1","1","1","1000720105","10007201","33","1000720105","3","6","1","1000720101","1","1000720104","100"
"1000730104","0","100","1","100","1000730102","1000730104","33","100","0","1000730104","100","1","100","1000730103","1000730104","1","1","1","1","1000730104","10007301","100","1000730104","100","6","1","1000730101","1","0","34"
"0","0","0","0","100","1000810103","1000810102","0","100","0","1000810103","34","1","33","0","0","1","1","0","0","0","10008101","0","1000810103","100","1","0","1000810101","1","0","0"
"1000820105","1","100","1","3","1000820102","1000820105","34","100","100","1000820103","100","6","100","1000820105","1000820105","1","1","1","1","1000820105","10008201","33","1000820105","3","6","1","1000820101","1","1000820104","100"
"1000830104","0","100","1","100","1000830102","1000830104","33","100","0","1000830104","100","1","100","1000830103","1000830104","1","1","1","1","1000830104","10008301","100","1000830104","100","6","1","1000830101","1","0","34"
"0","0","0","0","100","1000910103","1000910102","0","100","0","1000910103","34","1","33","0","0","1","1","0","0","0","10009101","0","1000910103","100","1","0","1000910101","1","0","0"
"1000920105","1","100","1","3","1000920102","1000920105","34","100","100","1000920103","100","6","100","1000920105","1000920105","1","1","1","1","1000920105","10009201","33","1000920105","3","6","1","1000920101","1","1000920104","100"
"1000930104","0","100","1","100","1000930102","1000930104","33","100","0","1000930104","100","1","100","1000930103","1000930104","1","1","1","1","1000930104","10009301","100","1000930104","100","6","1","1000930101","1","0","34"
"0","0","0","0","100","1001010103","1001010102","0","100","0","1001010103","34","1","33","0","0","1","1","0","0","0","10010101","0","1001010103","100","1","0","1001010101","1","0","0"
"1001020105","1","100","1","3","1001020102","1001020105","34","100","100","1001020103","100","6","100","1001020105","1001020105","1","1","1","1","1001020105","10010201","33","1001020105","3","6","1","1001020101","1","1001020104","100"
"1001030104","0","100","1","100","1001030102","1001030104","33","100","0","1001030104","100","1","100","1001030103","1001030104","1","1","1","1","1001030104","10010301","100","1001030104","100","6","1","1001030101","1","0","34"
"1001040107","1","100","1","100","1001040102","1001040105","100","100","100","1001040103","100","1","100","1001040109","1001040108","1","1","1","1","1001040106","10010401","100","1001040104","100","6","1","1001040101","1","1001040110","100"
"0","0","0","0","100","1001110103","1001110102","0","100","0","1001110103","34","1","33","0","0","1","1","0","0","0","10011101","0","1001110103","100","1","0","1001110101","1","0","0"
"1001120105","1","100","1","3","1001120102","1001120105","34","100","100","1001120103","100","6","100","1001120105","1001120105","1","1","1","1","1001120105","10011201","33","1001120105","3","6","1","1001120101","1","1001120104","100"
"1001130104","0","100","1","100","1001130102","1001130104","33","100","0","1001130104","100","1","100","1001130103","1001130104","1","1","1","1","1001130104","10011301","100","1001130104","100","6","1","1001130101","1","0","34"
"1001140107","1","100","1","100","1001140102","1001140105","100","100","100","1001140103","100","1","100","1001140109","1001140108","1","1","1","1","1001140106","10011401","100","1001140104","100","6","1","1001140101","1","1001140110","100"
"0","0","0","0","100","1001210103","1001210102","0","100","0","1001210103","34","1","33","0","0","1","1","0","0","0","10012101","0","1001210103","100","1","0","1001210101","1","0","0"
"1001220105","1","100","1","3","1001220102","1001220105","34","100","100","1001220103","100","6","100","1001220105","1001220105","1","1","1","1","1001220105","10012201","33","1001220105","3","6","1","1001220101","1","1001220104","100"
"1001030104","0","100","1","100","1001230102","1001230104","33","100","0","1001230104","100","1","100","1001230103","1001230104","1","1","1","1","1001230104","10012301","100","1001230104","100","6","1","1001230101","1","0","34"
"1001040107","1","100","1","100","1001240102","1001240105","100","100","100","1001240103","100","1","100","1001240109","1001240108","1","1","1","1","1001240106","10012401","100","1001240104","100","6","1","1001240101","1","1001240110","100"
"0","0","0","0","100","1001310103","1001310102","0","100","0","1001310103","34","1","33","0","0","1","1","0","0","0","10013101","0","1001310103","100","1","0","1001310101","1","0","0"
"1001320105","1","100","1","3","1001320102","1001320105","34","100","100","1001320103","100","6","100","1001320105","1001320105","1","1","1","1","1001320105","10013201","33","1001320105","3","6","1","1001320101","1","1001320104","100"
"1001330104","0","100","1","100","1001330102","1001330104","33","100","0","1001330104","100","1","100","1001330103","1001330104","1","1","1","1","1001330104","10013301","100","1001330104","100","6","1","1001330101","1","0","34"
"1001340107","1","100","1","100","1001340102","1001340105","100","100","100","1001340103","100","1","100","1001340109","1001340108","1","1","1","1","1001340106","10013401","100","1001340104","100","6","1","1001340101","1","1001340110","100"
"0","0","0","0","100","1001410103","1001410102","0","100","0","1001410103","34","1","33","0","0","1","1","0","0","0","10014101","0","1001410103","100","1","0","1001410101","1","0","0"
