4c5e0c8fdf1dc34aa1c954810946942164a131a3808acd25137a367a4b8dd0d4,c72622b406eaaa300b3eaf0a394e2e9bc28b1e5d9548dd8d37e0690c33250b3a,536248eb56e028e0eeac6d6c5fd53af0909ab695bdc386530e82d8d9dc42d348,1f616eb507a289b0c13764ac1f759ce5fcd47423aba9c73bf0187885856866fc,c88965077b812f090dd24c413af3954453d84539bf5ec6eff49d7fa83fda958b,4f0b2bc22bc23fdaa391e059449d1947f1fd0b98293f5994d0c842ee69377ed7,124e11618229756b9ecdc2a16aa610da45677c485cd1fdf74385c0aa06d2f9ee,3550cbeba73a2b9248de14060a8c6af5034a42f19ba0b990961568816783c8ae,9fa8069b6fa2d4299240ceea332aa7ec94c72d8b44fbc49775a2ece72ddcbe37,0ade2d1fdabcf325760cf408fd5391ada2c51d08aba98f604e23c3a2836d473d,2125e0f780cad5eb8596fc1fa77c01e58f81539faa884401a1bbb2f858c06234,8d8eaf2a75bc03bf9c8f982559d056c5e72ca26e8dcaef85b9409130f29e3b9b
"0","0","10019","0","0","0","0","10016","266000","0","10017","0"
"0","0","0","0","0","0","0","10008","261000","0","10019","0"
"0","0","0","0","0","0","0","10008","261001","0","10019","0"
"0","0","0","0","0","0","0","10019","262000","0","0","0"
"0","0","0","0","0","0","0","10018","263000","0","10019","0"
"0","0","0","0","0","0","0","10017","264000","0","10019","0"
"0","0","0","0","0","0","0","10007","265000","0","10019","0"
"0","0","0","0","0","0","0","10001","301206","0","10013","0"
"0","0","10010","0","0","0","0","10001","303306","0","10009","0"
"0","0","10010","0","0","0","0","10001","312505","0","10009","0"
"0","0","10012","0","0","0","0","10001","304809","0","10004","0"
"0","0","0","0","0","0","0","10001","312307","0","10013","0"
"0","0","0","0","0","0","0","10001","310308","0","10004","0"
"0","0","0","0","0","0","0","10002","303609","0","0","0"
"0","0","0","0","0","0","0","10005","304404","0","10006","0"
"0","0","0","0","0","0","0","10007","319604","0","10008","0"
"0","0","0","0","0","0","0","10007","313709","0","10018","0"
"0","0","0","0","0","0","0","10008","310707","0","0","0"
"0","0","0","0","0","0","0","10016","306604","0","10017","0"
"0","0","0","0","0","0","0","10019","322702","0","0","0"
"0","0","10012","0","0","0","0","10003","302501","0","10004","0"
"0","0","10015","0","0","0","0","10005","319401","0","10006","0"
"0","0","0","0","0","0","0","10007","310103","0","0","0"
"0","0","0","0","0","0","0","10011","315004","0","0","0"
"0","0","0","0","0","0","0","10016","301701","0","10017","0"
