3720c1dffe90c43e4fa232aaca865c2e02ea595dea16ca67ffe1e3d2ee62d1be,28f2d939ffa43c7cf230d8503e1652fcfe256b97bd0e61cdcc35001b21ced78d,e1c3d87cbf85f2942308bb215db1682ec46ee695d1d87c35e49363bdbb32e1ae,b566686371ace5a6c420eaec43a279a39aaf5cace3622ba645b7b0beb95f666a
"1","0","0","100101"
"2","0","0","100201"
"3","0","0","100301"
"4","0","0","100401"
"5","0","0","100501"
"6","0","0","100601"
"7","0","0","100701"
"8","0","0","100801"
"9","0","0","100901"
"10","0","0","101001"
"11","0","0","101101"
"12","0","0","101201"
"13","0","0","101301"
"14","0","0","101401"
"15","0","0","101501"
"16","0","0","101601"
"17","0","0","101701"
"18","0","0","101801"
"20","0","0","102001"
"21","0","0","102101"
"22","0","0","102201"
"23","0","0","102301"
"25","0","0","102501"
"26","0","0","102601"
"27","0","0","102701"
"28","0","0","102801"
"29","0","0","102901"
"30","0","0","103001"
"31","0","0","103101"
"32","0","0","103201"
"33","0","0","103301"
"34","0","0","103401"
"36","0","0","103601"
"37","0","0","103701"
"38","0","0","103801"
"40","0","0","104001"
"42","0","0","104201"
"43","0","0","104301"
"44","0","0","104401"
"45","0","0","104501"
"46","0","0","104601"
"47","0","0","104701"
"48","0","0","104801"
"49","0","0","104901"
"50","0","0","105001"
"51","0","0","105101"
"52","0","0","105201"
"53","0","0","105301"
"54","0","0","105401"
"55","0","0","105501"
"56","0","0","105601"
"57","0","0","105701"
"58","0","0","105801"
"59","0","0","105901"
"60","0","0","106001"
"61","0","0","106101"
"63","0","0","106301"
"64","0","0","106401"
"65","0","0","106501"
"66","0","0","106601"
"67","0","0","106701"
"68","0","0","106801"
"69","0","0","106901"
"70","0","0","107001"
"71","0","0","107101"
"58","0","0","107501"
"59","0","0","107601"
"25","0","0","107701"
"60","0","0","107801"
"46","0","0","107901"
"48","0","0","108001"
"31","0","0","108101"
"7","0","0","108201"
"50","0","0","108301"
"42","0","0","108401"
"21","0","0","108501"
"23","0","0","108601"
"1","0","0","108701"
"2","0","0","108801"
"3","0","0","108901"
"27","0","0","109001"
"49","0","0","109101"
"92","0","0","109201"
"93","0","0","109301"
"94","0","0","109401"
"45","0","0","109501"
"30","0","0","109601"
"97","0","0","109701"
"98","0","0","109801"
"99","0","0","109901"
"16","0","0","110001"
"18","0","0","110101"
"28","0","0","110301"
"43","0","0","110401"
"17","0","0","110501"
"10","0","0","110601"
"40","0","0","110701"
"108","0","0","110801"
"109","0","0","110901"
"110","0","0","111001"
"36","0","0","111101"
"4","0","0","111201"
"20","0","0","111301"
"114","0","0","111401"
"71","0","0","111501"
"29","0","0","111601"
"44","0","0","111701"
"58","0","0","111801"
"59","0","0","111901"
"60","0","0","112001"
"25","0","0","112101"
"14","0","0","112201"
"38","0","0","112301"
"124","0","0","112401"
"125","0","0","112501"
"126","0","0","112601"
"26","0","0","112701"
"33","0","0","112801"
"11","0","0","112901"
"55","0","0","113001"
"56","0","0","113101"
"9","0","0","113201"
"13","0","0","113301"
"12","0","0","113401"
"15","0","0","113501"
"47","0","0","113601"
"6","0","0","113701"
"22","0","0","113801"
"54","0","0","113901"
"3","0","0","114001"
"5","0","0","114101"
"53","0","0","114201"
"37","0","0","114301"
"32","0","0","114401"
"28","0","0","114501"
"34","0","0","114601"
"61","0","0","114701"
"70","0","0","115001"
"59","0","0","115501"
"2","0","0","115601"
"14","0","0","115701"
"52","0","0","115801"
"43","0","0","115901"
"10","0","0","116001"
"108","0","0","116201"
"109","0","0","116301"
"110","0","0","116401"
"66","0","0","116501"
"65","0","0","116601"
"40","0","0","116701"
"46","0","0","116801"
"48","0","0","116901"
"27","0","0","117001"
"49","0","0","117101"
"29","0","0","117201"
"42","0","0","117301"
"54","0","0","117401"
"51","0","0","117501"
"8","0","0","117601"
"17","0","0","117701"
"30","0","0","117801"
"16","0","0","117901"
"180","0","0","118001"
"181","0","0","118101"
"182","0","0","118201"
"12","0","0","118301"
"38","0","0","118401"
"185","0","0","118501"
"186","0","0","118601"
"18","0","0","119001"
"45","0","0","119101"
"33","0","0","119201"
"11","0","0","119301"
"7","0","0","119901"
"49","0","0","120001"
"20","0","0","120401"
"4","0","0","120501"
"36","0","0","120601"
"64","0","0","120701"
"56","0","0","120801"
"44","0","0","120901"
"58","0","0","121001"
"60","0","0","121101"
"68","0","0","121201"
"21","0","0","121301"
"50","0","0","121401"
"55","0","0","121501"
"66","0","0","121601"
"32","0","0","121701"
"28","0","0","121801"
"9","0","0","121901"
"31","0","0","122001"
"40","0","0","122101"
"34","0","0","122201"
"223","0","0","122301"
"1","0","0","122401"
"3","0","0","122501"
"2","0","0","122601"
"36","0","0","122701"
"4","0","0","122801"
"20","0","0","122901"
"230","0","0","123001"
"10","0","0","123101"
"23","0","0","123201"
"233","0","0","123301"
"26","0","0","123501"
"37","0","0","123601"
"13","0","0","123701"
"71","0","0","123801"
"5","0","0","123901"
"6","0","0","124001"
"22","0","0","124101"
"47","0","0","124201"
"92","0","0","124301"
"94","0","0","124401"
"67","0","0","124501"
"15","0","0","124601"
"51","0","0","124701"
"29","0","0","124801"
"65","0","0","124901"
"61","0","0","125001"
"46","0","0","125101"
"53","0","0","125201"
"59","0","0","125301"
"38","0","0","125401"
"57","0","0","125501"
"256","0","0","125601"
"185","0","0","125701"
"258","0","0","125801"
"260","0","0","126001"
"261","0","0","126101"
"44","0","0","126201"
"8","0","0","126301"
"264","0","0","126401"
"265","0","0","126501"
"70","0","0","126601"
"32","0","0","126701"
"34","0","0","126801"
"181","0","0","126901"
"45","0","0","127001"
"31","0","0","127101"
"60","0","0","127201"
"16","0","0","127301"
"28","0","0","127501"
"56","0","0","127601"
"277","0","0","127701"
"278","0","0","127801"
"58","0","0","127901"
"180","0","0","128001"
"49","0","0","128101"
"11","0","0","128201"
"66","0","0","128301"
"12","0","0","128401"
"14","0","0","128501"
"1","0","0","128701"
"3","0","0","128801"
"2","0","0","128901"
"290","0","0","129001"
"110","0","0","129301"
"108","0","0","129401"
"109","0","0","129501"
"296","0","0","129601"
"297","0","0","129701"
"43","0","0","129801"
"27","0","0","129901"
"300","0","0","130001"
"301","0","0","130101"
"302","0","0","130201"
"36","0","0","130701"
"25","0","0","130801"
"309","0","0","130901"
"10","0","0","131001"
"233","0","0","131101"
"182","0","0","131201"
"258","0","0","131601"
"230","0","0","131701"
"67","0","0","131801"
"99","0","0","131901"
"320","0","0","132001"
"97","0","0","132101"
"29","0","0","132201"
"323","0","0","132301"
"324","0","0","132401"
"325","0","0","132501"
"265","0","0","132801"
"18","0","0","132901"
"330","0","0","133001"
"331","0","0","133101"
"53","0","0","133201"
"28","0","0","133501"
"336","0","0","133601"
"68","0","0","133701"
"70","0","0","133801"
"71","0","0","133901"
"230","0","0","134001"
"181","0","0","134301"
"42","0","0","134401"
"264","0","0","134501"
"40","0","0","134601"
"347","0","0","134701"
"54","0","0","134801"
"349","0","0","134901"
"290","0","0","135001"
"64","0","0","135101"
"261","0","0","135201"
"260","0","0","135301"
"296","0","0","135401"
"355","0","0","135501"
"356","0","0","135601"
"1","0","0","135701"
"358","0","0","135801"
"359","0","0","135901"
"360","0","0","136001"
"361","0","0","136101"
"362","0","0","136201"
"182","0","0","136301"
"2","0","0","136401"
"49","0","0","136501"
"30","0","0","137101"
"14","0","0","137401"
"59","0","0","137601"
"11","0","0","137901"
"331","0","0","138001"
"1","0","0","180101"
"2","0","0","180201"
"3","0","0","180301"
"58","0","0","180401"
"59","0","0","180501"
"60","0","0","180601"
"12","0","38","180701"
"4","36","20","180801"
"32","0","28","180901"
"92","0","94","181001"
"49","0","11","181101"
"64","0","0","181201"
