d417154f8dcc4d084631ca19f12b7eec40dd509142050dbd8dd19d018ea227fd,cb31d55783139904b6e1590b87e784ba2c8d3b5f9bfd786bf8386af12a17c502,ba34a57b92ee2d2b8ee254dad3fe1508af5a87bb65d478c8808df06272825d4f,bcf4ff2d72c00b30ad96d1492a611dceb71d0bae01855d9c99bc7bef89a37629,2179b5a2e1949bc88a653577abb040c310069553fc87bf80cd79e5eaaf3f2f72,babd37bd61ca21e45fa7cbbbd91cddd45003e1e264ec19127bca299d74938c40,33ec32f4d743881ed3fc6973027602b4e8b92d3ec32979ebf92e7b72cc7344c7,d0d935590f2962bc672b8a900730e8edaa01f42fe0c6a54cec7a9d4972b11f73,561a63b55a85e1bf32bc38fa5407c4a485b0e66f0bbc2aac5bcb682d5cedf910,49b6b028bd300bf607b31552713cb598e4605438cfe0a56fcc7706483aa48318,931b9be1e1183295d04ca2091d3a9a07e2511cd1d5bae9645de529ba0529939b,d6d988cdf8e33aef1b5d51624eee7332519d119b0b658c938a761b165badbf37,88f45e9175462ff91acb8a7d48449da930c3371ed56f82476e67bfd67a3f71fb,6584f5221bebd5349a1f894163af0753f996b1e4135b186c23566209f8cd65c4,b1ccd1cd5ae49fbadf86a468994a5563de8dd2e982735b1873e36b6ae1a79e80
"6011","10010","81010001","0","103","2019/06/21 15:59:59","0","2019/06/03 16:00:00","打倒優衣、怜、日和的闇影","0","601","9001","81010001","3","0"
"6011","10010","81010002","0","104","2019/06/21 15:59:59","0","2019/06/03 16:00:00","消滅 36 個煩惱","0","601","9014","81010002","36","0"
"6011","10010","81010003","0","105","2019/06/21 15:59:59","0","2019/06/03 16:00:00","消滅 72 個煩惱","0","601","9014","81010003","72","0"
"6011","10010","81010004","0","106","2019/06/21 15:59:59","0","2019/06/03 16:00:00","消滅 108 個煩惱","0","601","9014","81010004","108","0"
"6011","10010","81010005","0","111","2019/06/21 15:59:59","0","2019/06/03 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1080000","0","601","9013","81010005","500000","0"
"6011","10010","81010006","0","113","2019/06/21 15:59:59","0","2019/06/03 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 540000","0","601","9013","81010006","1040000","0"
"6011","10010","81010007","0","115","2019/06/21 15:59:59","0","2019/06/03 16:00:00","將特別戰鬥的 Boss 消滅","0","601","9013","81010007","1580000","0"
"6011","10011","81011001","0","103","2019/07/18 15:59:59","0","2019/07/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 5000000","0","601","9013","81011001","500000","0"
"6011","10011","81011002","0","104","2019/07/18 15:59:59","0","2019/07/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 4000000","0","601","9013","81011002","1500000","0"
"6011","10011","81011003","0","105","2019/07/18 15:59:59","0","2019/07/01 16:00:00","完成特別戰鬥的模式1","0","601","9013","81011003","1650000","0"
"6011","10011","81011004","0","106","2019/02/18 14:59:59","0","2019/01/31 12:00:00","將特別戰鬥的 Boss 的 HP 降低至 2000000","0","601","9013","81011004","3500000","0"
"6011","10011","81011005","0","111","2019/02/18 14:59:59","0","2019/01/31 12:00:00","完成特別戰鬥的模式2","0","601","9013","81011005","3300000","0"
"6011","10011","81011006","0","113","2019/07/18 15:59:59","0","2019/07/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 900000","0","601","9013","81011006","4600000","0"
"6011","10011","81011007","0","115","2019/07/18 15:59:59","0","2019/07/01 16:00:00","將特別戰鬥的 Boss 消滅","0","601","9013","81011007","5500000","0"
"6011","10012","81012001","0","103","2019/08/03 15:59:59","0","2019/07/17 16:00:00","打倒香織、真琴、真步、霞的闇影","0","601","9001","81012001","4","0"
"6011","10012","81012002","0","104","2019/08/03 15:59:59","0","2019/07/17 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2700000","0","601","9013","81012002","450000","0"
"6011","10012","81012003","0","105","2019/08/03 15:59:59","0","2019/07/17 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2100000","0","601","9013","81012003","1050000","0"
"6011","10012","81012004","0","106","2019/08/03 15:59:59","0","2019/07/17 16:00:00","完成特別戰鬥的模式2","0","601","9013","81012004","1543500","0"
"6011","10012","81012005","0","111","2019/08/03 15:59:59","0","2019/07/17 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1000000","0","601","9013","81012005","2150000","0"
"6011","10012","81012006","0","113","2019/08/03 15:59:59","0","2019/07/17 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 500000","0","601","9013","81012006","2650000","0"
"6011","10012","81012007","0","115","2019/08/03 15:59:59","0","2019/07/17 16:00:00","將特別戰鬥的 Boss 消滅","0","601","9013","81012007","3150000","0"
"6011","10013","81013001","0","103","2019/08/19 15:59:59","0","2019/08/01 16:00:00","打倒貪吃佩可、可可蘿、凱留的闇影","0","601","9001","81013001","3","0"
"6011","10013","81013002","0","104","2019/08/19 15:59:59","0","2019/08/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2700000","0","601","9013","81013002","300000","0"
