2272ade76692b06f05086839c9b43a3d45aaa9dcdd8ab1a597b9d28ac31e365d,654450dce4629b1c4d06365550314bc3f50ac09ec6158d37d623757ec63b1edc,4c0bb1d3c0b87f0a603e5a51ce0267cc4938b8264afb30cd6b00bfc57a328efe,c07b4b2fce48de1a767da6fd4304cc2d9aa86429d9dc0e69bc7e6890f9ffd35b,4e8d85c0d5f069f406ca62b3133f5c7251e1d0e1407ba245a3c458a7bf41d36f,0278bd79eaf4bc1dfe741b2cf5e83b8a6b1415dbda61b3fd4a4fe950efbf5f36,ef674f137d47e3a5173809fb1252ead44008de138a0b2233f74c7064e30d24f8,7cb7556cd05ea1d1429147adacea3b253af7f1b8d28c4c08733437cd4fca14d7,7ef626cc1ebca2c3578430b2df465c24894953ed2c4529eb58fc6b03d200b418,56f46c19b12e19966ae97db8d919efaad6f756dbd9b11278a77ad4749a5eacf9,5adce304f16e39ba5fcf33422e9cc1c07396985eaca6dd5bfef35e07f8bbd2b1,1ad20fc3e6cb89e9144518f0df0e42b12e7f561edff3f79f1061bb7929028a9f,b760e2e48a4c2a31a637382788755580bd5a319f25f70336860d85c83b090ae0,fe087f083f3907a280b827e31bdafff520affc9667fa550f150b9ca4630f3d28,a061ce41cf8bb69d87bd241b0eeb8fbd3916d5a4e2e1f1fbdbd4e8b2bb1574ce,ae5106f6affcfc5c5de70bebf1448cf8cd9189b111b711fad673adb26b17ce26,48031b0b83d81e12db9e5f519916acf0470eaaf0ad867af549e9a8a210f2c34f,aa0deca28c20b0fab51982f1130a97347e4572f091d3259eb37dddc2aed83808,5466ff3ba20f24cc9a24e89f698cea02efc91dc61f6ebda2100b4e1e1859f7fa,b2c7d2d139ea087faa8ecf46b09aa356246eb5272e90884594fc5ec3fc19fe85,e443d49a00691f8ee9ae3ad2cfdc989fffa9aa6391962f378cacae122adac71a,e678ce993bbdb3adf3db8cf88ad2834a51d4c84c97384cc9fb7556fc30bdca0a,64d0173b64d75830fb6f0c9a20fcc1b28bc835d6449dec30bd032104e27ba3b0,22effdd2930f5928c4e552f6bebf697dba8be9648e6469779f7813d1aff6e977,2c8e3e00419864745ee1a0183925865cd06c20280503aa038cf4806bea188993,e61b3e12561af1de136d4f3db8f7b29c1dea7cba2bf48210cfc6badc56f8acb6,c6326f00e12660fdc4d721750642377b8aa1c8c84b860cf81ada7dc2c76b3ac2,8233e97a94b40ebd42da494b19ecfd3d8941350ef45fbe1b89d7342fd33841d3,ec40e3cdc8d721be9c558764cbc464f0db2ad2900ba0e1a351499788089c5685,6ae585dfa6151e37923300bf78b69acda345c0a33da5d6143c52adfea4c7f8f8,0893cc4ce2cfeb73d2ea763b31e6e31a82da12ebe8524d5aa3ecc77bfc93df92,5193bcf1a69d3fd943313237bb80aac1eca0f32db7a4fb4c0372d648fc9334c5,b6fa0236a2243ac839ea567b2d6a0cc7351a44e2e0f5027e9fdb64ec79048744,f54c5cf2ef97189ad76e49b262f94733cb710ede276399eed530b75e66b8fa39,0b873ff417a0ac4e0c01745ad4176c623f46688cc24d37660a0d83a828ae26bd,3f87ff8e1848721060f76ad61063990f3e49460d9be016ce6327cebb4582ba39,f6b2c6bf272e8b2a3f797c45f33996ceae2480c3c0647e55254e6bae3f1a483f,860519808daa2aa1681e52b19dc7dd5b0728e02d936aed06e5a0fbeb4cf7e866,4717d474a1feea0b0d490c501b3aaeb4eada51e206d4380e49b03b6fb991c9aa,ca35afb556f9919f32bcbd05d0ac18c155b9f0ff6243fd9f7592e2838ed8e78c,cf18163d2ce283a60722ef03dddc8f28b2c1fb6a656a6ed40cb78687f0279fb5,81037aea4c8df214c098db0f04e511ceea544b3abb5420ec705d95ff9b5be9ef,0832b27ed43f529aae2649e2852808c59dc84a959510614fb45d2169911be791,4374d5dd19fb60a1d6fdb4c23d6fd81b0624ab85720a8e98301b0ba1bb6021bb
"0","11","0","200000006","11","200100","11","1","600010011","擲岩猴","0","11","11","11","11","11","0","11","11","11","11","0","0","1","11","0","11","9","11","10","598","11","0","11","0","82","11","1","0","0","0","30","10","0"
"0","19","0","200000006","15","200100","19","1","600010019","擲岩猴","0","19","19","19","19","19","0","19","19","19","19","0","0","1","19","0","19","13","19","10","1482","19","0","19","0","177","19","1","0","0","0","30","10","0"
"0","21","0","200000006","18","200100","21","1","600010021","擲岩猴","0","21","21","21","21","21","0","21","21","21","21","0","0","1","21","0","21","15","21","10","1784","21","0","21","0","206","21","1","0","0","0","30","10","0"
"0","11","0","200000001","11","200200","11","1","600020011","氣球鳥","0","11","11","11","11","11","0","11","11","11","11","0","0","1","11","0","11","13","11","10","954","11","0","11","0","138","11","1","0","0","0","30","10","0"
"0","19","0","200000001","14","200200","19","1","600020019","氣球鳥","0","19","19","19","19","19","0","19","19","19","19","0","0","1","19","0","19","16","19","10","2090","19","0","19","0","215","19","1","0","0","0","30","10","0"
"0","20","0","200000001","14","200200","20","1","600020020","氣球鳥","0","20","20","20","20","20","0","20","20","20","20","0","0","1","20","0","20","16","20","10","2296","20","0","20","0","223","20","1","0","0","0","30","10","0"
"0","11","0","200000008","22","200300","11","1","600030011","守門者","0","11","11","11","11","11","0","11","11","11","11","0","123","1","11","0","11","13","11","10","1076","11","0","11","0","0","11","1","0","0","0","30","10","0"
"0","19","0","200000008","27","200300","19","1","600030019","守門者","0","19","19","19","19","19","0","19","19","19","19","0","200","1","19","0","19","18","19","10","2828","19","0","19","0","0","19","1","0","0","0","30","10","0"
"0","20","0","200000008","27","200300","20","1","600030020","守門者","0","20","20","20","20","20","0","20","20","20","20","0","203","1","20","0","20","18","20","10","2939","20","0","20","0","0","20","1","0","0","0","30","10","0"
"0","10","0","200000001","8","200400","10","1","600040010","狼人","0","10","10","10","10","10","0","10","10","10","10","0","0","1","10","0","10","6","10","10","1702","10","0","10","0","247","10","1","0","0","0","30","10","0"
"0","18","0","200000001","14","200400","18","1","600040018","狼人","0","18","18","18","18","18","0","18","18","18","18","0","0","1","18","0","18","11","18","10","3229","18","0","18","0","426","18","1","0","0","0","30","10","0"
"0","20","0","200000001","16","200400","20","1","600040020","狼人","0","20","20","20","20","20","0","20","20","20","20","0","0","1","20","0","20","13","20","10","3804","20","0","20","0","490","20","1","0","0","0","30","10","0"
"0","1","0","200000001","3","200500","1","1","600050001","狂野角鹿","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","2","1","10","320","1","0","1","0","40","1","1","0","0","0","30","10","0"
"0","9","0","200000001","10","200500","9","1","600050009","狂野角鹿","0","9","9","9","9","9","0","9","9","9","9","0","0","1","9","0","9","8","9","10","1634","9","0","9","0","194","9","1","0","0","0","30","10","0"
"0","12","0","200000001","13","200500","12","1","600050012","狂野角鹿","0","12","12","12","12","12","0","12","12","12","12","0","0","1","12","0","12","10","12","10","1711","12","0","12","0","231","12","1","0","0","0","30","10","0"
"0","16","0","200000001","16","200500","16","1","600050016","狂野角鹿","0","16","16","16","16","16","0","16","16","16","16","0","0","1","16","0","16","12","16","10","2290","16","0","16","0","301","16","1","0","0","0","30","10","0"
"0","20","0","200000001","18","200500","20","1","600050020","狂野角鹿","0","20","20","20","20","20","0","20","20","20","20","0","0","1","20","0","20","13","20","10","3871","20","0","20","0","446","20","1","0","0","0","30","10","0"
"0","1","0","200000001","3","200600","1","1","600060001","鼠妖","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","2","1","10","154","1","0","1","0","28","1","1","0","0","0","30","10","0"
"0","4","0","200000001","5","200600","4","1","600060004","鼠妖","0","4","4","4","4","4","0","4","4","4","4","0","0","1","4","0","4","4","4","10","297","4","0","4","0","49","4","1","0","0","0","30","10","0"
