3a43acae27b66d3064e944e30b4333d807fe59ed13beadc46c6fc8a11b5132c7,b9c55587275f83edc98d85495d52bd9156e5baa2cf360e6da1ec22613e24789f,423a362d3902992ea0e220570cee58ad73af1769bd8d74e07231e070d4694d84,a9d9966ebce1de2c84b7cddc15c47079ada0f7e08d3019f02547b2a34875986e,ee0ffab372148894ee85025950808ac0fb2af26fc56f48425aa3eac26002bd7e,5c46e13c9dad735448228124ad0e4ced92649d597fef734305cf7748ba4aa3b4,856e340890a13fcca8e89de4493ef895c1e6263acc8eb884c07133beb650538a,5f8909a328346a15399b0ac91768a17dde7706ea397155635d294266ceddd30f,3e0592cde0763948c24dc38b73b44ff9407112ea3ff07cae790667e35f325542,08137e15508265de95fd6b698a02987f5e006b4594f0b9b62b8786f203c1b088,e307519de6c8201704957f3d3a37147c1089d144207fb1397bad1ca9ac6f6dea,4444f9dc83dd605668b20624dd70b29b2cc1c83d4932a2c5b0da2d923ae0b870,a28fd0f878dadb178e2184794a0367acd02e90f8fea6f08bc694e498a9a2b26f,4093acc3ba3b36931d9537e9f467485395eddf212c173e03b3d28bb7f4c32053
"50","31001","0","0","1","28025","2024/10/01 00:00:00","0","2","0","100101","0","2030/08/01 14:59:59","0"
"50","31002","0","0","2","28025","2024/10/01 00:00:00","0","2","0","100201","0","2030/08/01 14:59:59","0"
"50","31003","0","0","3","28025","2024/10/01 00:00:00","0","2","0","100301","0","2030/08/01 14:59:59","0"
"50","31004","0","0","4","28025","2024/10/01 00:00:00","0","2","0","100401","0","2030/08/01 14:59:59","0"
"50","31005","0","0","5","28025","2024/10/01 00:00:00","0","2","0","100501","0","2030/08/01 14:59:59","0"
"50","31006","0","0","6","28025","2024/10/01 00:00:00","0","2","0","100601","0","2030/08/01 14:59:59","0"
"50","31007","0","0","7","28025","2024/10/01 00:00:00","0","2","0","100701","0","2030/08/01 14:59:59","0"
"50","31008","0","0","8","28025","2024/10/01 00:00:00","0","2","0","100801","0","2030/08/01 14:59:59","0"
"50","31009","0","0","9","28025","2024/10/01 00:00:00","0","2","0","100901","0","2030/08/01 14:59:59","0"
"50","31010","0","0","10","28025","2024/10/01 00:00:00","0","2","0","101001","0","2030/08/01 14:59:59","0"
"50","31011","0","0","11","28025","2024/10/01 00:00:00","0","2","0","101101","0","2030/08/01 14:59:59","0"
"50","31012","0","0","12","28025","2024/10/01 00:00:00","0","2","0","101201","0","2030/08/01 14:59:59","0"
"50","31013","0","0","13","28025","2024/10/01 00:00:00","0","2","0","101301","0","2030/08/01 14:59:59","0"
"50","31014","0","0","14","28025","2024/10/01 00:00:00","0","2","0","101401","0","2030/08/01 14:59:59","0"
"50","31015","0","0","15","28025","2024/10/01 00:00:00","0","2","0","101501","0","2030/08/01 14:59:59","0"
"50","31016","0","0","16","28025","2024/10/01 00:00:00","0","2","0","101601","0","2030/08/01 14:59:59","0"
"50","31017","0","0","17","28025","2024/10/01 00:00:00","0","2","0","101701","0","2030/08/01 14:59:59","0"
"50","31018","0","0","18","28025","2024/10/01 00:00:00","0","2","0","101801","0","2030/08/01 14:59:59","0"
"50","31020","0","0","19","28025","2024/10/01 00:00:00","0","2","0","102001","0","2030/08/01 14:59:59","0"
