f7da7bea181be9d7a5eb0afee529e5fd356c6d6cec9fce0f45a2abc49ab6c638,4075760405aea6b188d693220b86fcddad4c00da8b1c22318bd3a51861c5d342,8b01fd8d23814d9a21cbab56a7aaa0028ee6fbfabe3902fc01ac86c5e9fc1f4f,81e40d29dd5da100fe94823278a199bb99a4c26866c2345e4b646906874b1610,4331d134db1cf5847153c52fad902f6b38154b596ad9e40d12a66d45df7ad5fe,0649afad4d170dbc948d564d6b29085ba0df6cc4b8d4c258884b6bfe02689dd6,650c6cf679ab3a54983633b93b2cec6a34ce38048e4e31733646097a1a530c21,71acad0e047cf066f620d834533c7d073f622cf44b72ef875cdabf35abec554d,c34cf2a6011eabe955a49e8b84fa2ec063a7204f0171f8c5426c17604e3541a0,750cc756609d23c2138b11d51918335789042dca7a7ae2687f0de503d679cdbd,ece4df3456956fdd0839b698942dca9ed441dedb867e476dcd105bb13afe2aed,1dcdfef087f00249a19221bfd94863069d659fd6c4937f1f9f6f37afd0cdd8d2,8692c26572da76bec5f630738cb87f24cf87fe37fe412ff0a8b534e4d40a2f29,a33dc68a2adf59efb20769cccbec6411d80e7fc76e8992bcfc204f8b50e6a469,19f1b841b047ff1fb27f4dd8e33dffe1ff1f6fb6a52c0b3545ed4331dea46e5d,c77599ef0dc8f3028320347d6e082e4daa69254d2c7bdbd3a303eb2bcf651448,0119e34da6bf6aff3625845fff1d96669c0ef3500c9242b2c62996f5095e4ce0,5a071b611e97a3db5c2a52f5adbc44a4e472bfba3be2d55d9bb76a132e6d7374,b794d04620f19750c518aa0220122c066207c97c85fe8e8d2d238d5f06966510,46f132f287378f92fbd0ab137fd4cac5f5c946e15708ed095c60a0c93e6a6175,bcc01c66c02708e17d26fbde086d7949adddda7e9cdd778e1015f31f7c4c9a25,eb624cdfe00e8e06a031b730b8f42c7af0bf738759e97b4a928ad91b03ba66f1,8283b583cb8674156c279786fe2189f9c177f86132e34b550f4c2e1f327016df,1e058685d2061a5ba6294fe7d9d03ae91c93ad036bc45e2046776773dada0407,ea9093709c4fba93ddbd752661c18d5f2a4da21fdb8e014b69420821a4a541f1,0d9a9d06d3d84dc12be870f7fa88a24da6911bfb256493f126f58900586a6b70,40e5b40e380d5a76c76e872104ccaeb5c6fd7c0b5826ab7bd9ffebfa31b86175
"129001","","135001","2","","2","","","","","3","3","0","1","192501","","0","","4","0","4","","106901","","","1",""
"129001","","135001","","","","","","","","2","2","2","2","192501","","","","4","0","2","","106901","","","0",""
"129001","3","135001","2","2","1","","","","","3","4","0","3","192501","","0","","4","0","4","","106901","","0","1",""
"129001","","135001","","","","","","","","1","2","1","4","192501","","","","4","0","2","","106901","","","0",""
"129001","","135001","","","","","","","","1","2","1","5","192501","190901","","","4","0","2","","106901","","","0",""
"129001","","135001","","","","","","","","1","2","1","6","190901","192501","","","4","0","2","","106901","","","0",""
"129001","","135001","","","","118401","","","","1","2","1","7","","118301","","","4","0","2","","106901","","","0",""
"129001","","135001","","","","118401","","","","2","2","2","8","","118301","","","4","0","2","","106901","","","0",""
"129001","","135001","2","","2","120501","120601","","","3","3","0","9","","120401","0","","4","0","4","","106901","","","1",""
"129001","","135001","","","","121801","","","","2","2","2","10","","121701","","","4","0","2","","106901","","","0",""
"","","","","","","124401","","","","2","2","2","11","","124301","","","4","0","2","","","","","0",""
"","","","","","","128201","","","","2","2","2","12","","128101","","","4","0","2","","","","","0",""
