66fd03512c32d5ad136b2eb5f0a5ef1655eeecba9061f8c4c361c9c3709e2fc0,11d8bea95bb87609112eefba3c767e5ba8b8c18738b132bfde66d1ac51d46aaa,09753b90dacdbfb4c99caf05a8f991573cf9e8faeb53e77a92eb5193347c6dee,abcfe36841bc0c25c769e2fed6a519795b6896f4649c13486662d27a49b1a1fb,2ff1089b42852a378c0981e885fed675a7e67ccab1d81e997e7eddfcb4a5cdb8,02bfc151c345b3b0d1c589ba94de1f2ee6c58779769090436fda544349c3b8e7,a2f704755f77ffacaf9aae7dc1404569810c0cf65c6df542698ae89d20818e12,75b7110b992dafa50460d761756a5389a19c56c2400cb4f04dc7d430a4cd2a0a,afe2f394b4a6699d239c06887be69c2a33a5be72302dcc41e82b4bb0137af7c4,8ec8afa818a2a68a15c3428344ba9fd97e9720a6514a017f8c8a56d6bb7ed13d,d0b4be41a52477715280fbe94024246b0802cd68554b913539be39b2172e56fd,9d56a3a5ccb15e4926c3f398637f889854f894ed149de90b6170a7e694f71e6a,3035598e219ea1d9c94fbf0090ad2b391c9702137f1a2698a15a1ed951f03a6b,f7de4d895d3c46e0bbac5537db9fe1ea91a6d4d8717f8249317a7306221ab487,1eb615c981fcb9e140ef36cbcd3d2695e30e3a05ef1007ad7061e4cb5e450860,014f999a2b407b5967ba98fb14d5b8b12b53d26ba740f09cc367675e050ff77b,d7457e7ef13caa36f67af0e147011fcc529fe9e2b25d030548e57a43a8f533ea,b8b0ef00c28d493b405f9db6b6b0283217fe91bf09fc75264c5b8f55600a9e6f,4cfc936d0b93d1b3d8156348e02c65d361ae90a425e5f9b04695951fc0aea696,ab6761d26495faba49f757d6cb14fc7c7f983b7ad8315f43a63a5b7b74936f3f,7fd29750c1a22314bc306c74da4f692068f31566a3735f34046e66e11caa6fdf,937b839542646ba34715f690242018c24d41780c61cb1d8168c49b71b6c3cb6e,a1f9da00a82b88229778c392d6f480e78a2ac2f1ea3b9fcb49da0cb863a802dc,41f7c0f1794b0dfbf464a40322587cf550e0454b946197e087d4c9060aa5ba7b,7005120e94efddb346b51b6ab3ab99361bee1812e136ea63d13347c9caf296e5,f0bed54cca1267fc45bfd247209fd63332ef43fe553ab1a5873c23c719ef44e1,befc45157f60440926310d33f4b25ba748ba2fb9ce338143460b8e6bdb42341b,5c7f167b014a9498d0d9187287750d6b80f7943fef20c8309954ee370e1925c5,124c2e6e1aaaa20d54bac058f0a5bc04755f724356e14653d11d0325c7460f2f,726d824749fb7a5aca2eb9eae20136b3cfee55188d4c43bf36a4cd36fdabbf29,5ef14b9623071b42768d513d30d9a77834dd5bb6ceea34cd4f9088f798fbe9c8,c86676e90743ca62e113d4976bbb4bfb76beec2e742b101c9d4b586a922435f4,f86f9939bf252fd2b8f6a3c79d7460d010203f482b4c89ddf3d08ddae03d934e,338cbfa0d1491eca53f0f5ffb9c6de5746af87100f57a82f3a3f85ae5f4ad319,2cc4ee68ed2684e78ea8521eff29257fc82971c241ec5de3e9985af7f57110dc,324378b2547a729469ceefdfc8263e1cd486ecd6a974ac1be97756cea14d0b5d,beece5d31dc108b4dfc13ec1aa58d6b91675228a86da2169b542ea32a959d672,3b8aaf916e0706b5b11afa4a07f008fce66f328916c91787cfa9f5843b58436b
"bgm_M06","0","100052","2030/12/17 14:59:59","0","0","bgm_M06","1","100051","210010011","0","瑪那冒險 Lv1","0","0","0","100053","0","2015/12/17 15:00:00","100052","0","21001001","201010105","bgm_M06","80","21001","201010104","90","94002","201010106","23001","0","210010012","bgm_M06","201010103","210010013","221001001","bgm_M06","bgm_M06"
"bgm_M06","11004001","100052","2030/12/17 14:59:59","0","0","bgm_M06","1","100051","210010021","21001001","瑪那冒險 Lv2","0","0","0","100053","0","2015/12/17 15:00:00","100052","0","21001002","201010204","bgm_M06","100","21001","201010207","90","94002","201010206","23001","0","210010022","bgm_M06","201010204","210010023","221001002","bgm_M06","bgm_M06"
"bgm_M06","11006001","100052","2030/12/17 14:59:59","0","0","bgm_M06","1","100051","210010031","21001002","瑪那冒險 Lv3","0","0","0","100053","0","2015/12/17 15:00:00","100052","0","21001003","201010306","bgm_M06","140","21001","201010305","90","94002","201010305","23001","0","210010032","bgm_M06","201010307","210010033","221001003","bgm_M06","bgm_M06"
"bgm_M06","11007001","100052","2030/12/17 14:59:59","0","201010408","bgm_M06","1","100051","210010041","21001003","瑪那冒險 Lv4","0","0","0","100053","0","2015/12/17 15:00:00","100052","0","21001004","201010409","bgm_M06","180","21001","201010406","90","94002","201010407","23001","0","210010042","bgm_M06","201010401","210010043","221001004","bgm_M06","bgm_M06"
"bgm_M06","11008001","100052","2030/12/17 14:59:59","0","201010508","bgm_M06","1","100051","210010051","21001004","瑪那冒險 Lv5","0","0","0","100053","0","2015/12/17 15:00:00","100052","0","21001005","201010507","bgm_M06","200","21001","201010502","90","94002","201010505","23001","0","210010052","bgm_M06","201010501","210010053","221001005","bgm_M06","bgm_M06"
"bgm_M06","11010001","100052","2030/12/17 14:59:59","0","201010603","bgm_M06","1","100051","210010061","21001005","瑪那冒險 Lv6","0","0","0","100053","0","2019/03/06 16:00:00","100052","0","21001006","201010609","bgm_M06","250","21001","201010602","90","94002","201010608","23001","0","210010062","bgm_M06","201010607","210010063","221001006","bgm_M06","bgm_M06"
"bgm_M06","11011001","100052","2030/12/17 14:59:59","0","201010708","bgm_M06","1","100051","210010071","21001006","瑪那冒險 Lv7","0","0","0","100053","0","2019/08/01 16:00:00","100052","0","21001007","201010701","bgm_M06","300","21001","201010703","90","94002","201010707","23001","0","210010072","bgm_M06","201010702","210010073","221001007","bgm_M06","bgm_M06"
"bgm_M06","11013001","100052","2030/12/17 14:59:59","0","201010808","bgm_M06","1","100051","210010081","21001007","瑪那冒險 Lv8","0","0","0","100053","0","2020/02/18 16:00:00","100052","0","21001008","201010807","bgm_M06","350","21001","201010806","90","94002","201010802","23001","0","210010082","bgm_M06","201010803","210010083","221001008","bgm_M06","bgm_M06"
"bgm_M06","11015001","100052","2030/12/17 14:59:59","0","201010907","bgm_M06","1","100051","210010091","21001008","瑪那冒險 Lv9","0","0","0","100053","0","2020/08/03 16:00:00","100052","0","21001009","201010908","bgm_M06","400","21001","201010909","90","94002","201010903","23001","0","210010092","bgm_M06","201010901","210010093","221001009","bgm_M06","bgm_M06"
"bgm_M06","11020001","100052","2030/12/17 14:59:59","0","201011004","bgm_M06","1","100051","210010101","21001009","瑪那冒險Lv10","0","0","0","100053","0","2021/02/09 05:00:00","100052","0","21001010","201011001","bgm_M06","450","21001","201011009","90","94002","201011007","23001","0","210010102","bgm_M06","201011002","210010103","221001010","bgm_M06","bgm_M06"
