6e2756844277e5d4c99acc4bd409bd6b7871fb4228cbad2008d6df1751cf891c,adf676ddf79791cf09fa82bc568e48d9f500be01345a62d4966694e06f2d9603,0576d9e4d8e4f651f61cc64c71e69c00b397d6321ce9df32b093f8992e835f6e,c24e21143ea5b1bb976ddc5095ceaa3560510c32e7936e99f0c832f8e991750f,87cf460abda5ed05e36b446398bef8ffa5d42151510f30b73ea70ae3ceef8c59,075445171e55ce47e106499d3160c2ebb12009199acbd7fbcd2aa6f469467a8c,7b4a77f6893b6b6f8d5127142e5705b4584aa1b586422a7a10e35c949941e8d4,d0f333723dea735fa5468a1fc5d19d12f93d23268c45146d5e1bbb9732376b56,bfdda66457cdf72730c4ef70557911ccceaa3e91550f95bdebec4015620e5552,73085125517a81e4f84745c239b51344f09c122e48f69bd1e2c148b5ff894073,8aba28798922efc86200dc9887315d608421f3cc5368a5fe7355172706ea8924,889d39ef40405524d8529ef727e31eaeaa861afcdb3a87940e9e0ad77fc1bc25,6e6a009763b5f1a526e5949fe93878ae354dfb36e2cd67217eda2a9f563cd9fb,f0a1b52b46a9663cece05002f0b7e2d2dfe7da383a5bef457f33869a3881069a
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-1 (NORMAL)","20001102","8004","1","0","72001001","2030/12/31 14:59:59","20001101","9003","72001001"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-2 (NORMAL)","20001102","8004","1","0","72001002","2030/12/31 14:59:59","20001102","9003","72001002"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-3 (NORMAL)","20001102","8004","1","0","72001003","2030/12/31 14:59:59","20001103","9003","72001003"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-4 (NORMAL)","20001102","8004","1","0","72001004","2030/12/31 14:59:59","20001104","9003","72001004"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-5 (NORMAL)","20001102","8004","1","0","72001005","2030/12/31 14:59:59","20001105","9003","72001005"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-6 (NORMAL)","20001102","8004","1","0","72001006","2030/12/31 14:59:59","20001106","9003","72001006"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-7 (NORMAL)","20001102","8004","1","0","72001007","2030/12/31 14:59:59","20001107","9003","72001007"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-8 (NORMAL)","20001102","8004","1","0","72001008","2030/12/31 14:59:59","20001108","9003","72001008"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-9 (NORMAL)","20001102","8004","1","0","72001009","2030/12/31 14:59:59","20001109","9003","72001009"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-10 (NORMAL)","20001102","8004","1","0","72001010","2030/12/31 14:59:59","20001110","9003","72001010"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-11 (NORMAL)","20001102","8004","1","0","72001011","2030/12/31 14:59:59","20001111","9003","72001011"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-12 (NORMAL)","20001102","8004","1","0","72001012","2030/12/31 14:59:59","20001112","9003","72001012"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-13 (NORMAL)","20001102","8004","1","0","72001013","2030/12/31 14:59:59","20001113","9003","72001013"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-14 (NORMAL)","20001102","8004","1","0","72001014","2030/12/31 14:59:59","20001114","9003","72001014"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-15 (NORMAL)","20001102","8004","1","0","72001015","2030/12/31 14:59:59","20001115","9003","72001015"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-1 (HARD)","20001103","8005","1","0","72001016","2030/12/31 14:59:59","20001201","9003","72001016"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-2 (HARD)","20001103","8005","1","0","72001017","2030/12/31 14:59:59","20001202","9003","72001017"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-3 (HARD)","20001103","8005","1","0","72001018","2030/12/31 14:59:59","20001203","9003","72001018"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-4 (HARD)","20001103","8005","1","0","72001019","2030/12/31 14:59:59","20001204","9003","72001019"
"20001","2018/01/01 12:00:00","0","601","完成活動任務1-5 (HARD)","20001103","8005","1","0","72001020","2030/12/31 14:59:59","20001205","9003","72001020"
"20001","2018/01/01 12:00:00","0","601","打倒 1 隻席茲（NORMAL限定）","20001104","8006","1","0","72001021","2030/12/31 14:59:59","660001101","9001","72001021"
"20001","2018/01/01 12:00:00","0","601","打倒 1 隻席茲（HARD限定）","20001104","8007","1","0","72001022","2030/12/31 14:59:59","660001201","9001","72001022"
"20001","2018/01/01 12:00:00","0","601","打倒 1 隻席茲（VERY HARD限定）","20001104","8010","1","0","72001023","2030/12/31 14:59:59","660001301","9001","72001023"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-1 (NORMAL)","20002102","8004","1","0","72002001","2030/12/31 14:59:59","20002101","9003","72002001"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-2 (NORMAL)","20002102","8004","1","0","72002002","2030/12/31 14:59:59","20002102","9003","72002002"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-3 (NORMAL)","20002102","8004","1","0","72002003","2030/12/31 14:59:59","20002103","9003","72002003"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-4 (NORMAL)","20002102","8004","1","0","72002004","2030/12/31 14:59:59","20002104","9003","72002004"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-5 (NORMAL)","20002102","8004","1","0","72002005","2030/12/31 14:59:59","20002105","9003","72002005"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-6 (NORMAL)","20002102","8004","1","0","72002006","2030/12/31 14:59:59","20002106","9003","72002006"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-7 (NORMAL)","20002102","8004","1","0","72002007","2030/12/31 14:59:59","20002107","9003","72002007"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-8 (NORMAL)","20002102","8004","1","0","72002008","2030/12/31 14:59:59","20002108","9003","72002008"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-9 (NORMAL)","20002102","8004","1","0","72002009","2030/12/31 14:59:59","20002109","9003","72002009"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-10 (NORMAL)","20002102","8004","1","0","72002010","2030/12/31 14:59:59","20002110","9003","72002010"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-11 (NORMAL)","20002102","8004","1","0","72002011","2030/12/31 14:59:59","20002111","9003","72002011"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-12 (NORMAL)","20002102","8004","1","0","72002012","2030/12/31 14:59:59","20002112","9003","72002012"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-13 (NORMAL)","20002102","8004","1","0","72002013","2030/12/31 14:59:59","20002113","9003","72002013"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-14 (NORMAL)","20002102","8004","1","0","72002014","2030/12/31 14:59:59","20002114","9003","72002014"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-15 (NORMAL)","20002102","8004","1","0","72002015","2030/12/31 14:59:59","20002115","9003","72002015"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-1 (HARD)","20002103","8005","1","0","72002016","2030/12/31 14:59:59","20002201","9003","72002016"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-2 (HARD)","20002103","8005","1","0","72002017","2030/12/31 14:59:59","20002202","9003","72002017"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-3 (HARD)","20002103","8005","1","0","72002018","2030/12/31 14:59:59","20002203","9003","72002018"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-4 (HARD)","20002103","8005","1","0","72002019","2030/12/31 14:59:59","20002204","9003","72002019"
"20002","2018/01/01 12:00:00","0","601","完成活動任務1-5 (HARD)","20002103","8005","1","0","72002020","2030/12/31 14:59:59","20002205","9003","72002020"
"20002","2018/01/01 12:00:00","0","601","打倒 1 隻阿爾瑪（NORMAL限定）","20002104","8006","1","0","72002021","2030/12/31 14:59:59","660002101","9001","72002021"
"20002","2018/01/01 12:00:00","0","601","打倒 1 隻阿爾瑪（HARD限定）","20002104","8007","1","0","72002022","2030/12/31 14:59:59","660002201","9001","72002022"
"20002","2018/01/01 12:00:00","0","601","打倒 1 隻阿爾瑪（VERY HARD限定）","20002104","8010","1","0","72002023","2030/12/31 14:59:59","660002301","9001","72002023"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-1 (NORMAL)","20003102","8004","1","0","72003001","2030/12/31 14:59:59","20003101","9003","72003001"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-2 (NORMAL)","20003102","8004","1","0","72003002","2030/12/31 14:59:59","20003102","9003","72003002"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-3 (NORMAL)","20003102","8004","1","0","72003003","2030/12/31 14:59:59","20003103","9003","72003003"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-4 (NORMAL)","20003102","8004","1","0","72003004","2030/12/31 14:59:59","20003104","9003","72003004"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-5 (NORMAL)","20003102","8004","1","0","72003005","2030/12/31 14:59:59","20003105","9003","72003005"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-6 (NORMAL)","20003102","8004","1","0","72003006","2030/12/31 14:59:59","20003106","9003","72003006"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-7 (NORMAL)","20003102","8004","1","0","72003007","2030/12/31 14:59:59","20003107","9003","72003007"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-8 (NORMAL)","20003102","8004","1","0","72003008","2030/12/31 14:59:59","20003108","9003","72003008"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-9 (NORMAL)","20003102","8004","1","0","72003009","2030/12/31 14:59:59","20003109","9003","72003009"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-10 (NORMAL)","20003102","8004","1","0","72003010","2030/12/31 14:59:59","20003110","9003","72003010"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-11 (NORMAL)","20003102","8004","1","0","72003011","2030/12/31 14:59:59","20003111","9003","72003011"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-12 (NORMAL)","20003102","8004","1","0","72003012","2030/12/31 14:59:59","20003112","9003","72003012"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-13 (NORMAL)","20003102","8004","1","0","72003013","2030/12/31 14:59:59","20003113","9003","72003013"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-14 (NORMAL)","20003102","8004","1","0","72003014","2030/12/31 14:59:59","20003114","9003","72003014"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-15 (NORMAL)","20003102","8004","1","0","72003015","2030/12/31 14:59:59","20003115","9003","72003015"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-1 (HARD)","20003103","8005","1","0","72003016","2030/12/31 14:59:59","20003201","9003","72003016"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-2 (HARD)","20003103","8005","1","0","72003017","2030/12/31 14:59:59","20003202","9003","72003017"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-3 (HARD)","20003103","8005","1","0","72003018","2030/12/31 14:59:59","20003203","9003","72003018"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-4 (HARD)","20003103","8005","1","0","72003019","2030/12/31 14:59:59","20003204","9003","72003019"
"20003","2018/01/01 12:00:00","0","601","完成活動任務1-5 (HARD)","20003103","8005","1","0","72003020","2030/12/31 14:59:59","20003205","9003","72003020"
"20003","2018/01/01 12:00:00","0","601","打倒 1 隻加爾格（NORMAL限定）","20003104","8006","1","0","72003021","2030/12/31 14:59:59","660003101","9001","72003021"
"20003","2018/01/01 12:00:00","0","601","打倒 1 隻加爾格（HARD限定）","20003104","8007","1","0","72003022","2030/12/31 14:59:59","660003201","9001","72003022"
"20003","2018/01/01 12:00:00","0","601","打倒 1 隻加爾格（VERY HARD限定）","20003104","8010","1","0","72003023","2030/12/31 14:59:59","660003301","9001","72003023"
