e71bfc3990ae87717d28ef1571a2953c4d8115575db50d4bd724fdcbcc63c70e,100b61bb77e3126c41f3fd2497b4def31f22e260a50a564a0393fd854b04f229,b0eeddf624240582b6b7a8ccba3226c2ec6ed9199559cc5a3a751b3e79ff11f7,bbe50a05646ee26b14290948fb5f6025f7aa774cb2e16302993bc06d07272316,dabca9f8abfc77f24b143935d5aba6b4ecad6e4dff8702370bd9ee823f5cc2f9,9b396ba52281124a185b90830316954efa5f54e0f03c267f87a9eaa1bbb0420e,7dc7750a9d4a4272a04114e478539c68b66eef7bb4439c2940c0ad48c1847268,70b6b7f6fc8c0b2a30611646bf962dc19794c033b17f627089734183edb34591,5a60cf18ab3ecf6052c4683a508ce1ba68cde47dd3db80a8d0b360a74b80a0dc,ff6d0c10bc1d94e42e9a70e65923c320c0aed50d7908a2bbbc690e01590132b1,f5ea5d6c451ec52acdc0a93ab76f2ce35e4a61186abef872a6f8a61d1e1b812d,fb0f289c0a0374440182728cbd4b0c492b6c4008401bcfe3fa17abc7352aeaae,8a8bc7aa4b531da3f462305be579ac221399be7d9962323e0d137ed6f7481fc7,58964e7afd4e3eca05cb96ffaf63471f8749a8ddf3783b4dbcd7819210000f79,03035f907c34380590c9b96b7f082fdef8a842b088b821e919711dcac108a9a0,520b02258557ee06c5c5e2692ab16edbb251b836e377185ee17ab00807a6689a,eef7fc0f8fadc392c058ea5f7984acfed44bcf294fa71e288a0d91f63048cb94,382c890c78f88f2c46b173bb4e0e79393ebb5f5e33e4c63c07b39bca90c069ef,3adeb7170d29ce26aa192122c2be63a963d18fc0ae7dff6995ca6344458d709d,1459eb6139e84bf932893d624b8602b88330defec0757869f17e6bf01fc8654e,165ce9edd990dfbdab482732dbded73a6fbaa30f1d53452c038399de9b7479f8,ca67e0ac5c9b9d1b632310ed69d4631cf0403a08c1b0e3730e7ae3e96aca15ae,dcc9de54ba23ae034d69634a44697f5ca09252f1cb78f27a4cfea416cfd171c2,8462567b696b9de86ca1d3232eca646525f8bc86689844c21170eb5238686264,6ceb2df2fa10b288682e0753f8732521c7bdf8f44b5f59be69b580a161acf624,175577a71b980a534326a7c9bebd76837e0cdfb46ed35e88e67d9e2e7f11724c,1ca99cde13a6ff6246aa18028038efb83451bf31469570ce25dac8246576121d,ee9b3892a1a3c8b369386a2073ce64c7240a25798016f62224756445d3fc2bf6,a2a8fce740564e48e1d4be62ea3c8161b1bc9e0ca6d3011378d6cb2c0b814604,b14ef082a192aa4097388856a6c91159f307aca6a66333fdb8ba53f4608a167a,53620802efd31b12dfcea56055c20ca10d255e14bf72671f57610bbce3fdf1be,5c79609b05785b289a8e6f7feb4bd59bec7f8111bebf7da35c8bab375ddd0770,b184f06ec3ccb476db143ded491e453904f2953600dc063573d11960fb86e149,c51f26b839cd6b849f5b436b700ddbbf70681c08e0741c28516c68c054af58a1,d8a30d1e758e39e91d0b1ec5717bd8dfafb8b6e3423d7161344517c3585811fc,d8fcbf91c0b250ae884ff66d0cbb1d31a2dd754540b449fa1ed9f0b6196d0d16,3c9a9b6f393d527beb2919d552febccf31bae1874301b8498e3d7c188c3c0501,341af699832dd0ff78832df7ef9e4b96982fa56ee1e675a9d38508e7d5e117e1,c8dc4f2d8e9daf4cae4420568cdbf8fb38fd2f3208bdeba34629ff3d78546b40,9bd98328eef3cd7fc0add11bf485fd270c7578e4bc224620e01219eb8055b9e8,9e186b608310866df3fd7ef266708ac4e92e1bb8c71c015dc5e4e7d1c02ea07c,bb7c4520033f792bccc4f181fa29ee133472eb0a409fbdd6a289dea9e5f46280,04cae9434a4ab9182989f7bdc0abd4ace37fc7024591d8d5993edef4ccbb042b,caea9b70bcaca97f201ff3722aa39262c4bc1e5065f561d329f214b712898210
"1001104","1","0","10010105","401010041","100000","1","0.03","0","0","1001105","0","1","1.2","1","1001","10010103","401010031","0","10010104","1","710011","0","0","10010102","1","1001101","401010011","0","10010101","1001103","0","0","1001102","1","1","401010021","1.1","1.1","1","401010051","0","0","0"
"1001109","1.2","0","10010105","401010041","100000","2","0.06","0","0","1001110","0","-1","2","1","1001","10010103","401010031","0","10010104","1.2","710011","0","0","10010102","1","1001106","401010011","0","10010101","1001108","0","0","1001107","2","1","401010021","1.5","1.7","2","401010051","0","0","0"
"1002104","1","0","10020105","401020041","100000","3","0.03","0","0","1002105","0","1","1.2","1","1002","10020103","401020031","0","10020104","1","710021","0","0","10020102","1","1002101","401020011","0","10020101","1002103","0","0","1002102","1","1","401020021","1.1","1.1","1","401020051","0","0","0"
"1002109","1.2","0","10020105","401020091","100000","4","0.06","0","0","1002110","0","-1","2","1","1002","10020103","401020081","0","10020104","1.2","710021","0","0","10020102","1","1002106","401020061","0","10020101","1002108","0","0","1002107","2","1","401020071","1.5","1.7","2","401020101","0","0","0"
"1003104","1","0","10030105","401030041","100000","5","0.03","0","0","1003105","0","1","1.2","1","1003","10030103","401030031","0","10030104","1","710031","0","0","10030102","1","1003101","401030011","0","10030101","1003103","0","0","1003102","1","1","401030021","1.1","1.1","1","401030051","0","0","0"
"1003109","1.2","0","10030105","401030091","100000","6","0.06","0","0","1003110","0","-1","2","1","1003","10030103","401030081","0","10030104","1.2","710031","0","0","10030102","1","1003106","401030061","0","10030101","1003108","0","0","1003107","2","1","401030071","1.5","1.7","2","401030101","0","0","0"
"1004104","1","0","10040105","401040041","100000","7","0.03","0","0","1004105","0","1","1.2","1","1004","10040103","401040031","0","10040104","1","710041","0","0","10040102","1","1004101","401040011","0","10040101","1004103","0","0","1004102","1","1","401040021","1.1","1.1","1","401040051","0","0","0"
"1004109","1.2","0","10040105","401040091","100000","8","0.06","0","0","1004110","0","-1","2","1","1004","10040103","401040081","0","10040104","1.2","710041","0","0","10040102","1","1004106","401040061","0","10040101","1004108","0","0","1004107","2","1","401040071","1.5","1.7","2","401040101","0","0","0"
"1004104","1","0","10050105","401040141","100000","9","0.03","0","0","1004105","0","1","1.2","1","1005","10050103","401040131","0","10050104","1","710051","0","0","10050102","1","1004101","401040111","0","10050101","1004103","0","0","1004102","1","1","401040121","1.1","1.1","1","401040151","0","0","0"
"1004109","1.2","0","10050105","401040191","100000","10","0.06","0","0","1004110","0","-1","2","1","1005","10050103","401040181","0","10050104","1.2","710051","0","0","10050102","1","1004106","401040161","0","10050101","1004108","0","0","1004107","2","1","401040171","1.5","1.7","2","401040201","0","0","0"
"1004104","1","0","10060105","401040241","100000","11","0.03","0","0","1004105","0","1","1.5","1","1006","10060103","401040231","0","10060104","1","710061","0","0","10060102","1","1004101","401040211","0","10060101","1004103","0","0","1004102","1","1","401040221","1.3","1.3","1","401040251","0","0","0"
"1004109","1.3","0","10060105","401040291","100000","12","0.06","0","0","1004110","0","-1","2","1","1006","10060103","401040281","0","10060104","1.3","710061","0","0","10060102","1","1004106","401040261","0","10060101","1004108","0","0","1004107","2","1","401040271","1.8","1.8","2","401040301","0","0","0"
"1004104","1","0","10070105","401040341","100000","13","0.03","0","0","1004105","0","1","1.5","1","1007","10070103","401040331","0","10070104","1","710071","0","0","10070102","1","1004101","401040311","0","10070101","1004103","0","0","1004102","1","1","401040321","1.3","1.3","1","401040351","0","0","0"
"1004109","1.3","0","10070105","401040391","100000","14","0.06","0","0","1004110","0","-1","2","1","1007","10070103","401040381","0","10070104","1.3","710071","0","0","10070102","1","1004106","401040361","0","10070101","1004108","0","0","1004107","2","1","401040371","1.8","1.8","2","401040401","0","0","0"
"1004104","1","0","10080105","401040441","100000","15","0.03","0","0","1004105","0","1","1.5","1","1008","10080103","401040431","0","10080104","1","710081","0","0","10080102","1","1004101","401040411","0","10080101","1004103","0","0","1004102","1","1","401040421","1.3","1.3","1","401040451","0","0","0"
"1004109","1.3","0","10080105","401040491","100000","16","0.06","0","0","1004110","0","-1","2","1","1008","10080103","401040481","0","10080104","1.3","710081","0","0","10080102","1","1004106","401040461","0","10080101","1004108","0","0","1004107","2","1","401040471","1.8","1.8","2","401040501","0","0","0"
"1004104","1","0","10090105","401040541","100000","17","0.03","0","0","1004105","0","1","1.5","1","1009","10090103","401040531","0","10090104","1","710091","0","0","10090102","1","1004101","401040511","0","10090101","1004103","0","0","1004102","1","1","401040521","1.3","1.3","1","401040551","0","0","0"
"1004109","1.4","0","10090105","401040591","100000","18","0.06","0","0","1004110","0","5","2","1","1009","10090103","401040581","0","10090104","1.4","710091","0","0","10090102","1","1004106","401040561","0","10090101","1004108","0","0","1004107","2","1","401040571","1.8","1.8","2","401040601","0","0","0"
"1004104","2","0","10090105","401040641","100000","19","0.06","0","0","1004105","0","-1","3","1","1009","10090103","401040631","0","10090104","2","710091","0","0","10090102","1","1004101","401040611","0","10090101","1004103","0","0","1004102","6","1","401040621","2.5","2.5","2","401040651","0","0","0"
"1004109","1","0","10100105","401011004","100000","20","0.03","0","0","1004110","0","3","1.5","1","1010","10100103","401011003","0","10100104","1","710101","0","0","10100102","1","1004106","401011001","0","10100101","1004108","0","0","1004107","1","1","401011002","1.3","1.3","1","401011005","0","0","0"
"1004104","1.4","0","10100105","401021004","100000","21","0.06","0","0","1004105","0","10","2","1","1010","10100103","401021003","0","10100104","1.4","710101","0","0","10100102","1","1004101","401021001","0","10100101","1004103","0","0","1004102","4","1","401021002","1.8","1.8","2","401021005","0","0","0"
"1004109","2","0","10100105","401031004","100000","22","0.06","0","0","1004110","0","-1","3","1","1010","10100103","401031003","0","10100104","2","710101","0","0","10100102","1","1004106","401031001","0","10100101","1004108","0","0","1004107","11","1","401031002","2.5","2.5","2","401031005","0","0","0"
"1004104","1","0","10110105","401040691","100000","23","0.03","0","0","1004105","0","1","1.5","2","1011","10110103","401040681","0","10110104","1","710111","0","0","10110102","1","1004101","401040661","0","10110101","1004103","0","0","1004102","1","1","401040671","1.3","1.3","1","401040701","0","0","0"
"1004109","1","0","10110105","401040691","100000","24","0.03","0","0","1004110","0","3","1.5","2","1011","10110103","401040681","0","10110104","1","710111","0","0","10110102","1","1004106","401040661","0","10110101","1004108","0","0","1004107","2","1","401040671","1.3","1.3","1","401040701","0","0","0"
"1004104","1.4","0","10110105","401040741","100000","25","0.06","0","0","1004105","0","10","2","5","1011","10110103","401040731","0","10110104","1.4","710111","0","0","10110102","2","1004101","401040711","0","10110101","1004103","0","0","1004102","4","1","401040721","1.8","1.8","2","401040751","0","0","0"
"1004109","2","0","10110105","401040791","100000","26","0.06","0","0","1004110","0","-1","3","12","1011","10110103","401040781","0","10110104","2","710111","0","0","10110102","3","1004106","401040761","0","10110101","1004108","0","0","1004107","11","1","401040771","2.5","2.5","2","401040801","0","0","0"
"1004104","1","0","10120105","401040841","100000","27","0.03","0","0","1004105","0","1","1.5","2","1012","10120103","401040831","0","10120104","1","710121","0","0","10120102","1","1004101","401040811","0","10120101","1004103","0","0","1004102","1","1","401040821","1.3","1.3","1","401040851","0","0","0"
"1004109","1","0","10120105","401040841","100000","28","0.03","0","0","1004110","0","3","1.5","2","1012","10120103","401040831","0","10120104","1","710121","0","0","10120102","1","1004106","401040811","0","10120101","1004108","0","0","1004107","2","1","401040821","1.3","1.3","1","401040851","0","0","0"
"1004104","1.4","0","10120105","401040891","100000","29","0.06","0","0","1004105","0","10","2","5","1012","10120103","401040881","0","10120104","1.4","710121","0","0","10120102","2","1004101","401040861","0","10120101","1004103","0","0","1004102","4","1","401040871","1.8","1.8","2","401040901","0","0","0"
"1004109","2","0","10120105","401040941","100000","30","0.06","0","0","1004110","0","-1","3","12","1012","10120103","401040931","0","10120104","2","710121","0","0","10120102","3","1004106","401040911","0","10120101","1004108","0","0","1004107","11","1","401040921","2.5","2.5","2","401040951","0","0","0"
"1004104","1","0","10130105","401040991","100000","31","0.03","0","0","1004105","0","1","1.5","2","1013","10130103","401040981","0","10130104","1","710011","0","0","10130102","1","1004101","401040961","0","10130101","1004103","0","0","1004102","1","1","401040971","1.3","1.3","1","401041001","0","0","0"
"1004109","1","0","10130105","401040991","100000","32","0.03","0","0","1004110","0","3","1.5","2","1013","10130103","401040981","0","10130104","1","710011","0","0","10130102","1","1004106","401040961","0","10130101","1004108","0","0","1004107","2","1","401040971","1.3","1.3","1","401041001","0","0","0"
"1004104","1.4","0","10130105","401041041","100000","33","0.06","0","0","1004105","0","10","2","5","1013","10130103","401041031","0","10130104","1.4","710011","0","0","10130102","2","1004101","401041011","0","10130101","1004103","0","0","1004102","4","1","401041021","1.8","1.8","2","401041051","0","0","0"
"1004109","2","0","10130105","401041091","100000","34","0.06","0","0","1004110","0","-1","3","12","1013","10130103","401041081","0","10130104","2","710011","0","0","10130102","3","1004106","401041061","0","10130101","1004108","0","0","1004107","11","1","401041071","2.5","2.5","2","401041101","0","0","0"
"1004104","1","0","10140105","401041091","100000","35","0.03","0","0","1004105","0","1","1.5","2","1014","10140103","401041081","0","10140104","1","710021","0","0","10140102","1","1004101","401041061","0","10140101","1004103","0","0","1004102","1","1","401041071","1.3","1.3","1","401041101","0","0","0"
"1004109","1","0","10140105","401041141","100000","36","0.03","0","0","1004110","0","3","1.5","2","1014","10140103","401041131","0","10140104","1","710021","0","0","10140102","1","1004106","401041111","0","10140101","1004108","0","0","1004107","2","1","401041121","1.3","1.3","1","401041151","0","0","0"
"1004104","1.4","0","10140105","401041191","100000","37","0.06","0","0","1004105","0","10","2","5","1014","10140103","401041181","0","10140104","1.4","710021","0","0","10140102","2","1004101","401041161","0","10140101","1004103","0","0","1004102","4","1","401041171","1.8","1.8","2","401041201","0","0","0"
"1004109","2","0","10140105","401041241","100000","38","0.06","0","0","1004110","0","-1","3","12","1014","10140103","401041231","0","10140104","2","710021","0","0","10140102","3","1004106","401041211","0","10140101","1004108","0","0","1004107","11","1","401041221","2.5","2.5","2","401041251","0","0","0"
"1004104","1","0","10150105","401041291","100000","39","0.03","0","0","1004105","0","1","1.5","2","1015","10150103","401041281","0","10150104","1","710031","0","0","10150102","1","1004101","401041261","0","10150101","1004103","0","0","1004102","1","1","401041271","1.3","1.3","1","401041301","0","0","0"
"1004109","1","0","10150105","401041291","100000","40","0.03","0","0","1004110","0","3","1.5","2","1015","10150103","401041281","0","10150104","1","710031","0","0","10150102","1","1004106","401041261","0","10150101","1004108","0","0","1004107","2","1","401041271","1.3","1.3","1","401041301","0","0","0"
"1004104","1.4","0","10150105","401041341","100000","41","0.06","0","0","1004105","0","10","2","5","1015","10150103","401041331","0","10150104","1.4","710031","0","0","10150102","2","1004101","401041311","0","10150101","1004103","0","0","1004102","4","1","401041321","1.8","1.8","2","401041351","0","0","0"
"1004109","2","0","10150105","401041391","100000","42","0.06","0","0","1004110","0","-1","3","12","1015","10150103","401041381","0","10150104","2","710031","0","0","10150102","3","1004106","401041361","0","10150101","1004108","0","0","1004107","11","1","401041371","2.5","2.5","2","401041401","0","0","0"
"1004104","1","0","10160105","401041591","100000","43","0.03","0","0","1004105","0","1","1.5","2","1016","10160103","401041581","0","10160104","1","710041","0","0","10160102","1","1004101","401041561","0","10160101","1004103","0","0","1004102","1","1","401041571","1.3","1.3","1","401041601","0","0","0"
"1004109","1.4","0","10160105","401041591","100000","44","0.06","0","0","1004110","0","3","2","3","1016","10160103","401041581","0","10160104","1.4","710041","0","0","10160102","2","1004106","401041561","0","10160101","1004108","0","0","1004107","2","1","401041571","1.8","1.8","2","401041601","0","0","0"
"1004114","1.4","0","10160105","401041641","100000","45","0.06","0","0","1004115","0","4","2","5","1016","10160103","401041631","0","10160104","1.4","710041","0","0","10160102","3","1004111","401041611","0","10160101","1004113","0","0","1004112","4","1","401041621","1.8","1.8","2","401041651","0","0","0"
"1004116","2","0","10160105","401041691","100000","46","0.06","0","0","1004116","0","-1","3","5","1016","10160103","401041681","0","10160104","2","710041","0","0","10160102","3","1004116","401041661","0","10160101","1004116","0","0","1004116","5","1","401041671","2.5","2.5","2","401041701","0","0","0"
"1004104","1","0","10170105","401041741","100000","47","0.03","0","0","1004105","0","1","1.5","2","1017","10170103","401041731","0","10170104","1","710051","0","0","10170102","1","1004101","401041711","0","10170101","1004103","0","0","1004102","1","1","401041721","1.3","1.3","1","401041751","0","0","0"
"1004109","1","0","10170105","401041741","100000","48","0.03","0","0","1004110","0","3","1.5","3","1017","10170103","401041731","0","10170104","1","710051","0","0","10170102","2","1004106","401041711","0","10170101","1004108","0","0","1004107","2","1","401041721","1.3","1.3","1","401041751","0","0","0"
"1004109","1.4","0","10170105","401041791","100000","49","0.06","0","0","1004110","0","10","2","6","1017","10170103","401041781","0","10170104","1.4","710051","0","0","10170102","3","1004106","401041761","0","10170101","1004108","0","0","1004107","4","1","401041771","1.8","1.8","2","401041801","0","0","0"
"1004109","2","0","10170105","401041841","100000","50","0.06","0","0","1004110","0","-1","3","9","1017","10170103","401041831","0","10170104","2","710051","0","0","10170102","4","1004106","401041811","0","10170101","1004108","0","0","1004107","11","1","401041821","2.5","2.5","2","401041851","0","0","0"
"1004104","1","0","10180105","401041891","100000","51","0.03","0","0","1004105","0","1","1.5","2","1018","10180103","401041881","0","10180104","1","710061","0","0","10180102","1","1004101","401041861","0","10180101","1004103","0","0","1004102","1","1","401041871","1.3","1.3","1","401041901","0","0","0"
"1004109","1","0","10180105","401041891","100000","52","0.03","0","0","1004110","0","3","1.5","3","1018","10180103","401041881","0","10180104","1","710061","0","0","10180102","2","1004106","401041861","0","10180101","1004108","0","0","1004107","2","1","401041871","1.3","1.3","1","401041901","0","0","0"
"1004109","1.4","0","10180105","401041941","100000","53","0.06","0","0","1004110","0","10","2","6","1018","10180103","401041931","0","10180104","1.4","710061","0","0","10180102","3","1004106","401041911","0","10180101","1004108","0","0","1004107","4","1","401041921","1.8","1.8","2","401041951","0","0","0"
"1004109","2","0","10180105","401041991","100000","54","0.06","0","0","1004110","0","-1","3","9","1018","10180103","401041981","0","10180104","2","710061","0","0","10180102","4","1004106","401041961","0","10180101","1004108","0","0","1004107","11","1","401041971","2.5","2.5","2","401042001","0","0","0"
"1004104","1","0","10190105","401042341","1000000","55","0.03","0","0","1004105","0","1","1.5","2","1019","10190103","401042331","0","10190104","1","710071","0","0","10190102","1","1004101","401042311","0","10190101","1004103","0","0","1004102","1","1","401042321","1.3","1.3","1","401042351","0","0","0"
"1004109","1.4","0","10190105","401042391","1000000","57","0.06","0","0","1004110","0","3","2","3","1019","10190103","401042381","0","10190104","1.4","710071","0","0","10190102","2","1004106","401042361","0","10190101","1004108","0","0","1004107","2","1","401042371","1.8","1.8","2","401042401","0","0","0"
"1004114","1.4","0","10190105","401042441","1000000","58","0.06","0","0","1004115","0","4","2","5","1019","10190103","401042431","0","10190104","1.4","710071","0","0","10190102","3","1004111","401042411","0","10190101","1004113","0","0","1004112","4","1","401042421","1.8","1.8","2","401042451","0","0","0"
"1004116","2","0","10190105","401042441","1000000","59","0.06","0","0","1004116","0","-1","3","5","1019","10190103","401042431","0","10190104","2","710071","0","0","10190102","3","1004116","401042411","0","10190101","1004116","0","0","1004116","5","1","401042421","2.5","2.5","2","401042451","0","0","0"
"1005104","1","0","10200105","401042641","1000000","60","0.03","0","0","1005105","0","1","1.5","2","1020","10200103","401042631","0","10200104","1","710081","0","0","10200102","1","1005101","401042611","0","10200101","1005103","0","0","1005102","1","1","401042621","1.3","1.3","1","401042651","0","0","0"
"1005109","1.4","0","10200105","401042691","1000000","61","0.06","0","0","1005110","0","3","2","3","1020","10200103","401042681","0","10200104","1.4","710081","0","0","10200102","2","1005106","401042661","0","10200101","1005108","0","0","1005107","2","1","401042671","1.8","1.8","2","401042701","0","0","0"
"1005114","1.4","0","10200105","401042741","1000000","62","0.06","0","0","1005115","0","4","2","5","1020","10200103","401042731","0","10200104","1.4","710081","0","0","10200102","3","1005111","401042711","0","10200101","1005113","0","0","1005112","4","1","401042721","1.8","1.8","2","401042751","0","0","0"
"1005116","2","0","10200105","401042741","1000000","63","0.06","0","0","1005116","0","-1","3","5","1020","10200103","401042731","0","10200104","2","710081","0","0","10200102","3","1005116","401042711","0","10200101","1005116","0","0","1005116","5","1","401042721","2.5","2.5","2","401042751","0","0","0"
"1006104","1","0","10210105","401042941","1000000","64","0.03","0","0","1006105","0","1","1.5","2","1021","10210103","401042931","0","10210104","1","710091","0","0","10210102","1","1006101","401042911","0","10210101","1006103","0","0","1006102","1","1","401042921","1.3","1.3","1","401042951","0","0","0"
"1006109","1.4","0","10210105","401042991","1000000","65","0.06","0","0","1006110","0","3","2","3","1021","10210103","401042981","0","10210104","1.4","710091","0","0","10210102","2","1006106","401042961","0","10210101","1006108","0","0","1006107","2","1","401042971","1.8","1.8","2","401043001","0","0","0"
"1006114","1.4","0","10210105","401043041","1000000","66","0.06","0","0","1006115","0","4","2","5","1021","10210103","401043031","0","10210104","1.4","710091","0","0","10210102","3","1006111","401043011","0","10210101","1006113","0","0","1006112","4","1","401043021","1.8","1.8","2","401043051","0","0","0"
"1006116","2","0","10210105","401043041","1000000","67","0.06","0","0","1006116","0","-1","3","5","1021","10210103","401043031","0","10210104","2","710091","0","0","10210102","3","1006116","401043011","0","10210101","1006116","0","0","1006116","5","1","401043021","2.5","2.5","2","401043051","0","0","0"
