adc666fd5665ffbc062948f5a80d60759e5a581ddbc9aec70702de7efaa988a7,cfb40839b0561884b2b2faf3d29b9c6d425122c626729b4c5b811dee34d76a41,2991210a90782011a6e6b9c85d0f9fab6aaa2c1d9c6ec0643b59908df7058ff3,e7355f4939010a010b64d0cd266ee38bb469ca6dceb18ec11d14342fefdfb35c,14d595478a97b4aee00285a75b01ac6e0c3290253a2bf90cfaa3e158c6f9a7bb,8a2abd7bf4e793be84d37d6f3cb689e96dc4706483b6e81e699d93c2a2610ba8,66e4839c5c28a86618679152fc45328d17832897c5a2bed92f0532e88a9f6356,0eafe64fbc9e6c159ccf30de847c3178a48da9664919d78a890e1c7ffb4e749d,fefc4ae22408f8ace4776e7dd298c3afb935f35de25edbc77682e730887a3803,fff8073b26802738f3c7b9351514b4678813a047b598d449cf586e98bd9b0487,9d057639d0e707881e5928d9392aea047bb8768148da699252a8edab18f19e37,6cdd14c2b08a5c938395421419b5d5861bf41dbc103d010b5455037f46aa17e3
"0","2","103","1","10140","0","0","10140101","107511","10","0","游泳圈游泳（黃）"
"0","2","102","1","10140","0","0","10140102","107611","15","0","游泳圈游泳（藍）"
"0","1","103","1","10140","0","0","10140103","107711","10","0","游泳圈游泳（黃）"
"0","2","102","1","10140","0","0","10140106","108011","10","0","游泳圈游泳（藍）"
"0","2","101","1","10140","0","0","10140107","110011","10","0","游泳圈游泳（粉）"
"0","1","101","1","10140","0","0","10140108","110111","10","0","游泳圈游泳（粉）"
"0","1","103","1","10140","0","0","10140109","110311","3","0","游泳圈游泳（黃）"
"0","2","102","1","10140","0","0","10140110","110411","10","0","游泳圈游泳（藍）"
"0","2","102","1","10140","0","0","10140111","110511","10","0","游泳圈游泳（藍）"
"0","2","101","1","10140","0","0","10140112","110611","50","0","游泳圈游泳（粉）"
"0","1","102","1","10140","0","0","10140113","113111","5","0","游泳圈游泳（藍）"
"0","1","102","1","10140","0","0","10140114","113211","5","0","游泳圈游泳（藍）"
"0","1","102","1","10140","0","0","10140115","113311","5","0","游泳圈游泳（藍）"
"0","2","102","1","10140","0","0","10140116","113411","10","0","游泳圈游泳（藍）"
"0","2","102","1","10140","0","0","10140117","113511","10","0","游泳圈游泳（藍）"
"0","2","102","1","10140","0","0","10140118","113611","10","0","游泳圈游泳（藍）"
"0","1","102","1","10140","0","0","10140119","115711","5","0","游泳圈游泳（藍）"
"0","2","101","1","10140","0","0","10140120","117011","10","0","游泳圈游泳（粉）"
"0","2","102","1","10140","0","0","10140121","117111","10","0","游泳圈游泳（藍）"
"0","2","102","1","10140","0","0","10140122","117211","10","0","游泳圈游泳（藍）"
"0","2","102","1","10140","0","0","10140123","117311","10","0","游泳圈游泳（藍）"
"0","2","101","1","10140","0","0","10140124","117411","10","0","游泳圈游泳（粉）"
"0","2","103","1","10140","0","0","10140125","122411","10","0","游泳圈游泳（黃）"
"0","1","102","1","10140","0","0","10140126","122511","5","0","游泳圈游泳（藍）"
"0","2","101","1","10140","0","0","10140127","122611","10","0","游泳圈游泳（粉）"
"0","1","102","1","10140","0","0","10140128","122711","10","0","游泳圈游泳（藍）"
"0","1","103","1","10140","0","0","10140129","122811","10","0","游泳圈游泳（黃）"
"0","1","101","1","10140","0","0","10140130","122911","10","0","游泳圈游泳（粉）"
"0","1","101","1","10140","0","0","10140132","126711","5","0","游泳圈游泳（粉）"
"0","2","103","1","10140","0","0","10140133","126811","10","0","游泳圈游泳（黃）"
"0","2","102","1","10140","0","0","10140134","126911","30","0","游泳圈游泳（藍）"
"0","1","101","1","10140","0","0","10140135","127011","5","0","游泳圈游泳（粉）"
"0","2","102","1","10140","0","0","10140136","127111","10","0","游泳圈游泳（藍）"
"0","2","103","1","10140","0","0","10140138","129411","10","0","游泳圈游泳（黃）"
"0","2","101","1","10140","0","0","10140139","129511","10","0","游泳圈游泳（粉）"
"0","2","151","1","10140","0","0","10140151","107511","10","0","踢水"
"0","2","151","1","10140","0","0","10140152","107611","10","0","踢水"
"0","1","151","1","10140","0","0","10140153","107711","10","0","踢水"
"0","2","151","1","10140","0","0","10140156","108011","10","0","踢水"
"0","2","151","1","10140","0","0","10140157","110011","10","0","踢水"
"0","1","151","1","10140","0","0","10140159","110311","3","0","踢水"
"0","2","151","1","10140","0","0","10140160","110411","10","0","踢水"
"0","2","151","1","10140","0","0","10140161","110511","10","0","踢水"
"0","1","151","1","10140","0","0","10140163","113111","5","0","踢水"
"0","1","151","1","10140","0","0","10140164","113211","5","0","踢水"
"0","1","151","1","10140","0","0","10140165","113311","5","0","踢水"
"0","2","151","1","10140","0","0","10140166","113411","10","0","踢水"
"0","2","151","1","10140","0","0","10140167","113511","10","0","踢水"
"0","2","151","1","10140","0","0","10140168","113611","10","0","踢水"
"0","1","151","1","10140","0","0","10140169","115711","5","0","踢水"
"0","2","151","1","10140","0","0","10140170","117011","10","0","踢水"
"0","2","151","1","10140","0","0","10140171","117111","10","0","踢水"
"0","2","151","1","10140","0","0","10140172","117211","10","0","踢水"
"0","2","151","1","10140","0","0","10140173","117311","10","0","踢水"
"0","2","151","1","10140","0","0","10140174","117411","10","0","踢水"
"0","2","151","1","10140","0","0","10140175","122411","10","0","踢水"
"0","1","151","1","10140","0","0","10140176","122511","5","0","踢水"
"0","2","151","1","10140","0","0","10140177","122611","10","0","踢水"
"0","1","151","1","10140","0","0","10140179","122811","10","0","踢水"
"0","1","151","1","10140","0","0","10140180","122911","10","0","踢水"
"0","1","151","1","10140","0","0","10140182","126711","5","0","踢水"
"0","2","151","1","10140","0","0","10140183","126811","10","0","踢水"
"0","1","151","1","10140","0","0","10140185","127011","5","0","踢水"
"0","2","151","1","10140","0","0","10140188","129411","10","0","踢水"
"0","2","151","1","10140","0","0","10140189","129511","10","0","踢水"
"0","2","201","1","10140","0","0","10140201","107511","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140202","107611","10","0","蛙泳"
"0","1","201","1","10140","0","0","10140203","107711","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140206","108011","20","0","蛙泳"
"0","2","201","1","10140","0","0","10140207","110011","10","0","蛙泳"
"0","1","201","1","10140","0","0","10140209","110311","3","0","蛙泳"
"0","2","201","1","10140","0","0","10140210","110411","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140211","110511","10","0","蛙泳"
"0","1","201","1","10140","0","0","10140213","113111","5","0","蛙泳"
"0","1","201","1","10140","0","0","10140214","113211","5","0","蛙泳"
"0","2","201","1","10140","0","0","10140216","113411","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140217","113511","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140218","113611","10","0","蛙泳"
"0","1","201","1","10140","0","0","10140219","115711","5","0","蛙泳"
"0","2","201","1","10140","0","0","10140220","117011","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140221","117111","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140222","117211","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140223","117311","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140224","117411","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140225","122411","10","0","蛙泳"
"0","1","201","1","10140","0","0","10140226","122511","5","0","蛙泳"
"0","2","201","1","10140","0","0","10140227","122611","10","0","蛙泳"
"0","1","201","1","10140","0","0","10140232","126711","5","0","蛙泳"
"0","2","201","1","10140","0","0","10140233","126811","10","0","蛙泳"
"0","1","201","1","10140","0","0","10140235","127011","5","0","蛙泳"
"0","2","201","1","10140","0","0","10140238","129411","10","0","蛙泳"
"0","2","201","1","10140","0","0","10140239","129511","10","0","蛙泳"
"0","2","251","1","10140","0","0","10140251","107511","10","0","潛水"
"0","2","251","1","10140","0","0","10140252","107611","10","0","潛水"
"0","2","251","1","10140","0","0","10140256","108011","20","0","潛水"
"0","2","251","1","10140","0","0","10140257","110011","10","0","潛水"
"0","1","251","1","10140","0","0","10140259","110311","3","0","潛水"
"0","2","251","1","10140","0","0","10140260","110411","10","0","潛水"
"0","2","251","1","10140","0","0","10140261","110511","10","0","潛水"
"0","1","251","1","10140","0","0","10140263","113111","5","0","潛水"
"0","1","251","1","10140","0","0","10140264","113211","5","0","潛水"
"0","2","251","1","10140","0","0","10140266","113411","10","0","潛水"
"0","2","251","1","10140","0","0","10140268","113611","10","0","潛水"
"0","1","251","1","10140","0","0","10140269","115711","5","0","潛水"
"0","2","251","1","10140","0","0","10140270","117011","10","0","潛水"
"0","2","251","1","10140","0","0","10140272","117211","10","0","潛水"
"0","2","251","1","10140","0","0","10140273","117311","10","0","潛水"
"0","2","251","1","10140","0","0","10140274","117411","10","0","潛水"
"0","2","251","1","10140","0","0","10140275","122411","10","0","潛水"
"0","1","251","1","10140","0","0","10140276","122511","5","0","潛水"
"0","2","251","1","10140","0","0","10140277","122611","10","0","潛水"
"0","1","251","1","10140","0","0","10140282","126711","5","0","潛水"
"0","1","251","1","10140","0","0","10140285","127011","5","0","潛水"
"0","2","303","1","10140","0","0","10140301","107511","10","0","游泳圈+踢水（黃）"
"0","2","302","1","10140","0","0","10140302","107611","15","0","游泳圈+踢水（藍）"
