e88129f18995a5e08416aeb6a615685e842bd3cd9e063d41286c32b0e968006b,83dfbfdc6f1d94f2a01529a7b9e3e22115756b08c4455583b6a371398582c052,7d33b07a8e0adab52b39230c3f7f52c22afbf268a3a8a2aa1d86ab0de15ea7ae,6d5fa3e21b0c08d3802a050a7c13354bea8796c25d680b609196044f0c4a4b6f,b248df8c2ccc92f6a31ba657f847e1a64996d9accd965b79d5a9cb27914b5e4b
"0","1","0.07","2999180","0"
"0","2","0.07","2999101","0"
"0","3","0.07","2999167","0"
"0","4","20","2999168","0"
"0","5","40","2999169","0"
"0","6","60","2999170","0"
"0","7","80","2999171","0"
"0","8","9","2999172","0"
"0","9","27","2999173","0"
"0","10","45","2999174","0"
"0","11","63","2999175","0"
"0","12","81","2999176","0"
"0","13","4.08","2999182","0"
"0","14","0.08","2999102","0"
"0","15","0.07","2999103","0"
"0","16","0.08","2999102","0"
"0","17","0.07","2999184","0"
"0","18","0.07","2999183","0"
"0","19","0.07","2999185","0"
"0","20","20","2999186","0"
"0","21","40","2999187","0"
"0","22","60","2999188","0"
"0","23","80","2999189","0"
"0","24","20","2999104","0"
"0","25","20","2999177","0"
"0","26","40","2999105","0"
"0","27","40","2999178","0"
"0","28","60","2999106","0"
"0","29","60","2999179","0"
"0","30","0.07","2999190","0"
"0","31","15","2999107","0"
"0","32","30","2999108","0"
"0","33","45","2999109","0"
"0","34","60","2999110","0"
"0","35","75","2999111","0"
"0","36","15","2999112","0"
"0","37","30","2999113","0"
"0","38","45","2999114","0"
"0","39","60","2999115","0"
"0","40","75","2999116","0"
"0","41","0.07","2999117","0"
"0","42","0.08","2999118","0"
"0","43","0.09","2999119","0"
"0","44","0.1","2999120","0"
"0","45","0.1","2999120","0"
"0","46","0.1","2999120","0"
"0","47","0.07","2999101","0"
"0","48","0.07","2999101","0"
"0","49","0.07","2999101","0"
"0","50","4.08","2999121","0"
"0","51","4.09","2999122","0"
"0","52","4.1","2999123","0"
"0","53","4.08","2999124","0"
"0","54","4.09","2999125","0"
"0","55","4.1","2999126","0"
"0","56","0.08","2999127","0"
"0","57","0.08","2999127","0"
"0","58","0.08","2999127","0"
"0","59","0.08","2999128","0"
"0","60","0.08","2999128","0"
"0","61","0.08","2999128","0"
"0","62","0.08","2999192","0"
"0","63","0.08","2999129","0"
"0","64","0.08","2999129","0"
"0","65","0.08","2999129","0"
"0","66","0.5","2999132","0"
"0","67","0.5","2999132","0"
"0","68","0.5","2999132","0"
"0","69","0.5","2999133","0"
"0","70","0.5","2999133","0"
"0","71","0.5","2999133","0"
"0","72","1","2999191","0"
"0","73","15","2999134","0"
"0","74","30","2999135","0"
"0","75","45","2999136","0"
"0","76","60","2999137","0"
"0","77","75","2999138","0"
"0","78","15.01","2999139","0"
"0","79","30.01","2999140","0"
"0","80","45.01","2999141","0"
"0","81","60.01","2999142","0"
"0","82","75.01","2999143","0"
"0","83","15.02","2999144","0"
"0","84","30.02","2999145","0"
"0","85","45.02","2999146","0"
"0","86","60.02","2999147","0"
"0","87","75.02","2999148","0"
"0","88","15","2999149","0"
"0","89","30","2999150","0"
"0","90","45","2999151","0"
"0","91","60","2999152","0"
"0","92","75","2999153","0"
"0","93","15.01","2999154","0"
"0","94","30.01","2999155","0"
"0","95","45.01","2999156","0"
"0","96","60.01","2999157","0"
"0","97","75.01","2999158","0"
"0","98","15.02","2999159","0"
"0","99","30.02","2999160","0"
"0","100","45.02","2999161","0"
"0","101","60.02","2999162","0"
"0","102","75.02","2999163","0"
"0","103","0.07","2999164","0"
"0","104","0.08","2999165","0"
"0","105","0.09","2999166","0"
"0","106","0.08","2999130","0"
"0","107","0.07","2999193","0"
"0","108","1","2999194","0"
"0","109","30","2999195","0"
"0","110","60","2999196","0"
"0","111","15","2999197","0"
"0","112","30","2999198","0"
"0","113","45","2999199","0"
"0","114","60","2999200","0"
"0","115","75","2999201","0"
"0","116","0.07","2999202","0"
"0","117","0.08","2999203","0"
"0","118","0.07","2991180","0"
"0","119","0.07","2991101","0"
"0","120","0.07","2991167","0"
"20","121","20","2991168","-1"
"9","122","9","2991172","-1"
"0","123","4.08","2991182","0"
"0","124","0.08","2991102","0"
"0","125","0.07","2991103","0"
"0","126","0.08","2991102","0"
"0","127","0.07","2991184","0"
"0","128","0.07","2991183","0"
"0","129","0.07","2991185","0"
"20","130","20","2991186","-1"
"0","131","20","2991104","0"
"0","132","20","2991177","0"
"0","133","40","2991105","0"
"0","134","40","2991178","0"
"0","135","60","2991106","0"
"0","136","60","2991179","0"
"0","137","0.07","2991190","0"
"15","138","15","2991107","-1"
"15","139","15","2991112","-1"
"0","140","0.07","2991117","0"
"0","141","0.08","2991118","0"
"0","142","0.09","2991119","0"
"0","143","0.1","2991120","0"
"0","144","0.1","2991120","0"
"0","145","0.1","2991120","0"
"0","146","0.07","2991101","0"
"0","147","0.07","2991101","0"
"0","148","0.07","2991101","0"
"0","149","4.08","2991121","0"
"0","150","4.09","2991122","0"
"0","151","4.1","2991123","0"
"0","152","4.08","2991124","0"
"0","153","4.09","2991125","0"
"0","154","4.1","2991126","0"
"0","155","0.08","2991127","0"
"0","156","0.08","2991127","0"
"0","157","0.08","2991127","0"
"0","158","0.08","2991128","0"
"0","159","0.08","2991128","0"
"0","160","0.08","2991128","0"
"0","161","0.08","2991129","0"
"0","162","0.08","2991129","0"
"0","163","0.08","2991129","0"
"0","164","0.5","2991132","0"
"0","165","0.5","2991132","0"
"0","166","0.5","2991132","0"
"0","167","0.5","2991133","0"
"0","168","0.5","2991133","0"
"0","169","0.5","2991133","0"
"15","170","15","2991134","-1"
"15","171","15.01","2991139","-1"
"15","172","15.02","2991144","-1"
"15","173","15","2991149","-1"
"15","174","15.01","2991154","-1"
"15","175","15.02","2991159","-1"
"0","176","0.07","2991164","0"
"0","177","0.08","2991165","0"
"0","178","0.09","2991166","0"
