d80d3e764f8176f5fb1440000e37e7432dba08fbef8fc5974d3e1e5260679c23,93b1420bab1641204a7ecc8e6dcc91b6546195f1db1058c23bc65ba9e28c9f27,42ca46c73323a82f55b3a170c24648651909ae507252468aaa46c60a051e34e4,4366b354b9f73660e74b84770894a2abf4aae00412bf76053b73dda19070016e,4dc68fd3331c90ebad3981629b9b1bae1a138d7a13ba84d17f153573b4a0db2c,4173354da0b11696208c91bdb24d2fca5b4378eb3e1a23f252458bce28f85ca5,617d64b7bd12f0f5464262b9d3b174f7067c748f48994521b8747e8b5924c849,1487cd9f3d47971ba487ac7d9e625ffe0a12f562b6b2ba00967a53ad1f132860,768dbdad057c5dbaffa8013f81c4d0a84b113e6ce0eee4b339bd32c1e9aae441,15a2dc1c79dd4b1a94545afd5092e8be35a3f518b7939afafb6f04d013207273,a6af2f38f90ceacdb7f72cbb65d75ed709404110a528354659bdec0d457fb066,cc1db7ff24164776c80053745e4963793f82f0adc9fb4ca8c822b34132509bb1,2224420dd952d14f57d35a8aa8205f7bfb8e74cdd84151407e2921ff992ebf12
"1","11120101","0","0","0","0","vo_minigame_1012_correct_107","8","1","0","1201","8","這樣子就好！"
"1","11120102","0","0","0","0","vo_minigame_1012_correct_108","8","1","0","1201","8","嗯，OK！"
"1","11120103","0","0","0","0","vo_minigame_1012_correct_109","1","1","0","1201","1","狀況不錯喔！"
"1","11120201","0","0","13333","0","vo_minigame_1012_correct_115","1","1","-1","1202","1","慢慢來沒關係！"
"1","11120202","0","0","13333","0","vo_minigame_1012_correct_117","9","1","-1","1202","9","答對就可以了！"
"1","11120301","0","0","0","0","vo_minigame_1012_correct_118","1","1","0","1203","1","好厲害喔！"
"1","11120302","0.01","8","0","0","vo_minigame_1012_correct_119","5","1","0","1203","5","你知道這個啊！？"
"1","11120401","0","0","0","0","vo_minigame_1012_correct_125","1","1","0","1204","1","看來沒問題吧！"
"1","11120501","0.01","4","0","0","vo_minigame_1012_correct_123","7","1","0","1205","7","複習得很完美呢！"
"1","11120601","0","0","3","0","vo_minigame_1012_correct_128","8","1","-1","1206","8","連續答對了！"
"1","11120701","0","0","3","0","vo_minigame_1012_correct_131","2","1","-1","1207","2","挽回劣勢！"
"1","11130101","0","0","0","0","vo_minigame_1012_incorrect_107","2","1","0","1301","2","重整心情！"
"1","11130102","0","0","0","0","vo_minigame_1012_incorrect_108","9","1","0","1301","9","也會有這種事啊！"
"1","11130103","0","0","0","0","vo_minigame_1012_incorrect_109","4","1","0","1301","4","那樣子不行喔！"
"1","11130201","0","0","20000","0","vo_minigame_1012_incorrect_116","4","1","-1","1302","4","時間到了！"
"1","11130202","0","0","20000","0","vo_minigame_1012_incorrect_117","5","1","-1","1302","5","不是，你回答啊！"
"1","11130301","0.01","6","0","0","vo_minigame_1012_incorrect_118","3","1","0","1303","3","好難啊……"
"1","11130302","0","0","0","0","vo_minigame_1012_incorrect_119","4","1","0","1303","4","難度真高……"
"1","11130401","0","0","0","0","vo_minigame_1012_incorrect_123","2","1","0","1304","2","不能忘記喔！"
"1","11130501","0","0","0","0","vo_minigame_1012_incorrect_126","1","1","0","1305","1","不是全錯呢！"
"1","11300101","3.18","4","10","1","vo_minigame_1012_result_1000","8","1","10","3001","7","呵呵，全都答對囉！\n你好像努力地學習了呢，\n真佩服♪"
"1","11300102","3.33","10","10","1","vo_minigame_1012_result_1001","7","1","10","3001","8","太厲害了……全部答對囉！\n不過，這也是當然的吧～\n因為是我教你的嘛♪"
"1","11300103","5.41","10","10","1","vo_minigame_1012_result_1002","1","1","10","3001","8","全對！拍手拍手拍手～♪\n這個難度已經很完美了吧？\n下次挑戰更難的題目吧！\n你一定可以的！"
"1","11300104","8.11","10","10","2","vo_minigame_1012_result_1003","8","1","10","3001","5","喔……選了很難的題目，\n但還能全對，很厲害嘛！！\n你實在太厲害了……！\n比完美還完美！"
"1","11300105","1.31","0","10","2","vo_minigame_1012_result_1004","5","1","10","3001","10","答對……答對……全部答對！\n題目這麼難還全對……！\n好驚訝……\n你是什麼時候讀了這麼多東西的！"
"1","11300106","4.93","0","10","2","vo_minigame_1012_result_1005","8","1","10","3001","9","看你完美地答對了這麼多題，\n讓我有點不甘心呢……！\n但我還是要坦率地讚美你！\n了不起，了不起，了不起～！"
"1","11300107","2.99","4","10","3","vo_minigame_1012_result_1006","8","1","10","3001","5","好厲害……你答得太完美了！\n保持這樣到下次考試，\n你拿學年第一可能也不是夢了！\n真令人期待～♪"
"1","11300108","8.37","4","10","3","vo_minigame_1012_result_1007","7","1","10","3001","8","滿分喔！呵呵。\n我已經沒東西能教你了……！\n反而希望你能教我呢！\n……好嗎，老師♪"
"1","11300109","5.32","8","10","3","vo_minigame_1012_result_1008","5","1","10","3001","7","全、部、答、對！\n裡面有超多難題耶，你好厲害……！\n難不成……\n你是天才！？"
"1","11300110","4.77","4","7","1","vo_minigame_1012_result_1009","1","1","9","3001","7","喔！分數很好看呢～！\n這下教你也有價值了♪\n好了，還要繼續學習喔！"
"1","11300111","2.97","4","7","1","vo_minigame_1012_result_1010","7","1","9","3001","8","嗯，拿到的分數很不錯！\n保持這個狀態，\n下次想看你拿滿分呢！"
"1","11300112","3.47","0","7","1","vo_minigame_1012_result_1011","1","1","9","3001","5","啊～好可惜！\n差一點就滿分了！\n下次一定可以很完美的！\n加油吧！"
"1","11300113","5.32","4","7","2","vo_minigame_1012_result_1012","7","1","9","3001","8","好厲害，你答對了很多喔！\n題目這麼難，你很行嘛！\n之後就以滿分為目標吧！"
"1","11300114","6.49","10","7","2","vo_minigame_1012_result_1013","7","1","9","3001","8","嗯，很不錯喔！\n看來完～全不用擔心你會不及格呢♪\n但還是不會讓你停止學習的！"
"1","11300115","3.56","0","7","2","vo_minigame_1012_result_1014","1","1","9","3001","5","啊～\n只差一點點就能全部答對的說！\n雖然題目很難但你沒問題的，\n下次可以以滿分為目標！"
"1","11300116","5.67","10","7","3","vo_minigame_1012_result_1015","1","1","9","3001","8","嗯，幾乎都答對囉！\n裡面這麼多困難的題目，\n你很厲害嘛！\n你果然不是個普通人！"
"1","11300117","2.85","10","7","3","vo_minigame_1012_result_1016","1","1","9","3001","7","感覺你很紮實地在進步嘛？\n如果是你的話，即使面對難題，\n總有一天搞不好也能拿滿分…………！"
"1","11300118","3.88","0","7","3","vo_minigame_1012_result_1017","1","1","9","3001","5","哇啊～好可惜！\n差一點就滿分了！\n不過連我也有不會的難題，\n你拿這個分數已經可以抬頭挺胸了！"
"1","11300119","4.12","0","4","1","vo_minigame_1012_result_1018","1","1","6","3001","3","答對率一半左右啊～\n是不差啦，\n不過是你的話，應該不只這樣吧？"
"1","11300120","4.34","0","4","1","vo_minigame_1012_result_1019","1","1","6","3001","9","嗯～我就老實說了，\n這分數很不上不下呢……\n不過沒關係！\n接下來要咻咻咻地提高分數喔！"
"1","11300121","3.15","0","4","1","vo_minigame_1012_result_1020","1","1","6","3001","3","嗯～老實說這分數有點讓人不滿意呢！\n我對你抱有很大的期待，\n再更加油一些吧！"
"1","11300122","5.3","0","4","2","vo_minigame_1012_result_1021","1","1","6","3001","9","答對率一半左右啊……\n題目很難所以也沒辦法呢……\n不過你一定能更進步的！\n因為有我陪著你！"
"1","11300123","2.55","0","4","2","vo_minigame_1012_result_1022","1","1","6","3001","8","嗯，答得還行嘛！\n繼續努力學習，\n以更高的分數為目標吧！"
"1","11300124","4.19","0","4","2","vo_minigame_1012_result_1023","7","1","6","3001","1","題目很難，\n但看這個答對率，\n算是有在讀書的吧！\n不過可不能滿足於這種程度喔！？"
"1","11300125","3.43","0","4","3","vo_minigame_1012_result_1024","1","1","6","3001","7","題目這麼難卻答對了一半左右，\n你很厲害嘛♪\n保持這個步調，\n繼續提升實力吧！"
"1","11300126","0","0","4","3","vo_minigame_1012_result_1025","1","1","6","3001","1","好，拿到了平均分數！\n看你好像有好好學習，\n那我就安心了～♪"
"1","11300127","3.72","0","4","3","vo_minigame_1012_result_1026","7","1","6","3001","8","裡面都是難題，\n這個答對率很不得了喔！\n不過，如果你還想拿更高的分數，\n那我可以陪你讀書！"
"1","11300128","3.5","1","1","1","vo_minigame_1012_result_1027","2","1","3","3001","3","原來如此……\n看來很值得教你呢，\n我會徹底鞭策你的，\n做好覺悟吧！"
"1","11300129","3.25","1","1","1","vo_minigame_1012_result_1028","2","1","3","3001","4","喂，\n你完全不行嘛！\n……你不會要跟我說\n你已經拿出真本事了吧～？"
"1","11300130","4.62","0","1","1","vo_minigame_1012_result_1029","2","1","3","3001","3","唔嗯……\n即使隨便回答，\n答對率也差不多是這樣吧？\n看來我得認真教你了……！"
"1","11300131","4.5","0","1","2","vo_minigame_1012_result_1030","1","1","3","3001","9","……也、也對啦，\n這題目對你來說可能太難了，\n慢慢來就行了，\n一起提升實力吧！"
"1","11300132","0.01","9","1","2","vo_minigame_1012_result_1031","3","1","3","3001","3","嗯……蠻多答錯的呢……\n要繼續作答也可以，\n但從簡單的題目重新來過，\n也是種選項喔～？"
"1","11300133","0.01","9","1","2","vo_minigame_1012_result_1032","9","1","3","3001","9","唉呀呀，這對你來說，\n有點太難了嗎……？\n再重來一次吧！"
"1","11300134","0.01","6","1","3","vo_minigame_1012_result_1033","3","1","3","3001","3","唔嗯……真是遺憾的結果……\n題目超難也無可奈何，\n不要勉強，從簡單的題目開始挑戰\n搞不好也不錯喔？"
"1","11300135","2.97","0","1","3","vo_minigame_1012_result_1034","9","1","3","3001","3","答對率很低呢……\n畢竟題目很難嘛……！\n我很欣賞你的挑戰精神喔！"
"1","11300136","3.1","0","1","3","vo_minigame_1012_result_1035","1","1","3","3001","3","總算是避免拿到0分了……\n不過裡面都是難題就是了，\n繼續加油吧！"
"1","11300137","4.31","1","0","1","vo_minigame_1012_result_1036","2","1","0","3001","6","……你啊，換個角度來想，\n要考0分也是很難的喔！？\n你應該不是\n故意考這樣的對吧～！？"
"1","11300138","0.1","1","0","1","vo_minigame_1012_result_1037","2","1","0","3001","2","0分是……\n你是來鬧的嗎！？\n不好好作答的話，\n就用電擊魔法伺候喔！？"
"1","11300139","4.23","9","0","1","vo_minigame_1012_result_1038","3","1","0","3001","9","搞不好你其實\n不適合讀書呢……\n……學習不是一切，\n就在其他方面努力吧！"
"1","11300140","4.38","0","0","2","vo_minigame_1012_result_1039","2","1","0","3001","3","我不會生氣，你說實話吧？\n……你是亂回答的對吧？\n快點，老實地……\n說、出、來、吧？"
"1","11300141","3.58","0","0","2","vo_minigame_1012_result_1040","2","1","0","3001","8","你的分數是～～\n……好！0分！！\n……呃，開什麼玩笑──！！！"
"1","11300142","2.02","1","0","2","vo_minigame_1012_result_1041","2","1","0","3001","4","0分是怎麼回事！？\n不是，從反面來看你很厲害喔！？\n畢竟閉著眼睛考，\n也能拿個1分啊！"
"1","11300143","5.53","9","0","3","vo_minigame_1012_result_1042","1","1","0","3001","9","唉呀……很遺憾，是0分喔。\n可能有點太難了吧……\n……不過也是會有這種事的！\n別太喪氣！"
"1","11300144","4.4","9","0","3","vo_minigame_1012_result_1043","1","1","0","3001","3","雖說題目相當難，\n但0分還是讓人有點落寞呢……\n不過要反向思考！\n你以後只會更加成長的！"
"1","11300145","5.35","0","0","3","vo_minigame_1012_result_1044","1","1","0","3001","3","0分啊……嗯，抱歉……\n我想不到要怎麼安慰你！\n……算了，還有下一次，\n來轉換心情吧！"
"2","12120101","0","0","0","0","vo_minigame_1012_correct_132","8","1","0","1201","8","OK！"
"2","12120102","0","0","0","0","vo_minigame_1012_correct_133","7","1","0","1201","7","對了！"
"2","12120103","0","0","0","0","vo_minigame_1012_correct_134","7","1","0","1201","7","很好！"
"2","12120201","0","0","0","0","vo_minigame_1012_correct_135","5","1","3000","1202","5","真的假的！？"
"2","12120202","0","0","0","0","vo_minigame_1012_correct_136","10","1","3000","1202","10","哦～！"
"2","12120203","0","0","3001","0","vo_minigame_1012_correct_137","7","1","6000","1202","7","就是這樣！"
"2","12120204","0","0","13333","0","vo_minigame_1012_correct_138","1","1","-1","1202","1","要趕快囉！"
"2","12120301","0","0","0","0","vo_minigame_1012_correct_139","5","1","0","1203","5","太厲害了！"
"2","12120401","0","0","0","0","vo_minigame_1012_correct_141","7","1","0","1204","7","輕鬆！"
"2","12120501","0","0","0","0","vo_minigame_1012_correct_140","7","1","0","1205","7","雪恥吧！"
"2","12120601","0","0","3","0","vo_minigame_1012_correct_142","1","1","-1","1206","1","很好喔！"
"2","12120701","0","0","3","0","vo_minigame_1012_correct_143","2","1","-1","1207","2","還早得很！"
"2","12130101","0","0","0","0","vo_minigame_1012_incorrect_127","2","1","0","1301","2","噗～！"
"2","12130102","0","0","0","0","vo_minigame_1012_incorrect_128","2","1","0","1301","2","不行～！"
"2","12130103","0","0","0","0","vo_minigame_1012_incorrect_129","9","1","0","1301","9","唉呀呀……！"
"2","12130201","0","0","0","0","vo_minigame_1012_incorrect_130","3","1","3000","1302","3","不要急！"
"2","12130202","0","0","0","0","vo_minigame_1012_incorrect_131","5","1","3000","1302","5","慢慢來！"
"2","12130203","0","0","3001","0","vo_minigame_1012_incorrect_132","2","1","6000","1302","2","深呼吸！"
"2","12130204","0","0","20000","0","vo_minigame_1012_incorrect_133","3","1","-1","1302","3","好慢喔……！"
"2","12130301","0","0","0","0","vo_minigame_1012_incorrect_134","5","1","0","1303","5","好難！"
"2","12130401","0","0","0","0","vo_minigame_1012_incorrect_135","6","1","0","1304","6","你忘了嗎？"
"2","12130501","0","0","0","0","vo_minigame_1012_incorrect_136","2","1","0","1305","2","下一題一定行！"
"2","12170101","0.01","3","20000","0","vo_minigame_1012_time_100","2","1","30000","1701","2","最後衝刺！"
"2","12170102","0.01","3","20000","0","vo_minigame_1012_time_101","1","1","30000","1701","1","馬上要結束了！"
"2","12300101","3.74","10","20","1","vo_minigame_1012_result_1045","1","1","-1","3001","7","好，做得很好！\n你的基礎打得很完美了！\n下次也挑戰看看\n更難的題目吧！"
"2","12300102","3.85","0","20","1","vo_minigame_1012_result_1046","9","1","-1","3001","1","什麼嘛，\n你這是回答得欲罷不能嗎？\n簡單來說，你很厲害嘛！\n給你個獎勵小花！"
"2","12300103","0.01","8","20","1","vo_minigame_1012_result_1047","5","1","-1","3001","5","好厲害的分數……！\n你就是那種說自己沒讀書，\n其實偷偷拼命複習的類型吧！？"
"2","12300104","2.86","4","20","2","vo_minigame_1012_result_1048","7","1","-1","3001","8","讀書的成果，\n確實展現出來了嘛！\n身為你的老師，\n我也好驕傲呢～♪"
"2","12300105","2.02","9","20","2","vo_minigame_1012_result_1049","3","1","-1","3001","5","OK！已經很夠了！\n要是你再更加苦讀的話，\n我就沒必要教你了！"
"2","12300106","4.46","0","20","2","vo_minigame_1012_result_1050","1","1","-1","3001","5","你選了困難的題目，\n沒想到答對率這麼高……！\n不過還有更難的……\n下次就挑戰最難的吧！"
"2","12300107","6.85","7","20","3","vo_minigame_1012_result_1051","4","1","-1","3001","5","本來就覺得你很厲害了，\n沒想到你連學習都這麼完美……？\n難怪大家都對你著迷……\n不，什、什麼都沒有！！"
"2","12300108","3.79","0","20","3","vo_minigame_1012_result_1052","9","1","-1","3001","5","這個題目，\n是連我也要思考很久的超級難題……\n呵呵，那也只能稱讚你了！\n你做得很好喔！"
"2","12300109","0.01","7","20","3","vo_minigame_1012_result_1053","4","1","-1","3001","4","我才沒有臉紅！\n喜歡頭腦好的人……\n或覺得你很帥之類的……\n……我都沒這樣想喔！"
"2","12300110","0","0","20","1","vo_minigame_1012_result_1054","5","1","-1","3001","5","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？"
"2","12300112","0","0","20","2","vo_minigame_1012_result_1054","5","1","-1","3001","5","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？"
"2","12300114","0","0","20","3","vo_minigame_1012_result_1054","5","1","-1","3001","5","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？"
"2","12300116","3","10","15","1","vo_minigame_1012_result_1056","7","1","19","3001","5","喔喔～答對了很多呢！\n保持這個步調，\n以更好的分數為目標！"
"2","12300117","0.01","10","15","1","vo_minigame_1012_result_1057","8","1","19","3001","8","嗯，感覺很完美喔！\n看來你很認真讀書了，\n佩服佩服♪"
"2","12300118","4.01","0","15","1","vo_minigame_1012_result_1058","8","1","19","3001","5","咦？都拿這麼高分了，\n你還不滿足？\n那股上進心是怎麼回事……\n很好嘛！"
"2","12300119","2.83","10","15","2","vo_minigame_1012_result_1059","7","1","19","3001","8","速度和答對題數都很理想喔！\n喂喂，趁狀態這麼好，\n要不要以頂點為目標？"
"2","12300120","0","0","15","2","vo_minigame_1012_result_1060","10","1","19","3001","10","這種難度也能\n毫無阻礙地回答出來……\n你喔，\n真的是個狠角色……！"
"2","12300121","3.66","4","15","2","vo_minigame_1012_result_1061","7","1","19","3001","8","能回答出這麼多題目，\n讀書也變得很有趣吧♪\n來吧，還要繼續下去喔～！"
"2","12300122","3.28","0","15","3","vo_minigame_1012_result_1062","8","1","19","3001","5","你啊，考這個成績\n並不是僥倖吧……！\n能學會這麼多，\n真是不得了！"
"2","12300123","2.7","0","15","3","vo_minigame_1012_result_1063","1","1","19","3001","8","好厲害！成績非常好喔！\n對你來說，\n即使是這種難題也是輕而易舉？"
"2","12300124","3.98","9","15","3","vo_minigame_1012_result_1064","9","1","19","3001","5","你……\n該不會分數比我還高？\n我、我也得向你學習，\n好好讀書呢……！"
"2","12300131","2.51","0","10","1","vo_minigame_1012_result_1067","1","1","14","3001","7","嗯，分數很不錯喔！\n不過還能繼續努力吧？\n來，接著繼續吧！"
"2","12300132","4.16","0","10","1","vo_minigame_1012_result_1068","7","1","14","3001","1","雖然成績已經十分優秀了，\n但你一定能拿到更高分！\n來，努力念書吧！"
"2","12300133","2.07","0","10","1","vo_minigame_1012_result_1069","7","1","14","3001","8","嗯，不錯喔！\n保持這個步調，\n慢慢地增加答對題數吧！"
"2","12300134","3.51","0","10","2","vo_minigame_1012_result_1070","1","1","14","3001","8","裡面都是困難的題目，\n但成績還蠻不錯的嘛！\n你一定能達成目標的，\n可以對自己更有自信！"
"2","12300135","0","0","10","2","vo_minigame_1012_result_1071","1","1","14","3001","1","即使面對難題，基礎也很重要！\n保持這個狀態，\n繼續提升分數吧！"
"2","12300136","4.3","0","10","2","vo_minigame_1012_result_1072","7","1","14","3001","1","答對10題以上呢！\n咦？還不夠？\n呵呵，\n那要以更高分為目標嗎？"
"2","12300137","4.47","0","10","3","vo_minigame_1012_result_1073","7","1","14","3001","8","嗯，在這些難題下，\n拿到這個分數已經十分出色了！\n不過你的話，\n一定是以更高分為目標吧♪"
"2","12300138","3.68","0","10","3","vo_minigame_1012_result_1074","9","1","14","3001","8","好，辛苦了～\n分數還蠻不錯的嘛？\n……我也得多讀書了！"
"2","12300139","3.34","0","10","3","vo_minigame_1012_result_1075","1","1","14","3001","5","喔喔～\n答對了10題以上嘛！\n你果然不是等閒之輩～"
