d0f33b6ec791fe0f3a58f24d07007882cb1fe69140c3987d47e297454bd7e4b4,ebca95c4c895ecc7db474e12600dea5117c6eb9c142c6f6f06eac2905a6734c2,6bf6f34df1accd9098a2d40646b760f7fc0fe02a5b060cb4fa8604b72e390f59,983cac0e3b347bca6b013c0526e1a989d5fd7c1fcc4206fc3479209fc1186680,16fdbf3b8858f587df5ec4eca69f84f8b3d1e4add46bf32d713d29d84abca056,40f211aa133d4336e0823b3e10f53575ece830f5dbcaa994521e2885c5a88c6a,f931c58b2ce770688a4c2dd0459b9dcf2422cd232dddeff5017e305ea51eba50,7cbb3da3ccb07afbcc11b3d6cb04cd82a577fd739e25427b07a99c8870728144,752440dd48253c85d8ceb5a3e3834d0b3047eeb95e49034f926e7db77656debd,8b83a26c00615978b505e48a259d989f2b928173eb333e372a71f342264309be,a2a65ce8e2f03bea30af26f01573622a9854c42844cea2eeb6070abbf27eff9d,5d92ea2705ed6d89195f0d9c835d2fd243be498342e5e1b796f386bd68428f58,f36bedf563ba5bf2a6394e6b0827842b3fff4247432316280cc9f94e9afee1f6,cfa26b76b3895d1d27b12652f15617bfeeaa9b07b759c3685fca982001e56d32,7028aec333ce9cdc1c861921c084cfbf39fc6ae4d72e51b678abc36fa09f17f7,a14629e253ff81452bd8896f64d5504ef4d67833fa6e88506e489842af21a097,18433fde6dfb6f71d1fd66cfdee7cee3c848c839b59b37eca4c03c9ef385403b,bbec71bff3d2387d9fa0c69a8bc208f25dbb8f21dcb8fefb8dcf9b402ba6d223,ae8336b00c514acd10a2c132a765979e0add8c584f0220b19886b250725db2fb,d98e9194ce45e0c02d5e9fa64b9861d95317edfa456d7c98a118d7296395673b
"0","0","0","5201000","10201","0","91002","0","20","1","0","0","0","1","0","過去，一切開端","1","0","潛入，阿斯特朗　\n七個願望與創世之殘響 序幕","8"
"0","0","0","5201001","10201","0","91002","0","20","1","0","1","0","1","0","殘響：迷宮女王","2","0","潛入，阿斯特朗　\n七個願望與創世之殘響 第1話（迷宮女王）","8"
"0","0","0","5201002","10201","0","91002","0","20","1","0","1","0","1","0","殘響：誓約女君","3","0","潛入，阿斯特朗　\n七個願望與創世之殘響 第1話（誓約女君）","8"
"0","0","0","5201003","10201","0","91002","0","20","1","0","1","0","1","0","殘響：跳躍王","4","0","潛入，阿斯特朗　\n七個願望與創世之殘響 第1話（跳躍王）","8"
"0","0","0","5201004","10201","0","91002","0","20","1","0","0","0","1","0","α Re:load","5","0","潛入，阿斯特朗　\n七個願望與創世之殘響 第2話","8"
"0","0","0","5201005","10201","0","91002","0","20","1","0","0","0","1","0","原型","6","0","潛入，阿斯特朗　\n七個願望與創世之殘響 第3話","8"
"0","0","0","5201006","10201","0","91002","0","20","1","0","0","0","1","0","殘響：霸瞳皇帝","7","0","潛入，阿斯特朗　\n七個願望與創世之殘響 第4話（霸瞳皇帝）","8"
"0","0","0","5201007","10201","0","91002","0","20","1","0","0","0","1","0","殘響：變貌大妃","8","0","潛入，阿斯特朗　\n七個願望與創世之殘響 第4話（變貌大妃）","8"
"0","0","0","5201008","10201","0","91002","0","20","1","0","0","0","1","0","殘響：嚮導老君","9","0","潛入，阿斯特朗　\n七個願望與創世之殘響 第4話（嚮導老君）","8"
"0","0","0","5201009","10201","0","91002","0","20","1","0","0","0","1","0","Crowns fusion","10","0","潛入，阿斯特朗　\n七個願望與創世之殘響 第5話","8"
"0","0","0","5201010","10201","0","91002","0","20","1","0","0","0","1","0","誕生的願望，結下的約定","11","0","潛入，阿斯特朗　\n七個願望與創世之殘響 終幕","8"
"0","0","0","5201011","10201","0","91002","0","20","1","0","1","0","1","0","殘響消失之時","12","0","潛入，阿斯特朗　\n七個願望與創世之殘響 結局","8"
"0","0","0","5201051","10201","0","91002","0","50","2","0","0","0","0","0","活動PV","0","0","潛入，阿斯特朗　\n七個願望與創世之殘響 ","8"
"0","0","0","5201052","10201","0","0","0","0","3","0","0","0","0","0","預告","0","0","潛入，阿斯特朗　\n七個願望與創世之殘響 ","0"
"0","0","0","5201053","10201","0","0","0","0","4","0","0","0","0","0","開場動畫","0","0","潛入，阿斯特朗　\n七個願望與創世之殘響 ","0"
"4","0","0","5201061","10201","0","91002","0","20","5","0","0","0","0","0","七冠專用群組聊天","0","0","晶的末端裝置 第1話","8"
"4","0","0","5201062","10201","0","91002","0","20","5","0","0","0","0","0","平時的群組聊天","0","0","晶的末端裝置 第2話","8"
"4","0","0","5201063","10201","0","91002","0","20","5","0","0","0","0","0","七冠會議‧變色龍篇","0","0","變色龍玩偶 第1話","8"
"4","0","0","5201064","10201","0","91002","0","20","5","0","0","0","0","0","七冠會議‧線上篇","0","0","線上會議_紀錄 第1話","8"
"4","0","0","5201066","10201","0","91002","0","20","5","0","0","0","0","0","美麗設計","0","0","怪物設定資料 第1話","8"
"4","0","0","5201074","10201","0","91002","0","20","5","0","0","0","0","0","正常的感性","0","0","怪物設定資料 第2話","8"
"4","0","0","5201075","10201","0","91002","0","20","5","0","0","0","0","0","會議在跳舞，然而毫無進展","0","0","企劃資料 第1話","8"
"4","0","0","5201076","10201","0","91002","0","20","5","0","0","0","0","0","失控的創作者魂","0","0","企劃資料 第2話","8"
"4","0","0","5201077","10201","0","91002","0","20","5","0","0","0","0","0","現士實似似花與蛋糕","0","0","綜合莓果蛋糕 第1話","8"
"4","0","0","5201078","10201","0","91002","0","20","5","0","0","0","0","0","由此而生的好感度","0","0","綜合莓果蛋糕 第2話","8"
"4","0","0","5201079","10201","0","91002","0","20","5","0","0","0","0","0","華麗報導","0","0","訪談新聞_校閱用 第1話","8"
"4","0","0","5201081","10201","0","91002","0","20","5","0","0","0","0","0","華麗報導的背後","0","0","訪談新聞_校閱用 第2話","8"
"4","0","0","5201083","10201","0","91002","0","20","5","0","0","0","0","0","嚮導老君的憂慮","0","0","角色服裝設定資料 第1話","8"
"4","0","0","5201085","10201","0","91002","0","20","5","0","0","0","0","0","何以何故獸人族","0","0","種族設定資料 第1話","8"
"4","0","0","5201087","10201","0","91002","0","20","5","0","0","0","0","0","停止的時間，殘留的思念","0","0","埋沒在資料裡的照片 第1話","8"
"4","0","0","5201088","10201","0","91002","0","20","5","0","0","0","0","0","前進的時間，刻下的回憶","0","0","埋沒在資料裡的照片 第2話","8"
"0","0","0","5202000","10202","0","91002","0","20","1","0","0","0","1","0","充滿謎團的序曲","1","0","Andante‧With‧You　\n祈禱的雙唱響起時 序幕","8"
"0","0","0","5202001","10202","0","91002","0","20","1","0","1","0","1","0","不齊的起音","2","0","Andante‧With‧You　\n祈禱的雙唱響起時 第1話","8"
"0","0","0","5202002","10202","0","91002","0","20","1","0","1","0","1","0","蕩漾的旋律","3","0","Andante‧With‧You　\n祈禱的雙唱響起時 第2話","8"
"0","0","0","5202003","10202","0","91002","0","20","1","0","1","0","1","0","相位相合","4","0","Andante‧With‧You　\n祈禱的雙唱響起時 第3話","8"
"0","0","0","5202004","10202","0","91002","0","20","1","0","0","0","1","0","過去的不協和音","5","0","Andante‧With‧You　\n祈禱的雙唱響起時 第4話","8"
"0","0","0","5202005","10202","0","91002","0","20","1","0","0","0","1","0","扭曲","6","0","Andante‧With‧You　\n祈禱的雙唱響起時 第5話","8"
"0","0","0","5202006","10202","0","91002","0","20","1","0","0","0","1","0","祈禱之鎮魂曲","7","0","Andante‧With‧You　\n祈禱的雙唱響起時 第6話","8"
"0","0","0","5202007","10202","0","91002","0","20","1","0","0","0","1","0","未來是行板節奏","8","0","Andante‧With‧You　\n祈禱的雙唱響起時 終幕","8"
"0","0","0","5202051","10202","0","91002","0","50","2","0","0","0","0","0","活動PV","0","0","Andante‧With‧You　\n祈禱的雙唱響起時 ","8"
"0","0","0","5202052","10202","0","0","0","0","3","0","0","0","0","0","預告","0","0","Andante‧With‧You　\n祈禱的雙唱響起時 ","0"
"0","0","0","5202053","10202","0","0","0","0","4","0","0","0","0","0","開場動畫","0","0","Andante‧With‧You　\n祈禱的雙唱響起時 ","0"
"4","0","0","5202061","10202","0","91002","0","50","5","0","0","0","0","0","安可曲要輕聲地唱","0","0","演唱會海報","8"
"4","0","0","5202062","10202","0","91002","0","50","5","0","0","0","0","0","教教我吧，千歌老師！","0","0","演唱會海報","8"
"4","0","0","5202063","10202","0","91002","0","50","5","0","0","0","0","0","因為想配合你的喜好","0","0","演唱會海報","8"
"4","0","0","5202064","10202","0","91002","0","50","5","0","0","0","0","0","於是心意相連","0","0","演唱會海報","8"
"0","0","0","5203000","10203","0","91002","0","20","1","0","0","0","1","0","榮光的日落","1","0","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 序幕","8"
"0","0","0","5203001","10203","0","91002","0","20","1","0","0","0","1","0","怪獸，來襲","2","0","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第1話","8"
"0","0","0","5203002","10203","0","91002","0","20","1","0","0","0","1","0","超鋼少女，屹立於大地","3","0","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第2話","8"
"0","0","0","5203003","10203","0","91002","0","20","1","0","0","0","1","0","她的名字是「冥」","4","0","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第3話","8"
"0","0","0","5203004","10203","0","91002","0","20","1","0","0","0","1","0","友情，心，相合","5","0","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第4話","8"
"0","0","0","5203005","10203","0","91002","0","20","1","0","0","0","1","0","紅色閃電‧超鋼飛翼","6","0","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第5話","8"
"0","0","0","5203006","10203","0","91002","0","20","1","0","0","0","1","0","巨型最後之日","7","0","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第6話","8"
