573fe6b5ace2af420a28b780e4d405e0c68ca7a7c33739cdf80597efd2376ffc,214742dfe5770581aeb57f78ba5294b6fb5e5111ae2e6bcc80f9b3488b983b7d,9d85f20a55d8f1f86ed4015a1b3456efcbe0423047375ec2b5414b1e4014cf43,8853725c3e5d2d2e4f99542658533cdcd01ebf21af8e3a0ae93456971989d63b,e1f8d7e3fade0e77c9d5ac630c623bc0cfa2112fc96e13f309af93268cd16387,fdc9ca99ed4ed8cff38a1dee3bb224400c8b16df59cacdd92e72262c2e029c2a,1704841a217ba35fad8d69cf8cfc4be33cffd0e032d945af9b07c1eba7d8d055,01d3375bfb06adfd208ad25121c2e33673b0045e4ea81fb0035b48764b1d9365,0a4c29a42795bff8c7ba568dc723332cf31b8adfe87f6a297b30fe26d6c483f6,406e92ad27a4864a71d07614e38bce1604f6c608db3b49880a118637b068d2a9
"10000","0","0","0","2018/01/01 15:00:00","1","0","2018/02/28 14:59:59","0","302"
"10001","0","1","0","2018/02/28 15:00:00","1","0","2018/03/15 14:59:59","0","302"
"10002","0","1","0","2018/03/15 15:00:00","1","0","2018/03/31 14:59:59","0","302"
"10003","0","1","0","2018/12/21 16:00:00","1","0","2018/12/27 15:59:59","0","302"
"10004","0","1","0","2018/04/16 15:00:00","1","0","2018/04/30 11:59:59","0","302"
"10005","0","1","0","2019/01/03 16:00:00","1","0","2019/01/09 15:59:59","0","302"
"10006","0","1","0","2018/10/09 16:00:00","1","0","2018/10/22 15:59:59","0","302"
"10007","0","1","0","2018/10/22 16:00:00","1","0","2018/11/08 15:59:59","0","302"
"10008","0","1","0","2018/11/08 16:00:00","1","0","2018/11/15 15:59:59","0","302"
"10009","0","1","0","2018/11/15 16:00:00","1","0","2018/11/30 15:59:59","0","302"
"10010","0","1","0","2018/11/30 16:00:00","1","0","2018/12/13 15:59:59","0","302"
"10011","0","1","0","2018/12/13 16:00:00","1","0","2018/12/27 15:59:59","0","302"
"10012","0","1","0","2018/12/27 16:00:00","1","0","2019/01/09 15:59:59","0","302"
"10013","0","1","0","2019/01/09 16:00:00","1","0","2019/01/22 15:59:59","0","302"
"10014","0","1","0","2019/01/22 16:00:00","1","0","2019/02/01 11:59:59","0","302"
"10015","0","1","0","2019/02/13 16:00:00","1","0","2019/02/27 15:59:59","0","302"
"10016","0","1","0","2019/02/27 16:00:00","1","0","2019/03/13 15:59:59","0","302"
"10017","0","1","0","2019/03/13 16:00:00","1","0","2019/03/27 15:59:59","0","302"
"10018","0","1","0","2019/03/27 16:00:00","1","0","2019/04/03 15:59:59","0","302"
"10019","0","1","0","2019/04/03 16:00:00","1","0","2019/04/19 15:59:59","0","302"
"10020","0","1","0","2019/04/19 16:00:00","1","0","2019/05/07 15:59:59","0","302"
"10021","0","1","0","2019/05/14 16:00:00","1","0","2019/06/03 15:59:59","0","302"
"10022","0","1","0","2019/06/03 16:00:00","1","0","2019/06/17 15:59:59","0","302"
"10023","0","1","0","2019/06/17 16:00:00","1","0","2019/07/01 15:59:59","0","302"
"10024","0","1","0","2019/07/15 16:00:00","1","0","2019/07/26 15:59:59","0","302"
"10025","0","1","0","2019/07/26 16:00:00","1","0","2019/08/01 15:59:59","0","302"
"10026","0","1","0","2019/08/28 16:00:00","1","0","2019/09/02 15:59:59","0","302"
"10027","0","1","0","2019/08/01 16:00:00","1","0","2019/08/15 15:59:59","0","302"
"10028","0","1","0","2019/08/15 16:00:00","1","0","2019/08/28 15:59:59","0","302"
"10029","0","1","0","2019/09/09 16:00:00","1","0","2019/09/17 15:59:59","0","302"
"10030","0","1","0","2019/09/17 16:00:00","1","0","2019/09/20 15:59:59","0","302"
"10031","0","1","0","2019/09/20 16:00:00","1","0","2019/10/01 15:59:59","0","302"
"10032","0","1","0","2019/10/01 16:00:00","1","0","2019/10/15 15:59:59","0","302"
"10033","0","1","0","2019/10/15 16:00:00","1","0","2019/10/18 15:59:59","0","302"
"10034","0","1","0","2019/10/18 16:00:00","1","0","2019/11/01 15:59:59","0","302"
"10035","0","1","0","2019/11/01 16:00:00","1","0","2019/11/15 15:59:59","0","302"
"10036","0","1","0","2020/12/01 16:00:00","1","90001","2020/12/04 15:59:59","0","302"
"10037","0","1","0","2019/11/19 16:00:00","1","0","2019/12/02 15:59:59","0","302"
"10038","0","1","0","2019/12/02 16:00:00","1","0","2019/12/13 15:59:59","0","302"
"10039","0","1","0","2020/12/21 16:00:00","1","90002","2020/12/26 15:59:59","0","302"
"10040","0","1","0","2019/12/16 16:00:00","1","0","2019/12/30 15:59:59","0","302"
"10041","0","1","0","2019/12/30 16:00:00","1","0","2020/01/02 15:59:59","0","302"
"10042","0","1","0","2020/01/02 16:00:00","1","0","2020/01/10 15:59:59","0","302"
"10043","0","1","0","2020/01/28 16:00:00","1","90003","2020/02/04 15:59:59","0","302"
"10044","0","1","0","2020/01/10 16:00:00","1","0","2020/01/21 15:59:59","0","302"
"10045","0","1","0","2020/02/04 16:00:00","1","0","2020/02/14 15:59:59","0","302"
"10046","0","1","0","2020/02/14 16:00:00","1","90004","2020/02/19 15:59:59","0","302"
"10047","0","1","0","2020/02/19 16:00:00","1","0","2020/03/04 15:59:59","0","302"
"10048","0","1","0","2020/03/04 16:00:00","1","0","2020/03/13 15:59:59","0","302"
"10049","0","1","0","2020/03/13 16:00:00","1","0","2020/03/19 15:59:59","0","302"
"10050","0","1","0","2020/03/19 16:00:00","1","0","2020/04/01 15:59:59","0","302"
"10051","0","1","0","2020/04/01 16:00:00","1","0","2020/04/14 15:59:59","0","302"
"10052","0","1","0","2020/04/14 16:00:00","1","90005","2020/04/22 15:59:59","0","302"
"10053","0","1","0","2020/04/22 16:00:00","1","0","2020/05/05 15:59:59","0","302"
"10054","0","1","0","2020/05/08 16:00:00","1","0","2020/05/15 15:59:59","0","302"
"10055","0","1","0","2020/05/15 16:00:00","1","90006","2020/05/22 15:59:59","0","302"
"10056","0","1","0","2020/05/22 16:00:00","1","0","2020/06/03 15:59:59","0","302"
"10057","0","1","0","2020/06/03 16:00:00","1","0","2020/06/15 15:59:59","0","302"
"10058","0","1","0","2020/06/15 16:00:00","1","0","2020/06/22 15:59:59","0","302"
"10059","0","1","0","2020/08/03 16:00:00","1","90007","2020/08/06 15:59:59","0","302"
"10060","0","1","0","2020/09/30 16:00:00","1","0","2020/10/13 15:59:59","0","302"
"10061","0","1","0","2020/10/13 16:00:00","1","0","2020/10/26 15:59:59","0","302"
"10062","0","1","0","2020/11/13 16:00:00","1","90008","2020/11/18 15:59:59","0","302"
"10063","0","1","0","2020/07/02 16:00:00","1","0","2020/07/13 15:59:59","0","302"
"10064","0","1","0","2020/07/13 16:00:00","1","90009","2020/07/20 15:59:59","0","302"
"10065","0","1","0","2020/07/20 16:00:00","1","0","2020/07/30 15:59:59","0","302"
"10066","0","1","0","2020/07/30 16:00:00","1","0","2020/08/03 15:59:59","0","302"
"10067","0","1","0","2020/08/06 16:00:00","1","0","2020/08/17 15:59:59","0","302"
"10068","0","1","0","2020/09/11 16:00:00","1","90010","2020/09/16 15:59:59","0","302"
"10069","0","1","0","2020/08/21 16:00:00","1","0","2020/09/01 15:59:59","0","302"
"10070","0","1","0","2020/09/04 16:00:00","1","0","2020/09/11 15:59:59","0","302"
"10071","0","1","0","2020/10/26 16:00:00","1","90011","2020/11/02 15:59:59","0","302"
"10072","0","1","0","2020/09/16 16:00:00","1","0","2020/09/24 15:59:59","0","302"
"10073","0","1","0","2020/09/24 16:00:00","1","0","2020/09/30 15:59:59","0","302"
"10074","0","1","0","2020/11/05 16:00:00","1","0","2020/11/13 15:59:59","0","302"
"10075","0","1","0","2020/11/18 16:00:00","1","0","2020/11/26 15:59:59","0","302"
"10076","0","1","0","2020/11/26 16:00:00","1","90012","2020/12/01 15:59:59","0","302"
"10077","0","1","0","2020/12/04 16:00:00","1","0","2020/12/14 15:59:59","0","302"
"10078","0","1","0","2020/12/14 16:00:00","1","90013","2020/12/18 15:59:59","0","302"
"10079","0","1","0","2020/12/26 16:00:00","1","0","2021/01/06 15:59:59","0","302"
"10080","0","1","0","2021/01/06 16:00:00","1","0","2021/01/14 15:59:59","0","302"
"10081","0","1","0","2021/01/15 16:00:00","1","90014","2021/01/20 15:59:59","0","302"
"10082","0","1","0","2021/01/20 16:00:00","1","0","2021/02/01 15:59:59","0","302"
"10083","0","1","0","2021/02/01 16:00:00","1","0","2021/02/11 15:59:59","0","302"
"10084","0","1","0","2021/02/15 16:00:00","1","90015","2021/02/19 15:59:59","0","302"
"10085","0","1","0","2021/02/19 16:00:00","1","0","2021/03/02 15:59:59","0","302"
"10086","0","1","0","2021/03/12 16:00:00","1","90016","2021/03/17 15:59:59","0","302"
"10087","0","1","0","2021/03/02 16:00:00","1","0","2021/03/12 15:59:59","0","302"
"10088","0","1","0","2021/04/16 16:00:00","1","90017","2021/04/27 15:59:59","0","302"
"10089","0","1","0","2021/03/28 16:00:00","1","0","2021/04/06 15:59:59","0","302"
"10090","0","1","0","2021/04/06 16:00:00","1","0","2021/04/16 15:59:59","0","302"
"10091","0","1","0","2021/03/17 16:00:00","1","90018","2021/03/28 15:59:59","0","302"
"10092","0","1","0","2021/04/27 16:00:00","1","0","2021/05/07 15:59:59","0","302"
"10093","0","1","0","2021/05/07 16:00:00","1","0","2021/05/16 15:59:59","0","302"
"10094","0","1","0","2021/05/16 16:00:00","1","90019","2021/05/21 15:59:59","0","302"
"10095","0","1","0","2021/05/21 16:00:00","1","90020","2021/05/26 15:59:59","0","302"
"10096","0","1","0","2021/05/26 16:00:00","1","0","2021/06/02 15:59:59","0","302"
"10097","0","1","0","2021/06/04 16:00:00","1","0","2021/06/14 15:59:59","0","302"
"10098","0","1","0","2021/06/14 16:00:00","1","90021","2021/06/19 15:59:59","0","302"
"10099","0","1","0","2021/06/19 16:00:00","1","0","2021/06/27 15:59:59","0","302"
"10100","0","1","30118","2021/06/27 16:00:00","1","0","2021/07/02 15:59:59","0","302"
"10101","0","1","30117","2021/06/27 16:00:00","1","0","2021/07/02 15:59:59","0","302"
"10102","0","1","30120","2021/07/05 16:00:00","1","0","2021/07/14 15:59:59","0","302"
"10103","0","1","30121","2021/08/09 16:00:00","1","90022","2021/08/25 15:59:59","0","302"
"10104","0","1","30122","2021/07/14 16:00:00","1","0","2021/07/24 15:59:59","0","302"
"10105","0","1","30123","2021/07/21 16:00:00","1","0","2021/07/30 15:59:59","0","302"
"10106","0","1","30125","2021/08/01 16:00:00","1","0","2021/08/09 15:59:59","0","302"
"10107","0","1","0","2021/07/14 16:00:00","1","90023","2021/07/21 15:59:59","0","302"
"10108","0","1","30127","2021/08/25 16:00:00","1","0","2021/09/01 15:59:59","0","302"
"10109","0","1","30128","2021/08/25 16:00:00","1","0","2021/08/31 15:59:59","0","302"
"10110","0","1","0","2021/09/01 16:00:00","1","0","2021/09/12 15:59:59","0","302"
"10111","0","1","0","2021/09/12 16:00:00","1","90024","2021/09/22 15:59:59","0","302"
