326d6cb6f56947b9dae5fde3a082b52855fd24316ef4c45de275c2e443565265,43ce0e011e327fd032aa0ddbe23d573bb4da6c6c9e64394bc2d2c8a70dc7882e,9f0a3aece5b61e836a795240bac339f0d034f722debd925515136ae0fa651e87,4b615118356c5f5b3218f730b291a18e59bde6519fde15f9e9fc5bc41dc71e6e,c4a47d2eef5ad3121be6a546a79b40b995124de5076cab2fe6a3cf58ab495280,39394b54413b358d924391ceac974ac77dbe9e26cc2e8a31d8b6bcd9a63875af,f4b365cdf90b0e49b7af6cec7e27b6b2c79726daa739f90468ef98c50343fc6a,91d906a33fcf1a8c9b9fb9c2c06f6a8e61a044622ebd63e0c13d33963a3214d7,1062eb8466b15a9dcb478f1b4a31f52f07697787c1e0839c3f5a5a1053441d08,be1a59f8b5cda707269e3a9eaf11beec3870156f5de25cb56d47757669ab6875,c92acb397ecd8236cd75edbe0f342a9b82c364bfa4eda873e3c4c1a5078c8752,518544cd41a1950a43efd8fd635689f8fcf415e671329f51d75b26d29f4be2d1,34b0acd2a2d811266d6391848a653a340f7f88d6b0b9e5cdf95da92e424c6921,9d5aca76f8a543856dc6fdf400d63f62c99a397b420bc00e732ddeebcebe6ad1,4bfa0d01785fa99fe84577f2bcdb02dc71a3c8a71be68d72e289a0626ddc33f9,6e3d01a708384da87c3ebbc4dbc42649ee416d02b127d946e7be20b58e7bd0ac,ab5c88e429d76c5480e7e30a6c5aae1f6b72c4916fcf9e2487272da39a1a35d0,2c6f97d8e7491dc323f70f4256a66e3d6642a53d036ce890c889649cc03014e0,54b33a1e488ec7da69a90a45543dc9e22845da29221ef147c5866d7cdfd6fc0b,a09b5031c60c39410bdb3689542473f4a4dfb132d1707b7ba507dda66fe56862,338e54280f130ae000001d523012d5b97a34d8a61e8a2b967340169242c98738,6d6cd37e1968fbc8e1a8c7f21dbb4467927d3a8a3383a18d8a3d0f3caf36ac4b,229b0be90a789036de4bceae4890ccd4029bb32ec36b13b45cba2e9a600f4a7c,9f9db7b052cd9871c7899501c5d35db3638f143a95f3d381ffb1f1660f1577c3,5e4e5527baadb52ca483dea56483e026c3d7a70f3e6855527db18f0e2f8026ec,45eb63c63334b8ab6c68cd28549d639dc32a0ee6db9979afaa630df51e6cbfda
"0","0","98","0","0","0","0","0","0","0","0","日和配戴的腰帶。\n有著猛獸睥睨眼神的扣環，\n能鼓動鬥爭本能，\n令拳頭更有勁道。","0","喵王腰帶","0","0","0","0","94","0","1","1","20","0","130011","0"
"0","5","98","5","0","0","0","0","0","0","0","優衣配戴的髮箍。\n造型可愛的花蕾絲與裝飾，\n讓守護夥伴的治療之力\n更為提升。","0","繁花之願","0","0","46","5","0","0","1","1","0","0","130021","0"
"0","0","98","0","0","0","0","0","0","0","0","怜愛用的手套。這副攻守\n兼備的手套所打出的正拳突刺，\n不論對上什麼敵人\n都能夠打倒。","0","雄風手套","0","0","0","0","95","0","1","1","0","110","130031","0"
"0","6","98","0","0","0","0","0","0","0","0","禊充滿自信的最高傑作驚嚇箱。\n別以為只是小孩的玩具而輕視，\n外觀的驚嚇度與衝擊性的音效，\n肯定能夠嚇破敵人的膽子。","0","驚嚇箱","0","0","0","2","67","0","1","1","0","0","130041","0"
"0","9","98","0","0","0","0","0","0","0","0","茉莉所珍惜的騎士團致贈\n勳章。每當看到閃亮的勳章\n茉莉的正義之心就會強化，\n能夠對抗任何邪惡。","0","正義勳章","0","0","0","8","0","0","1","1","0","130","130051","0"
"0","3","98","0","0","0","0","0","0","0","0","通體注滿茜里之愛的魔槍。\n藏在武器裡的強大魔力，\n能讓小惡魔變成煽動的魔女，\n並華麗地變身。","0","惡魔三叉戟","0","0","72","3","0","0","1","1","0","0","130061","0"
"0","9","98","0","0","0","0","0","0","3","0","將宮子的最愛大型化，連每樣\n素材都仔細講究的究極布丁。\n那已達至高領域的超級美味，\n入口時感覺身體都要變透明了。","0","幽靈香甜鬼魂布丁","0","0","0","3","0","0","1","1","0","230","130071","0"
"0","4","98","0","0","0","0","0","0","0","0","雪愛用的隨身鏡。\n炫目的裝飾能引出雪的\n光輝，能夠對全人類造成\n巨大的影響。","0","閃亮隨身鏡","0","0","63","4","0","0","1","1","0","0","130081","0"
"0","0","98","0","0","0","0","10","0","0","0","由疾風之冥姬使用之魔裝。若是凡人\n將瞬間被魔力吞噬，成為廢人。\n不祥的闇黑色刀刃泛起光彩的剎那，\n黑暗將化為疾風，將愚者引入黃泉。","0","螺旋靈擊疾風飛劍","0","0","90","0","0","0","1","1","0","0","130091","0"
"0","6","98","5","0","0","0","0","0","0","0","可愛而絢爛的魔法杖。一揮動\n就能與支援魔法一起舞出童話\n般的風格，受到真步真步王國\n的庇護。","0","純真童話杖","0","0","42","5","0","0","1","1","0","0","130101","0"
"0","0","98","0","0","0","0","0","0","0","0","蘊含熾烈的火焰，\n是璃乃專用的魔法箭。熱情的意念\n就是火焰的源頭，射出的一擊，\n具有決定戰果的強大威力。","0","日珥箭","0","0","0","0","92","0","1","1","20","0","130111","0"
"0","25","98","0","0","0","0","0","0","0","0","璃乃愛用的鮮紅色大弓。\n既輕巧又非常容易使用，\n透過每天反覆進行細微的調整，\n可以說熟悉到像是身體的一部分。","0","開朗妹妹之弓","0","0","0","0","500","0","1","1","90","0","130112","0"
"0","1","98","0","0","0","0","10","0","0","0","栞送給初音的妹妹手工製\n緞帶。灌入閃亮星的栞的\n思念，會呼應姊姊的魔力\n令敵人的魔法防禦力下降。","0","流星☆緞帶","0","0","88","0","0","0","1","1","0","0","130121","0"
"0","0","98","0","0","0","0","15","0","0","0","七七香揮舞的魔法杖。\n天才魔法少女用電腦的閃光，\n利用灌注了高昂魔力的超級\n魔法來攻擊敵人！","0","七七香最強法杖","0","0","90","0","0","0","1","1","0","0","130131","0"
