f7dc92ba37eac6a8c9eccd6eeff62c3c184992c62254377f54f4cee6e6d4c1d7,4885c2d103d79fa62e5dd5f00c15be39d41f6d7292645ded2964dda8d2ea6730,00b3d3f90bed82677719c98b1b3469413953b1dbfaa34f4ddb549f15e54750ce,4e54bd4f2c6ae40babc1a5969e85b92f742a45e093249ec2008a98be9b2c6a98,82da4d653dd7a48f6ba847af9b78a217c4a880a1ede9825a9b9b1d44a3f0b52e,748a24879429128e13b13dd6daf1cf7b2e980705999174d948a5c829aa53cfc5,c67640b1023436e09c1568fb685b720973158fedd4c6d33ce21891a068706a52,8291b8b9952e2131a8b223065353e0b6cb3f265f31057604214cd8595f5f1106,f482ba08f7fc90d8388c17d41e1a398f7e9b427e245e6bc97e58215b7b9cfd57,228b0345dc8788ccecc7100e348d74ecc81c583c4ccfc67e5bf3109b846a7ce6,0769ebabfe2104f0b379939104b0f4c57b56ceb257bfcd775b2086c97c931961,451abb755e2b49f22a6340d9498b61ce61ac84124679453c3c2f7965326fdf6e,c42710df24d8d9b75850cc24e4d621749765270f743f4e5ca35dbef14f00eab8,347881567e27ac63ee67e315b3992f37de79701dec58a3e385dd02d89d7585bb,c2fda7a91125ba71564fa4d3a0061bf573ac0c10fe387dc423da6fc3cbd5918d
"2","0","0","20011","1","20012","7","0","0","1","40001","0","2001","0","1"
"2","0","0","20021","1","20022","7","0","0","1","40001","0","2002","0","1"
"2","0","0","20031","1","20032","7","0","0","1","40001","0","2003","0","1"
"2","0","0","20041","1","20042","7","0","0","1","40001","0","2004","0","1"
"2","0","0","20051","1","20052","7","0","0","1","40001","0","2005","0","1"
"2","0","0","20061","1","20062","7","0","0","1","40001","0","2006","0","1"
"2","0","0","20071","1","20072","7","0","0","1","40001","0","2007","0","1"
"2","0","0","20081","1","20082","7","0","0","1","40001","0","2008","0","1"
"2","0","0","20091","1","20092","7","0","0","1","40001","0","2009","0","1"
"2","0","0","20101","1","20102","7","0","0","1","40001","0","2010","0","1"
"2","0","0","20111","1","20112","7","0","0","1","40001","0","2011","0","1"
"2","0","0","20121","1","20122","7","0","0","1","40001","0","2012","0","1"
"2","0","0","20131","1","20132","7","0","0","1","40001","0","2013","0","1"
"2","0","0","20141","1","20142","7","0","0","1","40001","0","2014","0","1"
"2","0","0","20151","1","20152","7","0","0","1","40001","0","2015","0","1"
"2","0","0","20161","1","20162","7","0","0","1","40001","0","2016","0","1"
"2","0","0","20171","1","20172","7","0","0","1","40001","0","2017","0","1"
"2","0","0","20181","1","20182","7","0","0","1","40001","0","2018","0","1"
"2","0","0","20191","1","20192","7","0","0","1","40001","0","2019","0","1"
"2","0","0","20201","1","20202","7","0","0","1","40001","0","2020","0","1"
"2","0","0","20211","1","20212","7","0","0","1","40001","0","2021","0","1"
"2","0","0","20221","1","20222","7","0","0","1","40001","0","2022","0","1"
"2","0","0","20231","1","20232","7","0","0","1","40001","0","2023","0","1"
"2","0","0","20241","1","20242","7","0","0","1","40001","0","2024","0","1"
"2","0","0","20251","1","20252","7","0","0","1","40001","0","2025","0","1"
"2","0","0","20261","1","20262","7","0","0","1","40001","0","2026","0","1"
"2","0","0","20271","1","20272","7","0","0","1","40001","0","2027","0","1"
"2","0","0","20281","1","20282","7","0","0","1","40001","0","2028","0","1"
"1","0","0","30011","1","30012","7","0","0","1","40001","0","3001","40","1"
"1","0","0","30021","1","30022","7","0","0","1","40001","0","3002","40","5"
"1","0","0","30031","1","30032","7","0","0","1","40001","0","3003","40","6"
"1","0","0","30041","1","30042","0","0","0","2","40001","0","3004","-58","6"
"1","0","0","30051","1","30052","-20","0","0","1","40001","0","3005","-42","1"
"1","0","0","30061","1","30062","-20","0","0","1","40001","0","3006","-42","5"
"1","0","0","30071","1","30072","40","0","0","1","40001","0","3007","0","1"
"1","0","0","30081","1","30082","40","0","0","1","40001","0","3008","0","5"
"1","0","0","30091","1","30092","40","0","0","1","40001","0","3009","0","6"
"1","0","0","40011","2","40012","0","0","0","1","40001","0","4001","0","1"
"1","0","0","40021","2","40022","0","0","0","1","40001","0","4002","0","5"
"1","0","0","40051","2","40052","0","0","0","1","40001","0","4005","0","1"
"1","0","0","40061","2","40062","0","0","0","1","40001","0","4006","0","5"
"1","0","0","40071","2","40072","0","0","0","2","40001","0","4007","0","6"
"1","0","0","40091","2","40092","0","0","0","2","40004","0","4009","0","6"
"1","0","0","40101","2","40102","0","0","0","1","40004","0","4010","0","1"
"1","0","0","40111","2","40112","0","0","0","1","40004","0","4011","0","5"
"1","0","0","40121","2","40122","0","0","0","1","40001","0","4012","0","6"
"1","0","0","40131","2","40132","0","0","0","1","40004","0","4013","0","1"
"1","0","0","40141","2","40142","0","0","0","1","40004","0","4014","0","5"
"1","0","0","40151","2","40152","0","0","0","1","40001","0","4015","0","6"
"1","0","0","40161","2","40162","0","0","0","1","40004","0","4016","0","1"
"1","0","0","40171","2","40172","0","0","0","1","40004","0","4017","0","5"
"1","0","0","40181","2","40182","0","0","0","1","40001","0","4018","0","6"
