c5aba38a5781a4d59f0879c10dcf146598e5a869a580c93867e0d53df80ec00a,ffdb0f2f0899efc7c8a3ce0c2be5e761a04e1cd5046d5aab0c758d70181be236,ac26f917f19b15ca6c20d7e84b17c8cb4a64797233ea0712f62f6ce66c0732af,922c3237cfcba1b7f6f093041436bf2b4a4ee81a64a495a7ccc481b49f70f43a,dcc2ff2a3a69818be2f3abf95c6ec3855919e90a29a6f78b8c8dae55ac41183f,f4a6b7f60ae2e5dc946bff5ffe6c14e490977a8e7f5db61304e24c2696e53e58,6df196e09b9c2ef962797b6d70f03cb8828452a5e3ccd81eebd8dfcd2e0ebdfb,69331bc5ca488cc78f29f2af60d4caf77fed5c065c6f2db7760f0221b25575b7,ddc4f9d667394e9c700bd32d793ee02c72fb1231bdf9f9b881bfbfadc51d50ba,f2fc5cfd02ab5001461e402a78d2823bb8f9739af725d99df64d8e3b8b7a6367,65118fffd00e3a1f7919890faec59f0ffc57c595334c0a57bf3999eae6b7777a,cbd8bb509b1b96d07dae8170329ee64461df45efd63e2ed016d4b86b5e8eddad,46559970f284f4779a65a94e69322d641d72dd84dc6059aa5e750b1b9b25f634,eaf618508e09b28e63490c08f3e982646c99c530833759792b9dfa0dbe1c1dea,4819264f7f60e5853dcb25ef83e2686a5bb52a4c1af0e668e2e8f19cd412741e,abedecc73ca7863a8875fd3a459b4d87b3d6eafa50e87d2d080bd17e17db80f3,c9894fec5217b306c0e6d56eedc83669a912ff0b779083bebee492f100b08f18
"200","1008","11001001","0","2099/04/01 14:59:59","2015/04/01 15:00:00","101","11001001","0","0","0","0","1","10","0","1","完成 10 次主線或活動冒險"
"200","1008","11001002","0","2030/04/01 14:59:59","2019/03/06 16:00:00","101","11001002","0","0","0","0","1","20","0","1","完成 20 次主線或活動冒險"
"200","1003","11003001","0","2099/04/01 14:59:59","2015/04/01 15:00:00","102","11003001","0","0","0","0","1","3","0","2","完成 3 次主線(HARD、VERY HARD)或活動冒險(HARD)"
"202","1004","11004001","0","2099/04/01 14:59:59","2015/04/01 15:00:00","103","11004001","0","0","0","0","1","4","0","7","完成４次探索冒險"
"204","1005","11005001","0","2099/04/01 14:59:59","2015/04/01 15:00:00","104","11005001","0","0","0","0","1","1","0","9","完成 1 次地下城的戰鬥"
"603","80000","11005002","0","2025/02/15 04:59:59","2025/02/10 05:00:00","122","11005002","0","0","0","0","1","1","0","15","挑戰1次地下城"
"603","80003","11005003","0","2025/02/15 04:59:59","2025/02/10 05:00:00","122","11005003","0","0","0","0","1","1","0","16","通關1次地下城的戰鬥"
"203","1006","11006001","0","2019/03/06 15:59:00","2018/08/14 16:00:00","105","11006001","0","0","0","0","1","1","0","8","完成 1 次共鬥"
"208","1101","11101001","0","2025/02/15 15:59:59","2025/02/10 16:00:00","108","11101001","0","0","0","0","1","1","0","14","挑戰1次露娜之塔的冒險"
"1007","1701","11701001","0","2030/04/01 14:59:59","2024/11/15 16:00:00","132","11701001","0","0","0","0","1","1","0","17","完成1次深淵討伐戰前哨冒險"
"401","3002","13002001","0","2099/04/01 14:59:59","2015/04/01 15:00:00","301","13002001","0","0","0","0","1","10","0","3","抽 10 次一般轉蛋"
"205","4001","14001001","0","2099/04/01 14:59:59","2015/04/01 15:00:00","401","14001001","0","0","0","0","1","1","0","11","在戰鬥競技場戰鬥 1 次"
"205","4003","14003001","0","2099/04/01 14:59:59","2015/04/01 15:00:00","402","14003001","0","0","0","0","1","1","0","12","在公主競技場戰鬥 1 次"
"501","5004","15004001","0","2025/02/28 23:59:59","2025/02/24 05:00:00","107","15004001","0","0","0","0","1","1","0","10","挑戰 1 次戰隊競賽"
"501","5005","15005001","0","2099/04/01 14:59:59","2015/04/01 15:00:00","701","15005001","0","0","0","0","1","1","0","13","對戰隊成員按「讚」"
"301","6006","16006001","0","2024/06/14 15:59:59","2015/04/01 15:00:00","503","16006001","0","0","0","0","1","1","0","5","強化 1 次角色技能"
"304","6007","16007001","0","2024/06/14 15:59:59","2015/04/01 15:00:00","506","16007001","0","0","0","0","1","1","0","6","使用裝備強化來提升裝備的 1 顆★"
"302","6019","16008001","0","2030/04/01 14:59:59","2024/06/14 16:00:00","503","16008001","0","0","0","0","1","1","0","5","選擇角色技能強化、將裝備的★增加1個的強化、公主騎士強化的其中一項進行1次"
"106","8001","18001001","0","2019/01/30 04:59:59","2018/09/10 16:00:00","0","18001001","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001002","0","2019/01/30 04:59:59","2018/09/10 16:00:00","0","18001002","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001003","0","2019/02/14 04:59:59","2019/01/30 05:00:00","0","18001003","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001004","0","2019/02/14 04:59:59","2019/01/30 05:00:00","0","18001004","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001005","0","2019/07/01 04:59:59","2019/02/14 05:00:00","0","18001001","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001006","0","2019/07/01 04:59:59","2019/02/14 05:00:00","0","18001002","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001007","0","2019/07/15 04:59:59","2019/07/01 05:00:00","0","18001003","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001008","0","2019/07/15 04:59:59","2019/07/01 05:00:00","0","18001004","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001009","0","2019/08/01 04:59:59","2019/07/15 05:00:00","0","18001001","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001010","0","2019/08/01 04:59:59","2019/07/15 05:00:00","0","18001002","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001011","0","2019/08/15 04:59:59","2019/08/01 05:00:00","0","18001003","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001012","0","2019/08/15 04:59:59","2019/08/01 05:00:00","0","18001004","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001013","0","2020/01/21 04:59:59","2019/08/15 05:00:00","0","18001001","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001014","0","2020/01/21 04:59:59","2019/08/15 05:00:00","0","18001002","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001015","0","2020/02/10 04:59:59","2020/01/21 05:00:00","0","18001003","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001016","0","2020/02/10 04:59:59","2020/01/21 05:00:00","0","18001004","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001017","0","2020/06/22 04:59:59","2020/02/10 05:00:00","0","18001001","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001018","0","2020/06/22 04:59:59","2020/02/10 05:00:00","0","18001002","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001019","0","2020/07/08 04:59:59","2020/06/22 05:00:00","0","18001003","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001020","0","2020/07/08 04:59:59","2020/06/22 05:00:00","0","18001004","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001021","0","2020/08/03 04:59:59","2020/07/08 05:00:00","0","18001001","45959","120000","0","0","1","1","0","1","在 12:00～隔天早晨 04:59 之間登入遊戲"
"106","8001","18001022","0","2020/08/03 04:59:59","2020/07/08 05:00:00","0","18001002","45959","180000","0","0","1","1","0","1","在 18:00～隔天早晨 04:59 之間登入遊戲"
