7f628295ee998887475387884a44f4d0621a700520d7dbca202f031aad9ed6c2,cd1bf52bcc454a506de183f4f8f027ecea1be8e0c5a36103cd6c5d7abf3de3c3,ce8655093896c1a8687d5fb0be03a379bc87d4b2ed70869905df9a4534e79d41,6fdd395c569a4a7cc8f3478147519a22f01b43c147838e13f4e8d92d12273253,94a4828732151dbe615540a1583136e00771fa57ef446c959cf56497988efdf8,28bce4de54c32038c3f0d68d91b59379356388e0c34bdfcc5ed25def6e536dc0,8e3229b462371b3d5a683383783fe443216ae76700d4a1e9a0bacf9ed1862099,cd7d5001dd6748cebd1e9936f8cde84ff2d0b02e4b645858df8de15f2efd7cc3,0123fe0d1986b081c06056bfa88a9e6d68f23d65ee7df272e0a3e6e11b329b9c,f911ea9d12a6f20d05c798cb2d7af02592b879e4d2562916e823fef7899a1223,62c20787ad53872a3635011379a0b675696acebc5da0f594846073dca44fc9f2,96bbd534d916adc67625753b225d527e3e4304ccdb1cfbec0fcf8b1a6deacd89
"1004","10004","107601","0","5004401","0","2018/12/20 15:59:59","2018/12/01 16:00:00","107601","1","0","0"
"1002","10004","107601","1","5004402","0","2018/12/20 15:59:59","2018/12/01 16:00:00","1000403","2","0","0"
"1001","10004","107701","0","5004403","0","2018/12/20 15:59:59","2018/12/01 16:00:00","10","3","0","0"
"1001","10004","107501","0","5004404","0","2018/12/20 15:59:59","2018/12/01 16:00:00","20","4","0","0"
"1001","10004","107601","0","5004405","0","2018/12/20 15:59:59","2018/12/01 16:00:00","30","5","0","0"
"1003","10004","107501","0","5004406","0","2018/12/20 15:59:59","2018/12/01 16:00:00","2","6","0","0"
"1003","10004","107601","0","5004407","0","2018/12/20 15:59:59","2018/12/01 16:00:00","5","7","0","0"
"1003","10004","107801","0","5004408","0","2018/12/20 15:59:59","2018/12/01 16:00:00","8","8","0","0"
"1003","10004","107701","0","5004409","0","2018/12/20 15:59:59","2018/12/01 16:00:00","12","9","0","0"
"1003","10004","107501","0","5004410","0","2018/12/20 15:59:59","2018/12/01 16:00:00","16","10","0","0"
"1003","10004","107601","0","5004411","0","2018/12/20 15:59:59","2018/12/01 16:00:00","20","11","0","0"
"1004","10005","108001","0","5005401","0","2019/01/22 15:59:59","2019/01/03 16:00:00","108001","12","0","0"
"1002","10005","107901","1","5005402","0","2019/01/22 15:59:59","2019/01/03 16:00:00","1000503","13","0","0"
"1001","10005","108001","0","5005403","0","2019/01/22 15:59:59","2019/01/03 16:00:00","10","14","0","0"
"1001","10005","107901","0","5005404","0","2019/01/22 15:59:59","2019/01/03 16:00:00","20","15","0","0"
"1001","10005","108001","0","5005405","0","2019/01/22 15:59:59","2019/01/03 16:00:00","30","16","0","0"
"1003","10005","107901","0","5005406","0","2019/01/22 15:59:59","2019/01/03 16:00:00","2","17","0","0"
"1003","10005","108001","0","5005407","0","2019/01/22 15:59:59","2019/01/03 16:00:00","5","18","0","0"
"1003","10005","107901","0","5005408","0","2019/01/22 15:59:59","2019/01/03 16:00:00","8","19","0","0"
"1003","10005","108001","0","5005409","0","2019/01/22 15:59:59","2019/01/03 16:00:00","12","20","0","0"
"1003","10005","107901","0","5005410","0","2019/01/22 15:59:59","2019/01/03 16:00:00","16","21","0","0"
"1003","10005","108001","0","5005411","0","2019/01/22 15:59:59","2019/01/03 16:00:00","20","22","0","0"
"1002","10006","103701","1","5006402","0","2019/02/19 15:59:59","2019/02/01 12:00:00","1000603","23","0","0"
"1001","10006","100501","0","5006403","0","2019/02/19 15:59:59","2019/02/01 12:00:00","10","24","0","0"
"1001","10006","103701","0","5006404","0","2019/02/19 15:59:59","2019/02/01 12:00:00","20","25","0","0"
"1001","10006","104701","0","5006405","0","2019/02/19 15:59:59","2019/02/01 12:00:00","30","26","0","0"
"1003","10006","100501","0","5006406","0","2019/02/19 15:59:59","2019/02/01 12:00:00","2","27","0","0"
"1003","10006","103701","0","5006407","0","2019/02/19 15:59:59","2019/02/01 12:00:00","5","28","0","0"
"1003","10006","104701","0","5006408","0","2019/02/19 15:59:59","2019/02/01 12:00:00","8","29","0","0"
"1003","10006","107101","0","5006409","0","2019/02/19 15:59:59","2019/02/01 12:00:00","12","30","0","0"
"1003","10006","100501","0","5006410","0","2019/02/19 15:59:59","2019/02/01 12:00:00","16","31","0","0"
"1003","10006","104701","0","5006411","0","2019/02/19 15:59:59","2019/02/01 12:00:00","19","32","0","0"
"1004","10007","108201","0","5007401","0","2019/03/25 15:59:59","2019/03/06 16:00:00","108201","33","0","0"
"1002","10007","108101","1","5007402","0","2019/03/25 15:59:59","2019/03/06 16:00:00","1000703","34","0","0"
"1001","10007","108101","0","5007403","0","2019/03/25 15:59:59","2019/03/06 16:00:00","10","35","0","0"
"1001","10007","108201","0","5007404","0","2019/03/25 15:59:59","2019/03/06 16:00:00","20","36","0","0"
"1001","10007","108101","0","5007405","0","2019/03/25 15:59:59","2019/03/06 16:00:00","30","37","0","0"
"1003","10007","108201","0","5007406","0","2019/03/25 15:59:59","2019/03/06 16:00:00","2","38","0","0"
"1003","10007","108101","0","5007407","0","2019/03/25 15:59:59","2019/03/06 16:00:00","5","39","0","0"
"1003","10007","108201","0","5007408","0","2019/03/25 15:59:59","2019/03/06 16:00:00","8","40","0","0"
"1003","10007","108101","0","5007409","0","2019/03/25 15:59:59","2019/03/06 16:00:00","12","41","0","0"
"1003","10007","108201","0","5007410","0","2019/03/25 15:59:59","2019/03/06 16:00:00","16","42","0","0"
"1003","10007","108101","0","5007411","0","2019/03/25 15:59:59","2019/03/06 16:00:00","19","43","0","0"
"1002","10008","105601","1","5008402","0","2019/04/17 15:59:59","2019/04/03 16:00:00","1000803","44","0","0"
"1001","10008","101301","0","5008403","0","2019/04/17 15:59:59","2019/04/03 16:00:00","10","45","0","0"
"1001","10008","100901","0","5008404","0","2019/04/17 15:59:59","2019/04/03 16:00:00","20","46","0","0"
"1001","10008","105601","0","5008405","0","2019/04/17 15:59:59","2019/04/03 16:00:00","30","47","0","0"
"1003","10008","105601","0","5008406","0","2019/04/17 15:59:59","2019/04/03 16:00:00","2","48","0","0"
"1003","10008","100901","0","5008407","0","2019/04/17 15:59:59","2019/04/03 16:00:00","4","49","0","0"
"1003","10008","101301","0","5008408","0","2019/04/17 15:59:59","2019/04/03 16:00:00","7","50","0","0"
"1003","10008","105101","0","5008409","0","2019/04/17 15:59:59","2019/04/03 16:00:00","10","51","0","0"
"1003","10008","102701","0","5008410","0","2019/04/17 15:59:59","2019/04/03 16:00:00","13","52","0","0"
"1003","10008","105601","0","5008411","0","2019/04/17 15:59:59","2019/04/03 16:00:00","15","53","0","0"
"1004","10009","108501","0","5009401","0","2019/05/16 15:59:59","2019/05/02 16:00:00","108501","54","0","0"
"1002","10009","108401","1","5009402","0","2019/05/16 15:59:59","2019/05/02 16:00:00","1000903","55","0","0"
"1001","10009","108601","0","5009403","0","2019/05/16 15:59:59","2019/05/02 16:00:00","10","56","0","0"
"1001","10009","108501","0","5009404","0","2019/05/16 15:59:59","2019/05/02 16:00:00","20","57","0","0"
"1001","10009","108401","0","5009405","0","2019/05/16 15:59:59","2019/05/02 16:00:00","30","58","0","0"
"1003","10009","108601","0","5009406","0","2019/05/16 15:59:59","2019/05/02 16:00:00","2","59","0","0"
"1003","10009","108601","0","5009407","0","2019/05/16 15:59:59","2019/05/02 16:00:00","4","60","0","0"
"1003","10009","108501","0","5009408","0","2019/05/16 15:59:59","2019/05/02 16:00:00","7","61","0","0"
"1003","10009","108501","0","5009409","0","2019/05/16 15:59:59","2019/05/02 16:00:00","10","62","0","0"
