f4ac809817ccfbdd3025ced3f2bcc65887fc92df68f3c1d6b612e25ad0b492b5,98c6bec6ef71c74abfbf40d0a5c91986ffbd6b11f727019a0806fc8802eec3e0,0a2a18dbf30aa97c59f090c297b396da3755553145d413290ed64ea0dae98ddf,70113f00f2a2cad98a9587d12a8b7b31d17c27b9eb4925b1665565ddadc0525e,0d8794d497ccf8620e6be8d8f22a81ebbc3c4c2af42ad6ecd3382a0db1e61e93,3c63fe98167907fde61dff6fac9c957c9333c7149ca4a564be9b327fb082fde8,741c93442678413a6954cf1b819fca24251c16cdaf091b7e7a889357dc1c8b5d,ddcab8e438a5c7be2bc349ae9c6d2a11538cbbff863db9dc2aa5ecd9e8ab887a,3f0ff400e93d5d4414475d448085dda8a3533f220b4e7f127ee5372f0180dbb8,56f98afb13b7c42b37453fd4f8bd871530c048d60646fab4c568f911759a3b09,1d9387e81cf5cf988936604cce2743d45867776084cb65b818d176c59a70db92,9fe8c4d257962818385d0910824ee563aaa5531334085589efa893f8ecc88ba9,feaa5daa82b49a8949da1c9e08b75a799d2a393d22834d65edd69bdc58230d0d,54693b136ac2f051ffa5f0d32f934f6b820c6134dc033f5841ac54f90677b2d4,57203b8dac481669992e08d1feac37aa63bf854cb54803b4f15d8700ea98f252
"0","0","0","0","0","0","101691011","1","101691001","0","110690103","0","0","0","0"
"0","0","0","0","0","0","101701011","1","101701001","0","110700103","0","0","0","0"
"0","0","0","0","0","0","101711011","1","101711001","0","110710103","0","0","0","0"
"0","0","0","0","0","0","101721011","1","101721001","0","110720103","0","0","0","0"
"0","0","0","0","0","0","101731011","1","101731001","0","110730103","0","0","0","0"
"61013201","0","0","16","0","0","610132504","1","102311001","0","610132007","0","0","0","0"
"61013201","0","0","16","0","0","610132504","1","102311002","0","610132008","0","0","0","0"
"61013201","0","0","16","0","0","610132504","1","102311003","0","610132009","0","0","0","0"
"61013401","0","0","16","0","0","610134504","1","102312001","0","610134007","0","0","0","0"
"61013401","0","0","16","0","0","610134504","1","102312002","0","610134008","0","0","0","0"
"61013401","0","0","16","0","0","610134504","1","102312003","0","610134009","0","0","0","0"
"61013601","0","0","16","0","0","610136404","1","102401001","0","610136004","0","0","0","0"
"61013601","0","0","16","0","0","610136405","1","102401002","0","610136005","0","0","0","0"
"61013601","0","0","16","0","0","610136406","1","102401003","0","610136006","0","0","0","0"
"61013601","0","0","16","0","0","610136504","1","102401004","0","610136007","0","0","0","0"
"61013601","0","0","16","0","0","610136505","1","102401005","0","610136008","0","0","0","0"
"61013601","0","0","16","0","0","610136506","1","102401006","0","610136009","0","0","0","0"
"61013601","0","0","16","0","0","610137504","1","102401007","0","610137007","0","0","0","0"
"61013601","0","0","16","0","0","610137504","1","102401008","0","610137008","0","0","0","0"
"61013601","0","0","16","0","0","610137504","1","102401009","0","610137009","0","0","0","0"
"61014001","0","0","16","0","0","610140504","1","102402001","0","610140007","0","0","0","0"
"61014001","0","0","16","0","0","610140504","1","102402002","0","610140008","0","0","0","0"
"61014001","0","0","16","0","0","610140504","1","102402003","0","610140009","0","0","0","0"
"61014201","0","0","16","0","0","610142404","1","102403001","0","610142004","0","0","0","0"
"61014201","0","0","16","0","0","610142405","1","102403002","0","610142005","0","0","0","0"
"61014201","0","0","16","0","0","610142406","1","102403003","0","610142006","0","0","0","0"
"61014201","0","0","16","0","0","610142504","1","102403004","0","610142007","0","0","0","0"
"61014201","0","0","16","0","0","610142505","1","102403005","0","610142008","0","0","0","0"
"61014201","0","0","16","0","0","610142506","1","102403006","0","610142009","0","0","0","0"
"61014401","0","0","16","0","0","610144404","1","102404001","0","610144004","0","0","0","0"
"61014401","0","0","16","0","0","610144405","1","102404002","0","610144005","0","0","0","0"
"61014401","0","0","16","0","0","610144406","1","102404003","0","610144006","0","0","0","0"
"61014401","0","0","16","0","0","610144504","1","102404004","0","610144007","0","0","0","0"
"61014401","0","0","16","0","0","610144505","1","102404005","0","610144008","0","0","0","0"
"61014401","0","0","16","0","0","610144506","1","102404006","0","610144009","0","0","0","0"
"61014601","0","0","16","0","0","610146404","1","102405001","0","610146004","0","0","0","0"
"61014601","0","0","16","0","0","610146405","1","102405002","0","610146005","0","0","0","0"
"61014601","0","0","16","0","0","610146406","1","102405003","0","610146006","0","0","0","0"
"61014601","0","0","16","0","0","610146504","1","102405004","0","610146007","0","0","0","0"
"61014601","0","0","16","0","0","610146505","1","102405005","0","610146008","0","0","0","0"
"61014601","0","0","16","0","0","610146506","1","102405006","0","610146009","0","0","0","0"
"61014801","0","0","16","0","0","610148404","1","102406001","0","610148004","0","0","0","0"
"61014801","0","0","16","0","0","610148405","1","102406002","0","610148005","0","0","0","0"
"61014801","0","0","16","0","0","610148406","1","102406003","0","610148006","0","0","0","0"
"61014801","0","0","16","0","0","610148504","1","102406004","0","610148007","0","0","0","0"
"61014801","0","0","16","0","0","610148505","1","102406005","0","610148008","0","0","0","0"
"61014801","0","0","16","0","0","610148506","1","102406006","0","610148009","0","0","0","0"
"61015001","0","0","16","0","0","610150404","4","102407001","0","610150004","0","0","0","0"
"61015001","0","0","16","0","0","610150405","4","102407002","0","610150005","0","0","0","0"
"61015001","0","0","16","0","0","610150406","4","102407003","0","610150006","0","0","0","0"
"61015001","0","0","16","0","0","610150504","4","102407004","0","610150007","0","0","0","0"
"61015001","0","0","16","0","0","610150505","4","102407005","0","610150008","0","0","0","0"
"61015001","0","0","16","0","0","610150506","4","102407006","0","610150009","0","0","0","0"
"61015201","0","0","16","0","0","610152404","4","102408001","0","610152004","0","0","0","0"
"61015201","0","0","16","0","0","610152405","4","102408002","0","610152005","0","0","0","0"
"61015201","0","0","16","0","0","610152406","4","102408003","0","610152006","0","0","0","0"
"61015201","0","0","16","0","0","610152504","4","102408004","0","610152007","0","0","0","0"
"61015201","0","0","16","0","0","610152505","4","102408005","0","610152008","0","0","0","0"
"61015201","0","0","16","0","0","610152506","4","102408006","0","610152009","0","0","0","0"
"61015401","0","0","16","0","0","610154404","4","102409001","0","610154004","0","0","0","0"
"61015401","0","0","16","0","0","610154405","4","102409002","0","610154005","0","0","0","0"
"61015401","0","0","16","0","0","610154406","4","102409003","0","610154006","0","0","0","0"
"61015401","0","0","16","0","0","610154504","4","102409004","0","610154007","0","0","0","0"
"61015401","0","0","16","0","0","610154505","4","102409005","0","610154008","0","0","0","0"
"61015401","0","0","16","0","0","610154506","4","102409006","0","610154009","0","0","0","0"
"61015501","0","0","16","0","0","610156404","4","102410001","0","610156004","0","0","0","0"
"61015501","0","0","16","0","0","610156405","4","102410002","0","610156005","0","0","0","0"
"61015501","0","0","16","0","0","610156406","4","102410003","0","610156006","0","0","0","0"
"61015501","0","0","16","0","0","610156504","4","102410004","0","610156007","0","0","0","0"
"61015501","0","0","16","0","0","610156505","4","102410005","0","610156008","0","0","0","0"
"61015501","0","0","16","0","0","610156506","4","102410006","0","610156009","0","0","0","0"
"61015801","0","0","16","0","0","610158404","4","102411001","0","610158004","0","0","0","0"
"61015801","0","0","16","0","0","610158405","4","102411002","0","610158005","0","0","0","0"
"61015801","0","0","16","0","0","610158406","4","102411003","0","610158006","0","0","0","0"
"61015801","0","0","16","0","0","610158504","4","102411004","0","610158007","0","0","0","0"
"61015801","0","0","16","0","0","610158505","4","102411005","0","610158008","0","0","0","0"
"61015801","0","0","16","0","0","610158506","4","102411006","0","610158009","0","0","0","0"
"0","0","0","0","0","0","102690311","1","102691001","0","120690033","0","0","0","0"
"0","0","0","0","0","0","102700311","1","102701001","0","120700033","0","0","0","0"
"0","0","0","0","0","0","102710311","1","102711001","0","120710033","0","0","0","0"
"0","0","0","0","0","0","102720311","1","102721001","0","120720033","0","0","0","0"
"0","0","0","9","0","0","401705112","1","401705101","0","401705101","0","0","0","0"
"0","0","0","9","0","0","401705113","1","401705102","0","401705102","0","0","0","0"
"0","0","0","9","0","0","401705114","1","401705105","0","401705105","0","0","0","0"
"0","0","0","9","0","0","401705115","1","401705106","0","401705106","0","0","0","0"
"0","0","0","9","0","0","401705116","1","401705107","0","401705107","0","0","0","0"
"0","0","0","9","0","0","401705212","1","401705201","0","401705201","0","0","0","0"
"0","0","0","9","0","0","401705213","1","401705202","0","401705202","0","0","0","0"
"0","0","0","9","0","0","401705214","1","401705205","0","401705205","0","0","0","0"
"0","0","0","9","0","0","401705215","1","401705206","0","401705206","0","0","0","0"
"0","0","0","9","0","0","401705216","1","401705207","0","401705207","0","0","0","0"
"0","0","0","9","0","0","401705312","1","401705301","0","401705301","0","0","0","0"
"0","0","0","9","0","0","401705313","1","401705302","0","401705302","0","0","0","0"
"0","0","0","9","0","0","401705314","1","401705305","0","401705305","0","0","0","0"
"0","0","0","9","0","0","401705315","1","401705306","0","401705306","0","0","0","0"
"0","0","0","9","0","0","401705316","1","401705307","0","401705307","0","0","0","0"
"0","0","0","9","0","0","401705412","1","401705401","0","401705401","0","0","0","0"
"0","0","0","9","0","0","401705413","1","401705402","0","401705402","0","0","0","0"
"0","0","0","9","0","0","401705414","1","401705405","0","401705405","0","0","0","0"
"0","0","0","9","0","0","401705415","1","401705406","0","401705406","0","0","0","0"
"0","0","0","9","0","0","401705416","1","401705407","0","401705407","0","0","0","0"
"0","0","0","9","0","0","401705512","1","401705501","0","401705501","0","0","0","0"
"0","0","0","9","0","0","401705513","1","401705502","0","401705502","0","0","0","0"
"0","0","0","9","0","0","401705514","1","401705505","0","401705505","0","0","0","0"
"0","0","0","9","0","0","401705515","1","401705506","0","401705506","0","0","0","0"
"0","0","0","9","0","0","401705516","1","401705507","0","401705507","0","0","0","0"
"0","0","0","9","0","0","401705612","1","401705601","0","401705601","0","0","0","0"
"0","0","0","9","0","0","401705613","1","401705602","0","401705602","0","0","0","0"
