edf6985f9658b248a09df09379b3ad908831ca5c8ef35f8d0f9d5dd9c59160ed,edd586324d2a6a8ca970e383881912b6580a2a1c714ae125e742682c386f1413,16c1cb5c801d4e58c610dba0f42125e60d9903a434ebeec445569baaea771e1c,d64bc0e06267613c081d8288dfc76dbce0a2eb1f4ca0c8e6989a0464709cb478,b72e347fee5775309026cffad27e7341835f27c9ce5cb55ac5b33d7482d715d9,30a4b8999039bc95784c83c739c494beda7acb1a355acaf3273843ec00ad9d36,8002cc060f7ade18591a4ce570f7d63354eb50fccf2ea237e3ab397945fc09b8,4e0873f70dd1d210014112196726e1f12b7627cce8330e9e60d88a4258e05c35,45a7dc3d28c8940e27850a894828fe5c2cc5078bfed0f2511101e848856c267a,47581dd01bb35e205032e9f6169a6536c6f655ceede76954ab13ee55cc55739c,0022f2a1b0c79373490636e8f5a1b9ff5875d51833ad047c8651eb95eba01f1b,8d1a07d700ccd6743d1316734d04b8848b60c6824e513e215820fddd06067d51
"1","1","100","3","100101","1","-1","1","1","13","-1","1"
"1","1","130","4","100201","1","-1","1","1","15","-1","1"
"1","1","160","4","100301","1","-1","1","1","17","-1","1"
"1","1","180","4","100401","1","-1","1","1","19","120","1"
"1","1","180","4","100402","1","-1","1","1","19","-1","1"
"1","1","200","4","100501","1","-1","1","1","21","150","1"
"1","1","200","4","100502","1","-1","1","1","21","-1","1"
"1","1","220","5","100601","1","-1","1","1","23","180","1"
"1","1","220","5","100602","1","-1","1","1","23","-1","1"
"1","1","240","5","100701","1","-1","1","1","25","210","1"
"1","1","240","5","100702","1","-1","1","1","25","-1","1"
"1","1","260","5","100801","1","-1","1","1","27","240","1"
"1","1","260","5","100802","1","-1","1","1","27","-1","1"
"1","1","280","5","100901","1","-1","1","1","29","270","1"
"1","1","280","5","100902","1","-1","1","1","29","-1","1"
"1","1","300","6","101001","1","1","1","1","32","300","1"
"1","1","300","6","101002","1","-1","1","1","32","300","1"
"1","1","300","6","101003","1","-1","1","1","32","-1","1"
"1","1","300","5","101004","1","1","1","1","32","300","1"
"1","1","300","5","101005","1","-1","1","1","32","300","1"
"1","1","300","5","101006","1","-1","1","1","32","-1","1"
"1","1","310","6","101101","1","1","1","1","32","300","1"
"1","1","310","6","101102","1","-1","1","1","32","300","1"
"1","1","310","6","101103","1","-1","1","1","32","-1","1"
"1","1","310","5","101104","1","1","1","1","32","300","1"
"1","1","310","5","101105","1","-1","1","1","32","300","1"
"1","1","310","5","101106","1","-1","1","1","32","-1","1"
"1","1","320","6","101201","1","1","1","1","32","300","1"
"1","1","320","6","101202","1","-1","1","1","32","300","1"
"1","1","320","6","101203","1","-1","1","1","32","-1","1"
"1","1","320","5","101204","1","1","1","1","32","300","1"
"1","1","320","5","101205","1","-1","1","1","32","300","1"
"1","1","320","5","101206","1","-1","1","1","32","-1","1"
"1","1","330","6","101301","1","3","1","1","32","300","1"
"1","1","330","6","101302","1","-1","1","1","32","300","1"
"1","1","330","6","101303","1","-1","1","1","32","-1","1"
"1","1","330","5","101304","1","3","1","1","32","300","1"
"1","1","330","5","101305","1","-1","1","1","32","300","1"
"1","1","330","5","101306","1","-1","1","1","32","-1","1"
"1","1","340","6","101401","1","3","1","1","32","300","1"
"1","1","340","6","101402","1","-1","1","1","32","300","1"
"1","1","340","6","101403","1","-1","1","1","32","-1","1"
"1","1","340","5","101404","1","3","1","1","32","300","1"
"1","1","340","5","101405","1","-1","1","1","32","300","1"
"1","1","340","5","101406","1","-1","1","1","32","-1","1"
"1","1","350","6","101501","1","3","1","1","32","300","1"
"1","1","350","6","101502","1","-1","1","1","32","300","1"
"1","1","350","6","101503","1","-1","1","1","32","-1","1"
"1","1","350","5","101504","1","3","1","1","32","300","1"
"1","1","350","5","101505","1","-1","1","1","32","300","1"
"1","1","350","5","101506","1","-1","1","1","32","-1","1"
"1","1","360","6","101601","1","5","1","1","32","310","1"
"1","1","360","6","101602","1","-1","1","1","32","310","1"
"1","1","360","6","101603","1","-1","1","1","32","-1","1"
"1","1","360","5","101604","1","5","1","1","32","310","1"
"1","1","360","5","101605","1","-1","1","1","32","310","1"
"1","1","360","5","101606","1","-1","1","1","32","-1","1"
"1","1","380","6","101701","1","5","1","1","32","310","1"
"1","1","380","6","101702","1","-1","1","1","32","310","1"
"1","1","380","6","101703","1","-1","1","1","32","-1","1"
"1","1","380","5","101704","1","5","1","1","32","310","1"
"1","1","380","5","101705","1","-1","1","1","32","310","1"
"1","1","380","5","101706","1","-1","1","1","32","-1","1"
"1","1","400","6","101801","1","5","1","1","32","310","1"
"1","1","400","6","101802","1","-1","1","1","32","310","1"
"1","1","400","6","101803","1","-1","1","1","32","-1","1"
"1","1","400","5","101804","1","5","1","1","32","310","1"
"1","1","400","5","101805","1","-1","1","1","32","310","1"
"1","1","400","5","101806","1","-1","1","1","32","-1","1"
"1","1","400","6","111601","1","5","1","1","33","310","1"
"1","1","400","6","111602","1","-1","1","1","33","310","1"
"1","1","400","6","111603","1","-1","1","1","33","-1","1"
"1","1","400","5","111604","1","5","1","1","33","310","1"
"1","1","400","5","111605","1","-1","1","1","33","310","1"
"1","1","400","5","111606","1","-1","1","1","33","-1","1"
"1","1","450","6","111701","1","5","1","1","33","310","1"
"1","1","450","6","111702","1","-1","1","1","33","310","1"
"1","1","450","6","111703","1","-1","1","1","33","-1","1"
"1","1","450","5","111704","1","5","1","1","33","310","1"
"1","1","450","5","111705","1","-1","1","1","33","310","1"
"1","1","450","5","111706","1","-1","1","1","33","-1","1"
"1","1","500","6","111801","1","5","1","1","33","310","1"
"1","1","500","6","111802","1","-1","1","1","33","310","1"
"1","1","500","6","111803","1","-1","1","1","33","-1","1"
"1","1","500","5","111804","1","5","1","1","33","310","1"
"1","1","500","5","111805","1","-1","1","1","33","310","1"
"1","1","500","5","111806","1","-1","1","1","33","-1","1"
