c32a348ebad072dc36a59a8388bca3ec7d4b98b37f5462d4a0636ee76777c053,3acd858450f8d27a5f436730a1c095631655a63be8534ba30269733dcfae2332,8fb810fca8059d81378d7aa28387eb1b91e162a3db8b437dbbbcca57dc9b8fcc,97c03b2b92ec1c459346da14ee7aa7236af1a32f152e3a895edcfdb09a0376e9,c5df290d8edb4f96ffdb0ab6b9db5079e85b9b3e1d7921fac7a63ba51b6de996,867469c1987828434a5a8647adad17e0ef6e65d5682f273c484a2f797d360e15,9872f622a53958e73133737920a836c56aac4bbdf745582a140c195cb1104216,eec6841347ed62cd19c49e2fd9529939e250e2ce8317990bb91d74f9718b9d99,2f8f303890dc2630b772f0f2b024da13e90691ecb5e6091ab041f2b38928386f,71866b8d9182bdecbf57f9ed5df9fff895b403207783dad1719b2a80ba90de3a,de9c4b2d0cceab126d522f8d998a1ca58d9b5b7f67f68da44b2e9946e26610d0,02907b7337da1c47436d7f17047cda2900d0cb122000d43cfea897b3b0efe7ad,947c333b43bf6080c92f22454152b7408fe02134a671a3aeb356b45f25df7e4b,f13d810bd04c67eba562e638112b27a4eda6a0b719b297436de8d10ac5e2af9f,02a3eade4fb082ec8bbe04e882023cf1a85f57a15e39d57711287c0062fc13ec,db7a163276789ee67cb20a8a3272b214d800000fbcbe8f292e8451c6ac428bfd,c12f9e7f0a48b7b640eb765dc0882be79f0b47f79324f07b6ec0c0ea7866e5d0,5f27ad92608cd950d76431e403ffd2a121c6fa5a6d73035f251f5d98c51f6b75,22f78f843351413c3037c57dbc2fe539e774fa871eebb606b07d4d0642a2652b,91d0651e22969b9011e0d15159fb07d3fe42f5398a7bd28d4ff9e5b00d314ecc,71028d0507de0effb9f04b6fbb75009e814a75614befd78534d67ff3f53b6f2d,def933487ffe40ee7811e9f150717b1ce50f34f24d4359de3f3f0827619c6aa7,db7ab7884a10a8f54f7ab32aa0ebf4b4f434ef4e3c7c4cd18697d7e96535b444,5ca203a2be6aacd785af9dae86d0994ca389f0fc0d93c168c7dbfdefc77d88ab,7d06b7ea5244493fb29f5e22fb6239156c3329f1b10a026c262f12fe3e477f3e,7cd7900a8039a4d8bcbcbbae07e187e6f82783c6a18ccb8fd34cf66934458527,9f69b2206a01cf759da6d505c8726700162e09a7cad765d1aa6922fc692c58dc,aac63f500550a86af32cbb2de77103f0d4af9cd28433dc7588a367ad5b3792b3,1dc99eaba75be72c82e9cf5d93093fa1c0d978d6a47960fa5a47a022061ceb4a,e615f98682eb354867811253e46425f2f0db99f95a34dd8cb832095ac5526180,5712028945c838f2cf61a76fd61c1704f7e5ea2b0934ee5de51199cf07b50b6e,05a45c0c7ef111642c285f7517f37e0dbbce9ef002777152a7aeae78d4c8e808,f86cc25e415130d87802bc2b3667e59f321aeeb09b86d816d818b62ffb574887,7322849749a0b601dd5d39bd69a42d6e581e05737889904bc11aecbcf2f3c37f,126771072ecf7913ce7889ece4ae549a811f630cd46fb072fe7f9b36c7f89e3d,068eb5f255a74ad3af24ef065bc4d120a5df05302daf51b9d0967518d736c6a7,21465b91bbfc35f0bd8f979cbce3886ef31bb1bbc91c5481e9df9ef27f8df9f9,4e0201d550564f30f3a7aa4be48dc5c3c89e3d082ee7cabb1a7be1149cdf3ad3,f9a2e2c3513bb2de21d0272b76144cf91291666bc29fe88dc90a31317bc8131c,87ffeb38e2412c6dcd4b461cca5cdb19eb4c698e2a3c344206488b1bc22d8396,82527ae93825f0d7bb4c27d20b00e565182b43819194c2d7292e2f1bd1c9467a,4a7eff5d0dc0ff25214e7566b743329412977987bb77bd29d7def973e7bc53f2,016c20df29f5664ac51136c0062966777a4e05466c59df53e382c75f08ce3c84,2ae4316a6a3cd76a5dcc6eedd999f972adefee0a0ae5e4458593e5141a2af2c7,8ca709b94094f87f75dca82258a5932e0893932e617148eb3cfe22077db1c090,4d6436a1358f602a9efd6086f02e20735c57efd8aeced0520ee84a7feced6edb,be72ac63dcf20922a37d25845fe7a7f5823db5171226034aab13adb21f2777b2
"81000105","0","0","10001101","0","0","200010","1","0","0","0","0","1","BOSS戰(NORMAL)","bgm_M47","0","0","-40","0.6","100000","0","1","20","870","610001011","81000105","10001","1000101","1","2018/08/28 16:00:00","0","0","0","770","610001146","270","0","0.03","2018/09/19 15:59:59","10","0","10001101","1","bgm_M47","1","0","90"
"81000106","0","0","10001201","0","0","200010","1","0","0","0","0","1","BOSS戰(HARD)","bgm_M47","0","0","-40","0.6","100000","0","1","30","500","610001021","81000106","10001","1000102","2","2018/08/28 16:00:00","0","0","0","450","610001216","270","0","0.03","2018/09/19 15:59:59","10","0","10001201","1","bgm_M47","1","0","90"
"81000205","0","0","10002101","5002301","0","510021","1","0","0","0","0","1","BOSS戰(NORMAL)","bgm_M102","0","0","-40","0.6","100000","0","1","20","870","610002011","81000205","10002","1000201","1","2018/10/03 16:00:00","0","0","0","770","610002001","40","0","0.03","2018/10/28 15:59:59","10","0","10002101","1","bgm_M102","1.3","0","90"
"81000207","0","0","10002201","5002302","0","510022","1","0","0","0","0","1","BOSS戰(HARD)","bgm_M102","0","0","-40","0.6","100000","0","1","30","500","610002021","81000207","10002","1000202","2","2018/10/03 16:00:00","0","0","0","450","610002002","40","0","0.03","2018/10/28 15:59:59","10","0","10002201","1","bgm_M102","1.3","0","90"
"81000305","0","0","10003101","5003302","0","510031","1","0","0","30","0","1","BOSS戰(NORMAL)","bgm_M109","0","0","-40","0.6","100000","0","1","20","870","610003011","81000305","10003","1000301","1","2018/11/01 15:59:59","0","0","0","770","610003001","20","0","0.03","2018/11/25 15:59:59","10","0","10003101","1","bgm_M109","1.1","0","90"
"81000306","0","0","10003201","5003301","0","510032","1","0","0","30","0","1","BOSS戰(HARD)","bgm_M109","0","0","-40","0.6","100000","0","1","30","500","610003021","81000306","10003","1000302","2","2018/11/01 15:59:59","0","0","0","450","610003002","20","0","0.03","2018/11/25 15:59:59","10","0","10003201","1","bgm_M109","1.1","0","90"
"81000405","0","0","10004101","5004301","0","510041","1","0","0","30","0","1","BOSS戰(NORMAL)","bgm_M116","0","0","-40","0.6","100000","0","1","20","870","610004011","81000405","10004","1000401","1","2018/12/01 16:00:00","0","0","0","770","610004001","20","0","0.03","2018/12/24 15:59:59","10","0","10004101","1","bgm_M116","1.1","0","90"
"81000406","0","0","10004201","5004302","0","510042","1","0","0","30","0","1","BOSS戰(HARD)","bgm_M116","0","0","-40","0.6","100000","0","1","30","30","610004021","81000406","10004","1000402","2","2018/12/01 16:00:00","0","0","0","450","610004002","20","0","0.03","2018/12/24 15:59:59","-5","0","10004201","1","bgm_M116","1.1","0","90"
"81000406","0","1","10004301","5004308","0","510042","1","0","0","30","0","1","Boss戰(VERYHARD)","bgm_M116","0","0","-40","0.6","100000","0","1","30","500","610004031","81000406","10004","1000403","3","2018/12/01 16:00:00","0","0","0","450","610004003","20","0","0.03","2018/12/24 15:59:59","-70","0","10004201","1","bgm_M116","1.1","0","90"
"81000505","0","0","10005101","5005301","0","510051","1","0","0","90","0","1","BOSS戰(NORMAL)","bgm_M124","0","0","-40","0.6","100000","0","1","20","870","610005011","81000505","10005","1000501","1","2019/01/03 16:00:00","0","0","0","770","610005001","90","0","0.03","2019/01/25 15:59:59","10","0","10005101","1","bgm_M124","1.3","0","90"
"81000506","0","0","10005201","5005302","0","510052","1","0","0","90","0","1","BOSS戰(HARD)","bgm_M124","0","0","-40","0.6","100000","0","1","30","370","610005021","81000506","10005","1000502","2","2019/01/03 16:00:00","0","0","0","450","610005002","90","0","0.03","2019/01/25 15:59:59","-115","0","10005201","1","bgm_M124","1.3","0","90"
"81000506","0","1","10005301","5005308","0","510052","1","0","0","90","0","1","Boss戰(VERYHARD)","bgm_M124","0","0","-40","0.6","100000","0","1","30","520","610005031","81000506","10005","1000503","3","2019/01/03 16:00:00","0","0","0","450","610005003","90","0","0.03","2019/01/25 15:59:59","58","0","10005201","1","bgm_M124","1.3","0","90"
"81000605","0","0","10006101","5006301","0","510061","1","0","0","0","0","1","BOSS戰(NORMAL)","bgm_M131","0","0","-40","0.6","100000","0","1","20","888","610006011","81000605","10006","1000601","1","2019/02/01 12:00:00","0","0","0","770","610006001","120","0","0.03","2019/02/22 15:59:59","14","0","10006101","0.8","bgm_M131","1.5","0","90"
"81000606","0","0","10006201","5006302","0","510062","1","0","0","0","0","1","BOSS戰(HARD)","bgm_M131","0","0","-40","0.6","100000","0","1","30","42","610006021","81000606","10006","1000602","2","2019/02/01 12:00:00","0","0","0","450","610006002","120","0","0.03","2019/02/22 15:59:59","14","0","10006201","0.8","bgm_M131","1.5","0","90"
"81000606","0","1","10006301","5006308","0","510062","1","0","0","0","0","1","Boss戰(VERYHARD)","bgm_M131","0","0","-40","0.6","100000","0","1","30","500","610006031","81000606","10006","1000603","3","2019/02/01 12:00:00","0","0","0","450","610006003","120","0","0.03","2019/02/22 15:59:59","-60","0","10006201","0.8","bgm_M131","1.5","0","90"
"81000705","0","0","10007101","5007301","0","510071","1","0","0","-50","0","1","BOSS戰(NORMAL)","bgm_M138","0","0","-40","0.6","100000","0","1","20","482","610007011","81000705","10007","1000701","1","2019/03/06 16:00:00","0","0","0","770","610007001","140","0","0.03","2019/03/28 15:59:59","10","0","10007103","1","bgm_M138","1.3","0","90"
"81000706","0","0","10007201","5007302","0","510072","1","0","0","-50","0","1.3","BOSS戰(HARD)","bgm_M138","0","0","-40","0.6","100000","0","1","30","-333","610007021","81000706","10007","1000702","2","2019/03/06 16:00:00","0","0","0","450","610007002","140","0","0.03","2019/03/28 15:59:59","-186","0","10007201","1","bgm_M138","1.3","0","90"
"81000706","0","1","10007301","5007308","0","510072","1","0","0","-50","0","1.3","Boss戰(VERYHARD)","bgm_M138","0","0","-40","0.6","100000","0","1","30","455","610007031","81000706","10007","1000703","3","2019/03/06 16:00:00","0","0","0","450","610007003","140","0","0.03","2019/03/28 15:59:59","-85","0","10007201","1","bgm_M138","1.3","0","90"
"81000805","0","0","10008101","5008301","0","510081","1","0","0","-50","0","1","BOSS戰(NORMAL)","bgm_M165","0","0","-40","0.6","100000","0","1","20","1400","610008011","81000805","10008","1000801","1","2019/04/03 16:00:00","0","0","0","770","610008001","100","0","0.03","2019/04/21 15:59:59","-110","0","10008101","1","bgm_M165","1.5","0","90"
"81000806","0","0","10008201","5008302","0","510082","1","0","0","-50","0","1","BOSS戰(HARD)","bgm_M165","0","0","-40","0.6","100000","0","1","30","-175","610008021","81000806","10008","1000802","2","2019/04/03 16:00:00","0","0","0","450","610008002","100","0","0.03","2019/04/21 15:59:59","-160","0","10008201","0.8","bgm_M165","1.5","0","90"
"81000806","0","1","10008301","5008308","0","510082","1","0","0","-50","0","1","Boss戰(VERYHARD)","bgm_M165","0","0","-40","0.6","100000","0","1","30","450","610008031","81000806","10008","1000803","3","2019/04/03 16:00:00","0","0","0","450","610008003","100","0","0.03","2019/04/21 15:59:59","-80","0","10008201","0.8","bgm_M165","1.5","0","90"
"81000905","0","0","10009101","5009301","0","510091","1","0","0","-50","0","1.1","BOSS戰(NORMAL)","bgm_M172","0","0","-40","0.8","100000","0","1","20","885","610009011","81000905","10009","1000901","1","2019/05/02 16:00:00","0","0","0","770","610009001","100","0","0.03","2019/05/19 15:59:59","-56","0","10009101","0.8","bgm_M172","1.5","0","90"
"81000906","0","0","10009201","5009302","0","510092","1","0","0","-50","0","1.1","BOSS戰(HARD)","bgm_M172","0","0","-40","0.8","100000","0","1","30","-404","610009021","81000906","10009","1000902","2","2019/05/02 16:00:00","0","0","0","450","610009002","100","0","0.03","2019/05/19 15:59:59","37","0","10009201","0.8","bgm_M172","1.5","0","90"
"81000906","0","1","10009301","5009308","0","510092","1","0","0","-50","0","1.1","Boss戰(VERYHARD)","bgm_M172","0","0","-40","0.8","100000","0","1","30","442","610009031","81000906","10009","1000903","3","2019/05/02 16:00:00","0","0","0","450","610009003","100","0","0.03","2019/05/19 15:59:59","-104","0","10009201","0.8","bgm_M172","1.5","0","90"
"81001005","0","0","10010101","5010301","0","510101","1","0","0","-50","0","1","BOSS戰(NORMAL)","bgm_M183","0","0","770","0.6","100000","0","1","20","450","610010011","81001005","10010","1001001","1","2019/06/03 16:00:00","0","0","0","450","610010001","200","0","0.03","2019/06/21 15:59:59","770","0","10010101","1","bgm_M183","1.5","0","90"
"81001006","0","0","10010201","5010302","0","510102","1","0","0","-50","0","1.4","BOSS戰(HARD)","bgm_M183","0","0","12","0.6","100000","0","1","30","-173","610010021","81001006","10010","1001002","2","2019/06/03 16:00:00","0","0","0","-173","610010002","200","0","0.03","2019/06/21 15:59:59","12","0","10010201","1","bgm_M183","1.5","0","90"
"81001006","0","1","10010301","5010308","0","510102","1","0","0","-50","0","1.4","Boss戰(VERYHARD)","bgm_M183","0","0","85","0.6","100000","0","1","30","213","610010031","81001006","10010","1001003","3","2019/06/03 16:00:00","0","0","0","213","610010003","200","0","0.03","2019/06/21 15:59:59","85","0","10010201","1","bgm_M183","1.5","0","90"
"81001006","0","0","10010401","0","0","0","1","0","0","-50","0","0","0","bgm_M183","0","0","0","0","100000","0","1","0","0","610010041","81001006","10010","1001004","4","2019/06/03 16:00:00","0","0","0","0","610010004","200","0","0.03","2019/06/21 15:59:59","0","0","0","0","bgm_M183","1.5","0","90"
"81001105","0","0","10011101","5011301","1","510111","1","0","0","0","0","1.1","BOSS戰(NORMAL)","bgm_M192","0","3","-40","0.8","100000","0","1","20","885","610011011","81001105","10011","1001101","1","2019/07/01 16:00:00","0","0","0","770","610011001","100","0","0.03","2019/07/18 15:59:59","-56","0","10011102","0.8","bgm_M192","1.4","0","90"
"81001106","0","0","10011201","5011302","1","510112","1","0","0","0","0","1.1","BOSS戰(HARD)","bgm_M192","0","3","-40","0.8","100000","0","1","30","-67","610011021","81001106","10011","1001102","2","2019/07/01 16:00:00","0","0","0","450","610011002","100","0","0.03","2019/07/18 15:59:59","49","0","10011201","0.8","bgm_M192","1.4","0","90"
"81001106","0","1","10011301","5011308","0","510112","1","0","0","0","0","1.1","Boss戰(VERYHARD)","bgm_M192","0","0","-40","0.8","100000","0","1","30","470","610011031","81001106","10011","1001103","3","2019/07/01 16:00:00","0","0","0","450","610011003","100","0","0.03","2019/07/18 15:59:59","-84","0","10011201","0.8","bgm_M192","1.4","0","90"
"81001106","0","0","10011401","0","0","0","1","0","0","0","0","0","0","bgm_M192","0","0","0","0","100000","0","1","0","0","610011041","81001106","10011","1001104","4","2019/07/01 16:00:00","0","0","0","0","610011004","100","0","0.03","2019/07/18 15:59:59","0","0","0","0","bgm_M192","1.4","0","90"
"81001205","0","0","10012101","5012301","1","510121","1","0","0","-50","0","1.1","BOSS戰(NORMAL)","bgm_M209","0","3","0","0.8","100000","0","1","20","1060","610012011","81001205","10012","1001201","1","2019/07/17 16:00:00","0","0","0","1270","610012001","100","0","0.03","2019/08/03 15:59:59","20","0","10012101","0.8","bgm_M209","1.5","0","90"
"81001206","0","0","10012201","5012302","1","510122","1","0","0","-50","0","1.1","BOSS戰(HARD)","bgm_M209","0","3","-175","0.8","100000","0","1","30","-2","610012021","81001206","10012","1001202","2","2019/07/17 16:00:00","0","0","0","-2","610012002","100","0","0.03","2019/08/03 15:59:59","-175","0","10012201","0.8","bgm_M209","1.5","0","90"
"81001206","0","1","10012301","5012308","0","510122","1","0","0","-50","0","1.1","Boss戰(VERYHARD)","bgm_M209","0","0","47","0.8","100000","0","1","30","500","610012031","81001206","10012","1001203","3","2019/07/17 16:00:00","0","0","0","510","610012003","100","0","0.03","2019/08/03 15:59:59","30","0","10012201","0.8","bgm_M209_02","1.5","0","90"
"81001206","0","0","10012401","0","0","0","1","0","0","-50","0","0","0","bgm_M209","0","0","0","0","100000","0","1","0","0","610012041","81001206","10012","1001204","4","2019/07/17 16:00:00","0","1","0","0","610012004","100","0","0.03","2019/08/03 15:59:59","0","0","0","0","bgm_M209_02","1.5","0","90"
"81001305","0","0","10013101","5013301","1","0","1","0","0","84","-48","1.1","BOSS戰(NORMAL)","bgm_M218","1","3","-40","0.2","100000","205","1","20","313","610013011","81001305","10013","1001301","1","2019/08/01 16:00:00","0","0","0","450","610013001","120","0","0.03","2019/08/19 15:59:59","29","0","10013102","1","bgm_M218","1","0","90"
"81001306","0","0","10013201","5013302","1","0","1","0","0","84","-41","1.1","BOSS戰(HARD)","bgm_M218","1","3","-40","-0.18","100000","73","1","30","-384","610013021","81001306","10013","1001302","2","2019/08/01 16:00:00","0","0","0","450","610013002","120","0","0.03","2019/08/19 15:59:59","41","0","10013201","1","bgm_M218","1","0","90"
"81001306","0","1","10013301","5013308","0","0","1","0","0","84","-40","1.1","Boss戰(VERYHARD)","bgm_M218","1","0","-40","0.2","100000","178","1","30","220","610013031","81001306","10013","1001303","3","2019/08/01 16:00:00","0","0","0","450","610013003","120","0","0.03","2019/08/19 15:59:59","52","0","10013201","1","bgm_M218","1","0","90"
"81001306","0","0","10013401","0","0","0","1","0","0","84","0","0","0","bgm_M218","0","0","0","0","100000","0","1","0","0","610013041","81001306","10013","1001304","4","2019/08/01 16:00:00","0","1","0","0","610013004","120","0","0.03","2019/08/19 15:59:59","0","0","0","0","bgm_M218","1","0","90"
"81000105","0","0","10014101","340","1","200010","1","0","0","-50","0","1","BOSS戰(NORMAL)","bgm_M47","0","3","-40","0.6","100000","0","1","20","796","610014011","81000105","10014","1001401","1","2019/08/16 16:00:00","0","0","0","770","610014001","270","0","0.03","2019/08/26 15:59:59","-76","0","10014101","1","bgm_M47","1.5","0","90"
"81000106","0","0","10014201","341","1","200010","1","0","0","-50","0","1","BOSS戰(HARD)","bgm_M47","0","3","-210","0.6","100000","0","1","30","70","610014021","81000106","10014","1001402","2","2019/08/16 16:00:00","0","0","0","60","610014002","270","0","0.03","2019/08/26 15:59:59","-180","0","10014201","1","bgm_M47","1.5","0","90"
"81000106","0","1","10014301","344","0","200010","1","0","0","-50","0","1","Boss戰(VERYHARD)","bgm_M47","0","0","-40","0.6","100000","0","1","30","520","610014031","81000106","10014","1001403","3","2019/08/16 16:00:00","0","0","0","470","610014003","270","0","0.03","2019/08/26 15:59:59","10","0","10014201","1","bgm_M47","1.5","0","90"
"81001505","0","0","10015101","5015301","1","510141","1","0","0","-50","0","1","BOSS戰(NORMAL)","bgm_M226","0","3","-95","0.7","100000","0","1","20","963","610015011","81001505","10015","1001501","1","2019/09/03 16:00:00","0","0","0","963","610015001","100","0","0.03","2019/09/18 15:59:59","-95","0","10015101","0.7","bgm_M226","1.3","0","90"
"81001506","0","0","10015201","5015302","1","510142","1","0","0","-50","0","1","BOSS戰(HARD)","bgm_M226","0","3","-4","0.7","100000","0","1","30","121","610015021","81001506","10015","1001502","2","2019/09/03 16:00:00","0","0","0","121","610015002","100","0","0.03","2019/09/18 15:59:59","-4","0","10015201","0.7","bgm_M226","1.3","0","90"
"81001506","0","1","10015301","5015308","0","510142","1","0","0","-50","0","1","Boss戰(VERYHARD)","bgm_M226","0","0","23","0.7","100000","0","1","30","500","610015031","81001506","10015","1001503","3","2019/09/03 16:00:00","0","0","0","500","610015003","100","0","0.03","2019/09/18 15:59:59","23","0","10015201","0.7","bgm_M226_02","1.3","0","90"
"81001506","0","0","10015401","0","0","0","1","0","0","-50","0","0","0","bgm_M226","0","0","0","0","100000","0","1","0","0","610015041","81001506","10015","1001504","4","2019/09/03 16:00:00","0","1","0","0","610015004","100","0","0.03","2019/09/18 15:59:59","0","0","0","0","bgm_M226_02","1.5","0","90"
"81000205","0","0","10016101","5002301","1","510021","1","0","0","0","0","1","BOSS戰(NORMAL)","bgm_M102","0","3","-30","0.6","100000","0","1","20","850","610016011","81000205","10016","1001601","1","2019/09/17 16:00:00","0","0","0","750","610016001","40","0","0.03","2019/09/27 15:59:59","20","0","10016101","1","bgm_M102","1.3","0","90"
"81000207","0","0","10016201","5002302","1","510022","1","0","0","0","0","1","BOSS戰(HARD)","bgm_M102","0","3","20","0.6","100000","0","1","30","150","610016021","81000207","10016","1001602","2","2019/09/17 16:00:00","0","0","0","140","610016002","40","0","0.03","2019/09/27 15:59:59","50","0","10016201","1","bgm_M102","1.3","0","90"
"81000207","0","1","10016301","344","0","510022","1","0","0","0","0","1","Boss戰(VERYHARD)","bgm_M102","0","0","-40","0.6","100000","0","1","30","500","610016031","81000207","10016","1001603","3","2019/09/17 16:00:00","0","0","0","450","610016003","40","0","0.03","2019/09/27 15:59:59","10","345","10016201","1","bgm_M102","1.3","0","90"
