c3d68de969c89c2d267a167cd6b9acb8895dfbd7ff97103b71682a5fb34ef3c8,b8f35f86c541596821e4f9f7690f123bb43a1737586b8da5678d514a5b6d5e09,350ad5b71b9e415d7dfec574b59a5fb1be375805f53a253e463a642712485843,6542db1bab06366d1e744699095adcf544534a50a37bbf4fc3025c118456d91f,dfb8fe00b44223ae7bb86dd319b89eb97c0ff8e3e53e968765e2c4e2fc1a18aa,4208ea94d9545d63d04e9926c68c9702fec817d869676c625874c1d02eb62402,3c1ee5013e3be78821d2acec6aa126e99c0ae0429d0236aea2daeacde20a65b7,82845b25ba522d8b9226879c6ce021291011c08dd2297fba07443ce9f3c5d5da,fa863c21b6ed0136aed9e27e1421aa95128a80ee43496ee4d4e2c2f84f1addc4,5ad7273fdd0ada0a20a633ef218c79ac25a1f47951910c8e88480a3579434358,08edb53a91c1a0f6ea3a23a3c970981e342492f689e612f0a678ba49293723f6,c9d6ec0ae9fe7607878f2c802bd38e56645047f12e36e8ab44f416f3bdaa7d40,a023b3c1d5ae076756742cdda20a8e18f5652e66af05b9420f27f5c4b6e06e1c,dcfd103e807f69d7ff4e2cfc0c1e789a51124979e40514dc4ec398ccfee75432,c3631699490b8141374b7daf0a1c637f9e319e79a9356c1c08b260bc91a9aff4,ef8de13399fd4b36c5f5721294dcb683ef4cf014190a217a5b642277b28de200,74d158c2e53f0210fd53e0cf9bc48688ee025db28efe1dceb23c478a36c025f1,b6e12cea8bd3e0201f05f4c00a4b0f3a17a781360422e2904fc31ba90cd3474d,b696691109b07cc1d8d472930c20c819f52f0bcf7b214b6d4fc90db936eff38b,75cef148079ce8170b7d4801e87d1bab59020d3861311c0c801ff4b20189c7b8,43f0f214c4aca495cae10b7af32bf66ddb8f4c3b3e44fae17ac7c74c252fd759,33c44d09aa0f4ad26947b2ffda22e9713a95e372904dd4f0ba368d226dd0c8db,30e2d7c905f8ac20fb41991907d583e1e492627ee1ad2bf105cc15787c5414d3,668dc3dd2c16211770886ca724d61de6e1228120efca2c35429e583b28d92fa6,b4c6d4ccfcbdce598b745d9e63d08da5d6c4d61e17cf3b1327366b378839b535,5addf7120c08b94351a6af3f06b441bd033a3360fcc6f8db41e668207f5bfcc5,9b641b2d97f3ced64dde9f460c75094a4ab254ad7f9c03546ad6db3ce52493b7,208f7a3ed1607d865a3bc4d77dcdf4dd4b4124df4bf330f57591d26fdd923fe8,57eed2dcc4357de9c7730e0b878bf5c1a036d4d60a07dacbbdbcf511a6feec7d,eaa1ef3c45a9ded08a5d5c8467a65e69b85cc5a930e501f7c565ba9f4b7cfd94,8fc947b7fca70f153e5b733213d2f26bd202528319604298b7163a7ab2c6a2e1,471232df4a440c7dacfbfb2378572516046dc30341bbfb81a14e442810b1b905,f73ec3520b5194042c8d260b3276f8437ca6a1707ba853d547f6315aca6bf649,238b13a079f4dad3cd8dab97c4050905ba00681cee8f07181e792311b5549077,e8cb602b3c91ea65bb6424e9e292a3052bdfa3fdaa942fb4d2d3a3539dad7ff1,4c42c52333be097926c46d671bc86d8da3d3c76cad779dfb59b71240319c104e,f1923f221162e257ccb7be20d29d4a34ba7423fd765fd44549d187e79b7ab646,ce79ba6d3cd658e5e4b05f18bebc945b1284a71e3d18983555e3639cbc7e52ef,772199987793daaf2437deb0cef699fdd302e476548f11f68a297296a47364e9,3eb928209d10237561f9d31977e1f751421a8ec46446e5e53cc4d640cb48037a,cecab088f8278230ff30adbdbf9b86ff2f51261c5af9a0caba68e7f87b815f52,2cb76c45a20d8accb80509b4a6c04d466f4d1cd39a868e6a17991dc23d82fcdf,b82961047f4ed17d1f8fecad03cfe8cb2ef232dc9b6ba5da35e4ef90aefe2e43,784aa9c4ccf60f3b3f5bbb4308314ca3f5a725e474211b541a5c92227190f5d7
"0","0","0","0","891","0","0","0","魔像","0","0","310","1109","2863593","3100","44","3100","924070101","3100","250700","0","0","0","0","0","3775","0","0","0","0","0","0","0","3100","0","0","3100","3100","1","200000001","0","0","0","0"
"0","0","0","0","801","0","0","0","哥布林護衛","0","0","310","1319","2663955","3100","44","3100","924070102","3100","251200","0","0","0","0","0","4364","0","0","0","0","0","0","0","3100","0","0","3100","3100","1","200000001","0","0","0","0"
"1","0","0","0","946","0","5","0","純的闇影","0","535","310","876","4144500","310","44","310","924070103","310","604701","0","0","0","6","0","10499","40","0","0","0","0","0","0","310","69","0","310","310","32","200000001","0","0","0","26"
"1","0","0","0","946","0","0","0","怜的闇影","0","1645","310","876","3453750","310","48","310","924070104","310","600301","0","0","0","6","0","21556","46","0","0","0","0","0","0","310","40","0","310","310","32","200000001","0","0","0","7"
"0","0","0","0","645","0","0","0","洞窟猿猴","0","0","310","792","2703750","3100","44","3100","924070105","3100","256800","0","0","0","0","0","16227","0","0","0","0","0","0","0","3100","0","0","3100","3100","1","200000001","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","0","924070106","100","217300","0","0","0","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","2239","0","0","0","生者劍士像","0","0","310","995","5736000","3100","44","3100","924070201","3100","251000","0","0","0","0","0","10609","0","0","0","0","0","0","0","3100","0","0","3100","3100","1","200000001","0","0","0","0"
"0","0","0","0","1120","0","0","0","石蜥","0","0","310","1244","4624000","3100","44","3100","924070202","3100","250200","0","0","0","0","0","29183","0","0","0","0","0","0","0","3100","0","0","3100","3100","1","200000001","0","0","0","0"
"1","0","0","0","338","0","0","0","莉莉（墮落）的闇影","0","1847","310","378","7368000","310","44","310","924070203","310","625801","0","0","0","5","0","53569","34","0","0","0","0","0","0","310","30","0","310","310","32","200000001","0","0","0","4"
"1","0","0","0","627","0","1","0","莫妮卡（魔法少女）的闇影","0","1755","310","654","6999600","310","44","310","924070204","310","614201","0","0","0","5","0","48013","33","0","0","0","0","0","0","310","870","0","310","310","32","200000001","0","0","0","14"
"0","0","0","0","374","0","0","0","噬岩怪","0","0","310","249","4320950","3100","44","3100","924070205","3100","258700","0","0","0","0","0","14666","0","0","0","0","0","0","0","3100","0","0","3100","3100","1","200000001","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","0","924070206","100","217300","0","0","0","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","2333","0","0","0","高等獸人","0","0","310","933","13001402","3100","44","3100","924070301","3100","252900","0","0","0","0","0","13040","0","0","0","0","0","0","0","3100","0","0","3100","3100","1","200000001","0","0","0","0"
"0","0","0","0","1866","0","0","0","樹精","0","0","310","1244","12735143","3100","44","3100","924070302","3100","251800","0","0","0","0","0","14398","0","0","0","0","0","0","0","3100","0","0","3100","3100","1","200000001","0","0","0","0"
"1","0","0","0","460","0","0","0","克蘿依的闇影","0","2753","310","621","9135162","310","64","310","924070303","310","610801","0","0","0","5","0","70605","28","0","0","0","0","0","0","310","30","0","310","310","32","200000001","0","0","0","48"
"1","0","0","0","903","0","0","0","美冬（工作服）的闇影","0","1308","310","1239","9375125","310","44","310","924070304","310","616901","0","0","0","5","0","67552","39","0","0","0","0","0","0","310","35","0","310","310","32","200000001","0","0","0","13"
"1","0","0","0","727","0","0","0","璃乃（奇幻）的闇影","0","2066","310","507","8585793","310","65","310","924070305","310","612901","0","0","0","5","0","73432","44","0","0","0","0","0","0","310","30","0","310","310","32","200000001","0","0","0","5"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","0","924070306","100","217300","0","0","0","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
