a14d183fc9cbfda4765a3a55b1420ed2d7a158e99888306c7d2dc1a255741a17,088c9353cad905c8d60f8e7977875d3edc2484fcbbb30061d006b706d19f27f1,ce95ac8695caf1b1e4bd4003e2afe19d9ecc4969f2c23029b5e90ca8c0d80c7e,c5b3f0ef2a4efcfe8994d11cf6ab7664db5e2a7fb75bd453534f2e7b7e701bfd,152813106af86579c00f1777a6b10cc5c4952464092d7b306329d65c545d7be2,817ee221da619ae65902f13987b893467f8580460e271517e321ff580c4024df,c1497f815dd1b0538d8653c650ba82fc0414854ed4ac5c55029aa29ff055267b,6174f8145f616137ee636814b641313cf441bf81d420d6bfec3c36e07776175d,7f23244f798345fffc4b77ef9ca8042a9737e55059dbb4a5a3d316c28ea74235,8f9f88df58ef516d622b5d1f83079900ee7d3c3bd89d86454369e68a084c7336,7fd3138fb3c737eeeb68df12c508f85b4c97bdc27d6cca69c2123a88e773ebe9,fbaed866977109105ddfd9da4f4097b6b0b9544b7f325ec4c400ed35208f918a,d8deb7040bc401b52fcc1935d957cc7b5815b1af6089c22011c29421242ff3d0,f91c06fedbdafb1abff8e34cb67604f8efa00790290ce85f831c225877d51c29,c8814c70cf8f3f834633cf3fafc31e07a8b362265e3b56ffcb53817ea0d96eff,6566ca907ebe49a3b8d0268038375ab1f7740ac907f830ca3df0334bea12b05a,e46af477ff6f2f120db1371948a887c566f0690de2dfea05773421dc74980ffe,7df782ac991505d9bcbfe87d3147916b394b0d4c059e4d36d33ddce2cb6f0432,d23e8945ae140b9e114fe378bc7f09d40ba64eb9bf28a41650f29c23963138d0,6f5cf978225c643f801ac84040b556c9388d7d0483729159443036495a8b36cc,021fad5c60bb6c56e9125957b0261a6ff4fa9d86a2e795ad49b742bbbf184d54,6c4a6605901f304e2fd6ad3e2f892d95fdab7bb5c21f16224a917f50898756da,3b54976b461005d42111fe00f1b978d158cab0ea8ea6c4f6801e9b29c74b3f56,d7f6a6bbed39c14b568e0a334f2856a8eeb0f065d15e32053fea1e7a6195129e
"在戰鬥中獲得勝利。","1","91002","2","-120","5","8","0","0","-356","15063001","31013","2","【暮光流星群】出動！","31056","2","5","11063","2015/12/17 15:00:00","0","5","300010","30","31009"
"在戰鬥中獲得勝利。","1","91002","2","-168","5","8","0","0","-214","15063002","31005","2","背面世界的戰鬥訓練","31053","2","5","11063","2015/12/17 15:00:00","0","5","300010","30","31043"
"在戰鬥中獲得勝利。","1","91002","2","-65","5","8","0","0","-84","15063003","31050","2","前往背面世界的畢業旅行？","31018","2","5","11063","2015/12/17 15:00:00","0","5","300010","30","31016"
"在戰鬥中獲得勝利。","2","91002","0","109","0","8","0","0","-116","15063004","0","0","《EX》成群的危險暗影","0","0","0","11063","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-120","5","8","0","0","614","15063005","31036","2","小小反轉大冒險","31004","2","5","11063","2015/12/17 15:00:00","0","5","300010","30","31020"
"在戰鬥中獲得勝利。","1","91002","2","51","5","8","0","0","655","15063006","31022","2","目標，出征背面世界？","31044","2","5","11063","2015/12/17 15:00:00","0","5","300010","30","31006"
"在戰鬥中獲得勝利。","2","91002","0","30","0","8","0","0","881","15063007","0","0","《EX》成群的危險暗影","0","0","0","11063","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-179","0","8","0","0","-247","15064001","0","0","代替招呼的背面世界火拼！","31065","2","5","11064","2015/12/17 15:00:00","0","5","300010","30","31066"
"在戰鬥中獲得勝利。","1","91002","2","-105","5","8","0","0","0","15064002","31034","2","新生意的甜～美香氣","31032","2","5","11064","2015/12/17 15:00:00","0","5","300010","30","31048"
"在戰鬥中獲得勝利。","2","91002","0","-90","0","8","0","0","159","15064003","0","0","《EX》危險的魔物‧胡狼與眼蔓","0","0","0","11064","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-79","0","8","0","0","453","15064004","0","0","用火箭拳擊退魔物！","90005","0","10","11064","2015/12/17 15:00:00","0","0","300010","30","0"
"在戰鬥中獲得勝利。","1","91002","2","58","5","8","0","0","570","15064005","31023","2","在背面世界野餐？","31028","2","5","11064","2015/12/17 15:00:00","0","5","300010","30","31021"
"在戰鬥中獲得勝利。","2","91002","0","-18","0","8","0","0","905","15064006","0","0","《EX》危險暗影與怪鳥獸","0","0","0","11064","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-123","5","8","0","0","-442","15065001","31011","2","妹妹們的照顧之戰","31006","2","5","11065","2015/12/17 15:00:00","0","5","300010","30","31022"
"在戰鬥中獲得勝利。","1","91002","2","117","5","8","1","51011","-289","15065002","31026","2","背面世界開拓記","31052","2","5","11065","2015/12/17 15:00:00","2","5","300010","30","31033"
"在戰鬥中獲得勝利。","2","91002","0","-162","0","8","0","0","-150","15065003","0","0","《EX》成群的危險暗影","0","0","0","11065","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-109","0","8","0","0","141","15065004","0","0","令人興奮的森林野餐！","31037","2","5","11065","2015/12/17 15:00:00","0","5","300010","30","31049"
"在戰鬥中獲得勝利。","1","91002","2","-34","1","8","0","0","332","15065005","51012","2","在甘海高舉大漁旗","31030","2","5","11065","2015/12/17 15:00:00","0","5","300010","30","31055"
"在戰鬥中獲得勝利。","2","91002","0","77","0","8","0","0","640","15065006","0","0","《EX》危險的魔物‧狂熊與翼龍","0","0","0","11065","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-56","1","8","0","0","-701","15066001","51013","2","支援背面世界復興總部","31180","2","5","11066","2015/12/17 15:00:00","0","5","300010","30","31185"
"在戰鬥中獲得勝利。","1","91002","2","109","0","8","0","0","-427","15066002","0","0","公主們的泡澡外交","31010","2","5","11066","2015/12/17 15:00:00","0","5","300010","30","31017"
"在戰鬥中獲得勝利。","2","91002","18","-180","0","8","0","0","-573","15066003","0","0","《EX》天才發明家三女，襲來","4102402","0","1","11066","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-25","5","8","1","51016","-165","15066004","31040","2","背面世界安全講習會","31015","2","5","11066","2015/12/17 15:00:00","2","5","300010","30","31012"
"在戰鬥中獲得勝利。","1","91002","2","-88","5","8","0","0","110","15066005","31042","2","背面世界登台！","31029","2","5","11066","2015/12/17 15:00:00","0","5","300010","30","31054"
