e0ba9fdc06b5a1ff9ccb9268437866cd648eb1820c4a3063de53b35a33a48915,a4a8bbfa307819a60676e0d0a0928ee885b61931f1d3d32d8e496f1828d7497f,47406ff4148f7cd11e824a9562a307c3b32901a9eb994f69a1e494e6fd46ca61,7d2eb419ed01c2d585c79345b9e123f5b1c4ad2d9aea0518228702f0af8c134b,b12156eb8904bc3361f80d5892facf330cbb5732753f9c4467906d5b03cb00b1,b9bb3bbe009ceb9897586937aa87d687151541b5311f4abcbc2b6139b8570722,be5ca928ed77615e07b01e2bd070d5df69c53331f5be796befce6eafd834f43c,089eb00cf6e4ae115099e140f936d06c5d65dcc059d3687877bb34e2e9b6e809,bced4201410e8583a7ab55b015516f84c208853881b0c3f11f801b397ca37e3f,27a04e4dc6562757790554c38ead4cfaa9c219ab137e86484b3b67f75b8f6299
"0","0","Pug","1","0","Mug","2110001","0","Bug","Hug"
"0","0","Technical","1","0","Technician","2110003","0","Technology","Techie"
"0","0","樹冰","1","0","暴風雪","2110005","0","雪崩","冰瀑"
"0","0","大理石","1","0","化石","2110006","0","磁鐵","黑曜石"
"0","0","Oceania","1","0","River","2110007","0","Ocean","Bay"
"0","0","Dash","1","0","Hashtag","2110008","0","At","Slash"
"0","0","建築物裡面","1","0","不會曬到太陽的地方","2110010","0","會曬到太陽的地方","總是很涼快的地方"
"0","0","更正","1","0","更替","2110011","0","更新","更動"
"0","0","虹村雪","1","0","風吹雪","2110012","0","暴風雪","六月雪"
"0","0","Orange","1","0","Apple","2110014","0","Grape","Banana"
"0","0","新幹線","1","0","拋物線","2110016","0","地平線","電話線"
"0","0","藍歷史","1","0","白歷史","2110018","0","黑歷史","紅歷史"
"0","0","味噌","1","0","味醂","2110019","0","醬油","醋"
"0","0","Truck","1","0","Bus","2110021","0","Track","Train"
"0","0","愈描愈黑","1","0","難上加難","2110022","0","火上加油","加油添醋"
"0","0","Heart","1","0","Brain","2110023","0","Liver","Stomach"
"0","0","啟動","1","0","開演","2110024","0","啟用","開場"
"0","0","line","1","0","loin","2110025","0","coin","cane"
"0","0","常服","1","0","服侍","2110026","0","服裝","便服"
"0","0","流水號","1","0","水標","2110028","0","水印","水章"
"0","0","Owl","1","0","Spider","2110031","0","Elephant","Cockroach"
"0","0","啷","1","0","浪","2110032","0","狼","朗"
"0","0","雪上加霜","1","0","錦上添花","2110034","0","如虎添翼","雪中送炭"
"0","0","前功盡棄","1","0","功虧一簣","2110035","0","不勞而獲","勞而無功"
"0","0","慘不忍睹","1","0","愛不忍釋","2110036","0","忍無可忍","隱忍不發"
"0","0","捕魷魚","1","0","煮菜","2110037","0","開除","攪和"
"0","0","遇到敵人","1","0","喜歡下棋","2110038","0","實力相當","棋藝很高"
"0","0","牽牛花","1","0","水仙","2110039","0","百合","茉莉花"
"0","0","Aware","1","0","Afraid","2110040","0","Keen","Nervous"
"0","0","Pitaya","1","0","Papaya","2110041","0","Parrot","Pineapple"
"0","0","六","1","0","川","2110042","0","氵","二"
"0","0","水","1","0","羊","2110043","0","冷","次"
"0","0","期","1","0","盟","2110044","0","朝","明"
"0","0","石榴","1","0","火龍果","2110045","0","榴蓮","釋迦"
"0","0","諠誓","1","0","宣示","2110046","0","宣誓","諠示"
"0","0","請床","1","0","起牀","2110047","0","起床","超床"
"0","0","未","1","0","非","2110049","0","不","無"
"0","0","未","1","0","不","2110050","0","非","無"
"0","0","未","1","0","不","2110051","0","無","非"
"0","0","無","1","0","不","2110052","0","未","非"
"0","0","有名無實","1","0","一頭栽進去","2110053","0","三分鐘熱度","照三餐問候"
"0","0","孤獨的","1","0","可拆解的","2110054","0","可溶解的","單一的"
"0","0","金榜題名時","1","0","久旱逢甘霖","2110056","0","春秋無義戰","他鄉遇故知"
"0","0","萬 ","1","0","十","2110058","0","百","千"
"0","0","七","1","0","九","2110060","0","十","八"
"0","0","與真步的羈絆","1","0","咕嚕靈波～","2111001","0","神奇真步魔法靈咕嚕靈波～","常保童話之心的公主"
"0","0","夢想成為超級巨星☆☆★","1","0","切嚕～☆","2111002","0","嘟嚕嚕嚕嚕～★","太讚了吧☆"
"0","0","頭部有雙角","1","0","有獸耳及獸尾","2111003","0","尖尖的長耳","人口最多"
"0","0","哇哇","1","0","咕咕","2111004","0","哞哞","嗡嗡"
