269f915f8be96db79ebeeebce29c7858a28c2eb8ebe98879c89b8df178784353,eaf4b0dcc0adc60b43312a10f090beff91f3420c69872360899827e240ec86f5,3959d3117a07434732854bef80f84b53586d6acfb8328297c87404ab987be3b3,1b2a05f6af06784c7e06a2f4983f07b4d4b880a73d0a05ebfcb2499a2aee2dc4,e29cfa0f7e76219b22db4b69f75159020a2c20f927ee060b1015266cbd6bd42b,333501bf8976146b56ba3d202f3f1fb86d97133f11194f40be81561918685b18,1db78eb842e75c1de4fdf17c59043e63ea87685088c44091cdaebd1c1e3c3877,8484ab82dd8f3dda8f7a49139b18961bb0ff18148f3220f2f59cc1934bf17c1e,70006dcc7eeb9a42ea211ab3755052fcb7b1494331ef2e98a236638ce2eb3cd0,d0e36d407995d6559a4edc3caa596aa3c777fbb5ea786c9130c14e05e3883961,dc69c39554e8e124c1fd24fb2cd4034b2421dd7f5943925eefd4b8b66206e5e2
"1001","90","1","78100111","1001","100111","bgm_MC294","bgm_MC294","第１戰","103624","78100111"
"1001","90","1","78100112","1001","100112","bgm_MC294","bgm_MC294","第２戰","103624","78100112"
"1001","90","1","78100113","1001","100113","bgm_MC294","bgm_MC294","第３戰","103624","78100113"
"1001","90","1","78100114","1001","100114","bgm_MC294","bgm_MC294","第４戰","103624","78100114"
"1001","90","2","78100115","1001","100115","bgm_MC295B","bgm_MC295B","第５戰","103624","78100115"
"1001","90","1","78100121","1001","100121","bgm_MC294","bgm_MC294","第１戰","103624","78100121"
"1001","90","1","78100122","1001","100122","bgm_MC294","bgm_MC294","第２戰","103624","78100122"
"1001","90","1","78100123","1001","100123","bgm_MC294","bgm_MC294","第３戰","103624","78100123"
"1001","90","1","78100124","1001","100124","bgm_MC294","bgm_MC294","第４戰","103624","78100124"
"1001","90","2","78100125","1001","100125","bgm_MC295B","bgm_MC295B","第５戰","103624","78100125"
"1001","90","1","78100131","1001","100131","bgm_MC294","bgm_MC294","第１戰","103624","78100131"
"1001","90","1","78100132","1001","100132","bgm_MC294","bgm_MC294","第２戰","103624","78100132"
"1001","90","1","78100133","1001","100133","bgm_MC294","bgm_MC294","第３戰","103624","78100133"
"1001","90","1","78100134","1001","100134","bgm_MC294","bgm_MC294","第４戰","103624","78100134"
"1001","90","2","78100135","1001","100135","bgm_MC295B","bgm_MC295B","第５戰","103624","78100135"
"1002","90","1","78100211","1002","100211","bgm_MC294","bgm_MC294","第１戰","103624","78100211"
"1002","90","1","78100212","1002","100212","bgm_MC294","bgm_MC294","第２戰","103624","78100212"
"1002","90","1","78100213","1002","100213","bgm_MC294","bgm_MC294","第３戰","103624","78100213"
"1002","90","1","78100214","1002","100214","bgm_MC294","bgm_MC294","第４戰","103624","78100214"
"1002","90","2","78100215","1002","100215","bgm_MC295B","bgm_MC295B","第５戰","103624","78100215"
"1002","90","1","78100221","1002","100221","bgm_MC294","bgm_MC294","第１戰","103624","78100221"
"1002","90","1","78100222","1002","100222","bgm_MC294","bgm_MC294","第２戰","103624","78100222"
"1002","90","1","78100223","1002","100223","bgm_MC294","bgm_MC294","第３戰","103624","78100223"
"1002","90","1","78100224","1002","100224","bgm_MC294","bgm_MC294","第４戰","103624","78100224"
"1002","90","2","78100225","1002","100225","bgm_MC295B","bgm_MC295B","第５戰","103624","78100225"
"1002","90","1","78100231","1002","100231","bgm_MC294","bgm_MC294","第１戰","103624","78100231"
"1002","90","1","78100232","1002","100232","bgm_MC294","bgm_MC294","第２戰","103624","78100232"
"1002","90","1","78100233","1002","100233","bgm_MC294","bgm_MC294","第３戰","103624","78100233"
"1002","90","1","78100234","1002","100234","bgm_MC294","bgm_MC294","第４戰","103624","78100234"
"1002","90","2","78100235","1002","100235","bgm_MC295B","bgm_MC295B","第５戰","103624","78100235"
"1003","90","1","78100311","1003","100311","bgm_MC294","bgm_MC294","第１戰","103624","78100311"
"1003","90","1","78100312","1003","100312","bgm_MC294","bgm_MC294","第２戰","103624","78100312"
"1003","90","1","78100313","1003","100313","bgm_MC294","bgm_MC294","第３戰","103624","78100313"
"1003","90","1","78100314","1003","100314","bgm_MC294","bgm_MC294","第４戰","103624","78100314"
"1003","90","2","78100315","1003","100315","bgm_MC295B","bgm_MC295B","第５戰","103624","78100315"
"1003","90","1","78100321","1003","100321","bgm_MC294","bgm_MC294","第１戰","103624","78100321"
"1003","90","1","78100322","1003","100322","bgm_MC294","bgm_MC294","第２戰","103624","78100322"
"1003","90","1","78100323","1003","100323","bgm_MC294","bgm_MC294","第３戰","103624","78100323"
"1003","90","1","78100324","1003","100324","bgm_MC294","bgm_MC294","第４戰","103624","78100324"
"1003","90","2","78100325","1003","100325","bgm_MC295B","bgm_MC295B","第５戰","103624","78100325"
"1003","90","1","78100331","1003","100331","bgm_MC294","bgm_MC294","第１戰","103624","78100331"
"1003","90","1","78100332","1003","100332","bgm_MC294","bgm_MC294","第２戰","103624","78100332"
"1003","90","1","78100333","1003","100333","bgm_MC294","bgm_MC294","第３戰","103624","78100333"
"1003","90","1","78100334","1003","100334","bgm_MC294","bgm_MC294","第４戰","103624","78100334"
"1003","90","2","78100335","1003","100335","bgm_MC295B","bgm_MC295B","第５戰","103624","78100335"
