396d8857fdb82fed5fdf824132a9b55b98f9ad61d0f8dc4735c20b342b26561a,4aa5c4be8f42353f3d45cb300ba09593b3258108da6b0ff8e4d3885f7a6a6f70,66e5102a294c94c17e675bd48e01766793cf2063447d7dd245d5f4fdf1b6a1b2,b5cf06c56468b0c380e1a65151aee040b3f7640dcec84d593e845b15aa46bc1e,154bc627ecee2d25c28534d80f5b37ed5e2a9d8b72e6094fbf2db617ef8642e1,ee5e75e59fbec2609fee72dae351c76bdc5a5ba5f3e18ecdf1b12a3e465b943f,83c74875c5a61f9cf08acf9cd69d46e9c9d6f58970c727b2a4be0cb4c13cb5fd,96c5c8aab8ac37f4742da83c64737ae81b64e557f4f3e5fab0e6dc7f02d47c20,935d14940b2c0f91e7510013edd9a07fd7a54e5772b4ff34540536e7c1c5253b,2a436e58b3aa3123484d10650a03c18ac375324eb5e61dd1cba490d5622ee59d,d86eaef6616446acd8550d459b15e611fc9d2f406d2ccdb882670d0d5ae20453,6f1e5e3d9e0c485e38b6de7f9ee9caf51ba86a58d2304d07abc96e7076d5ad94,44a56630d3ca9217cd4b2f37373f2d63ad67f223d42dafdd1938c277ce97e8a5,cef12bf3a2f2c1733d4b50ba059b317ab93dd582f1307801de7966ba6538fdbe,ec8f263fe26d25b7dc1b741602a7ec7144fec554d45afe85ad7d040430b2a51f,78567630b941b9ffeedf768f6e9d7e7269cbe0956542cd136758a2e53a9b8675,8bf443a15b7ce4a5409d1b673438a9a710ef2f70ec8ab6fd65aa9e8478f41884,4324c7b7ce02925fc46b6cb438b58670c41357b4c8eedcc962e6b9cdb76b0661,b85480257b481d05ccfa547ee85da2abc5ffc764dd9ae9d63853cdf02d0ca468
"0","5.5","0","610132501","1","289","0","10132","610132007","5","3","-60","12","3","1","","0","1","0"
"0","1.5","0","610132502","1","289","70","10132","610132008","5","1","-60","0","0","1","","0","2","0"
"0","1.5","0","0","1","289","0","10132","610132009","5","1","-60","0","0","1","","0","3","0"
"0","5.5","0","0","1.85","292","55","10134","610134007","5","1","-50","0","3","1","","0","1","0"
"0","1.5","0","610134502","1.85","292","0","10134","610134008","5","3","-50","30","0","1","","0","2","0"
"0","1.5","0","0","1.85","292","0","10134","610134009","5","1","-50","0","0","1","","0","3","0"
"0","5.5","0","610136501","1.1","295","0","10136","610136007","5","2","0","0","3","1","","600","1","0"
"0","1.5","0","0","1.5","295","84","10136","610136008","5","1","-50","0","0","1","","0","2","0"
"0","1.5","0","0","1.5","295","0","10136","610136009","5","1","-50","0","0","1","","0","3","0"
"0","5.5","0","0","0.85","295","75","10137","610137007","5","1","0","0","0","1","","0","1","0"
"0","1.5","0","0","0.85","295","50","10137","610137008","5","1","0","0","0","1","","0","2","0"
"0","1.5","0","0","0.85","295","0","10137","610137009","5","1","0","0","0","1","","0","3","0"
"0","5.5","0","0","1.4","298","77","10140","610140007","5","1","0","0","3","1","","0","1","0"
"0","1.5","0","0","1.4","298","52","10140","610140008","5","1","0","0","0","1","","0","2","0"
"0","1.5","0","0","1.4","298","0","10140","610140009","5","1","0","0","0","1","","0","3","0"
"0","5.5","0","0","1.45","301","76","10142","610142007","5","1","-33","0","3","1","","0","1","0"
"0","1.5","0","610142502","1.23","301","0","10142","610142008","5","2","-40","0","3","1","","600","2","0"
"0","1.5","0","0","1.45","301","0","10142","610142009","5","1","-33","0","0","1","","0","3","0"
"0","5.5","0","0","1","304","65","10144","610144007","5","1","-33","0","3","1","","0","1","0"
"0","1.5","0","610144502","0.85","304","0","10144","610144008","5","2","-40","0","3","1","","600","2","0"
"0","1.5","0","0","1","304","0","10144","610144009","5","1","-33","0","0","1","","0","3","0"
"0","5.5","0","610146501","0.87","307","0","10146","610146007","5","2","-45","0","3","1","","600","1","0"
"0","1.5","0","0","1.18","307","58","10146","610146008","5","1","-45","0","0","1","","0","2","0"
"0","1.5","0","0","1.18","307","0","10146","610146009","5","1","-45","0","0","1","","0","3","0"
"0","5.5","0","610148501","1.4","310","0","10148","610148007","5","2","-50","0","3","1","","600","1","0"
"0","1.5","0","0","1.7","310","68","10148","610148008","5","1","-50","0","0","1","","0","2","0"
"0","1.5","0","0","1.7","310","0","10148","610148009","5","1","-50","0","0","1","","0","3","0"
"0","5.5","0","0","1.35","313","71","10150","610150007","5","1","-33","0","3","1","","0","1","0"
"0","1.5","0","0","1.35","313","50","10150","610150008","5","1","-33","0","3","1","","0","2","0"
"0","1.5","0","0","1.35","313","0","10150","610150009","5","1","-33","0","0","1","","0","3","0"
