35a8d3b0a5430ea9fe42a97b53b68b412704689868f8832936373faa961ab6d8,6186116d12eeb0bb5127350a99fe474364555102ca098646228ee4994b226b50,0fbe5142fbe01f336e685b28d63d78d3cdaa501340c2f157d7452d4d88f74c47,c3205e71cfcc24a45fa47b63b26758ef27e72464e4c054a8d9dd5d69b1d32f73,1165d6ed7b383496685c1d3898c5801e16b802a690ddf51ed6139cf0fd6c880b,0110a87d4904166a970b287da6b15a4f0fe691eeafd8192591b246c048a7fad3,9b19ef9b59f6018a9033e85e3c1157eb022366b9afe7373ee8455ea4c0ac4f56,e44af253208f3cf9c55244a4dbedf760c9278ffbad0d9de0be486b56c1ee6911,87a938cb822468b7ba38c7c268adbdd627e68b32bb0d5a45f3d9cd6bc95244c1,4363d43bf62387276642f07aa0e1130297d4c649d473d68a1d763b873dca7f11,1c72394a537480273a4c6d8d9d62b888466586fa6263ca2ce8a36c418829b5b1,7e3f756f0f16f69736ee339734306a33026a2403f6ba7ecfc30eca35ffa18277,2192c93fd1e43fe4e3efea1dc143003575f9af5b549ac9e62c830084a36563ca,a092e1dd7f5a8568b3ffc6a5f502e8e4ef56cd0a1d9794fbac7c610c12fef99b,a3af7e3b0a056f945b385d9b98e1fa0b0da9fc09ee952bd9c5f9fbf3c8f37e0c,32b67bc29e490d38a5ec0f8f45b820a0a1339fa56d2ee6ccc30c7244353a68eb,f9169454b0814c3f76317723554d580cc62f298508627ef246d7e40fc9a4f764,6115e491730b19533a480621ce485bbf9921e66ae5f174a3747a1db8b8614a08,96fce7708bd0ec422db2c5ed7c7a78c089b089e4df14a0fbe5653e3a9656eca0,0538981fc2f1aa003d2572e3a11902bea51d30ef5405a06941113a960b5d050f,8dbb805aafefd06d367cfcb5f705828ba14dfd7bbfd78a049403a3c258c6d3b2
"0","2.4","-1","1","1","0","0","1","100100101","1","0","3","0","0","對敵方單體造成{0}的物理傷害","30","1","0","單體物理傷害+{0}","1","30"
"0","500","-1","99","1","0","0","1","100100102","1","0","3","0","0","","0","3","0","","3","50"
"0","1.08","400","99","1","0","0","2","100100103","1","0","3","0","0","對範圍內的敵人造成{0}的物理傷害","13.5","1","0","範圍物理傷害+{0}","1","13.5"
"0","1.6","-1","1","1","0","0","1","100100201","1","0","3","0","0","對敵方單體造成{0}的物理傷害","20","1","0","物理傷害+{0}","1","20"
"0","0.6","0","1","1","0","0","1","100100301","1","0","1","0","0","對敵方單體造成{0}的物理傷害","8","1","0","物理傷害+{0}","1","8"
"0","11","0","1","1","0","1","1","100100302","2","12","7","1","0","提升自身{0}的物理攻擊力","11","10","0","物理攻擊力提升+{0}","10","1"
"0","4.8","-1","1","1","0","0","1","100101101","1","0","3","0","0","對敵方單體造成{0}的物理傷害","60","1","0","單體物理傷害+{0}","1","60"
"0","3.6","600","99","1","0","0","2","100101102","1","0","3","0","0","對範圍內的敵人造成{0}的物理傷害","45","1","0","範圍物理傷害+{0}","1","45"
"0","1.6","-1","1","1","0","0","1","100101201","1","0","3","0","0","對敵方單體造成{0}的物理傷害","20","1","0","單體物理傷害+{0}","1","20"
"0","0.72","400","99","1","0","0","2","100101202","1","0","3","0","0","對範圍內的敵人造成{0}的物理傷害","9","1","0","範圍物理傷害+{0}","1","9"
"0","15","0","0","1","0","0","0","100150101","0","1","0","0","0","提升自身{0}的物理攻擊力","15","2","0","物理攻擊力提升+{0}","90","1"
"0","15","0","0","1","0","0","0","100151101","0","1","0","0","0","提升自身{0}的物理攻擊力","240","2","0","物理攻擊力提升+{0}","90","1"
"0","6","2160","99","1","0","0","3","100200101","2","0.45","3","0","0","回復我方全體{0}的HP","6","2","0","HP回復量+{0}","4","1"
"0","1.2","-1","1","1","0","0","1","100200201","1","0","3","0","0","對敵方單體造成{0}的魔法傷害","15","2","0","魔法傷害+{0}","1","15"
"0","0.23","2160","99","1","0","1","3","100200301","2","12","3","1","0","提升我方全體{0}的物理防禦力","0.23","20","0","物理防禦力提升+{0}","10","1"
"0","8","2160","99","1","0","0","3","100201101","2","0.6","3","0","0","回復我方全體{0}的HP","8","2","0","HP回復量+{0}","4","1"
"0","1.2","2160","99","1","0","1","3","100201102","2","18","3","1","0","提升我方全體{0}的物理防禦力","1.2","20","0","物理防禦力提升+{0}","10","1"
"0","18","2160","99","1","0","0","3","100201103","2","0","3","0","0","展開{0}傷害量的物理無效護盾","45","1","0","無效傷害量+{0}","6","45"
"0","18","2160","99","1","0","1","3","100201104","2","0","3","0","0","提升我方全體的行動速度","0","2","0","","8","2"
"0","1.6","-1","1","1","0","0","1","100201201","1","0","3","0","0","對敵方單體造成{0}的魔法傷害","20","2","0","魔法傷害+{0}","1","20"
"0","7.5","-1","1","1","0","1","1","100201202","1","12","3","1","0","降低敵方單體{0}的物理攻擊力","7.5","11","0","物理攻擊力降低+{0}","10","1"
"0","15","0","0","1","0","0","0","100250101","0","1","0","0","0","提升自身{0}的魔法攻擊力","15","4","0","魔法攻擊力提升+{0}","90","1"
"0","15","0","0","1","0","0","0","100251101","0","1","0","0","0","提升自身{0}的魔法攻擊力","15","4","0","魔法攻擊力提升+{0}","90","1"
"0","0","0","0","1","0","0","0","100251102","0","1","0","0","0","提升自身{0}的魔法防禦力","30","5","0","","90","1"
"0","4.8","-1","1","1","0","0","1","100300101","1","0","3","0","0","對敵方單體造成{0}的物理傷害","60","1","0","物理傷害+{0}","1","60"
"0","1.6","-1","1","1","0","0","1","100300201","1","0","3","0","0","對敵方單體造成{0}的物理傷害","20","1","0","物理傷害+{0}","1","20"
"100300302","0","0","1","1","0","0","1","100300301","2","0","7","100300303","0","","0","677","0","","28","0"
"0","1.8","4320","1","1","0","0","1","100300302","1","0","3","100300305","0","","0","1","0","","18","0.5"
"0","1.8","4320","1","1","0","0","1","100300303","1","0","3","100300306","0","","0","1","0","","18","1"
"100300305","0","0","1","1","0","0","1","100300304","2","0","7","100300306","0","","0","677","0","","28","0"
"0","1.6","-1","1","1","0","0","1","100300305","1","0","3","0","0","對敵方單體造成{0}的物理傷害","20","1","0","物理傷害+{0}","1","20"
"0","3.2","-1","1","1","0","0","1","100300306","1","0","3","0","0","","40","1","0","","1","40"
"0","9.6","-1","1","1","0","0","1","100301101","1","0","3","0","0","對敵方單體造成{0}的物理傷害","120","1","0","物理傷害+{0}","1","120"
"0","18","0","1","1","0","0","1","100301102","2","1","7","0","0","將風之刃暫時纏繞於身","77","0","0","","35","1"
"100301202","1","0","1","1","0","0","1","100301201","2","0","7","100301203","0","","2","677","0","","28","1"
"0","1.6","-1","1","1","0","0","1","100301202","1","0","3","0","0","對敵方單體造成{0}的物理傷害","20","1","0","物理傷害+{0}","1","20"
"0","3.2","-1","1","1","0","0","1","100301203","1","0","3","0","0","","40","1","0","","1","40"
"0","0.6","-1","1","1","0","1","1","100301204","1","12","3","1","0","降低敵方單體{0}的物理防禦力","0.6","21","0","物理防禦力降低+{0}","10","1"
"0","1.2","-1","1","1","0","1","1","100301205","1","24","3","1","0","","1.2","21","0","","10","1"
"0","15","0","0","1","0","0","0","100350101","0","1","0","0","0","提升自身{0}的物理攻擊力","15","2","0","物理攻擊力提升+{0}","90","1"
"0","15","0","0","1","0","0","0","100351101","0","1","0","0","0","提升自身{0}的物理攻擊力","15","2","0","物理攻擊力提升+{0}","90","1"
"0","0","0","0","1","0","0","0","100351102","0","1","0","0","0","提升自身{0}的最大HP","1125","1","0","","90","1"
"0","0","2160","1","1","0","0","2","100400101","1","0","3","0","1","","0","1","0","","7","0"
"0","1.62","300","99","1","0","0","2","100400102","1","0","1","0","0","對範圍內的敵人造成{0}的物理傷害","20.4","1","0","物理傷害+{0}","1","20.4"
"0","0.6","2160","1","1","0","0","3","100400201","1","0","3","0","1","對敵方單體造成{0}的物理傷害","8","1","0","物理傷害+{0}","1","8"
"0","100","2160","1","1","0","0","3","100400202","1","0","3","0","1","使一名敵人陷入黑暗狀態","0","70","0","造成黑暗的成功Lv+1","12","8"
"0","0.8","2160","1","1","0","0","2","100400301","1","0","14","0","0","對敵方單體造成{0}的物理傷害","10","1","0","物理傷害+{0}","1","10"
"0","3.75","2160","1","1","0","1","2","100400302","1","99","1","1","0","降低敵方單體{0}的物理攻擊力","3.75","11","0","物理攻擊力降低+{0}","10","1"
"0","5.5","0","1","1","0","1","1","100400303","2","99","7","1","0","提升自身{0}的物理攻擊力","5.5","10","0","物理攻擊力提升+{0}","10","1"
"0","2.16","2160","99","1","0","0","3","100401101","1","0","3","0","0","對敵方全體造成{0}的物理傷害","27","1","0","物理傷害+{0}","1","27"
"0","30","2160","99","1","0","0","3","100401102","1","18","3","1","0","降低全體敵人{0}物理攻擊力","30","11","0","物理攻擊力降低+{0}","10","1"
"0","1.25","2160","99","1","0","0","3","100401103","1","18","3","0","0","降低敵方全體的物理暴擊{0}","100","61","0","降低物理暴擊+{0}","10","1"
"0","0","2160","99","1","0","0","3","100401104","1","18","3","0","0","降低敵方全體物理攻擊暴擊時的傷害{0}%","25","111","0","","10","2"
"0","1.6","2160","1","1","0","0","3","100401201","1","0","3","0","1","對敵方單體造成{0}的物理傷害","20","1","0","物理傷害+{0}","1","20"
