b71c88b8f14ba3019b247a634e6594d6376329270d6e61f692be180c1915f684,d6450321ab024f85569430499de86c1be18d35ca123a4833ca9d6be584c414ec,35ac81296981976e0a027999df6ee552ad25302193924e3800e082bad27cef81,7963fb1a806788ce04a231e67a5b45bd522d4623b1ea18b2e0b51722b9eeb962,3a7e40b06cfc48c1af6d82f58a6f3bce464c169d119c72963e3ff84db1d53141,1b0acb4fba9185cd4193c099d22c301721ebb2b9a9e69376fd01bbe5cfdefac7,f428855863dcb04269032beeb64dfa6847d6852c4a860cbe8ebb759c2f3fc1b0,fe679b2e2da8d0f4ce41fb2a002350977d9552c1bfb5a78c5903721466d67d77,9116eee0a9d9fab815ddc4790a39ca2e9f11e7c233260487eca2a78efc7f1783,3836bf1eff22bedd7ad7798fc1c21510b36fa089c1d3df425bca7100d4160616,49dd514b4b9fbf376c7caf9b02cd7cdb42fd118db08bd4177515f7811d94548a,c48166743a3995fb754112620e96357a1d119ffc50d7490b4985871de935b620,8718f7d92de1f3dea43775159badc7378e540ce2e58c43b070d74610b1481bb6,d50beb6b83e11e56ebb1452fbe22d7789e8884591fe6c2a4ea55358063f7ee48,24f432811cbfd6d0703e50266575c992e5a7cc3ce33cc52d8bcba887aa681076,3267311bec88859fc8dc7fce284834dd8aaf620a8c9a69144249d8b1e77ea0db,2526c01e616a8bfd3eb42937022fc3187975132b7d5e9a740d53353f9feb2530,82a70bbcd67af42e51049515c9eb3b9b06ef886cd35dc715f92b74ba9ac29d42,10173d88bf98e7e13d34c88384171da837944b617d4ad5dd309c62179f92eec1
"2","2","2","10","0","1000","92407","2","0","25102","240701","1000","25015","abyss_reward_icon_masterpieces_piece","200","0","25014","1000000000","25021"
"2","2","2","300","0","1000","92407","2","0","25021","240702","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","2000000000","25011"
"2","2","2","10","0","1000","92407","2","0","25102","240703","1000","25015","abyss_reward_icon_masterpieces_piece","500","0","25014","3000000000","25021"
"2","2","2","500","0","1000","92407","2","0","25021","240704","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","4000000000","25011"
"2","2","2","10","0","1000","92407","2","0","25102","240705","1000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","5000000000","25021"
"2","2","2","1000","0","1000","92407","2","0","25021","240706","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","6000000000","25011"
"2","2","2","10","0","3000","92407","2","0","25102","240707","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","7000000000","25021"
"2","2","2","1000","0","3000","92407","2","0","25021","240708","3000","25013","abyss_reward_icon_astralshard","3000","0","25012","8000000000","25011"
"2","2","2","10","0","3000","92407","2","0","25102","240709","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","9000000000","25021"
"2","2","2","10","0","3000","92407","2","0","25102","240710","3000","25012","abyss_reward_icon_masterpieces_piece","1000","0","25011","10000000000","25021"
"2","2","2","10","0","3000","92407","2","0","25102","240711","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25013","12000000000","25021"
"2","2","2","1000","0","3000","92407","2","0","25021","240712","3000","25014","abyss_reward_icon_astralshard","3000","0","25012","16000000000","25011"
"2","2","2","1000","0","3000","92407","2","0","25021","240713","3000","25015","abyss_reward_icon_astralshard","3000","0","25014","20000000000","25013"
"2","2","2","1000","0","3000","92407","2","0","25021","240714","3000","25013","abyss_reward_icon_astralshard","3000","0","25012","25000000000","25011"
"0","2","0","10","0","0","92407","0","0","90005","240715","0","0","abyss_reward_icon_hiseki","0","0","0","30000000000","0"
"0","2","0","20","0","0","92407","0","0","90005","240716","0","0","abyss_reward_icon_hiseki","0","0","0","35000000000","0"
"0","2","0","30","0","0","92407","0","0","90005","240717","0","0","abyss_reward_icon_hiseki","0","0","0","40000000000","0"
"0","2","0","50","0","0","92407","0","0","90005","240718","0","0","abyss_reward_icon_hiseki","0","0","0","50000000000","0"
"2","2","2","10","0","1000","92408","2","0","25102","240801","1000","25015","abyss_reward_icon_masterpieces_piece","200","0","25014","1000000000","25021"
"2","2","2","300","0","1000","92408","2","0","25021","240802","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","2000000000","25011"
"2","2","2","10","0","1000","92408","2","0","25102","240803","1000","25015","abyss_reward_icon_masterpieces_piece","500","0","25014","3000000000","25021"
"2","2","2","500","0","1000","92408","2","0","25021","240804","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","4000000000","25011"
"2","2","2","10","0","1000","92408","2","0","25102","240805","1000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","5000000000","25021"
"2","2","2","1000","0","1000","92408","2","0","25021","240806","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","6000000000","25011"
"2","2","2","10","0","3000","92408","2","0","25102","240807","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","7000000000","25021"
"2","2","2","1000","0","3000","92408","2","0","25021","240808","3000","25013","abyss_reward_icon_astralshard","3000","0","25012","8000000000","25011"
"2","2","2","10","0","3000","92408","2","0","25102","240809","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","9000000000","25021"
"2","2","2","10","0","3000","92408","2","0","25102","240810","3000","25012","abyss_reward_icon_masterpieces_piece","1000","0","25011","10000000000","25021"
"2","2","2","10","0","3000","92408","2","0","25102","240811","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25013","12000000000","25021"
"2","2","2","1000","0","3000","92408","2","0","25021","240812","3000","25014","abyss_reward_icon_astralshard","3000","0","25012","16000000000","25011"
"2","2","2","1000","0","3000","92408","2","0","25021","240813","3000","25015","abyss_reward_icon_astralshard","3000","0","25014","20000000000","25013"
"2","2","2","1000","0","3000","92408","2","0","25021","240814","3000","25013","abyss_reward_icon_astralshard","3000","0","25012","25000000000","25011"
"0","2","0","10","0","0","92408","0","0","90005","240815","0","0","abyss_reward_icon_hiseki","0","0","0","30000000000","0"
"0","2","0","20","0","0","92408","0","0","90005","240816","0","0","abyss_reward_icon_hiseki","0","0","0","35000000000","0"
"0","2","0","30","0","0","92408","0","0","90005","240817","0","0","abyss_reward_icon_hiseki","0","0","0","40000000000","0"
"0","2","0","50","0","0","92408","0","0","90005","240818","0","0","abyss_reward_icon_hiseki","0","0","0","50000000000","0"
"2","2","2","10","0","1000","92409","2","0","25102","240901","1000","25015","abyss_reward_icon_masterpieces_piece","200","0","25014","1000000000","25021"
"2","2","2","300","0","1000","92409","2","0","25021","240902","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","2000000000","25011"
"2","2","2","10","0","1000","92409","2","0","25102","240903","1000","25015","abyss_reward_icon_masterpieces_piece","500","0","25014","3000000000","25021"
"2","2","2","500","0","1000","92409","2","0","25021","240904","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","4000000000","25011"
"2","2","2","10","0","1000","92409","2","0","25102","240905","1000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","5000000000","25021"
"2","2","2","1000","0","1000","92409","2","0","25021","240906","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","6000000000","25011"
"2","2","2","10","0","3000","92409","2","0","25102","240907","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","7000000000","25021"
"2","2","2","1000","0","3000","92409","2","0","25021","240908","3000","25013","abyss_reward_icon_astralshard","3000","0","25012","8000000000","25011"
"2","2","2","10","0","3000","92409","2","0","25102","240909","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","9000000000","25021"
"2","2","2","10","0","3000","92409","2","0","25102","240910","3000","25012","abyss_reward_icon_masterpieces_piece","1000","0","25011","10000000000","25021"
"2","2","2","10","0","3000","92409","2","0","25102","240911","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25013","12000000000","25021"
"2","2","2","1000","0","3000","92409","2","0","25021","240912","3000","25014","abyss_reward_icon_astralshard","3000","0","25012","16000000000","25011"
"2","2","2","1000","0","3000","92409","2","0","25021","240913","3000","25015","abyss_reward_icon_astralshard","3000","0","25014","20000000000","25013"
"2","2","2","1000","0","3000","92409","2","0","25021","240914","3000","25013","abyss_reward_icon_astralshard","3000","0","25012","25000000000","25011"
"0","2","0","10","0","0","92409","0","0","90005","240915","0","0","abyss_reward_icon_hiseki","0","0","0","30000000000","0"
"0","2","0","20","0","0","92409","0","0","90005","240916","0","0","abyss_reward_icon_hiseki","0","0","0","35000000000","0"
"0","2","0","30","0","0","92409","0","0","90005","240917","0","0","abyss_reward_icon_hiseki","0","0","0","40000000000","0"
"0","2","0","50","0","0","92409","0","0","90005","240918","0","0","abyss_reward_icon_hiseki","0","0","0","50000000000","0"
"0","4","0","50","0","0","92409","0","0","140001","240919","0","0","abyss_reward_icon_piece_p_heart","0","0","0","60000000000","0"
"0","4","0","50","0","0","92409","0","0","140001","240920","0","0","abyss_reward_icon_piece_p_heart","0","0","0","70000000000","0"
"2","2","2","10","0","1000","92410","2","0","25102","241001","1000","25015","abyss_reward_icon_masterpieces_piece","200","0","25014","1000000000","25021"
"2","2","2","300","0","1000","92410","2","0","25021","241002","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","2000000000","25011"
"2","2","2","10","0","1000","92410","2","0","25102","241003","1000","25015","abyss_reward_icon_masterpieces_piece","500","0","25014","3000000000","25021"
"2","2","2","500","0","1000","92410","2","0","25021","241004","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","4000000000","25011"
"2","2","2","10","0","1000","92410","2","0","25102","241005","1000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","5000000000","25021"
"2","2","2","1000","0","1000","92410","2","0","25021","241006","1000","25013","abyss_reward_icon_astralshard","1000","0","25012","6000000000","25011"
"2","2","2","10","0","3000","92410","2","0","25102","241007","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","7000000000","25021"
"2","2","2","1000","0","3000","92410","2","0","25021","241008","3000","25013","abyss_reward_icon_astralshard","3000","0","25012","8000000000","25011"
"2","2","2","10","0","3000","92410","2","0","25102","241009","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25014","9000000000","25021"
"2","2","2","10","0","3000","92410","2","0","25102","241010","3000","25012","abyss_reward_icon_masterpieces_piece","1000","0","25011","10000000000","25021"
"2","2","2","10","0","3000","92410","2","0","25102","241011","3000","25015","abyss_reward_icon_masterpieces_piece","1000","0","25013","12000000000","25021"
"2","2","2","1000","0","3000","92410","2","0","25021","241012","3000","25014","abyss_reward_icon_astralshard","3000","0","25012","16000000000","25011"
"2","2","2","1000","0","3000","92410","2","0","25021","241013","3000","25015","abyss_reward_icon_astralshard","3000","0","25014","20000000000","25013"
