053cfdfea1396a5995dbb56f1abaa77a21de21dfbbcdbe9af39426afb21a202a,1f22cfcefe2af231d94de1a0983e51aef13e52c8637c54745ab12ea3172209b8,e309c4036a2c6158a884afa5ede6f8e2c3f502411d7dd4829b22a6218a5d8adb,4c278b69e1b9d34428dfb6b1b281917d4c630381933cb6fae0b7abb3cf81fdff,ae2065581a4311f17b409e562cf0e7bd459c6168819499054f07f61c7544b6c4,eefb36f344ebf96c88b4f7a52aeadf86a4226fc42685ae1bfde8675b675b5c92,2f6694a79cccdc9752e1278a1576f83f0ac48e987a9e3356733def1da30e87fb,6e5a409044005118d981815410638ecf24f749dd34ccb096b1e905d1214e9094,3e43f0d137252fe602bbd7840b131783076155eb1053b0c9470d60a642e6e65d,84f054e078c15aee3ab9cf08eafc786f512c37ca1900db92410a332245c23098,6cc3cd772a58cca205d06d954e07e81e069fe86d5339543796160e7cafa3257d,738ed84561b18e17ecafc4919a20cfb05529b371be12f4640930867ef5fd6053,fcaaf78bd77b3372cd1f734fabaf43024c2f7b406448daf6e8c67604b1b13ed8,6d5d648a1c4c936986dd3ba3fcd8cea2ef248250aa3f57eab7ec034525ada6c2,9ba59f95a607247825c607cc8f5fef40b8f7dd751d7f259830b3113a3c7a95c3,796102a685a165a848e598d6a71183eea3fd79e6d96c995afd82a7fdf24d8f0e,d1449191e0aaa42f9d7c78fd5814c86d274afe51c65ad7f7e11d7f9a12a534a7,5f88ec25639d5c4160a400f7720e194d3534bbfcd7121e1ae70cd7c004e92346
"0","0","0","0","0","0","1","0","0","10000","0","0","0","8","91002","0","1","500"
"0","0","0","0","0","0","2","0","0","10000","0","0","0","8","91002","0","2","400"
"0","0","0","0","0","0","3","0","0","10000","0","0","0","8","91002","0","3","300"
"0","0","0","0","0","0","4","0","0","10000","0","0","0","8","91002","0","4","250"
"0","0","0","0","0","0","1","0","0","10001","0","0","0","8","91002","0","5","500"
"0","0","0","0","0","0","2","0","0","10001","0","0","0","8","91002","0","6","400"
"0","0","0","0","0","0","3","0","0","10001","0","0","0","8","91002","0","7","300"
"0","0","0","0","0","0","4","0","0","10001","0","0","0","8","91002","0","8","250"
"0","0","0","0","0","0","1","0","0","10002","0","0","0","8","91002","0","9","500"
"0","0","0","0","0","0","2","0","0","10002","0","0","0","8","91002","0","10","400"
"0","0","0","0","0","0","3","0","0","10002","0","0","0","8","91002","0","11","300"
"0","0","0","0","0","0","4","0","0","10002","0","0","0","8","91002","0","12","250"
"0","0","0","0","0","0","1","0","0","10003","0","0","0","8","91002","0","13","500"
"0","0","0","0","0","0","2","0","0","10003","0","0","0","8","91002","0","14","400"
"0","0","0","0","0","0","3","0","0","10003","0","0","0","8","91002","0","15","300"
"0","0","0","0","0","0","4","0","0","10003","0","0","0","8","91002","0","16","250"
"0","0","0","0","0","0","1","0","0","10004","0","0","0","8","91002","0","17","500"
"0","0","0","0","0","0","2","0","0","10004","0","0","0","8","91002","0","18","400"
"0","0","0","0","0","0","3","0","0","10004","0","0","0","8","91002","0","19","300"
