eb941c35cab6a0f96a655d352c78be28d056eae744626d100f32921db897fbec,ceea5246956655ea1d3fc88ac2a8ab21b254e47edb1bdfc80f743ee607e9b90d,caf9e35deb0d3c42f9ade4307261718f155f6c0e9b8f96823e0a5e068c9f022e,89ab32c789fe7ef207d37ef67c7c60904af95f5d531c454fe47532d454b02c6d,e2153efe3feac989d6fd1592b22c0a9b191513220bf5041e139ab0a3eaeec52c,be1c130f83d2d7294393fb45eec0a2dbcf23e54a1535846c9c85a9ad35f5c1b8,f31baf59f5fdc782a6c92a2af65d11491235980f8f9da94cf4007044c879d7d5,b30eb4441b3b23fd911f299207d832ada01bbf1f189e9d2d8cea360c3dd12099,f73b91c23ef54d6fc32d566d54eb3cc9a9f5529a454c5b603b444609eb271dbd,236552095a2725a8a99c48c6fddfe89a7aad70c521fa1ee94e6a0f35b1006cef,79ea3e9c567af9dd22f83d0c00e65c642f057a0ff2867245d16fd6034545aa3d
"1001","0","0","0","0","0","0","0","0","100701","0"
"1010","0","0","0","0","0","0","0","0","100301","0"
"1011","0","0","0","0","0","0","0","0","105201","0"
"1012","0","0","0","0","0","0","0","0","104601","0"
"1013","0","0","0","0","0","0","0","0","101301","0"
"1014","0","0","0","0","0","0","0","0","111001","0"
"1015","0","0","0","0","0","0","0","0","101801","0"
"1016","0","0","0","0","0","0","0","0","102001","0"
"1017","0","0","0","0","0","0","0","0","103001","0"
"1018","0","0","0","0","0","0","0","0","102801","0"
"1019","0","0","0","0","0","0","0","0","103301","0"
"1020","0","0","0","0","0","0","0","0","103601","0"
"1021","0","0","0","0","0","0","0","0","102301","0"
"1022","0","0","0","0","0","0","0","0","106101","0"
"1023","0","0","0","0","0","0","0","0","110901","0"
"1096","0","0","0","0","0","0","0","0","100101","0"
"1099","0","0","0","0","0","0","0","0","101201","0"
"1100","0","0","0","0","0","0","0","0","106501","0"
"1101","0","0","0","0","0","0","0","0","101601","0"
"1140","0","0","0","0","0","0","0","0","107101","0"
"1164","0","0","0","0","0","0","0","0","107001","0"
"1166","0","0","0","0","0","0","0","0","102801","0"
"1171","0","0","0","0","0","0","0","0","105901","0"
"1174","0","0","0","0","0","0","0","0","105701","0"
"1175","0","0","0","0","0","0","0","0","100601","0"
"1210","0","0","0","0","0","0","0","0","104301","0"
"1214","0","0","0","0","0","0","0","0","102801","0"
"1218","0","0","0","0","0","0","0","0","100701","0"
"1221","0","0","0","0","0","0","0","0","106801","0"
"1223","0","0","0","0","0","0","0","0","101001","0"
"1225","0","0","0","0","0","0","0","0","106001","0"
"1231","0","0","0","0","0","0","0","0","103801","0"
"1232","0","0","0","0","0","0","0","0","100701","0"
"1233","0","0","0","0","0","0","0","0","104901","0"
"1239","0","0","0","0","0","0","0","0","107001","0"
"1240","0","0","0","0","0","0","0","0","100801","0"
"1246","0","0","0","0","0","0","0","0","101601","0"
"1255","0","0","0","0","0","0","0","0","101301","0"
"1261","0","0","0","0","0","0","0","0","102001","0"
"1262","0","0","0","0","0","0","0","0","104301","0"
"1263","0","0","0","0","0","0","0","0","101101","0"
"1264","0","0","0","0","0","0","0","0","100801","0"
"1265","0","0","0","0","0","0","0","0","101701","0"
"1266","0","0","0","0","0","0","0","0","106001","0"
"1267","0","0","0","0","0","0","0","0","105301","0"
"2088","0","0","0","0","0","0","0","0","101001","0"
"2089","0","0","0","0","0","0","0","0","110901","0"
"2091","0","0","0","0","0","0","0","0","110901","0"
"2128","0","0","0","0","0","103801","0","0","101201","0"
"2129","105901","0","0","0","0","106001","0","0","105801","0"
"2130","103701","0","0","0","0","107101","100501","0","104701","0"
"2135","0","0","0","0","0","104301","0","0","101401","0"
"2137","104501","105301","0","0","0","100801","105501","0","103001","0"
"2139","105001","0","0","0","0","101801","0","0","101601","0"
"2143","107101","0","0","0","0","102901","0","0","104401","0"
"2148","100101","0","0","0","0","106601","106701","0","101101","0"
"2149","0","0","0","0","0","100601","0","0","102201","0"
"2151","103801","0","0","0","0","103701","101401","0","105301","0"
"2154","0","0","0","0","0","103201","0","0","102801","0"
"2157","103301","0","0","0","0","101001","0","0","105201","0"
"2162","0","0","0","0","0","102701","0","0","104901","0"
"2163","110901","0","0","0","0","111001","110801","0","104001","0"
"2164","101701","0","0","0","0","101001","0","0","104401","0"
"2167","101601","0","0","0","0","103001","0","0","101701","0"
"2169","106001","0","0","0","0","105901","102501","0","105801","0"
"2229","101401","0","0","0","0","101001","101701","0","104301","0"
"2230","0","0","0","0","0","0","0","0","106001","0"
"2231","102101","0","0","0","0","102301","102501","0","102801","0"
"2248","0","0","0","0","0","0","0","0","101601","0"
"2279","103601","0","0","0","0","102001","0","0","100401","0"
"2280","103801","0","0","0","0","103701","101401","0","105301","0"
"2281","104501","0","0","0","0","101801","0","0","104901","0"
"2282","106601","0","0","0","0","106501","0","0","106701","0"
"2283","103701","0","0","0","0","107101","100501","0","104701","0"
"2284","104201","0","0","0","0","102101","0","0","102301","0"
"2285","104601","0","0","0","0","103201","0","0","104801","0"
"2287","0","0","0","0","0","0","0","0","104001","0"
"2288","0","0","0","0","0","0","0","0","103601","0"
"2289","0","0","0","0","0","0","0","0","102101","0"
"2290","0","0","0","0","0","0","0","0","102101","0"
"3002","0","0","0","0","0","0","0","0","100901","0"
"3016","0","0","0","0","0","0","0","0","105901","0"
"3020","0","0","0","0","0","0","0","0","106001","0"
"3026","0","0","0","0","0","0","0","0","102001","0"
"3029","0","0","0","0","0","0","0","0","101201","0"
"3066","0","0","0","0","0","0","0","0","104001","0"
"3067","0","0","0","0","0","103801","0","0","101201","0"
"3068","0","0","0","0","0","0","0","0","107101","0"
"3069","0","0","0","0","0","0","0","0","100501","0"
"3070","0","0","0","0","0","0","0","0","102301","0"
"3073","0","0","0","0","0","0","0","0","104801","0"
"3074","0","0","0","0","0","0","0","0","104601","0"
"3075","0","0","0","0","0","0","0","0","101801","0"
"3076","0","0","0","0","0","0","0","0","105001","0"
"3077","0","0","0","0","0","0","0","0","100801","0"
"3080","0","0","0","0","0","0","0","0","106301","0"
"3082","0","0","0","0","0","0","0","0","109401","0"
"3085","0","0","0","0","0","0","0","0","111401","0"
"3086","0","0","0","0","0","102701","0","0","104901","0"
"3087","0","0","0","0","0","0","0","0","104501","0"
"3088","0","0","0","0","0","0","0","0","101701","0"
"3089","0","0","0","0","0","106601","0","0","106501","0"
"3090","0","0","0","0","0","0","0","0","102601","0"
"3091","0","0","0","0","0","0","0","0","101501","0"
"3103","0","0","0","0","0","0","0","0","100701","0"
"3124","0","0","0","0","0","0","0","0","102901","0"
"3134","0","0","0","0","0","0","0","0","100601","0"
"3143","105901","0","0","0","0","106001","106401","0","105801","0"
"3144","105901","0","0","0","0","106001","106401","0","105801","0"
"3145","0","0","0","0","0","0","0","0","106001","0"
"3146","0","0","0","0","0","102501","0","0","102801","0"
"3147","0","0","0","0","0","104901","0","0","101101","0"
"3148","0","0","0","0","0","104301","0","0","101401","0"
"3149","104501","105301","0","0","0","100801","105501","0","103001","0"
"3150","105001","0","0","0","0","101801","0","0","101601","0"
"3151","110801","0","0","0","0","111001","0","0","110901","0"
"3152","105901","100101","100201","0","0","106001","106401","100301","105801","0"
"3153","0","0","0","0","0","102601","0","0","103301","0"
"3154","0","0","0","0","0","105401","0","0","100301","0"
"3155","105401","0","0","0","0","104201","0","0","102901","0"
"3156","0","0","0","0","0","0","0","0","100801","0"
"3157","110801","0","0","0","0","111001","0","0","110901","0"
"3158","0","0","0","0","0","0","0","0","100701","0"
"3167","0","0","0","0","0","0","0","0","104501","0"
"3168","0","0","0","0","0","0","0","0","104501","0"
"3169","0","0","0","0","0","0","0","0","104501","0"
"3171","0","0","0","0","0","0","0","0","104501","0"
"3173","0","0","0","0","0","0","0","0","104501","0"
"3174","0","0","0","0","0","0","0","0","104501","0"
"3175","0","0","0","0","0","0","0","0","104501","0"
"3177","0","0","0","0","0","0","0","0","104501","0"
"3179","0","0","0","0","0","106601","0","0","106501","0"
"3244","105401","0","0","0","0","104201","0","0","102901","0"
"3245","105401","0","0","0","0","104201","0","0","102901","0"
"3287","0","0","0","0","0","0","0","0","101601","0"
"4017","103801","0","0","0","0","105201","102601","0","103301","0"
"4049","0","0","0","0","0","0","0","0","111001","0"
"4050","104801","0","0","0","0","104601","0","0","104001","0"
"4053","0","0","0","0","0","106601","0","0","106501","0"
"4054","106001","0","0","0","0","105901","0","0","105801","0"
"4087","0","0","0","0","0","0","0","0","110901","0"
"4088","0","0","0","0","0","0","0","0","111001","0"
"4200","0","0","0","0","0","0","0","0","105901","0"
"4204","0","0","0","0","0","0","0","0","101201","0"
"4212","0","0","0","0","0","0","0","0","101601","0"
"4218","0","0","0","0","0","0","0","0","107001","0"
"5003","0","0","0","0","0","0","0","0","104001","0"
"5032","0","0","0","0","0","0","0","0","105801","0"
"5035","0","0","0","0","0","0","0","0","105801","0"
"5036","0","0","0","0","0","0","0","0","104601","0"
"5038","101301","105101","0","0","0","100901","105601","0","102701","0"
"5039","100601","103101","0","0","0","102201","104401","0","100701","0"
"5040","104501","103001","0","0","0","100801","105501","0","105301","0"
"5041","105201","0","0","0","0","103301","103801","0","102601","0"
"5042","0","0","0","0","0","0","0","0","106801","0"
"5043","103701","0","0","0","0","107101","100501","0","104701","0"
"5044","104601","0","0","0","0","103201","0","0","104801","0"
"5049","0","0","0","0","0","0","0","0","105801","0"
"5103","0","0","0","0","0","0","0","0","101001","0"
"5107","105901","0","0","0","0","106001","106401","0","105801","0"
"5112","0","0","0","0","0","0","0","0","106801","0"
"5116","0","0","0","0","0","0","0","0","105901","0"
"5209","0","0","0","0","0","0","0","0","118001","0"
"5220","0","0","0","0","0","0","0","0","105901","0"
"5221","105901","0","0","0","0","106001","0","0","105801","0"
"5223","104401","0","0","0","0","102901","0","0","107101","0"
"6003","0","0","0","0","0","0","0","0","103601","0"
"6004","0","0","0","0","0","0","0","0","111001","0"
"6005","0","0","0","0","0","0","0","0","110901","0"
"6006","0","0","0","0","0","0","0","0","110801","0"
