97a7cff44c4295cf0cda556c1b07ac5f73157a6a03d664ad4efe94e1b1cd82ff,3b787d5e9bc61ed63d8f394a9c09c85f88e36271334e43a6b8e89ef5b249921d,5247379863eb51f74531149691045d7e6cc3049e61f9c9360b2102655406a345,84a6afcecf2eab8275aa27f4bb55279bf5df66ef34be8abc2ff1a3e13a9267c0,57cb7f522bf5af0ce5f0025d4a37b4d389afcdd33bbd0ae5461f62db393aa2be,de35ea92f74db45a0515c693800cb6af5f4f745598255761810ee4d9fdc50d0d,f5b08c22a6d492b239c330c5567555181fa1e693c8d952f0143e0473125465e2,a0a9e4d500fdbcae83e3533358062f66423bbdc24786775fc33a795ee1d5db98,5607ab098e8a45272b785c300bf9a8205f6070618d0a5fec1c1556e75840b4a2,5d2e91e6dd1bba0c1a5fe4556340ebc72678fabafbb4cfb42927e087d1225f99,f21357e09b1cade37d6f5423b76ba2094f67a2d597c5a30896a4cb039505b04e,0076b909678aa7b50f3b5a0ce9c7afaa22ff7783e4d3b5798b0e3be34fcefb49,18057bdab952b4ae51009c5d7db15af908fcc8027bbfe78f00ee2e10bb703ccc,4bda83220a9f6a70d0a26a73bf510262a699a81908f32426745384126a03ca18,ec55ce65a403b15343c79e293cc90da74fbe58ca955e5d579c58b42c28d1d7f5,924f819ab01c974109fff31b7207db7710b084222db3634b2810c74dcaf66f20,389acf6be3020d14775cf84832fbe11fe467d8f6b0ce479c49ec6e89feaa3643,dc4a81e21a41d22fd7047b15256a84027cfa0af7707bea1ccb4818be02debd6c,e80e4b2ff758afeccb2bf20f07422a497a953f3ba4bd84a6e1f0a35d6c473d3b,ce7eb1d049122431197dd2ceee920ba8eacd4ca904132e961b5cbd562c00e33d,2783d51ed3b6ba523f27af1604506f3380ae4ab12cb69bc1abc4631270ed78e4,31e624881319a8874060bd73303de9b4158e504549fcc2d9f603229d18886dbe,49162f370d61a54b77b66e6cafa0f85862af0775db5061ba462895c8728ab50f,b47fec11845d09c7f8b0f8c2f5a1c14889327d620cf0de58dfc25dea2161c137,fda8f8985c6ffb46d9a9eb03eede42c4771b7e93ee21a5ef3c91556d91a0ed7d,5a78feec752d487185d856e6acc893871e3a22da2078551064a9533dade1535b,a758ae749ec3405e9ec8978ddc044a7e2f3937a3ecee305a40eb28829f11d325,18d28c97bf903a84ffd8a362a0be23b874d9ee2626a3e7bb9b64971ae4780584,f6da0719b52856f17de53296eccf9ebe10b206e633561ca8e9ae5f1633de7035,aaea9d7849769de5bfb397137abc01a7ebf628dde99dc3dcdbac0db837c0fe34,6b6bcd517abef372ac33fd5d3f749d12a68158b3d0c97f119bb8b60f8c549dbc,a609e7e02d5bbea2055dee9a7e39c1bdc63193f18112d50207460f294a6ca21b,5bbca23240e2d66832f90fdc95fd1a7a27393509b46cc509f63220d86897d300,00803c8ac1caada06f55e36d9abbdb2736049e5027e7db369dcc47f2880c92fe,eb5c684932eb264a4c2be636c78ac36a3b0f554d3e1047a8364d83b0c4f029e4,07416c2d9cb3d3d1de561265677efaac0e65b31bf36ea8448f5f7ae3868c4b39,df4995cee41e37e05097bb403483169dfc5696ff1548382d37ecf66b4940ad4a,c41ace1f416ac244cb475a1a325b136b1790c0553ead641e50f620e77b20bac6,cdb4f568e2447fa36e2310d3bab428a37fb2e49a19693083cdd431488a521575,4d43d54cd4ec80d41e24bea8222d60c8584b98f770590e64d2d13eb14f4eb5dc
"1","1","1","1","30","0","1","1","10","200000006","0","1","1","3","1","0","0","620010001","1","1","329","1","200100","0","1","1","10","0","1","1","0","0","1","24","1","1","4","1","0","0"
"1","2","2","1","30","0","2","2","10","200000006","0","2","2","3","2","0","0","620010002","2","2","338","1","200100","0","2","2","10","0","2","2","0","0","2","28","2","2","9","2","0","0"
"1","3","3","1","30","0","3","3","10","200000006","0","3","3","4","3","0","0","620010003","3","3","347","1","200100","0","3","3","10","0","3","3","0","0","3","32","3","3","5","3","0","0"
"1","4","4","1","30","0","4","4","10","200000006","0","4","4","4","4","0","0","620010004","4","4","347","1","200100","0","4","4","10","0","4","4","0","0","4","32","4","4","5","4","0","0"
"1","5","5","1","30","0","5","5","10","200000006","0","5","5","4","5","0","0","620010005","5","5","349","1","200100","0","5","5","10","0","5","5","0","0","5","35","5","5","5","5","0","0"
"1","6","6","1","30","0","6","6","10","200000006","0","6","6","6","6","0","0","620010006","6","6","367","1","200100","0","6","6","10","0","6","6","0","0","6","48","6","6","7","6","0","0"
"1","7","7","1","30","0","7","7","10","200000006","0","7","7","7","7","0","0","620010007","7","7","413","1","200100","0","7","7","10","0","7","7","0","0","7","55","7","7","8","7","0","0"
"1","8","8","1","30","0","8","8","10","200000006","0","8","8","7","8","0","0","620010008","8","8","459","1","200100","0","8","8","10","0","8","8","0","0","8","62","8","8","9","8","0","0"
"1","9","9","1","30","0","9","9","10","200000006","0","9","9","8","9","0","0","620010009","9","9","505","1","200100","0","9","9","10","0","9","9","0","0","9","68","9","9","9","9","0","0"
"1","10","10","1","30","0","10","10","10","200000006","0","10","10","9","10","0","0","620010010","10","10","551","1","200100","0","10","10","10","0","10","10","0","0","10","75","10","10","10","10","0","0"
"1","11","11","1","30","0","11","11","10","200000006","0","11","11","9","11","0","0","620010011","11","11","598","1","200100","0","11","11","10","0","11","11","0","0","11","82","11","11","11","11","0","0"
"1","12","12","1","30","0","12","12","10","200000006","0","12","12","10","12","0","0","620010012","12","12","644","1","200100","0","12","12","10","0","12","12","0","0","12","89","12","12","12","12","0","0"
"1","13","13","1","30","0","13","13","10","200000006","0","13","13","11","13","0","0","620010013","13","13","690","1","200100","0","13","13","10","0","13","13","0","0","13","95","13","13","12","13","0","0"
"1","14","14","1","30","0","14","14","10","200000006","0","14","14","11","14","0","0","620010014","14","14","736","1","200100","0","14","14","10","0","14","14","0","0","14","102","14","14","13","14","0","0"
"1","15","15","1","30","0","15","15","10","200000006","0","15","15","12","15","0","0","620010015","15","15","782","1","200100","0","15","15","10","0","15","15","0","0","15","109","15","15","14","15","0","0"
"1","16","16","1","30","0","16","16","10","200000006","0","16","16","12","16","0","0","620010016","16","16","851","1","200100","0","16","16","10","0","16","16","0","0","16","123","16","16","15","16","0","0"
"1","17","17","1","30","0","17","17","10","200000006","0","17","17","12","17","0","0","620010017","17","17","919","1","200100","0","17","17","10","0","17","17","0","0","17","136","17","17","15","17","0","0"
"1","18","18","1","30","0","18","18","10","200000006","0","18","18","13","18","0","0","620010018","18","18","1296","1","200100","0","18","18","10","0","18","18","0","0","18","164","18","18","15","18","0","0"
"1","19","19","1","30","0","19","19","10","200000006","0","19","19","13","19","0","0","620010019","19","19","1482","1","200100","0","19","19","10","0","19","19","0","0","19","177","19","19","15","19","0","0"
"1","20","20","1","30","0","20","20","10","200000006","0","20","20","13","20","0","0","620010020","20","20","1563","1","200100","0","20","20","10","0","20","20","0","0","20","186","20","20","16","20","0","0"
"1","21","21","1","30","0","21","21","10","200000006","0","21","21","15","21","0","0","620010021","21","21","1784","1","200100","0","21","21","10","0","21","21","0","0","21","206","21","21","18","21","0","0"
"1","22","22","1","30","0","22","22","10","200000006","0","22","22","17","22","0","0","620010022","22","22","2005","1","200100","0","22","22","10","0","22","22","0","0","22","225","22","22","20","22","0","0"
"1","23","23","1","30","0","23","23","10","200000006","0","23","23","18","23","0","0","620010023","23","23","2225","1","200100","0","23","23","10","0","23","23","0","0","23","245","23","23","21","23","0","0"
"1","24","24","1","30","0","24","24","10","200000006","0","24","24","20","24","0","0","620010024","24","24","2446","1","200100","0","24","24","10","0","24","24","0","0","24","264","24","24","23","24","0","0"
"1","25","25","1","30","0","25","25","10","200000006","0","25","25","21","25","0","0","620010025","25","25","2701","1","200100","0","25","25","10","0","25","25","0","0","25","267","25","25","24","25","0","0"
