2826e3645732f85d27d3ae1f857395c96bcb96372d8e64535c8fdbe13fb09576,74d56528efc2aea09f3c94f880bd384a761ba3dbbf07da595a00368fb394dab4,12766a7734a6f39db162d3afa28cee8aedd4582b00141310e3525b9666f8e761,ecf9f8c6a015e5b33aca9715ffd137aeadefcf60767aed250a4bf16be4f77f0c,9886f2715086df73fc9611991e0ca0b97f1f473781d722f5023e71a9cc695653,081714a502d7150bb82a9b7f291767fc4560078646454c2fa62fb4ebcf8cc15a,ebb784379a79d37b5d86a530dd744332d108f2b3a33c7352240bae7804257c4f,f9443d45e877d788b7d6fe8d8b36027af225a4c417dd453f3ecd048ed5dc0788,66a4404b5c964fe50bbed04cb19c617e0bba0d0251edb53547734043fed41649,5141b5160acd39298468db0742f5326f8fe75de4c452117f9401fdbfe44629c5,99210a6fbbbfe39fa2b3b026e0db52575755eddf125466f02cf1df3a50b3614e,c8581e254cf6230a5ac77cf3e8a6c39749256c9a2f3e243a984e421862b564ad,0e6de857200562f59911a5221f5d4b707dc6e77c1a03cd1689d2192f315554a0,5112033cf7d2a4f01f71dca3eb12befb7f4d16171a17188768740bf8e0b417cd,7dc07ea6764621564bf9a3d45283191a9401813f5b1b32e7c3e55ebec0504ba6,4a5e1e02d646cae76e5e8cf0cc3a0547e1d5fa4b905326f5db4e03e7dc102d60,648812a9ddc993f2083fe7bde9279ffe8dfb2066b416b7b332812dfe67efe3dd,244015c0039e6682c00d7de1b4b9da8b8cac399982cabcb5912f6d5d4a2ebcef,be28679034d162322b95d2f60c214a470d57c46e214d787d78ea03d00e33a4fe,9b42d24453bf2bd0c7bd78380f82f33e03f0f270923bd7d70e3dae90bd42123f,68ea34e3ebee126dc102f5cd3b3f7ff8595b3b2c0173b41849c4461e4188203f,4db0ff6f1a35d282b38ae3ca80b88941ec036b8e9122dd8e23136466a7014aa1,b72f96f1fdd6b52277802db3bcf27e13e75b3327d22667e368b1f4d913db958f,f06899bb2c193d7995a815e3322dac1f9f60e069a57325165e1ad5c9c2c331e7,d96b159d829e0b78309e57a3946e60100b1c563c6838a3cffff1d904a23b3ba3,c06cb836a964b1442caf2ac044f35029dc98bc36c63c1713dafedf698423ba14
"81001","25","0","0","25011","0","10","紅焰的深域1-1","10","81001001","100160","0","381001001","2030/12/17 14:59:59","10","215","181001001","25021","810010011","0","0","90","2024/06/14 16:00:00","182100","10","281001001"
"81001","100","200","0","25011","0","10","紅焰的深域1-2","10","81001002","100160","0","381001002","2030/12/17 14:59:59","10","215","181001002","25021","810010021","0","0","90","2024/06/14 16:00:00","182100","10","281001002"
"81001","175","400","0","25011","0","10","紅焰的深域1-3","10","81001003","100160","0","381001003","2030/12/17 14:59:59","10","215","181001003","25021","810010031","0","0","90","2024/06/14 16:00:00","182100","10","281001003"
"81001","50","550","0","25011","0","10","紅焰的深域1-4","10","81001004","100160","0","381001004","2030/12/17 14:59:59","10","215","181001004","25021","810010041","0","0","90","2024/06/14 16:00:00","182100","10","281001004"
"81001","125","750","0","25011","0","10","紅焰的深域1-5","10","81001005","100160","0","381001005","2030/12/17 14:59:59","10","215","181001005","25021","810010051","0","0","90","2024/06/14 16:00:00","182100","10","281001005"
"81001","200","950","0","25011","0","10","紅焰的深域1-6","10","81001006","100170","0","381001006","2030/12/17 14:59:59","10","215","181001006","25021","810010061","0","0","90","2024/06/14 16:00:00","182100","10","281001006"
"81001","25","1100","0","25011","0","10","紅焰的深域1-7","10","81001007","100160","0","381001007","2030/12/17 14:59:59","10","215","181001007","25021","810010071","0","0","90","2024/06/14 16:00:00","182100","10","281001007"
"81001","100","1300","0","25011","0","10","紅焰的深域1-8","10","81001008","100160","0","381001008","2030/12/17 14:59:59","10","215","181001008","25021","810010081","0","0","90","2024/06/14 16:00:00","182100","10","281001008"
"81001","175","1500","0","25011","0","10","紅焰的深域1-9","10","81001009","100160","0","381001009","2030/12/17 14:59:59","10","215","181001009","25021","810010091","0","0","90","2024/06/14 16:00:00","182100","10","281001009"
"81001","50","1750","0","25011","0","10","紅焰的深域1-10","10","81001010","81001","0","381001010","2030/12/17 14:59:59","10","215","181001010","25021","810010101","0","0","90","2024/06/14 16:00:00","182100","10","281001010"
"81001","25","2000","0","25011","0","10","紅焰的深域2-1","20","81001011","100160","0","381001011","2030/12/17 14:59:59","10","215","181001011","25021","810010111","0","0","90","2024/06/14 16:00:00","182100","10","281001011"
"81001","100","2200","0","25011","0","10","紅焰的深域2-2","20","81001012","100160","0","381001012","2030/12/17 14:59:59","10","215","181001012","25021","810010121","0","0","90","2024/06/14 16:00:00","182100","10","281001012"
"81001","175","2400","0","25011","0","10","紅焰的深域2-3","20","81001013","100160","0","381001013","2030/12/17 14:59:59","10","215","181001013","25021","810010131","0","0","90","2024/06/14 16:00:00","182100","10","281001013"
"81001","50","2550","0","25011","0","10","紅焰的深域2-4","20","81001014","100160","0","381001014","2030/12/17 14:59:59","10","215","181001014","25021","810010141","0","0","90","2024/06/14 16:00:00","182100","10","281001014"
"81001","125","2750","0","25011","0","10","紅焰的深域2-5","20","81001015","100160","0","381001015","2030/12/17 14:59:59","10","215","181001015","25021","810010151","0","0","90","2024/06/14 16:00:00","182100","10","281001015"
"81001","200","2950","0","25011","0","10","紅焰的深域2-6","20","81001016","100170","0","381001016","2030/12/17 14:59:59","10","215","181001016","25021","810010161","0","0","90","2024/06/14 16:00:00","182100","10","281001016"
"81001","25","3100","0","25011","0","10","紅焰的深域2-7","20","81001017","100160","0","381001017","2030/12/17 14:59:59","10","215","181001017","25021","810010171","0","0","90","2024/06/14 16:00:00","182100","10","281001017"
"81001","100","3300","0","25011","0","10","紅焰的深域2-8","20","81001018","100160","0","381001018","2030/12/17 14:59:59","10","215","181001018","25021","810010181","0","0","90","2024/06/14 16:00:00","182100","10","281001018"
"81001","175","3500","0","25011","0","10","紅焰的深域2-9","20","81001019","100160","0","381001019","2030/12/17 14:59:59","10","215","181001019","25021","810010191","0","0","90","2024/06/14 16:00:00","182100","10","281001019"
"81001","50","3750","0","25011","0","10","紅焰的深域2-10","20","81001020","81001","0","381001020","2030/12/17 14:59:59","10","215","181001020","25021","810010201","0","0","90","2024/06/14 16:00:00","182100","10","281001020"
"81001","25","4000","0","25011","0","10","紅焰的深域3-1","30","81001021","100160","0","381001021","2030/12/17 14:59:59","10","215","181001021","25021","810010211","0","0","90","2024/06/14 16:00:00","182100","10","281001021"
"81001","100","4200","0","25011","0","10","紅焰的深域3-2","30","81001022","100160","0","381001022","2030/12/17 14:59:59","10","215","181001022","25021","810010221","0","0","90","2024/06/14 16:00:00","182100","10","281001022"
"81001","175","4400","0","25011","0","10","紅焰的深域3-3","30","81001023","100160","0","381001023","2030/12/17 14:59:59","10","215","181001023","25021","810010231","0","0","90","2024/06/14 16:00:00","182100","10","281001023"
"81001","50","4550","0","25011","0","10","紅焰的深域3-4","30","81001024","100160","0","381001024","2030/12/17 14:59:59","10","215","181001024","25021","810010241","0","0","90","2024/06/14 16:00:00","182100","10","281001024"
"81001","125","4750","0","25011","0","10","紅焰的深域3-5","30","81001025","100160","0","381001025","2030/12/17 14:59:59","10","215","181001025","25021","810010251","0","0","90","2024/06/14 16:00:00","182100","10","281001025"
"81001","200","4950","0","25011","0","10","紅焰的深域3-6","30","81001026","100170","0","381001026","2030/12/17 14:59:59","10","215","181001026","25021","810010261","0","0","90","2024/06/14 16:00:00","182100","10","281001026"
"81001","25","5100","0","25011","0","10","紅焰的深域3-7","30","81001027","100160","0","381001027","2030/12/17 14:59:59","10","215","181001027","25021","810010271","0","0","90","2024/06/14 16:00:00","182100","10","281001027"
"81001","100","5300","0","25011","0","10","紅焰的深域3-8","30","81001028","100160","0","381001028","2030/12/17 14:59:59","10","215","181001028","25021","810010281","0","0","90","2024/06/14 16:00:00","182100","10","281001028"
"81001","175","5500","0","25011","0","10","紅焰的深域3-9","30","81001029","100160","0","381001029","2030/12/17 14:59:59","10","215","181001029","25021","810010291","0","0","90","2024/06/14 16:00:00","182100","10","281001029"
"81001","50","5750","0","25011","0","10","紅焰的深域3-10","30","81001030","81001","0","381001030","2030/12/17 14:59:59","10","215","181001030","25021","810010301","0","0","90","2024/06/14 16:00:00","182100","10","281001030"
"81001","25","6000","0","25011","0","10","紅焰的深域4-1","60","81001031","100160","0","381001031","2030/12/17 14:59:59","10","215","181001031","25021","810010311","0","0","90","2024/06/14 16:00:00","182100","10","281001031"
"81001","100","6200","0","25011","0","10","紅焰的深域4-2","60","81001032","100160","0","381001032","2030/12/17 14:59:59","10","215","181001032","25021","810010321","0","0","90","2024/06/14 16:00:00","182100","10","281001032"
"81001","175","6400","0","25011","0","10","紅焰的深域4-3","60","81001033","100160","0","381001033","2030/12/17 14:59:59","10","215","181001033","25021","810010331","0","0","90","2024/06/14 16:00:00","182100","10","281001033"
