e544454a1d7eb128788c7056e119b871da6da0cbdd959923a85c442a12361f77,1c6c1ec8ca042f1514e5894da87881219cc0ac17b5da92dbccb1470908b24f6c,57714946f64c92153d4c9a4bd19a75105d91e05ee821f3c9107a895abcb447ba,5c668be596dd99170818d543caf992a920d241c655be130ed4e1809cd4333e01,7dc9472ebf83822a878b9ea0441dc090dbb23528ad27e3545f31fd4bdcc681b4,3795cb7ff5f0298115093dafaf4b69ad78a76cdd046e06d5b748a65ce3d7de1d,6d97722510dd903e7610ae2eb33f5bf53ef6c209f8851e58a82fab2bb035336f,e67c32da8e4502343aa09587082a6881cf85892c722e4af42c7c5f33ae6f15a3,6c55d63bb8c2d8bae1be38289105dae8648aac6c05ccf3798ae7f52ee2c4fe13,a7e264dc2325d1e59e5145318989a7af36cf7deb1fd8e6f06d79d027be85e6df,0fd75bfce5cd4a02a3345ec10ca500c7d201f4bd306ad2af396d29527b9a941d,672d6b6caa1f95d5f600100826f68ff824a207dadf6b574793beab4834300209,ea6ee08e73e69e0fe6dff1daecedf0d381c223e554f97b87b12088a29efeb373,9cff9e4b05bcd0e4797ea141ce9690d0b4e0774c1cd088821a8444da103c2447,81e87dacd1f6f16683d915f604c395b0d26220d82e1bfc306f1f9a20560c46e6,a1bcb1dbbed7cafca4889380a4e9cd41b234e44062b22f7ca71ce1f3176201f2,5c6407c907fcad41548b7d0d529ca662f9e4034d0ffdef5fd7cb851ed29d473c,20e3ddbef6383d4716f31eb8e4e8d75b543a1678e57754585e6fc49d4f9ab442
"0","20000","0","0","0","0","0","12","分數累積獲得 20000 分","0","0","0","0","5000","94002","1","0","0"
"0","40000","0","0","0","0","0","12","分數累積獲得 40000 分","0","0","0","0","10000","94002","2","0","0"
"0","60000","0","0","0","0","0","12","分數累積獲得 60000 分","0","0","0","0","15000","94002","3","0","0"
"0","80000","0","0","0","0","0","12","分數累積獲得 80000 分","0","0","0","0","20000","94002","4","0","0"
"0","100000","0","0","0","0","2","8","分數累積獲得 100000 分","0","0","5","0","50","91002","5","0","23001"
"0","120000","0","0","0","0","0","12","分數累積獲得 120000 分","0","0","0","0","25000","94002","6","0","0"
"0","140000","0","0","0","0","0","12","分數累積獲得 140000 分","0","0","0","0","30000","94002","7","0","0"
"0","160000","0","0","0","0","0","12","分數累積獲得 160000 分","0","0","0","0","35000","94002","8","0","0"
"0","180000","0","0","0","0","0","12","分數累積獲得 180000 分","0","0","0","0","40000","94002","9","0","0"
"0","200000","0","0","0","0","2","8","分數累積獲得 200000 分","0","0","5","0","50","91002","10","0","23001"
"0","220000","0","0","0","0","0","12","分數累積獲得 220000 分","0","0","0","0","55000","94002","11","0","0"
"0","240000","0","0","0","0","0","12","分數累積獲得 240000 分","0","0","0","0","35000","94002","12","0","0"
"0","260000","0","0","0","0","0","12","分數累積獲得 260000 分","0","0","0","0","40000","94002","13","0","0"
"0","280000","0","0","0","0","0","12","分數累積獲得 280000 分","0","0","0","0","45000","94002","14","0","0"
"0","300000","0","0","0","2","8","15","分數累積獲得 300000 分","0","10","150","0","1","11001039","15","23001","91002"
