7757439a1908922adf92a0d9837151572e432c4b6e11a9903489a4823af96711,61560c75510b0acea85dd963a4b2f8a55521026c80acfa061bad07a17594c151,504f7e69cd223e37a0d22708c5d3aa9761796841ec52df1423ee119bb4526dc0,6128de414fb6697ba3492a7d399788e2ab15d4d6af41b5fed6381538210d7d75,0d411d76f9f990ad089a27f633c62d6aa7840bf8b3dce630d97e72b35073cb02,6520264a54f70e7c6683e40e9d08c6af3140ad6d80d987b43cf8045758fe93f3,4eb177237f0b9597fa4901de4118aa9dae8026654a50d2c7f0d5677d4449634e,7fddce3950c5ebe0f6fb9040118e16baf0ade2f5a05b0da16ea7f829f67c10d3,cc8e97cf9e7a36541e41fda60fdc73c0df3ced768c8da300c05a7e29a20fc2a3,21d42d224af63feaa73672dbd283dc244b3153c48b1d075813de4ea77d5db46a,9d1d825fcd40760b657ea42965a3859d0677d9e5140c205ca79e901a656405bc,b82a588b5fd3829a0895f5877044c6e2867054ce29dc8d261024f88521107522,44918317b66702314af426d21f8057732711abdee2c3289836ff68a5caf2f031,5dd8c784e3e515bb73d21e811ccd329a7e512cae89353d296f8477a32f14e6ee,aeec4467289e5b7c93c86b4eb59b885b5b905101367659506c0e5d1d9b28ac00,8fdcfa4e62b7066745e977e6e26a2299bea2720fd816ec9be3c799a867c73162,5b500a2deaca80aa890f70436dc2d9f945a90fad78569c6c257a6e4ff166d251,b39fe61bae492d257dc1266a5ec4f4b00618183c95f4d551dee2b10342586306,18051b6e1ff0cb7d6db4a7a6693ef40c7ab807e0f007f45363e749595c2932a4,a398d81609631d3f368aceaafcfd78f52c6d34e0f46606c9ffae28cbfed073ab,adabca7c1efa28ce247f2f0db899e8529585366dcdcbb31a7bb55aedb384a1e7,0df0bdf726864f2bad19319457cd538e2163023cfc3640aca8167603fbceda55
"0","0","2000","0","1","0","0","0","0","0","1","102281","0","0","0","0","0","0","0","122282","102282","0"
"0","0","1500","0","1","0","0","0","0","0","1","101281","0","0","0","0","0","0","0","122311","102311","0"
"0","0","2000","0","1","0","0","0","0","0","1","102311","0","0","0","0","0","0","0","122312","102312","0"
"0","0","1500","0","1","0","0","0","0","0","1","101581","0","0","0","0","0","0","0","122341","102341","0"
"0","0","2000","0","1","0","0","0","0","0","1","102341","0","0","0","0","0","0","0","122342","102342","0"
"0","0","1500","0","1","0","0","0","0","0","1","101371","0","0","0","0","0","0","0","122371","102371","0"
"0","0","2000","0","1","0","0","0","0","0","1","102371","0","0","0","0","0","0","0","122372","102372","0"
"0","0","2000","0","1","0","0","0","0","0","1","101401","0","0","0","0","0","0","0","122401","102401","0"
"0","0","1500","0","1","0","0","0","0","0","1","101431","0","0","0","0","0","0","0","122431","102431","0"
"0","0","2000","0","1","0","0","0","0","0","1","102431","0","0","0","0","0","0","0","122432","102432","0"
"0","0","1500","0","1","0","0","0","0","0","1","101521","0","0","0","0","0","0","0","122491","102491","0"
"0","0","1500","0","1","0","0","0","0","0","1","102311","0","0","0","0","0","0","0","122493","102493","0"
"0","0","2000","0","1","0","0","0","0","0","1","102251","0","0","0","0","0","0","0","122521","102521","0"
"0","0","2000","0","1","0","0","0","0","0","1","101611","0","0","0","0","0","0","0","122613","102613","0"
"0","0","2000","0","1","0","0","0","0","0","1","102612","0","0","0","0","0","0","0","122614","102614","0"
"0","0","5000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113011","103011","0"
"0","0","7000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113012","103012","0"
"0","0","10000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113013","103013","0"
"0","0","7000","0","1","0","0","0","0","0","3","103071","0","0","0","0","0","0","0","123041","103041","0"
"0","0","10000","0","1","0","0","0","0","0","3","103012","0","0","0","0","0","0","0","123042","103042","0"
"0","0","5000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113071","103071","0"
"0","0","10000","0","1","0","0","0","0","0","3","103552","0","0","0","0","0","0","0","123072","103072","0"
"0","0","7000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113101","103101","0"
"0","0","7000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113131","103131","0"
"0","0","10000","0","1","0","0","0","0","0","3","103131","0","0","0","0","0","0","0","123132","103132","0"
"0","0","5000","0","1","0","0","0","0","0","3","102162","0","0","0","0","0","0","0","123161","103161","0"
"0","0","7000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113162","103162","0"
"0","0","5000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113191","103191","0"
"102013","0","7000","0","1","0","0","1","0","0","3","103191","0","0","0","0","0","0","0","123192","103192","0"
"0","0","10000","0","1","0","0","0","0","0","3","103192","0","0","0","0","0","0","0","123193","103193","0"
"0","0","5000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113221","103221","0"
"0","0","10000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113222","103222","0"
"0","0","5000","0","1","0","0","0","0","0","3","102251","0","0","0","0","0","0","0","123251","103251","0"
"0","0","7000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113252","103252","0"
"0","0","5000","0","1","0","0","0","0","0","3","102282","0","0","0","0","0","0","0","123281","103281","0"
"102312","0","7000","0","1","0","0","1","0","0","3","102282","0","0","0","0","0","0","0","123282","103282","0"
"0","0","10000","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","113283","103283","0"
"0","0","5000","0","1","0","0","0","0","0","3","102312","0","0","0","0","0","0","0","123311","103311","0"
