038e4cd35b1c577a292631cbf46976242665d66059007c9c9160fc268e72afcd,a8ea183ace666f059bba2912727cb8ef2c11bf6894fcb1ecabf04878ff786345,978c948bb104041d8fdba0fc5c68191b87fcb1f27c0470851b902184ac8a8ef4,8fa91164ce432900d5877eca7b6ebad78984466864b211b6b53de30494904ccf,f8070b953e6dd04fd29fcc1be7be2ac462223a811c1a7828ab508e4d8d8b17cf,4d5d7260685a6ed00137f7d75a5920ff38ddef05402697113afd7cd0ac60a6ba,eb918c2f90194ecca11756f721f4e63d4a81e47327e4124051b933eedcaa214a,9472ba00a483612ecbb7dfcaf78daca1b1a8752dfb60b14bf0dd68b1ecc61d51,9aa0518575a26b56b679794f6f5b31090997d91034f654626750d017b131ebbb,7fb5319230ba3573e31d18d2cf707f5b13ba0333624cbbe5cc395db0ddbe883c,f389a2bf0af1235cb4105b74790a4a35857ba1d240d0b991474ac1e10d0b144b,d11af9625a7f1753e5aaab0ec512015e66c095e7ae17ff76c71f5fbcee9afa1e,9be0771ad18fe0c0b4184800b7c39fda063b7f8b25a636f9229dc87fb62959d6,3e7570fd1593c123457bf6e47c053371e77331882d0c556fd39511011bd112f9,c2953b6bfaff7dba17d269f202be818923c7be42676d2dd24c7bfe25dfe27978,7c0f1c56ca1ec7ed43efd924083eed3da0f33352e6564c925ec762a14b747bd0
"0","0","30","1","110001","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","110002","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","110003","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","110004","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","110005","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","120001","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","120002","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","120003","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","120004","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","120005","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","130001","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","130002","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","130003","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","130004","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","130005","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","140001","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","140002","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","140003","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","140004","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","140005","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","150001","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","150002","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","150003","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","150004","4","0","0","91002","0","8","0","0","0","0","140000"
"0","0","30","1","150005","4","0","0","91002","0","8","0","0","0","0","140000"
