2d305a48e1c8a976a8164e2b69242111086fbbe6abb80f6149413b61ad30be1c,9e2261612651c06e6a54c7695a11e97db04bebe5edc3d4440fd38a988eb92ebd,07eff6db61c5815eac8e2e79ceb92bf677b43a1b20ff3acb765698fc1ccd125c,4d17d7a0b1db2481948f0e4c4a94c7f4578c34fe661857cc91467b72e8d0b3f1,d5c61537a58a7d182e6a38c2041649a0174c010ff9f4f6e39ac12b27cd67b602,16f11284cae1bf34262fda5ccafb663def013cf23b7b03a41e304e40440b8c3f,7b2ddc0e0a509813ab4e8c7b56f45348055567fd3f26a720ba85826be50ca2d5,85c37c2c6fe09a91e0753b280ab79c93415da16eebe5e7767a0305a7ba3973fb,c059dcb1e41e4b224a68c836f98fc2dfefe3dc48d4c051283704643c1551880f,809aa69a16564800348441dde83472a571d1b80549268adf7f582303345ef957,b0aa81ba4121258756ab0debd4b358984861a5cdca452ae75f1b92b5c142f1b3,6b44b5ed6a3dae649d051026f6fa2bf245ce722fd164900e0b1c196b2a635065,a34388e0cbb8dffd4149828bac38d66f580568a7b1dab98ffca028ab1716f0ee,1804b07c7f046acc2afa06087efee1a27a4d697567764c34d23a2833a7007fc1,3cda9d98ab3848bd20392cefe47a102760055a000db279d88fcb9543d16862d8,29037564582e69739de77f3524d71b81ac55eaf7d3d9aa897ea1b49e90cd3ef1,38dbc0d4e3a6aae66ebc80000259f9b83d7a13aad7fabbf729bc0e97e2ac3a59,1cd7bf342c0e4557620ea9331d0e3b0920117b4f77198729f540d4bb35b6c393,61b7d8349a19ab21c63dc619e4e0216718a9ed9abf1705f7fe0b912b81542e65,b9777c1d30d5f9a1adeefaf07a7783d7941ca64779201a0af745068a9af4a00f
"0","0","0","0","0","100000001","0","100000001","0","0","100","0","0","0","0","0","0","512000021","0","0"
"100000001","0","0","0","0","100000002","0","100000001","0","100000002","100","0","0","0","0","0","0","512000022","0","0"
"101010101","0","0","0","0","101000001","0","101010101","255","0","100","0","0","0","0","0","11999091","110010011","0","11001011"
"101010102","0","0","0","0","101000002","0","101010101","255","0","100","0","0","0","0","0","11999092","110010012","0","11001012"
"101010103","0","0","0","0","101000003","0","101010104","255","101010102","100","0","0","11999101","0","0","11999093","110010013","0","11001013"
"101010203","0","0","0","0","101000004","0","101010203","261","0","100","0","0","0","0","0","11999091","110010021","0","11001021"
"101010201","0","0","0","0","101000005","0","101010201","261","101010202","100","0","0","0","0","0","11999092","110010022","0","11001022"
"101010203","0","0","0","0","101000006","0","101010202","261","101010203","100","0","0","11999102","101010202","0","11999093","110010023","0","11001023"
"101010302","0","0","0","0","101000007","0","101010302","266","0","100","0","0","0","0","0","11999091","110010031","0","11001031"
"101010301","0","0","0","0","101000008","0","101010301","266","101010302","100","0","0","0","0","0","11999092","110010032","0","11001032"
"101010303","0","0","0","0","101000009","0","101010304","266","101010303","100","0","0","11999103","0","0","11999093","110010033","0","11001033"
"101010402","0","0","0","0","101000010","0","101010404","270","0","100","0","0","0","0","0","11999091","110010041","0","11001041"
"101010403","0","0","0","0","101000011","0","101010402","270","0","100","0","0","0","0","0","11999092","110010042","0","11001042"
"101010403","0","0","0","0","101000012","0","101010404","270","101010402","100","0","0","11999101","0","0","11999093","110010043","0","11001043"
"101010504","0","0","0","0","101000013","0","101010504","270","0","100","0","0","0","0","0","11999091","110010051","0","11001051"
"101010503","0","0","0","0","101000014","0","101010501","270","101010502","100","0","0","0","0","0","11999092","110010052","0","11001052"
"101010504","0","0","0","0","101000015","0","101010503","270","101010504","100","0","0","11999102","101010505","0","11999093","110010053","0","11001053"
"101010602","0","0","0","0","101000016","0","101010604","276","0","100","0","0","0","0","0","11999091","110010061","0","11001061"
"101010606","0","0","0","0","101000017","0","101010604","276","101010602","100","0","0","0","0","0","11999092","110010062","0","11001062"
"101010605","0","0","0","0","101000018","0","101010606","276","101010601","100","0","0","11999103","0","0","11999093","110010063","0","11001063"
"101010702","0","0","0","0","101000019","0","101010702","281","101010703","100","0","0","0","0","0","11999091","110010071","0","11001071"
"101010705","0","0","0","0","101000020","0","101010702","281","101010701","100","0","0","0","0","0","11999092","110010072","0","11001072"
"101010705","0","0","0","0","101000021","0","101010706","281","101010705","100","0","0","11999101","101010704","0","11999093","110010073","0","11001073"
"101010801","0","0","0","0","101000022","0","101010801","281","101010804","100","0","0","0","0","0","11999091","110010081","0","11001081"
"101010801","0","0","0","0","101000023","0","101010802","281","101010803","100","0","0","0","0","0","11999092","110010082","0","11001082"
"101010804","0","0","0","0","101000024","0","101010805","281","101010804","100","0","0","11999102","0","0","11999093","110010083","0","11001083"
"101010902","0","0","0","0","101000025","0","101010904","285","101010901","100","0","0","0","0","0","11999091","110010091","0","11001091"
"101010903","0","0","0","0","101000026","0","101010902","285","101010901","100","0","0","0","0","0","11999092","110010092","0","11001092"
"101010905","0","0","0","0","101000027","0","101010906","285","101010902","100","0","0","11999103","101010904","0","11999093","110010093","0","11001093"
"101011006","0","0","0","0","101000028","0","101011006","291","101011003","100","0","0","11999093","0","0","11999091","110010101","0","11001101"
"101011004","0","0","0","0","101000029","0","101011004","291","101011008","100","0","0","11999101","0","0","11999092","110010102","0","11001102"
"0","0","0","0","0","101000030","0","101011001","291","0","100","0","0","0","0","0","0","110010103","0","11001103"
"101020102","0","0","0","0","101000031","0","101020101","296","101020102","100","0","0","0","0","0","11999091","110020011","0","11002011"
"101020104","0","0","0","0","101000032","0","101020103","296","0","100","0","0","0","0","0","11999092","110020012","0","11002012"
"101020101","0","0","0","0","101000033","0","101020105","296","101020106","100","0","0","11999102","0","0","11999093","110020013","0","11002013"
"101020202","0","0","0","0","101000034","0","101020201","300","0","100","0","0","0","0","0","11999091","110020021","0","11002021"
"101020203","0","0","0","0","101000035","0","101020203","300","101020204","100","0","0","0","0","0","11999092","110020022","0","11002022"
"101020205","0","0","0","0","101000036","0","101020202","300","101020206","100","0","0","11999103","0","0","11999093","110020023","0","11002023"
"101020303","0","0","0","0","101000037","0","101020301","306","0","100","0","0","0","0","0","11999091","110020031","0","11002031"
"101020305","0","0","0","0","101000038","0","101020304","306","101020302","100","0","0","0","0","0","11999092","110020032","0","11002032"
