4a0057eb664fb488e977715de45f575c229d619ed53b53118d72d73e357abc1d,d9302908e28046e17a6a6d690e5169411bdbaa5bc593ac7a90e6dd438907068f,128757dba1475323c27db81a141ca410046b2613dc7a318088a6a0b296b796b3,4fed60ec6af98c3f9f4265e5e0ddd168fa71555c7066a26c2d54547ca5816fdc,6c6b2e1599446dad401c9767d410116fb476e0837c955dd34731672ff18477d4,4e9e859e267b428d203ccc2d784e2d74299267734d08a95a78bcdd4212d0eefb,ff6a1c54a2a18d71b20b1a10c75a5228c70197b20ef8070f57d60cffdada8953,7ba3c6fdb8bc7587a5c30d60846c10fc9afba16638c63e07ec104e477c158c7e,85ba9e35bc7d4a2c9459bb619b518f3aed94f8fe1a27c3ca0dc6ffafd6e7b763,e5fc9734c7c3fe4e3ac3b9426b70abd8d4535a5cd6157933f68dea7509bc2838,4d6265a8249e69a9c9641bd35711755b9d0421f70649de0db2f78c6e954df53c,102cc67ecaa04abd853544761050adebc1087a3d4044a3fd0f7eaf7c837e8dd0,e6d7427e1098bf14229269e3a304aec244b13e2c5780b88b4e5baab42279b4a1,aa8a72a02e71094c9b504ba9b855ed9cd92dbee4e8c34db613e4e301bfa2a6c8,71ce2f9c298b5ac9c688b8029d1a6cffe6f2ba10a74b2f336f417f99c3fa48a6
"1","601","0","20014","2030/04/01 14:59:59","99001001","2019/09/03 16:00:00","1004110","9001","0","1","660014101","99001001","8006","打倒 1 隻惡代官（NORMAL限定）"
"1","601","0","20014","2030/04/01 14:59:59","99001002","2019/09/03 16:00:00","1004111","9001","0","1","660014201","99001002","8007","打倒 1 隻惡代官（HARD限定）"
"1","601","0","20014","2030/04/01 14:59:59","99001003","2019/09/03 16:00:00","1004112","9001","0","1","660014301","99001003","8010","打倒 1 隻惡代官（VERY HARD限定）"
"1","601","0","10041","2030/04/01 14:59:59","99001004","2019/09/03 16:00:00","1004113","9001","0","1","610041401","99001004","6011","打倒 1 隻惡代官（SPECIAL限定）"
"1","601","0","10153","2030/04/01 14:59:59","99001005","2019/10/01 16:00:00","1005310","9001","0","1","610153101","99001005","6006","打倒 1 隻貝特魯吉烏斯（NORMAL限定）"
"1","601","0","10153","2030/04/01 14:59:59","99001006","2019/10/01 16:00:00","1005311","9001","0","1","610153201","99001006","6007","打倒 1 隻貝特魯吉烏斯（HARD限定）"
"1","601","0","10153","2030/04/01 14:59:59","99001007","2019/10/01 16:00:00","1005312","9001","0","1","610153301","99001007","6010","打倒 1 隻貝特魯吉烏斯（VERY HARD限定）"
"1","601","0","10153","2030/04/01 14:59:59","99001008","2019/10/01 16:00:00","1005313","9001","0","1","610153401","99001008","6011","打倒 1 隻貝特魯吉烏斯（SPECIAL限定）"
"1","601","0","20015","2030/04/01 14:59:59","99001009","2019/11/01 16:00:00","1004310","9001","0","1","660015101","99001009","8006","打倒 1 隻雨神大人（NORMAL限定）"
"1","601","0","20015","2030/04/01 14:59:59","99001010","2019/11/01 16:00:00","1004311","9001","0","1","660015201","99001010","8007","打倒 1 隻雨神大人（HARD限定）"
"1","601","0","20015","2030/04/01 14:59:59","99001011","2019/11/01 16:00:00","1004312","9001","0","1","660015301","99001011","8010","打倒 1 隻雨神大人（VERY HARD限定）"
"1","601","0","10043","2030/04/01 14:59:59","99001012","2019/11/01 16:00:00","1004313","9001","0","1","610043401","99001012","6011","打倒 1 隻雨神大人（SPECIAL限定）"
"1","601","0","20016","2030/04/01 14:59:59","99001017","2019/12/02 16:00:00","1004510","9001","0","1","660016101","99001017","8006","打倒 1 隻奄美魔物（NORMAL限定）"
"1","601","0","20016","2030/04/01 14:59:59","99001018","2019/12/02 16:00:00","1004511","9001","0","1","660016201","99001018","8007","打倒 1 隻奄美魔物（HARD限定）"
"1","601","0","20016","2030/04/01 14:59:59","99001019","2019/12/02 16:00:00","1004512","9001","0","1","660016301","99001019","8010","打倒 1 隻奄美魔物（VERY HARD限定）"
"1","601","0","10045","2030/04/01 14:59:59","99001020","2019/12/02 16:00:00","1004513","9001","0","1","610045401","99001020","6011","打倒 1 隻奄美魔物（SPECIAL限定）"
"1","601","0","10021","2030/04/01 14:59:59","99001021","2029/12/02 16:00:00","14","0","0","1","0","99001021","6001","在香織的靈魂式空手道場累計獲得 300000 分"
"1","601","0","10021","2030/04/01 14:59:59","99001022","2029/12/02 16:00:00","15","0","0","1","0","99001022","6001","在香織的靈魂式空手道場EXTRA一次獲得 70000 分"
"1","601","0","20017","2030/04/01 14:59:59","99001023","2020/01/02 16:00:00","1004710","9001","0","1","660017101","99001023","6006","打倒 1 隻劇毒曼德拉草（NORMAL限定）"
"1","601","0","20017","2030/04/01 14:59:59","99001024","2020/01/02 16:00:00","1004711","9001","0","1","660017201","99001024","6007","打倒 1 隻劇毒曼德拉草（HARD限定）"
"1","601","0","20017","2030/04/01 14:59:59","99001025","2020/01/02 16:00:00","1004712","9001","0","1","660017301","99001025","6010","打倒 1 隻劇毒曼德拉草（VERY HARD限定）"
"1","601","0","10047","2030/04/01 14:59:59","99001026","2020/01/02 16:00:00","1004713","9001","0","1","610047401","99001026","6011","打倒 1 隻劇毒曼德拉草（SPECIAL限定）"
"1","601","0","20018","2030/04/01 14:59:59","99001027","2020/02/04 16:00:00","1004910","9001","0","1","660018101","99001027","6006","打倒 1 隻幻影男爵（NORMAL限定）"
"1","601","0","20018","2030/04/01 14:59:59","99001028","2020/02/04 16:00:00","1004911","9001","0","1","660018201","99001028","6007","打倒 1 隻幻影男爵（HARD限定）"
"1","601","0","20018","2030/04/01 14:59:59","99001029","2020/02/04 16:00:00","1004912","9001","0","1","660018301","99001029","6010","打倒 1 隻幻影男爵（VERY HARD限定）"
"1","601","0","10049","2030/04/01 14:59:59","99001030","2020/02/04 16:00:00","1004913","9001","0","1","610049401","99001030","6011","打倒 1 隻幻影男爵（SPECIAL限定）"
"1","601","0","20019","2030/04/01 14:59:59","99001031","2020/03/02 16:00:00","1005110","9001","0","1","660019101","99001031","6006","打倒 1 隻似龍生物（NORMAL限定）"
"1","601","0","20019","2030/04/01 14:59:59","99001032","2020/03/02 16:00:00","1005111","9001","0","1","660019201","99001032","6007","打倒 1 隻似龍生物（HARD限定）"
"1","601","0","20019","2030/04/01 14:59:59","99001033","2020/03/02 16:00:00","1005112","9001","0","1","660019301","99001033","6010","打倒 1 隻似龍生物（VERY HARD限定）"
"1","601","0","10051","2030/04/01 14:59:59","99001034","2020/03/02 16:00:00","1005113","9001","0","1","610051401","99001034","6011","打倒 1 隻似龍生物（SPECIAL限定）"
"1","601","0","10021","2030/04/01 14:59:59","99001039","2029/04/01 15:00:00","14","0","0","1","0","99001039","6001","龍人們的接龍競賽累計分數超過300000分"
"1","601","0","10021","2030/04/01 14:59:59","99001040","2029/04/01 15:00:00","15","0","0","1","0","99001040","6001","龍人們的接龍競賽的字彙圖鑑收集240個字彙"
"1","601","0","10021","2030/04/01 14:59:59","99001041","2029/04/01 15:00:00","15","0","0","1","0","99001041","6001","龍人們的接龍競賽的字彙圖鑑收集480個字彙"
"1","601","0","20020","2030/04/01 14:59:59","99001042","2020/04/01 16:00:00","1005510","9001","0","1","660020101","99001042","6006","打倒 1 隻復仇者馴鹿（NORMAL限定）"
"1","601","0","20020","2030/04/01 14:59:59","99001043","2020/04/01 16:00:00","1005511","9001","0","1","660020201","99001043","6007","打倒 1 隻復仇者馴鹿（HARD限定）"
"1","601","0","20020","2030/04/01 14:59:59","99001044","2020/04/01 16:00:00","1005512","9001","0","1","660020301","99001044","6010","打倒 1 隻復仇者馴鹿（VERY HARD限定）"
"1","601","0","10055","2030/04/01 14:59:59","99001045","2020/04/01 16:00:00","1005513","9001","0","1","610055401","99001045","6011","打倒 1 隻復仇者馴鹿（SPECIAL限定）"
"1","601","0","20021","2030/04/01 14:59:59","99001046","2020/05/05 16:00:00","1005710","9001","0","1","660021101","99001046","6006","打倒 1 隻山神大人（NORMAL限定）"
"1","601","0","20021","2030/04/01 14:59:59","99001047","2020/05/05 16:00:00","1005711","9001","0","1","660021201","99001047","6007","打倒 1 隻山神大人（HARD限定）"
"1","601","0","20021","2030/04/01 14:59:59","99001048","2020/05/05 16:00:00","1005712","9001","0","1","660021301","99001048","6010","打倒 1 隻山神大人（VERY HARD限定）"
"1","601","0","10057","2030/04/01 14:59:59","99001049","2020/05/05 16:00:00","1005713","9001","0","1","610057401","99001049","6011","打倒 1 隻山神大人（SPECIAL限定）"
