928922313678ba3ec2b156d70d110e1778b2955bb41f1ad31eafedf17f1b3c04,2efe27caa3858c71cf04b9ab8921a33fb7f7cd4fb8b6b102edfa4f16a9b759b9,9c877c691efb185ff66b758c1de8be132c385854d146753460ad554d2c8a0618,324a5a34c7fc8b9125c4f270e2d1fb1f8e9591f998401ab3abe1dd9c39046e12,1fcd31eb8934f2341c76b3b123e52475aeb445154aa24f558f24259ab0c69b14,506137070fc505b65f981ef903152df1175eca486dfa2345e063d87b13eeec3d,f7504e0b1da2caa93f7fb93e056d63e36da25779b493aab5251786d0329bca07,0807dd09c49a0a8f02ca93b607c21d084934f5b1b1c50bda745f8f72be056de8,91a9ffb8fd6c00edee562aa8e1f589d7d1326327de68ef09830c49baa7a3cb97,2ee8d6044c4ba7148462d2d9759f8568c264e7b95fe8e044f677b636de387f1c,e8fd75708d3c2db426891cbfc4ce1cc0fc336a177a753bb55b358d4cf396f4a0,369a25647604c95a7081091290bd7a55f854f747b256fe0fce8c86105d65978c,c4bea2c53787835318d71099a89c4f37e63f04c579df2b2995186b928c024b07,0faef9e7ee2a1506a395c04ea5d3fcbb18a39e2d5621eccf02c8360a2406c0ae,fcc39ac9242e5d60176353cbd8d0b2d0ae9faf5e962b3e3062094f7b2ae57189,84eaeb31905d90c2d5e066d228d79ea5fe33640f17d99fee251235094a4b385e,b47b5d21d813ae3f01d548dbba6316f893656fb16e9b557ab2c3e5332fb91fe2,1ce9b17b2731ad214f99e55f9498d12d6f0c1ed05558f0d11696f52d2a9018a7,73f3327e9dab6ca2159807fb0d8f94f5a77af933b78fc78565e28125bfc8601b,a5009e9fe60592fefc4b5f72f2efaf289ed5b38b644c9e6939bb59c4bfe1afaa,97afa1fc193f008e9bb6e368e943b02edc43094a5435d5892f36f93d60556578,6e463bc16add916f53d1ed7aee49d2af461dbfc46f4f9037574332ecdbd1f904,7d8ef0641bb8b75dee323ae4c642da15406b2091c916bccf2ed543dafaee388b,8fc3c7802d063f0c6d8d9ba4cd24c2cbfa17fe9fc016c1e84d1730ea757a2279,89479349b26d2e76083e68299d9ba882ed8a4934ecc8379d3006332a701bff59,2313771e5264c7fdd41bafb47e7e4def9a329aca906028a95d545d02bae410a2,15704a264d3201f4a091d3f4bcfe60af225b40186978dc6f6ba4e1046daac360,a1eaa03041d8462ff86396dd9d4718ed061ecfc460b9ae6e208628720ecf7dd0,b447c354b9f5d1977eaef0f61cac38abf061a644416a6cbd39e616e7cfa3b156,15532f29da8a224ce6139e335926d525a0b632ca510135030969fd0d263a07f6,db880106690525a9376767188fca5a18c145dcac25ef9f04545f86c0f9e44fbc,327297a7d79508ee7757c3d8c754909e6223c8f9993874787c32f4ac2859e878,ee113c67e9da77008619e94d1b3049b0e640fa89d23e81e0d910274526299729,39e4b6e551a8a27adce13638ef82ad276521bea6fbe3a5fcbfa25f84c4539217,3c929befbceb939902a8982ff36223b55b00d3b5b979b877df607e83476a4e7a,0dd8a18b3b265960ba2b61debab4cff4628a98a37e30c506dcda9d496503face,db0e4be31c3d5577a9a685467b094cdff93ffe7a858cc542b2bd787fd7dc0bd7,7a1ea46b8c39351d238ac796aa58c99c3816f5e11af5a3ed63274d331bb65c6b,d61546da58eb5f67d599d8bb8e44bd009bb76dab5e88054f0c95da4bea3cfe78,47a154343d3008f2292e43b54b92671685b481084171aef023f53fd29a4ed4b1,8ea720f281f2ad153fd597a6d05546ffb11fe913ec3c2eb0e4b57060783ca657,db825e2dea593ab9df05339a97fa43a2f1dcd4417aac3f5eb212921c5c0e986d
"0","710000101","0","0","1","0","0","21","0","0","10","71","0","1","0","0","51","0","11536","71","0","30","1","0","0","0","0","1","71","0","0","1150","0","600101","0","日和的闇影","200000001","31","10","71","0","0"
"0","710000102","0","0","1","0","0","52","0","0","10","71","0","1","0","0","51","0","13553","71","0","30","1","0","0","0","0","1","71","0","0","0","0","203200","792","搗蛋惡魔","200000001","35","10","71","0","0"
"0","710000103","0","0","1","0","0","48","0","0","10","71","0","1","0","0","51","0","11969","71","0","30","1","0","0","0","0","1","71","0","0","0","0","202500","600","洞窟蝙蝠","200000001","35","10","71","0","0"
"0","710000104","0","0","1","0","0","57","0","0","10","71","0","1","0","0","51","0","12917","71","0","30","1","0","0","0","0","1","71","0","0","1047","0","201200","0","魔像","200000001","300","10","71","0","0"
"0","710000105","0","0","1","0","0","35","0","0","10","71","0","1","0","0","51","0","10383","71","0","30","1","0","0","0","0","1","71","0","0","729","0","201100","0","狗頭人","200000001","40","10","71","0","0"
"0","710000201","0","0","1","0","0","20","0","0","10","72","0","1","0","0","52","0","13844","72","0","30","1","0","0","0","0","1","72","0","0","1150","0","600301","0","怜的闇影","200000001","32","10","72","0","0"
"0","710000202","0","0","1","0","0","31","0","0","10","72","0","1","0","0","52","0","16614","72","0","30","1","0","0","0","0","1","72","0","0","897","0","203700","0","堅果射手","200000001","40","10","72","0","0"
"0","710000203","0","0","1","0","0","35","0","0","10","72","0","1","0","0","52","0","17787","72","0","30","1","0","0","0","0","1","72","0","0","673","0","203500","0","鑽頭鼴鼠","200000001","48","10","72","0","0"
"0","710000204","0","0","1","0","0","35","0","0","10","72","0","1","0","0","52","0","25070","72","0","30","1","0","0","0","0","1","72","0","0","1310","0","203800","0","獸人","200000001","48","10","72","0","0"
"0","710000205","0","0","1","0","0","44","0","0","10","72","0","1","0","0","52","0","14842","72","0","30","1","0","0","0","0","1","72","0","0","0","0","202600","973","岩窟蝸牛","200000001","31","10","72","0","0"
"0","710000301","0","0","1","0","0","21","0","0","10","73","0","1","0","0","53","0","14709","73","0","30","1","0","0","0","0","1","73","0","0","1169","0","602101","0","胡桃的闇影","200000001","34","10","73","0","0"
"0","710000302","0","0","1","0","0","40","0","0","10","73","0","1","0","0","53","0","8081","73","0","30","1","0","0","0","0","1","73","0","0","853","0","203300","0","哥布林護衛","200000001","300","10","73","0","0"
"0","710000303","0","0","1","0","0","35","0","0","10","73","0","1","0","0","53","0","20072","73","0","30","1","0","0","0","0","1","73","0","0","1193","0","202901","0","岩石蜥蜴","200000001","53","10","73","0","0"
"0","710000304","0","0","1","0","0","53","0","0","10","73","0","1","0","0","53","0","16153","73","0","30","1","0","0","0","0","1","73","0","0","1125","0","202700","0","寄居蟹騎士","200000001","66","10","73","0","0"
"0","710000305","0","0","1","0","0","49","0","0","10","73","0","1","0","0","53","0","14384","73","0","30","1","0","0","0","0","1","73","0","0","0","0","203100","856","幼年巨蜥","200000001","36","10","73","0","0"
"0","710000401","0","0","1","0","0","22","0","0","10","74","0","1","0","0","54","0","14709","74","0","30","1","0","0","0","0","1","74","0","0","1169","0","600401","0","禊的闇影","200000001","33","10","74","0","0"
"0","710000402","0","0","1","0","0","58","0","0","10","74","0","1","0","0","54","0","18818","74","0","30","1","0","0","0","0","1","74","0","0","1246","0","201200","0","魔像","200000001","300","10","74","0","0"
"0","710000403","0","0","1","0","0","36","0","0","10","74","0","1","0","0","54","0","12818","74","0","30","1","0","0","0","0","1","74","0","0","816","0","200100","0","擲岩猴","200000001","40","10","74","0","0"
"0","710000404","0","0","1","0","0","49","0","0","10","74","0","1","0","0","54","0","18979","74","0","30","1","0","0","0","0","1","74","0","0","0","0","202200","926","翼耳兔","200000001","36","10","74","0","0"
"0","710000405","0","0","1","0","0","49","0","0","10","74","0","1","0","0","54","0","18979","74","0","30","1","0","0","0","0","1","74","0","0","0","0","201000","926","怨火之顱","200000001","36","10","74","0","0"
"0","710000501","0","0","1","0","0","36","0","0","10","75","0","1","0","0","55","0","11681","75","0","30","1","0","0","0","0","1","75","0","0","0","0","605001","1090","美咲的闇影","200000001","22","10","75","0","0"
"0","710000502","0","0","1","0","0","36","0","0","10","75","0","1","0","0","55","0","21344","75","0","30","1","0","0","0","0","1","75","0","0","1328","0","202901","0","岩石蜥蜴","200000001","54","10","75","0","0"
"0","710000503","0","0","1","0","0","49","0","0","10","75","0","1","0","0","55","0","18407","75","0","30","1","0","0","0","0","1","75","0","0","0","0","203100","866","幼年巨蜥","200000001","36","10","75","0","0"
"0","710000504","0","0","1","0","0","70","0","0","10","75","0","1","0","0","55","0","27466","75","0","30","1","0","0","0","0","1","75","0","0","2608","0","203301","0","叢林護衛","200000001","400","10","75","0","0"
"0","710000505","0","0","1","0","0","45","0","0","10","75","0","1","0","0","55","0","14514","75","0","30","1","0","0","0","0","1","75","0","0","0","0","204400","766","惡魔寶寶","200000001","32","10","75","0","0"
"0","710000601","0","0","1","0","0","25","0","0","10","76","0","1","0","0","56","0","20765","76","0","30","1","0","0","0","0","1","0","0","0","1069","0","605201","0","莉瑪的闇影","200000001","47","10","0","0","0"
"0","710000602","0","0","1","0","0","36","0","0","10","76","0","1","0","0","56","0","11032","76","0","30","1","0","0","0","0","1","76","0","0","0","0","600201","1232","優衣的闇影","200000001","20","10","76","0","0"
"0","710000603","0","0","1","0","0","36","0","0","10","76","0","1","0","0","56","0","24716","76","0","30","1","0","0","0","0","1","76","0","0","1508","0","200500","0","狂野角鹿","200000001","45","10","76","0","0"
"0","710000604","0","0","1","0","0","49","0","0","10","76","0","1","0","0","56","0","18407","76","0","30","1","0","0","0","0","1","76","0","0","0","0","202500","1016","洞窟蝙蝠","200000001","36","10","76","0","0"
"0","710000605","0","0","1","0","0","36","0","0","10","76","0","1","0","0","56","0","20462","76","0","30","1","0","0","0","0","1","76","0","0","984","0","203500","0","鑽頭鼴鼠","200000001","50","10","76","0","0"
"0","710000701","0","0","1","0","0","25","0","0","10","77","0","1","0","0","57","0","13015","77","0","30","1","0","0","0","0","1","77","0","0","1188","0","603401","0","優花梨的闇影","200000001","36","10","77","0","0"
"0","710000702","0","0","1","0","0","38","0","0","10","77","0","1","0","0","57","0","12330","77","0","30","1","0","0","0","0","1","77","0","0","0","0","602201","1200","依里的闇影","200000001","24","10","77","0","0"
"0","710000703","0","0","1","0","0","54","0","0","10","77","0","1","0","0","57","0","18360","77","0","30","1","0","0","0","0","1","77","0","0","1400","0","202700","0","寄居蟹騎士","200000001","66","10","77","0","0"
"0","710000704","0","0","1","0","0","36","0","0","10","77","0","1","0","0","57","0","14066","77","0","30","1","0","0","0","0","1","77","0","0","1010","0","200100","0","擲岩猴","200000001","41","10","77","0","0"
"0","710000705","0","0","1","0","0","36","0","0","10","77","0","1","0","0","57","0","20858","77","0","30","1","0","0","0","0","1","77","0","0","1010","0","203500","0","鑽頭鼴鼠","200000001","50","10","77","0","0"
