eaf836062c63d55c69e9cf7ac2a8505fa6b8ae07501f441ec4bb5ce9204b9eb0,faff8db02f8d503efbec082b515edea6fa0c54ae5255c8634f2261711b0eadea,04a33b7ec1a4200b6a041cfbc9812ae6e9b16818d4154cd1b98e0cf1f49fa3da,fb01660f59e3f0e65e03e113a8189548cfbde3d6719c94683600845800aee7c5,2019e5386c50074f0296e108b582876496e58f8eae6966c2c8c5feb2c56e7cf4,d7715f20f69c36a4d81c3bc161c1e3d47f02c7a588ffcad97d6d8aada5e03bce,f2ea8bf77e811862e901717a40e9fe28dd8b59101d21c63b7b5b0301dd6bf0c4,eeb5ca301e47b483a13c79d88896755913cb33753837b4ca7c809be81d751692,fe795001af3c8c2ab4e05b0cb41fd84b11313fe7d3b2d845cb5a8331aa466dfb,524f750ccba5fd945e961e9e362e783166dc837b66ca74607bc89d2fea7aa5b4,a281aa96d54fb74d0fd215c728238d9d1b125347843ebb265f538503fd32e085,afaefbac256216c44b2b7aea50444edf630be3d1ab1ef3bf515860235973b486,a9f240f38478f7d1380ca9a6e2ea528c171d13774a2a3e8ce4435be0caf9937d,b6142c08fda99e8ecb45aa9c70f59a4e9edfe943fda1f14a88e3cf269a4b016f,68fe48f87350c0cfdb0e228edf06f81c9f99a6d684a04675710c4d0ff822b910
"9001","2019/06/03 16:00:00","0","601","81010001","0","81010001","103","0","打倒優衣、怜、日和的闇影","10010","3","2019/06/21 15:59:59","0","6011"
"9014","2019/06/03 16:00:00","0","601","81010002","0","81010002","104","0","消滅 36 個煩惱","10010","36","2019/06/21 15:59:59","0","6011"
"9014","2019/06/03 16:00:00","0","601","81010003","0","81010003","105","0","消滅 72 個煩惱","10010","72","2019/06/21 15:59:59","0","6011"
"9014","2019/06/03 16:00:00","0","601","81010004","0","81010004","106","0","消滅 108 個煩惱","10010","108","2019/06/21 15:59:59","0","6011"
"9013","2019/06/03 16:00:00","0","601","81010005","0","81010005","111","0","將特別戰鬥的 Boss 的 HP 降低至 1080000","10010","500000","2019/06/21 15:59:59","0","6011"
"9013","2019/06/03 16:00:00","0","601","81010006","0","81010006","113","0","將特別戰鬥的 Boss 的 HP 降低至 540000","10010","1040000","2019/06/21 15:59:59","0","6011"
"9013","2019/06/03 16:00:00","0","601","81010007","0","81010007","115","0","將特別戰鬥的 Boss 消滅","10010","1580000","2019/06/21 15:59:59","0","6011"
"9013","2019/07/01 16:00:00","0","601","81011001","0","81011001","103","0","將特別戰鬥的 Boss 的 HP 降低至 5000000","10011","500000","2019/07/18 15:59:59","0","6011"
"9013","2019/07/01 16:00:00","0","601","81011002","0","81011002","104","0","將特別戰鬥的 Boss 的 HP 降低至 4000000","10011","1500000","2019/07/18 15:59:59","0","6011"
"9013","2019/07/01 16:00:00","0","601","81011003","0","81011003","105","0","完成特別戰鬥的模式1","10011","1650000","2019/07/18 15:59:59","0","6011"
"9013","2019/01/31 12:00:00","0","601","81011004","0","81011004","106","0","將特別戰鬥的 Boss 的 HP 降低至 2000000","10011","3500000","2019/02/18 14:59:59","0","6011"
"9013","2019/01/31 12:00:00","0","601","81011005","0","81011005","111","0","完成特別戰鬥的模式2","10011","3300000","2019/02/18 14:59:59","0","6011"
"9013","2019/07/01 16:00:00","0","601","81011006","0","81011006","113","0","將特別戰鬥的 Boss 的 HP 降低至 900000","10011","4600000","2019/07/18 15:59:59","0","6011"
