6f8d3ddc0ceefd0a25866b22a77b513bcf634a6f9a74d007b8bd6189772d4d1a,28994f8348f15e0f3acdb41a188404ed0e9888f7ce5222e4131a31d713655aec,17e2cb583316a4265261d5ea400b191c9262ae0e5f00fcea23fd54d1104bbded,43c904537bfa26f950def3407c07ee83497099cdee25ace48252c8099086176d,4ef1f5609c8725f92665e9581b9afb13cb27217093551039d65d02476ad6a618,ea96d7fe642aa0f98da36a4f51d6a04ce29bb28d3ede12fa6a11e55df9b10418,8c5988489d685e37bae89ab45b57f452455878c84380f9e37bf3a44c1143edf0,62343828c50003abe884b064e3c5f35bbd5910b3291f2c5bcb8b459a5dc87cf5,653e9e9532e0903ebf877032e4ca2d909ba31d92589a442f6cde3f658e0832c6,702aa1252ab19ab22cb4c84385780d119cf28a1f066d6a0253baef5efbb93171,622b1cd40501eba8b499c18935c0c35f6449ca370b567dcaccef6064c3a12a1c,2bbef26f00dc8812b96ab5599973cbf7f2e64603ee30586bbe48122ee0c59b2e,21876b93ad60fa9bf516e5d3b0046bacb682ceddfe4fd95120a980382928b330,b7c9636304c42848fe608187a99b2b057cdb90eb61194a8db2c4e29c9f5419f8,a7812198f6ab87a5ce059aa3df1beea0792c6e7e1b35706a4fb011ebd0417b8a,4669ba2739e272da2335aae4cf09a0cd05d66b653b6b4ea575d08cf394fe28dd,7a675e28db6caf8f79eeddcdd94d8766b18547327875e046ad0e359acef7d66a,cbad5e9bb5057b33dec26088a6a5617bc71d0155671dee2697d16b66d3beca4b,f79190ec8d2a8ae13a1b8b8cd7ccc40a85ff5d8b8fb79cdd8ff359f275053d41,9b6fcb12afbf83fb59fa14802e4396c1bfb3c2492ee694a0764726357fc823bd,731556bc4e3b1f89fd2ae3a6419fddfa89ba319adbaf2027bc73310acaa7892f,7b40869b4210daa710dc635cb1570ff5804bd8e1d02d803bc415d3695cd82bae,289ad2a5fa23424663cbe20b19440543451bdf18df25c01a52719d15e3d3b031,089471448b7765d9ddd1fa0f22941fef1d71012848800401dc1a0eb65b392dcf,47839ac76f00d86aa302e06913c732d3e6d2d312e1d66c5632b74af653012249,b4c833f8af23fc56df41e62c7f3f20cb5eb21a80c6a5994fa83617ef1d9f2f38,a7f5d0f5a05dfde670432dc3692a8d44863c83a9c3fb2a0149ab67accf35658d,b59c7df4fc1a4a1aaf2afab60d0c73b0baa9f83958c3686d725918f6288320d9,3404b365ed1a39a2e95de5adf8d3b2663c3404d547036a1b6d56d6eca6cf987e,38689e2110ace16a8be4c9f797b42924f3e897693116b7c7873bf65fb6a937a1,a3eb9bf9160077528ad794156e31f4cabdd68073d836494c0117289406f04e44,0fed7fab86ae59e62ee635bbf60d72f8b87320aab0109a4e2cb2b48c41c79762,0be305dd494c4c1cc360414301f8894e3970918b819c03f4240f7f60d3a325dd,0e3e6923363e89e515e74df7d4ad4b20d2152df0bc77df11fe512f8b7f82c30e,cea9240ba1de7cad7819d946f8423066e5dbce1c6d5683690e510812ebe2d835,f674026cb7e186be25967717e5b80ea69b3210ec8b454c87686adda16b112b54,d5a324f747c9f1cf7cbc216142e81e890e524c41e0e377df5eff0fd05d6d124d,2409a587f9920948f4cfad93dd04a4cf2e3488f531f7bced38534f6c46dcc4ad,5018898dfaafcec81ea7f654fbe810ff7843ef01ab023be8c25bb7157603f6f9,282c5779cfc863e331c1ddf611153f1539c984f6d5923aa708d639158c58530f
"0","10","200100","1","0","1","10","1","1","1","200000006","1","1","1","1","1","1","0","1","3","0","1","1","1","620010001","0","0","1","0","1","1","0","4","329","1","0","24","0","1","30"
"0","10","200100","2","0","2","10","2","2","2","200000006","2","2","2","1","2","1","0","2","3","0","2","2","2","620010002","0","0","1","0","2","2","0","9","338","2","0","28","0","2","30"
"0","10","200100","3","0","3","10","3","3","3","200000006","3","3","3","1","3","1","0","3","4","0","3","3","3","620010003","0","0","1","0","3","3","0","5","347","3","0","32","0","3","30"
"0","10","200100","4","0","4","10","4","4","4","200000006","4","4","4","1","4","1","0","4","4","0","4","4","4","620010004","0","0","1","0","4","4","0","5","347","4","0","32","0","4","30"
"0","10","200100","5","0","5","10","5","5","5","200000006","5","5","5","1","5","1","0","5","4","0","5","5","5","620010005","0","0","1","0","5","5","0","5","349","5","0","35","0","5","30"
"0","10","200100","6","0","6","10","6","6","6","200000006","6","6","6","1","6","1","0","6","6","0","6","6","6","620010006","0","0","1","0","6","6","0","7","367","6","0","48","0","6","30"
"0","10","200100","7","0","7","10","7","7","7","200000006","7","7","7","1","7","1","0","7","7","0","7","7","7","620010007","0","0","1","0","7","7","0","8","413","7","0","55","0","7","30"
"0","10","200100","8","0","8","10","8","8","8","200000006","8","8","8","1","8","1","0","8","7","0","8","8","8","620010008","0","0","1","0","8","8","0","9","459","8","0","62","0","8","30"
"0","10","200100","9","0","9","10","9","9","9","200000006","9","9","9","1","9","1","0","9","8","0","9","9","9","620010009","0","0","1","0","9","9","0","9","505","9","0","68","0","9","30"
"0","10","200100","10","0","10","10","10","10","10","200000006","10","10","10","1","10","1","0","10","9","0","10","10","10","620010010","0","0","1","0","10","10","0","10","551","10","0","75","0","10","30"
"0","10","200100","11","0","11","10","11","11","11","200000006","11","11","11","1","11","1","0","11","9","0","11","11","11","620010011","0","0","1","0","11","11","0","11","598","11","0","82","0","11","30"
"0","10","200100","12","0","12","10","12","12","12","200000006","12","12","12","1","12","1","0","12","10","0","12","12","12","620010012","0","0","1","0","12","12","0","12","644","12","0","89","0","12","30"
"0","10","200100","13","0","13","10","13","13","13","200000006","13","13","13","1","13","1","0","13","11","0","13","13","13","620010013","0","0","1","0","13","13","0","12","690","13","0","95","0","13","30"
"0","10","200100","14","0","14","10","14","14","14","200000006","14","14","14","1","14","1","0","14","11","0","14","14","14","620010014","0","0","1","0","14","14","0","13","736","14","0","102","0","14","30"
"0","10","200100","15","0","15","10","15","15","15","200000006","15","15","15","1","15","1","0","15","12","0","15","15","15","620010015","0","0","1","0","15","15","0","14","782","15","0","109","0","15","30"
"0","10","200100","16","0","16","10","16","16","16","200000006","16","16","16","1","16","1","0","16","12","0","16","16","16","620010016","0","0","1","0","16","16","0","15","851","16","0","123","0","16","30"
"0","10","200100","17","0","17","10","17","17","17","200000006","17","17","17","1","17","1","0","17","12","0","17","17","17","620010017","0","0","1","0","17","17","0","15","919","17","0","136","0","17","30"
"0","10","200100","18","0","18","10","18","18","18","200000006","18","18","18","1","18","1","0","18","13","0","18","18","18","620010018","0","0","1","0","18","18","0","15","1296","18","0","164","0","18","30"
"0","10","200100","19","0","19","10","19","19","19","200000006","19","19","19","1","19","1","0","19","13","0","19","19","19","620010019","0","0","1","0","19","19","0","15","1482","19","0","177","0","19","30"
"0","10","200100","20","0","20","10","20","20","20","200000006","20","20","20","1","20","1","0","20","13","0","20","20","20","620010020","0","0","1","0","20","20","0","16","1563","20","0","186","0","20","30"
"0","10","200100","21","0","21","10","21","21","21","200000006","21","21","21","1","21","1","0","21","15","0","21","21","21","620010021","0","0","1","0","21","21","0","18","1784","21","0","206","0","21","30"
"0","10","200100","22","0","22","10","22","22","22","200000006","22","22","22","1","22","1","0","22","17","0","22","22","22","620010022","0","0","1","0","22","22","0","20","2005","22","0","225","0","22","30"
"0","10","200100","23","0","23","10","23","23","23","200000006","23","23","23","1","23","1","0","23","18","0","23","23","23","620010023","0","0","1","0","23","23","0","21","2225","23","0","245","0","23","30"
"0","10","200100","24","0","24","10","24","24","24","200000006","24","24","24","1","24","1","0","24","20","0","24","24","24","620010024","0","0","1","0","24","24","0","23","2446","24","0","264","0","24","30"
"0","10","200100","25","0","25","10","25","25","25","200000006","25","25","25","1","25","1","0","25","21","0","25","25","25","620010025","0","0","1","0","25","25","0","24","2701","25","0","267","0","25","30"
"0","10","200100","26","0","26","10","26","26","26","200000006","26","26","26","1","26","1","0","26","21","0","26","26","26","620010026","0","0","1","0","26","26","0","24","2956","26","0","269","0","26","30"
"0","10","200100","27","0","27","10","27","27","27","200000006","27","27","27","1","27","1","0","27","21","0","27","27","27","620010027","0","0","1","0","27","27","0","24","3211","27","0","289","0","27","30"
"0","10","200100","28","0","28","10","28","28","28","200000006","28","28","28","1","28","1","0","28","21","0","28","28","28","620010028","0","0","1","0","28","28","0","25","3466","28","0","309","0","28","30"
"0","10","200100","29","0","29","10","29","29","29","200000006","29","29","29","1","29","1","0","29","22","0","29","29","29","620010029","0","0","1","0","29","29","0","25","3721","29","0","330","0","29","30"
