4dec1caaf340a6ae1d102a1c03b91453068a10e92317a51711c753544fce6c25,1dbf6b1da74de7dd624c56ca2cd194842a0f5ad5ad2145af8cade86fd36adb41,d2fa0ec9d95b542dcc8b8abce20d85204941b3476be93b70b5ed22f885ec2956,12b2f430b6cadc414d355e72cb2afd86eff906cdc5440201e91ea681c01c282f,5d0252158e31ea9540288d45bb34537ff2eea962c44e636c5a6bd9af69899000,4a87f40af9587ba357c769976aa81721a05464836037f935b7a6046ebf673932,82c33d00558e6fb59f8caa446e8db20e9df12624b24412e551df98053e6a415e,bb6497fdec9eca66b1ceb586ddafbe6ace73e59251626c7526205220ccacc5b1,49a908639db251301c0ec4a18e892fadd9176427fd0a604599b06186fba64ad9,b69beb87ba82dccd3c4666bfaafda09786f4781d00542d3faa686c104ea2df98,72199ab50520e21ae81b279a0a3651ff87943cce203c9990582205875aff9b1c,405bd3116f372d4df5abff6e2edcbb7d53d4b92c1d31aa088ad284ccaa407f87,8765cfd03de3e34dba867681c74d3bef1ac40b319b737c9a9d55837a241ba26e,d374578da663363686ff870d0b0267eec2df975f7f71439d64031c0db0553812,4e7091d0efd558a6ecdd5d786a0c57da9ce8be73742ca48f9de5ef250572aba8,28a1e442512969bbe59b98a52faa31797352e6be9116b417a58a69b9aa6fd503,672b5b0f4ebc13c77de7e5ac1ad25165159b3154127f09f06e0d824835f699b2,c70b0cd56aebc7f232805f4f9754362bba990a7308614134bcc3e5debd8d6077,1defc1cd7bd759e08d3251c74beb023e18c616ed1e80ff96a4136ea6cefd7f8a,46107c7ae41dfc0e9839021d59d18c75663465784a40cc4af072d72652c37ed1,df13b3318ca25988db7ba546cb8aae832d3746dcb7a6299c53d0d6e2fef04d99,14b3ef1e91b78e103fec6751127309226028524639b808e6ba123ee5720efc34
"0","0","0","122282","0","0","0","0","1","102282","102281","0","1","0","0","0","0","0","0","2000","0","0"
"0","0","0","122311","0","0","0","0","1","102311","101281","0","1","0","0","0","0","0","0","1500","0","0"
"0","0","0","122312","0","0","0","0","1","102312","102311","0","1","0","0","0","0","0","0","2000","0","0"
"0","0","0","122341","0","0","0","0","1","102341","101581","0","1","0","0","0","0","0","0","1500","0","0"
"0","0","0","122342","0","0","0","0","1","102342","102341","0","1","0","0","0","0","0","0","2000","0","0"
"0","0","0","122371","0","0","0","0","1","102371","101371","0","1","0","0","0","0","0","0","1500","0","0"
"0","0","0","122372","0","0","0","0","1","102372","102371","0","1","0","0","0","0","0","0","2000","0","0"
"0","0","0","122401","0","0","0","0","1","102401","101401","0","1","0","0","0","0","0","0","2000","0","0"
"0","0","0","122431","0","0","0","0","1","102431","101431","0","1","0","0","0","0","0","0","1500","0","0"
"0","0","0","122432","0","0","0","0","1","102432","102431","0","1","0","0","0","0","0","0","2000","0","0"
"0","0","0","122491","0","0","0","0","1","102491","101521","0","1","0","0","0","0","0","0","1500","0","0"
"0","0","0","122493","0","0","0","0","1","102493","102311","0","1","0","0","0","0","0","0","1500","0","0"
"0","0","0","122521","0","0","0","0","1","102521","102251","0","1","0","0","0","0","0","0","2000","0","0"
"0","0","0","122613","0","0","0","0","1","102613","101611","0","1","0","0","0","0","0","0","2000","0","0"
"0","0","0","122614","0","0","0","0","1","102614","102612","0","1","0","0","0","0","0","0","2000","0","0"
"0","0","0","113011","0","0","0","0","2","103011","0","0","0","0","0","0","0","0","0","5000","0","0"
"0","0","0","113012","0","0","0","0","2","103012","0","0","0","0","0","0","0","0","0","7000","0","0"
"0","0","0","113013","0","0","0","0","2","103013","0","0","0","0","0","0","0","0","0","10000","0","0"
