86ef3b692f1ed1f44d47366c607b95dd0fe1cd3853ea21787bb28b1165842ea4,d6b0ee566798e9941251764ff914124bc189406f899dec5b660043c934adda3d,8bdd4b92de058744e135636d5412225b85f778b4fe9f7f304121b948b82204b6,645b0316cc5fe311f315c1f52beeb6eb3636c0cb18d7c2957b27754e2feecb8a,1b7dfa798156b6064aa8b48394e6091b5d7aee6b773a5494cb860e55b4aa44d2,d460e1bc8b780344754cc3ff21860419b658eeb3bf61d41507c20ca8efb18cee,0973b12e7ecf647a8d99c22e1873d18bf16a9596a57739e99b4ba2f7f757728b,0bd6c9c0a2aea7406b6f0f2526cd2adffcab235bfc2b2eca9b60568ca328bb82,dd4a79ae8db25f1c7d64c33ac56be75c49c77730ff24f32f83dbcbfafb5321a2,1b43f950fd17fe689cb1a562b6f818e3f0b787268c3133c753c60f6c1b55700c,2c2a58aabb1cc15a8f2f166483f6e6652849d00a191fb8e5f2f0dd7a8840a8d4,f708441e727852abe7425866fb466ca6479e7e55e7af1e5afcb01884341f506e,516c35c06d218842dd6231bd08157a23177275d45dbf140209940ac63cd40313,349f719160ae5abaf429c642e99b71c2afeb086dd7830a1683dafb62bf6679db,78d75047ddc3f193f760e437b23fc74dbd8a1533e68fe82a69a8232a6150adbc,b09974daa9b87973336a702df13a40a4851b7e6cff0cba75fb0c6a8447b6a274,355d31a63ec69dde6196c56c1102121dfed82960519a5e9884a73c7ea4784376,ae3690c5ad0a408bd98ff3c63f54374815f30883226582d7787be08a05e9c2c4,5fb3bb6ef2114f3845272e07dae14ac53b9b0fc93d774d5bbc2edba8ba414461,ce08a7c6741e1995831e5249be8532a310fcaee1438227ac021d1a3467d2c915,a48a1a8adc13b32149fae336349c1935096d6eefc5f90dfc28ec8b4ecbb35abe,7c361a2ed0c6da61d5a1680603484be6e9adb53f617c5b3594839ce22d886aee,43555190dc9f1d82d567c7e8868cb8d61003d0d604a8216478069f57de765a94,1d36386cd3761bc9b7594a4d17c251d92de15fd609b3e9e4749a40ad13933a5c,9a7f414952347dc0aea3793631d2dbfc0c763f40d0379908b25547cdc63f90d9,fd509a3097b8b707bfc0172bdc382932f5fe3e66b14e2cf8a003895f926040a5,7d34c03d26329d8cf910d1e694727c1c5d616b9c0bbe3fc41248cfd240ab1576
"2020-05-15 04:59:59","0","0","30109001","0","0","期間內登入 4 天","2020-04-22 05:00:00","4","0","0","30109001","1","9","0","0","1","107","0","100","1","0","0","8011","0","0","0"
"2020-05-15 04:59:59","0","0","30109002","0","0","閱讀主線劇情第1章第1話","2020-04-22 05:00:00","1","801","0","30109002","1","9","0","0","2001001","107","0","101","1","0","0","8008","1","0","0"
"2020-05-15 04:59:59","0","0","30109003","0","0","期間內透過支援借用通關冒險","2020-04-22 05:00:00","1","101","0","30109003","1","9","0","0","1","107","0","102","1","0","0","1012","1","0","0"
"2020-05-15 04:59:59","0","0","30109004","0","0","通過主線冒險（NORMAL） 6-1","2020-04-22 05:00:00","1","101","0","30109004","1","9","0","0","11006001","107","0","103","1","0","0","1001","1","0","0"
"2020-05-15 04:59:59","0","0","30109005","0","0","將主角Lv升到 Lv40","2020-04-22 05:00:00","40","101","0","30109005","1","9","0","0","0","107","0","104","1","0","0","8002","1","0","0"
"2020-05-15 04:59:59","0","0","30109006","0","9","期間內將新手任務全部通關","2020-04-22 05:00:00","5","0","0","30109006","1","9","0","0","1","107","0","105","1","0","0","8010","0","0","0"
"2020-05-15 04:59:59","0","0","30110001","0","0","期間內與 1 位新手玩家成為好友","2020-04-22 05:00:00","1","907","0","30110001","1","10","0","0","0","107","0","200","1","0","0","6017","0","0","0"
"2020-05-15 04:59:59","0","0","30110001","0","0","期間內與 2 位新手玩家成為好友","2020-04-22 05:00:00","2","907","0","30110002","1","10","0","0","0","107","0","200","1","0","0","6017","0","0","0"
"2020-05-15 04:59:59","0","0","30110001","0","0","期間內與 3 位新手玩家成為好友","2020-04-22 05:00:00","3","907","0","30110003","1","10","0","0","0","107","0","200","1","0","0","6017","0","0","0"
"2020-05-15 04:59:59","0","0","30110001","0","0","期間內與 4 位新手玩家成為好友","2020-04-22 05:00:00","4","907","0","30110004","1","10","0","0","0","107","0","200","1","0","0","6017","0","0","0"
"2020-05-15 04:59:59","0","0","30110001","0","0","期間內與 5 位新手玩家成為好友","2020-04-22 05:00:00","5","907","0","30110005","1","10","0","0","0","107","0","200","1","0","0","6017","0","0","0"
"2020-05-15 04:59:59","0","0","30110006","0","0","期間內守護著成為好友的新手玩家完成新手任務（第 1 位）","2020-04-22 05:00:00","1","0","0","30110006","1","10","0","0","1","107","0","210","1","0","0","6018","0","0","0"
"2020-05-15 04:59:59","0","0","30110006","0","0","期間內守護著成為好友的新手玩家完成新手任務（第 2 位）","2020-04-22 05:00:00","2","0","0","30110007","1","10","0","0","1","107","0","210","1","0","0","6018","0","0","0"
"2020-05-15 04:59:59","0","0","30110006","0","0","期間內守護著成為好友的新手玩家完成新手任務（第 3 位）","2020-04-22 05:00:00","3","0","0","30110008","1","10","0","0","1","107","0","210","1","0","0","6018","0","0","0"
"2020-05-15 04:59:59","0","0","30110006","0","0","期間內守護著成為好友的新手玩家完成新手任務（第 4 位）","2020-04-22 05:00:00","4","0","0","30110009","1","10","0","0","1","107","0","210","1","0","0","6018","0","0","0"
"2020-05-15 04:59:59","0","0","30110006","0","0","期間內守護著成為好友的新手玩家完成新手任務（第 5 位）","2020-04-22 05:00:00","5","0","0","30110010","1","10","0","0","1","107","0","210","1","0","0","6018","0","0","0"
