282801dee2b3cd7cfa2324783aa044cc3a8654ccea7033c6fb12ea87658d1996,4463f5470dbf361b85cd6a134ec726d698948ae62cc9a4047bd6aff7108e5bc4,b127387ba62044c807b8a87bb6878f0361ed2de80bb7ed190a900a21f263f1b6,4ac236b85212f322c183031af9cc849f64a15d14c2a37f4ef0bb82bb97e56ee0,4bc3c095b08b3431a431e3f58bd288b58bca0e1baecf284202ad4043e3cabbd6,805ac5e24d1245b928694a8b4d0c998d76b0c0ee163545950e35d509bf9b720c,b0dd43c41febdb78ab5ddb0288fa0d6991b193d01598597faef25c909a656807,96fcacaea0a23a6251e1254174e00d55a2f912afa274548d70828ecc8a47c877,8f9079d903da04e9df69c2f20f94bb496cc97036159f6630010f296e0ee82161,55f3f98f6989633bd0e05299db819928d47c8085e79c650e44657315cae934aa,d37750cff7aedc4669cab5d79da6ac0735eb527f0496be0fb632901a53f48f9e
"0","0","2018/08/08 15:59:59","1","30001","2015/04/01 15:00:00","380000","0","380000","0","1"
"0","0","2018/08/20 15:59:59","1","30002","2018/08/08 16:00:00","380000","0","380000","0","2"
"0","0","2018/08/31 15:59:59","1","30003","2018/08/20 16:00:00","380000","0","380000","0","3"
"0","0","2018/09/14 15:59:59","1","30004","2018/08/31 16:00:00","380000","0","380000","0","4"
"0","0","2018/09/21 15:59:59","1","30005","2018/09/14 16:00:00","380000","0","380000","0","5"
"0","0","2018/10/09 15:59:59","1","30006","2018/09/21 16:00:00","380000","0","380000","0","6"
"0","0","2018/10/22 15:59:59","1","30007","2018/10/09 16:00:00","380000","0","380000","0","7"
"0","0","2018/11/08 15:59:59","1","30008","2018/10/22 16:00:00","380000","0","380000","0","8"
"0","0","2018/11/15 15:59:59","1","30009","2018/11/08 16:00:00","380000","0","380000","0","9"
"0","0","2018/11/30 15:59:59","1","30010","2018/11/15 16:00:00","380000","0","380000","0","10"
"0","0","2018/12/13 15:59:59","1","30011","2018/11/30 16:00:00","380000","0","380000","0","11"
"0","0","2018/12/27 15:59:59","1","30012","2018/12/13 16:00:00","380000","0","380000","0","12"
"0","0","2019/01/22 15:59:59","1","30014","2019/01/09 16:00:00","380000","0","380000","0","14"
"0","0","2019/02/01 11:59:59","1","30015","2019/01/22 16:00:00","380000","0","380000","0","15"
"0","0","2019/02/04 23:59:59","2","50018","2019/02/01 12:00:00","380000","380000","0","380000","16"
"0","0","2019/02/27 15:59:59","1","30016","2019/02/13 16:00:00","380000","0","380000","0","17"
"0","0","2019/03/13 15:59:59","1","30017","2019/02/27 16:00:00","380000","0","380000","0","18"
"0","0","2019/03/27 15:59:59","1","30019","2019/03/13 16:00:00","380000","0","380000","0","20"
"0","0","2019/04/03 15:59:59","1","30020","2019/03/27 16:00:00","380000","0","380000","0","21"
