6e8ba77ba443e6ae3676462504b07a1adaa197f4c21c990ee047aa32b4b239ec,84a6f57bd15edbcfb2588a1ef96f73dcf0384970506857b15fe150be2e56e0b9,e3a4d41fa53e0b3c2172dd902bdffa368a82f070e76106231e5e7e00119a0705,6d5106a2a0bf47f9bf5232d97bc5fae26975e3eaf6abd3cb94670876b30b55da,df83b13c6f7f8804fd95e63e1aa4ac56803074a7aac5de85ae698a475c33d3ce,845485245b2bf29dc05f346854d091b6bf2c5f5510307ddca070181468be8f5f
"11","1","2816","-1480","-1480","1"
"21","1","2816","-1302","-1400","1"
"31","1","2816","-1263","-1302","1"
"41","1","2816","-1224","-1263","1"
"51","1","2816","-1185","-1224","1"
"61","1","2816","-1146","-1185","1"
"71","1","2816","-1146","-1146","1"
"81","1","2816","-1146","-1146","1"
"91","1","2816","-1107","-1146","1"
"101","1","2816","-1068","-1107","1"
"111","1","2816","-1029","-1068","1"
"121","1","2816","-1029","-1029","1"
"131","1","2816","-1029","-1029","1"
"141","1","2816","-1029","-1029","1"
"151","1","2816","-988","-1029","1"
"161","1","2816","-947","-988","1"
"171","1","2816","-906","-947","1"
"181","1","2816","-865","-906","1"
"191","1","2816","-865","-865","1"
"201","1","2816","-865","-865","1"
"211","1","2816","-824","-865","1"
"221","1","2816","-783","-824","1"
"231","1","2816","-742","-783","1"
"241","1","2816","-701","-742","1"
"251","1","2816","-660","-701","1"
"261","1","2816","-619","-660","1"
"271","1","2816","-619","-619","1"
"281","1","2816","-619","-619","1"
"291","1","2816","-619","-619","1"
"301","1","2816","-578","-619","1"
"311","1","2816","-537","-578","1"
"321","1","2816","-496","-537","1"
"331","1","2816","-496","-496","1"
"341","1","2816","-496","-496","1"
"351","1","2816","-496","-496","1"
"361","1","2816","-455","-496","1"
"371","1","2816","-414","-455","1"
"381","1","2816","-373","-414","1"
"391","1","2816","-332","-373","1"
"401","1","2816","-332","-332","1"
"411","1","2816","-332","-332","1"
"421","1","2816","-200","-332","1"
"431","2","2816","-1181","-1246","2"
"441","2","2816","-1152","-1181","2"
"451","2","2816","-1152","-1152","2"
"461","2","2816","-1123","-1152","2"
"471","2","2816","-1094","-1123","2"
"481","2","2816","-1094","-1094","2"
"491","2","2816","-1065","-1094","2"
"501","2","2816","-1065","-1065","2"
"511","2","2816","-1036","-1065","2"
"521","2","2816","-1036","-1036","2"
"531","2","2816","-1007","-1036","2"
"541","2","2816","-978","-1007","2"
"551","2","2816","-978","-978","2"
"561","2","2816","-949","-978","2"
"571","2","2816","-920","-949","2"
"581","2","2816","-891","-920","2"
"591","2","2816","-862","-891","2"
"601","2","2816","-862","-862","2"
"611","2","2816","-862","-862","2"
"621","2","2816","-862","-862","2"
"631","2","2816","-833","-862","2"
"641","2","2816","-804","-833","2"
"651","2","2816","-775","-804","2"
"661","2","2816","-746","-775","2"
"671","2","2816","-717","-746","2"
"681","2","2816","-688","-717","2"
"691","2","2816","-659","-688","2"
"701","2","2816","-630","-659","2"
"711","2","2816","-601","-630","2"
"721","2","2816","-572","-601","2"
"731","2","2816","-543","-572","2"
"741","2","2816","-514","-543","2"
"751","2","2816","-449","-514","2"
"761","2","2816","-1153","-1226","3"
"771","2","2816","-1115","-1153","3"
"781","2","2816","-1115","-1115","3"
"791","2","2816","-1077","-1115","3"
"801","2","2816","-1077","-1077","3"
"811","2","2816","-1039","-1077","3"
"821","2","2816","-1001","-1039","3"
"831","2","2816","-1001","-1001","3"
"841","2","2816","-963","-1001","3"
"851","2","2816","-963","-963","3"
"861","2","2816","-963","-963","3"
"871","2","2816","-925","-963","3"
"881","2","2816","-887","-925","3"
"891","2","2816","-887","-887","3"
"901","2","2816","-887","-887","3"
"911","2","2816","-849","-887","3"
"921","2","2816","-811","-849","3"
"931","2","2816","-773","-811","3"
"941","2","2816","-735","-773","3"
"951","2","2816","-697","-735","3"
"961","2","2816","-659","-697","3"
"971","2","2816","-621","-659","3"
"981","2","2816","-583","-621","3"
"991","2","2816","-583","-583","3"
"1001","2","2816","-583","-583","3"
"1011","2","2816","-583","-583","3"
"1021","2","2816","-545","-583","3"
"1031","2","2816","-507","-545","3"
"1041","2","2816","-507","-507","3"
"1051","2","2816","-507","-507","3"
"1061","2","2816","-434","-507","3"
"1071","2","2816","-1137","-1220","4"
"1081","2","2816","-1096","-1137","4"
"1091","2","2816","-1096","-1096","4"
"1101","2","2816","-1096","-1096","4"
"1111","2","2816","-1096","-1096","4"
"1121","2","2816","-1096","-1096","4"
"1131","2","2816","-1055","-1096","4"
"1141","2","2816","-1014","-1055","4"
"1151","2","2816","-1014","-1014","4"
"1161","2","2816","-1014","-1014","4"
"1171","2","2816","-1014","-1014","4"
"1181","2","2816","-973","-1014","4"
"1191","2","2816","-932","-973","4"
"1201","2","2816","-891","-932","4"
"1211","2","2816","-891","-891","4"
"1221","2","2816","-891","-891","4"
"1231","2","2816","-891","-891","4"
"1241","2","2816","-850","-891","4"
"1251","2","2816","-809","-850","4"
"1261","2","2816","-809","-809","4"
"1271","2","2816","-809","-809","4"
"1281","2","2816","-768","-809","4"
"1291","2","2816","-727","-768","4"
"1301","2","2816","-686","-727","4"
"1311","2","2816","-686","-686","4"
"1321","2","2816","-645","-686","4"
"1331","2","2816","-604","-645","4"
"1341","2","2816","-563","-604","4"
"1351","2","2816","-522","-563","4"
"1361","2","2816","-439","-522","4"
"1371","2","2816","-1166","-1230","5"
"1381","2","2816","-1129","-1166","5"
"1391","2","2816","-1129","-1129","5"
"1401","2","2816","-1129","-1129","5"
"1411","2","2816","-1129","-1129","5"
"1421","2","2816","-1092","-1129","5"
"1431","2","2816","-1092","-1092","5"
"1441","2","2816","-1055","-1092","5"
"1451","2","2816","-1018","-1055","5"
"1461","2","2816","-981","-1018","5"
"1471","2","2816","-981","-981","5"
"1481","2","2816","-944","-981","5"
"1491","2","2816","-907","-944","5"
"1501","2","2816","-870","-907","5"
"1511","2","2816","-833","-870","5"
"1521","2","2816","-796","-833","5"
"1531","2","2816","-759","-796","5"
"1541","2","2816","-722","-759","5"
"1551","2","2816","-722","-722","5"
"1561","2","2816","-722","-722","5"
"1571","2","2816","-685","-722","5"
"1581","2","2816","-648","-685","5"
"1591","2","2816","-611","-648","5"
"1601","2","2816","-574","-611","5"
"1611","2","2816","-574","-574","5"
"1621","2","2816","-537","-574","5"
"1631","2","2816","-500","-537","5"
"1641","2","2816","-500","-500","5"
"1651","2","2816","-500","-500","5"
"1661","2","2816","-500","-500","5"
"1671","2","2816","-436","-500","5"
"1681","2","2816","-1115","-1230","6"
"1691","2","2816","-1035","-1115","6"
"1701","2","2816","-955","-1035","6"
"1711","2","2816","-875","-955","6"
"1721","2","2816","-795","-875","6"
"1731","2","2816","-715","-795","6"
"1741","2","2816","-715","-715","6"
"1751","2","2816","-635","-715","6"
"1761","2","2816","-635","-635","6"
"1771","2","2816","-635","-635","6"
"1781","2","2816","-635","-635","6"
"1782","2","2816","-635","-635","6"
"1791","2","2816","-555","-635","6"
"1801","2","2816","-440","-555","6"
"1811","2","2816","-1225","-1225","7"
"1821","2","2816","-1135","-1225","7"
"1831","2","2816","-1080","-1135","7"
"1841","2","2816","-1025","-1080","7"
"1851","2","2816","-970","-1025","7"
"1861","2","2816","-915","-970","7"
"1871","2","2816","-860","-915","7"
"1881","2","2816","-860","-860","7"
"1891","2","2816","-805","-860","7"
"1901","2","2816","-750","-805","7"
"1911","2","2816","-695","-750","7"
"1921","2","2816","-695","-695","7"
"1931","2","2816","-640","-695","7"
"1941","2","2816","-640","-640","7"
"1951","2","2816","-585","-640","7"
"1961","2","2816","-530","-585","7"
"1971","2","2816","-440","-530","7"
"1981","2","2816","-440","-440","7"
"1991","1","2816","-1380","-1480","8"
"2001","1","2816","-1380","-1380","8"
"2011","1","2816","-1325","-1380","8"
"2021","1","2816","-1270","-1325","8"
"2031","1","2816","-1270","-1270","8"
"2041","1","2816","-1215","-1270","8"
"2051","1","2816","-1215","-1215","8"
"2061","1","2816","-1160","-1215","8"
"2071","1","2816","-1105","-1160","8"
"2081","1","2816","-1050","-1105","8"
"2091","1","2816","-995","-1050","8"
"2101","1","2816","-995","-995","8"
"2111","1","2816","-940","-995","8"
"2121","1","2816","-885","-940","8"
"2131","1","2816","-885","-885","8"
"2141","1","2816","-830","-885","8"
"2151","1","2816","-775","-830","8"
"2161","1","2816","-720","-775","8"
"2171","1","2816","-720","-720","8"
"2181","1","2816","-665","-720","8"
"2191","1","2816","-610","-665","8"
"2201","1","2816","-610","-610","8"
"2211","1","2816","-555","-610","8"
"2221","1","2816","-500","-555","8"
"2231","1","2816","-445","-500","8"
"2241","1","2816","-390","-445","8"
"2251","1","2816","-335","-390","8"
"2261","1","2816","-280","-335","8"
"2271","1","2816","-280","-280","8"
"2281","1","2816","-230","-280","8"
"2291","2","2816","-1192","-1240","9"
"2301","2","2816","-1148","-1192","9"
"2311","2","2816","-1105","-1148","9"
"2321","2","2816","-1105","-1105","9"
"2331","2","2816","-1062","-1105","9"
"2341","2","2816","-1019","-1062","9"
"2351","2","2816","-976","-1019","9"
"2361","2","2816","-976","-976","9"
"2371","2","2816","-976","-976","9"
"2381","2","2816","-976","-976","9"
"2391","2","2816","-934","-976","9"
"2401","2","2816","-892","-934","9"
"2411","2","2816","-892","-892","9"
"2421","2","2816","-892","-892","9"
"2431","2","2816","-850","-892","9"
"2441","2","2816","-808","-850","9"
"2451","2","2816","-766","-808","9"
"2461","2","2816","-766","-766","9"
"2471","2","2816","-766","-766","9"
"2481","2","2816","-766","-766","9"
"2491","2","2816","-766","-766","9"
"2501","2","2816","-724","-766","9"
"2511","2","2816","-682","-724","9"
"2521","2","2816","-682","-682","9"
"2531","2","2816","-682","-682","9"
"2541","2","2816","-640","-682","9"
"2551","2","2816","-598","-640","9"
"2561","2","2816","-556","-598","9"
"2571","2","2816","-514","-556","9"
"2581","2","2816","-472","-514","9"
"2591","2","2816","-430","-472","9"
"2601","1","2816","-1440","-1440","10"
"2611","1","2816","-1440","-1440","10"
"2621","1","2816","-1440","-1440","10"
"2622","1","2816","-1440","-1440","10"
"2623","1","2816","-1440","-1440","10"
"2631","1","2816","-1373","-1440","10"
"2641","1","2816","-1308","-1373","10"
"2651","1","2816","-1244","-1308","10"
"2661","1","2816","-1181","-1244","10"
"2671","1","2816","-1118","-1181","10"
"2681","1","2816","-1055","-1118","10"
"2691","1","2816","-992","-1055","10"
"2701","1","2816","-992","-992","10"
"2711","1","2816","-929","-992","10"
"2721","1","2816","-866","-929","10"
