92bed84b9ee7cbf3f5af6d794f01733f59daac11c0ce4362ff088103e89db2e1,d66da94b05b91854eb1715cc9109f746988abc2ae39afa07356476ba7a343318,47011d67a921e43eeedde228dd0754e64d42953b812a1ecb4c055ef552d7469f,37338c2367f42dd46d3284eb073f5290f9e5b2afae111c2f8a6e55efce677311,d9d50b8a953c86612df894de9386d9d1ce41b5b50b3f938c754a7fae1db8b68a,ffdbc0927f1c25daccea8ded0f6e6a1d73beeee83d48918c23c9fcd882a7599f,cbf5000e54d1e6e845c4ba6526f8edb24e151d479c13cc34fa67d9c5d18d9f7a,67bf8bd70e60446ca7a5b76c9f1f04e11f4db1661e95bf94d3dcb8426cffd327,9a99120379157f1c4cf7ed7170862c72ce97d6ad84183e71d8640274a6a85c51,5902063b15784f5873a94fa393ab481ea155f557bd2f2d62426d3b500567d77d,559fac7b23245b3ee5399f2aed51ce14743aa4160ee0853f32eee35c36147d7d,702155bbee0d8da352f45116897d680aedf0749da2d2e74a8464c113cef9ebd3,4b0e044db208102c05f81a100c1814a4edfd4d5dbb0994f3e35ec8f8d662e924,67605cc227b4271b32613013dcc95859d893c09ca00249704dd58f6be610209f,d551022f695eefdba871b99385250e1f5316d0a251f420d0509167b57f9e9a8a,5b3e805f8864e1b8a7f09dbd8a9cf119c18727a311e2a52d960aa5059dbdab75,7b3a688de2e5217f6c050f7afc277f49df96f7c8fb2989a166b04d94c5d00650,1ca0d8e841a17866a33d7e57c2b2bdc881a7a40a3466c67184f05b06f9c9ae49,267fbe8e566353087b741637a974560ae82cd327fae4a9e0a1983ef785bda29e,0970c41ba7be3d49e38bcaa4c64d2e9e35a25e97df1042ec8d45777949e5813c,9e66729b0dc2df95f171b7cea8001d5a1d4b06239d7fad934a4f422ea7d32dbd
"0","600","0","0","SummerEnemyA","0","1800","0","AccelBoardA","NONE","NONE","1000","1000","SummerEnemyC","NONE","SpeedTerritoryA","3100","BeachJumpOverTrap","NONE","NONE","2500"
"0","500","0","0","SummerEnemyB","0","1300","0","AccelBoardA","NONE","NONE","800","1001","SpeedTerritoryA","NONE","WaterMelon","3000","AccelBoardA","NONE","NONE","2000"
"0","400","0","0","Balloon","0","1300","0","SummerEnemyA_NoColl","NONE","NONE","1000","1002","SpeedTerritoryA_NoColl","NONE","EnemyB_NoColl","2000","BeachTrap_NoCall","NONE","NONE","1600"
"0","700","0","0","BeachJumpOverTrap","0","2300","0","AccelBoardA","NONE","NONE","1500","1003","EnemyB","NONE","BeachJumpOverTrap","3300","AccelBoardA","NONE","NONE","3000"
"0","800","0","0","BeachJumpOverTrap","0","1900","0","SummerEnemyA","NONE","NONE","1300","1004","BeachJumpOverTrap","NONE","SpeedTerritoryA","0","NONE","NONE","NONE","2700"
"0","300","0","0","BeachJumpBoard","0","2000","0","SummerJumpOverEnemyC","NONE","NONE","1500","1005","SpeedTerritoryA","NONE","AccelBoardA","3300","SummerEnemyB","NONE","NONE","2600"
"0","700","0","3700","SummerEnemyA","0","1800","0","BeachTrap","BeachTrap","NONE","1300","1006","BeachTrap","NONE","BeachJumpOverTrap","3000","AccelBoardA","NONE","NONE","2500"
"0","500","0","0","AccelBoardA","0","1800","0","SummerEnemyB","NONE","NONE","1300","1007","BeachJumpOverTrap","NONE","SummerEnemyB","3100","BeachJumpOverTrap","NONE","NONE","2400"
"0","500","0","3700","AccelBoardA","0","2300","0","BeachJumpBoard","SummerEnemyB","NONE","1100","1008","SummerEnemyB","NONE","AccelBoardA","3400","BeachJumpOverTrap","NONE","NONE","2700"
"0","400","0","3700","Balloon","0","2000","0","BeachTrap_NoCall","SpeedTerritoryA","NONE","1000","1009","SummerEnemyA_NoColl","NONE","BeachJumpOverTrap","3300","BeachJumpOverTrap","NONE","NONE","2900"
