eae3615a26ae5706ed1a340e8edfff5c766fbc70a157e9678f24664e173a9c1b,263cd58cb782c2a6daaf2beaaa6347118c90139362159c2e7d1edc6cd19c509d,979d032ae9a617d6169158f515858a51302a7739a25355344a8c282f7a02fd28,1687cd5018f04313a2e0cb00be9c764cc221ff7289c840660a62dca7d28dcdb5,9041955812c077df4bbdeb87457ecc0937382a37d01b3e04b6ae46a3fae9ac90,8c19a7bbc9543074a1112f13b5aa672499ad0ae54d543889372e23c8d4589cde,996d6f9512a009888a4d86bd706c3dc2f882bd39fd206c19bf2e47683b3b8bdf,86f3ff816fcfeff2546745fcf516aa71da9a5ad787232ebc9fc2cad0b3a07057,3a5aa02d6c60952dee9cac7445063b142cfdbc0b719bc35b5a6ebe6cff1c26bb,ba6a246a88fdae1b3b5a0ab94bbcaef24422bf984ffee43582bdf84d6e5db589,92c41ecece56e91842a2fadcc208bf858665b7dbc06fc39ecfe1d9190e64289c
"25013","283001001","8","8","2","1","10","31","25021","2","91002"
"25013","283001002","8","8","2","2","10","31","25021","2","91002"
"25013","283001003","8","8","2","3","10","32","25021","2","91002"
"25013","283001004","8","8","2","4","10","32","25021","2","91002"
"25013","283001005","8","8","2","5","10","33","25021","2","91002"
"25013","283001006","8","9","2","6","10","33","25021","2","91002"
"25013","283001007","8","9","2","7","10","34","25021","2","91002"
"25013","283001008","8","9","2","8","10","35","25021","2","91002"
"25013","283001009","8","9","2","9","10","35","25021","2","91002"
"25013","283001010","8","10","2","10","30","37","25021","2","91002"
"25013","283001011","8","10","2","11","10","41","25021","2","91002"
"25013","283001012","8","11","2","12","10","43","25021","2","91002"
"25013","283001013","8","11","2","13","10","46","25021","2","91002"
"25013","283001014","8","12","2","14","10","48","25021","2","91002"
"25013","283001015","8","12","2","15","10","50","25021","2","91002"
"25013","283001016","8","13","2","16","10","53","25021","2","91002"
"25013","283001017","8","14","2","17","10","55","25021","2","91002"
"25013","283001018","8","14","2","18","10","58","25021","2","91002"
"25013","283001019","8","15","2","19","10","60","25021","2","91002"
"25013","283001020","8","15","2","20","30","62","25021","2","91002"
"25013","283001021","8","16","2","21","10","68","25021","2","91002"
"25013","283001022","8","16","2","22","10","70","25021","2","91002"
"25013","283001023","8","16","2","23","10","72","25021","2","91002"
"25013","283001024","8","17","2","24","10","75","25021","2","91002"
"25013","283001025","8","18","2","25","10","77","25021","2","91002"
"25013","283001026","8","18","2","26","10","79","25021","2","91002"
"25013","283001027","8","19","2","27","10","82","25021","2","91002"
"25013","283001028","8","19","2","28","10","84","25021","2","91002"
"25013","283001029","8","19","2","29","10","86","25021","2","91002"
"25013","283001030","8","20","2","30","30","89","25021","2","91002"
"25013","283001031","8","20","2","31","10","94","25021","2","91002"
"25013","283001032","8","21","2","32","10","96","25021","2","91002"
"25013","283001033","8","21","2","33","10","99","25021","2","91002"
"25013","283001034","8","22","2","34","10","101","25021","2","91002"
"25013","283001035","8","22","2","35","10","103","25021","2","91002"
"25013","283001036","8","23","2","36","10","106","25021","2","91002"
"25013","283001037","8","23","2","37","10","108","25021","2","91002"
"25013","283001038","8","24","2","38","10","111","25021","2","91002"
"25013","283001039","8","25","2","39","10","113","25021","2","91002"
"25013","283001040","8","25","2","40","30","115","25021","2","91002"
"25013","283001041","8","26","2","41","10","121","25021","2","91002"
"25013","283001042","8","27","2","42","10","123","25021","2","91002"
"25013","283001043","8","28","2","43","10","125","25021","2","91002"
"25013","283001044","8","28","2","44","10","128","25021","2","91002"
"25013","283001045","8","29","2","45","10","130","25021","2","91002"
"25013","283001046","8","30","2","46","10","132","25021","2","91002"
"25013","283001047","8","30","2","47","10","135","25021","2","91002"
"25013","283001048","8","31","2","48","10","137","25021","2","91002"
"25013","283001049","8","31","2","49","10","139","25021","2","91002"
"25013","283001050","8","31","2","50","30","142","25021","2","91002"
"25013","283001051","8","32","2","51","10","144","25021","2","91002"
"25013","283001052","8","32","2","52","10","146","25021","2","91002"
"25013","283001053","8","32","2","53","10","149","25021","2","91002"
"25013","283001054","8","33","2","54","10","152","25021","2","91002"
"25013","283001055","8","33","2","55","10","155","25021","2","91002"
"25013","283001056","8","33","2","56","10","157","25021","2","91002"
"25013","283001057","8","34","2","57","10","160","25021","2","91002"
"25013","283001058","8","34","2","58","10","163","25021","2","91002"
"25013","283001059","8","34","2","59","10","166","25021","2","91002"
"25013","283001060","8","35","2","60","30","169","25021","2","91002"
"25013","283001061","8","35","2","61","10","171","25021","2","91002"
"25013","283001062","8","35","2","62","10","174","25021","2","91002"
"25013","283001063","8","36","2","63","10","177","25021","2","91002"
