472251b93a01dec6e48d70fca65647bd178d96370c4a7d426bb0053e39166e5c,22f79a5189749740f4669d70665397003a44f0711bb3a67beae41c912d37e9c1,c0de5926a300ed05ad0fb234e844b3dc7cd6605c599f5e281d62626529e30ffa,fad762c56da6cecc51a1185e7b980e0be16fde6ed393c3557789e86627eca551,0c1d7b1926f0e47eca3f28b87d384d5c3ef4a093dee1900521ceaa15a488e95e,fc2a1660d0338a269bc63c687138e8ca3df164aebf2da9d521cf50172823644b,271cab0ebb3054acb1424445da7edb4a20fc252846c85e44a3cc724474345877,d4300093bfbef5e58b1afdd91f2a809d11d30a2365bb473c925c3d7642d9bc31,dd8179d557288efff80e909b1c93f47e18e56b7620157d1d8a044807da7b4b11,e339fb4a54c43bdf34dc4c73a80912b867a2f8327007e80c8bd37e67809d9405,a9e424e62ee96bdda0e1b7b38a6ee228654abd7916392b0c90ffbbe02fbacadc,ac711a09fdc25aa18e8e9853a99af1939e5d3fa53ee2ee0c7ace814545d0b71f,1539b23e121a12b0ba05354c247c400613ad979f8d1017ea19caf55f29cff383,3c8caeb2b439620edb69128be8d716c132ff4c55f54d53ef79ffe9c4b8da1f49,e0786986579e67a3ddabd2c3d624702106e480ef4ee11739761936b361def766,6c6982249a12303e016e219b45a482de32dac92203696e826e77c11f2d941603,5f4d2daf47650e47e32368f828a7ee02377b5224e9a82b060c95268f7ebfde4e,7ff9b7561b68d1667b5b7575c15770b93810520686ee529d6274805d28bbc798,8fee942a9ddda66b46a6a2ad9da01d3346b97d4aa607f0dadf219c9a860b121e,9090777c5d8c49a6d8e5f10ee84e191c1b6e424e1ceedc40b08dca99b91a5fcf,aee461881d491bf0fc3756e49d4b583328844d1799586c1afa7188e492ba18e3,ecb38f22d9330d1a313cb7b7c71fa6558bfa658b36e85257d4884a102f38d405,db0720a8a6d8a39ac7a4095b260d12b929c06342be8e7ef1a431d80fa90c471c,284495915becf633a1c740d1b97b143453db56128b1f98dc71ac77620cc57724,d40fc9370ba723ed9fdddd3edffc0b94260a3158b2d67ef5a4045fd52cf06861,bc3c10e655b781e157947f4507c31107128372e0a13deff6176b4f174fc620ea,6284d59deedfbab3148723486c15c0ea7407bd98bc389da2613d10f92b04654b,7fe9f05e37e53889d31e0c337f43994f626ba5fab7d0e1c3f959bd7e3b82dca8,4d13b2e885f84a6be2841dd0123a1a824c5884e0770599ad3a9328f7cd867ca1,2513c7ad92f98ce60b560f4f726faa21f56e9b632abf025c686d670d9ae98ec8,286072431ab578900acdd75404232df54e24b95465ad82d6e17ca451794fc15b,ca9261784ad286363e6b92ee33aed8d14e54b0e25d7bde220a4d0c33b0cc94a5,c16c9c083551a8df85ca7ba57354582ccc2b27b81684726408d4b7cb3703cd8f,7529728b2bda15eb19b8cb531f8960600d4282efb7076f641761413b1b76fb02,faf18eb3e0a2ab0a23dd35b7fc6864eb955097872cdb86cf7ffcd9ec07849cbf,78627759422311082cb338644f3b49c7456e9889c05f73dd1fa1b4f112ef74aa,4e2ba04ddcdcc988048783150d321532a871a2cd3125b7d8e8d5bd59d6220219,9d46db081b68283a08a623f5bfe1d8a5acd69125c9256f7f2cdeb6ddccd542d3
"94002","201010105","80","0","0","0","bgm_M06","0","2015/12/17 15:00:00","90","21001001","201010104","201010106","210010011","221001001","bgm_M06","0","100052","瑪那冒險 Lv1","100051","100052","201010103","0","210010012","21001","bgm_M06","1","210010013","23001","0","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","0","0"
"94002","201010204","100","0","0","0","bgm_M06","0","2015/12/17 15:00:00","90","21001002","201010207","201010206","210010021","221001002","bgm_M06","0","100052","瑪那冒險 Lv2","100051","100052","201010204","0","210010022","21001","bgm_M06","1","210010023","23001","0","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11004001","21001001"
"94002","201010306","140","0","0","0","bgm_M06","0","2015/12/17 15:00:00","90","21001003","201010305","201010305","210010031","221001003","bgm_M06","0","100052","瑪那冒險 Lv3","100051","100052","201010307","0","210010032","21001","bgm_M06","1","210010033","23001","0","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11006001","21001002"
"94002","201010409","180","0","0","0","bgm_M06","0","2015/12/17 15:00:00","90","21001004","201010406","201010407","210010041","221001004","bgm_M06","0","100052","瑪那冒險 Lv4","100051","100052","201010401","0","210010042","21001","bgm_M06","1","210010043","23001","201010408","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11007001","21001003"
"94002","201010507","200","0","0","0","bgm_M06","0","2015/12/17 15:00:00","90","21001005","201010502","201010505","210010051","221001005","bgm_M06","0","100052","瑪那冒險 Lv5","100051","100052","201010501","0","210010052","21001","bgm_M06","1","210010053","23001","201010508","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11008001","21001004"
"94002","201010609","250","0","0","0","bgm_M06","0","2019/03/06 16:00:00","90","21001006","201010602","201010608","210010061","221001006","bgm_M06","0","100052","瑪那冒險 Lv6","100051","100052","201010607","0","210010062","21001","bgm_M06","1","210010063","23001","201010603","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11010001","21001005"
"94002","201010701","300","0","0","0","bgm_M06","0","2019/08/01 16:00:00","90","21001007","201010703","201010707","210010071","221001007","bgm_M06","0","100052","瑪那冒險 Lv7","100051","100052","201010702","0","210010072","21001","bgm_M06","1","210010073","23001","201010708","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11011001","21001006"
"94002","201010807","350","0","0","0","bgm_M06","0","2020/02/18 16:00:00","90","21001008","201010806","201010802","210010081","221001008","bgm_M06","0","100052","瑪那冒險 Lv8","100051","100052","201010803","0","210010082","21001","bgm_M06","1","210010083","23001","201010808","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11013001","21001007"
"94002","201010908","400","0","0","0","bgm_M06","0","2020/08/03 16:00:00","90","21001009","201010909","201010903","210010091","221001009","bgm_M06","0","100052","瑪那冒險 Lv9","100051","100052","201010901","0","210010092","21001","bgm_M06","1","210010093","23001","201010907","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11015001","21001008"
"94002","201011001","450","0","0","0","bgm_M06","0","2021/02/09 05:00:00","90","21001010","201011009","201011007","210010101","221001010","bgm_M06","0","100052","瑪那冒險Lv10","100051","100052","201011002","0","210010102","21001","bgm_M06","1","210010103","23001","201011004","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11020001","21001009"
