ed1133aa8cd876a978b525b65d4409c976f1d256f18b66474ce2459e1bd92081,c9bca00164cd265502a57703a2c8c5ad5868f74d9ab65c72d81f3ade195de598,9f2735a45b345b3e60611f7fde9a47e56284eb22893bf8edb6e27046d50e3e19,390987fddf5a23fc5c86b9e90dc09ac07c4840af08ce3e6dcdb4e08de3258dde,eacf4dc7442a271d19d579d6f562b392a7abf86c846a9070b357c325f187a06d,a4e506804184cde81c07cbbf4627fb69e336b6079af3f3a83ace36353a7c4cd5,5fb09810492dcc75e5f92dc8de7b2f1a1ad8a600bb79bd243ccc7972f544f2d0,6f799e64fea3d6eb885fae35379ed7e9b8a64005568a675901a2342c1e7c208e,6d2f749a343af4341e455d7272825861b875b6649363648f55764767368aa104,f9235289b23f65341707b2b5ad535952cf9e6f7d866be89da992f6f0ea2cc153,719554577eaf26098d9f33c9c3f53e853ca6e54d1b189077ab773184d8165ff6,19ec13c95d8b1e8774d30f8576061e2873f137f0eaf2d1c11b8283fa3d77abc3,cdddab876560f8dd2ed4d854c0f149e405d5bc878a11e3cd599df3c9ec69977a
"倭","2025/03/01 16:00:00","3001","1","任務嗎……\n剛剛好，\n我們就來賭一下\n能解決到哪裡吧。","130011","0","2","-416.5","2030/01/01 14:59:59","3001100","100","2.1"
"倭","2025/03/01 16:00:00","3001","4","雖然乖乖照別人指示\n去執行任務這種事，\n不合我的個性就是了……\n不過，就去收下報酬吧。","130011","0","2","-416.5","2030/01/01 14:59:59","3001101","101","5.68"
"倭","2025/03/01 16:00:00","3001","1","什麼事？\n要做的話就快點做完吧。\n布武機在抱怨說\n快點把要做的事情做完了喔。","130011","0","1","-416.5","2030/01/01 14:59:59","3001102","102","0"
"布武機","2025/03/01 16:00:00","3002","1","咦～？你有事情要拜託我～？\n要怎麼辦才好呢～\n如果你能好好拜託我的話，\n我可以考慮幫你看看喔～？","130211","0","1","-416.5","2030/01/01 14:59:59","3002100","100","0"
"布武機","2025/03/01 16:00:00","3002","1","好啦好啦，\n你想要這個對吧～？\n真拿你沒辦法呢～\n雜碎哥～哥♡","130211","0","1","-416.5","2030/01/01 14:59:59","3002101","101","0"
"布武機","2025/03/01 16:00:00","3002","5","嘿～你想要嗎～？\n想要我重‧要‧的‧東‧西，\n啊哈哈！你在想什麼啊？\n你真是變疑分子呢～ｗ","130211","0","2","-416.5","2030/01/01 14:59:59","3002102","102","8.53"
"布武機","2025/03/01 16:00:00","3002","7","什麼什麼～？\n難道說你又打算來求我了嗎？\n你雖然是那麼說，\n但是會不會其實只是想來見我吧～？","130211","0","1","-416.5","2030/01/01 14:59:59","3002103","103","5.67"
"布武機","2025/03/01 16:00:00","3002","1","雜碎哥哥\n你拜託人的方式只有一種嗎～？\n你不再拼命一點的話，\n是打動不了我的心的喔～","130211","0","1","-416.5","2030/01/01 14:59:59","3002104","104","0"
"布武機","2025/03/01 16:00:00","3004","3","我說啊～雜碎哥哥，\n你是不是有點～得意忘形了啊？\n你是不是把我當成\n什麼都會給你的好哄的人了啊？","130211","0","3","-416.5","2030/01/01 14:59:59","3002300","300","0"
"布武機","2025/03/01 16:00:00","3005","7","很遺憾～♪\n我已經不會給很煩人的哥哥任～何東西了～♡\n你真是丟臉呢～♪\n掰掰～♡","130211","0","7","-416.5","2030/01/01 14:59:59","3002400","301","0"
"布武機","2025/03/01 16:00:00","3003","2","呀哈哈，真的很拼命～♡\n哈～真有趣。\n因為讓我笑了所以可以喔～\n拿去吧，這是賞你的～♪","130211","0","1","-416.5","2030/01/01 14:59:59","3003200","200","4.4"
"布武機","2025/03/01 16:00:00","3003","7","哈～真拿你沒辦法呢～♡\n雜碎哥哥\n你真的有夠弱的，\n真丟臉呢～ｗ","130211","0","7","-416.5","2030/01/01 14:59:59","3003201","201","0"
"布武機","2025/03/01 16:00:00","3003","1","哥哥你沒有我在的話，\n真的非常雜碎呢～\n你要再多感謝我一點啊～♪","130211","0","2","-416.5","2030/01/01 14:59:59","3003202","202","5.6"
