b55ff0d32a8667945dd2d947c84a04c275df5dc25c90629cf9f67f2f0ffe46d7,5dbcaabf14fed7ee77f0091f92e9f1e764fbb5c852966c2977b6a2698d2062bc,1de3797dbe5e2996c4976f39f949ef01adb2529e11722f17246907516b3d4752,dc1aafc6882ab88a2f29bc380df6fad2e9cbe5c239f2b49def96965b3682f949,de6d8ee3cebe677ace4054da58de61365b604887cce6b7d518ca105e6a4699df,dee081d29232be5a6682c3194fe6253daa608505ad1368bf3679c6ab71dd1095,3e44778fb366527e1d9939553df83d9f7dc715e586ae0a79ab3ada008f59aa1b,459952444bbc2c50a5a4d1c86fcd145ccfdc7f9c422db6c4f7c79d7ed3e2aeec,654d75c8613b81b478854b8efcae2eefed0e3bc1a404447bda6f89b14583562b,6027e9b8eef43102f71ab78031fe9d0d051a19f1ff43fc8544a1df11d889e1b7,5abd0cc0358424621544f5a8b9452500d00c9c22923b8831512bcaed10233d1b,aabac6711fb515b234f5f6ff1036807eb9db8f88935a8ecac81db11a2125bd35,965323fa8fd280d2b9bc165e49c22bdf03328fbc18f952a73acadcc06d69ef3c,39ff37f9b655f9b87adbd4c9e8f4a5e0ada6a3eb895fa9db4334bdaece5f2d5b
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31001","1","100101","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31002","2","100201","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31003","3","100301","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31004","4","100401","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31005","5","100501","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31006","6","100601","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31007","7","100701","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31008","8","100801","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31009","9","100901","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31010","10","101001","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31011","11","101101","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31012","12","101201","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31013","13","101301","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31014","14","101401","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31015","15","101501","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31016","16","101601","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31017","17","101701","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31018","18","101801","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31020","19","102001","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31021","20","102101","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31022","21","102201","0","0","0"
"0","50","2","28025","2024/10/01","0","0","2030/08/01 14:59:59","31023","22","102301","0","0","0"
