6dac8eb2300a59bf261aec9479a12b77a53f89983b16d9aab9a47979fddd1930,8983d7b81f0dad25dac6eaf02928780db25716136e5f2265ec9e5fc7c71e8ca2,972a5cdddcaec8e973d2835cf646ccb3b4fe9f2b730b2c7bca2e8db486cd6ba0,f794c466a4b4bef51c5edd0377e4f367a04362ae1a61868d22455a09c59dde28,a57d8efc440cf27b800f91ff4853e767db82a4bc86b6aa8ff357d8319160a2c9,b43c1b5137f8840f9871ba7b262c910a7dc68387ab233c49cabac9809faebb6e,cd357f0c526c35497bb27dec2187d842b7526b040da6922d748b057e047d3d0b,ede2772c6828a04661a180c7af5ca9a94fce369d0f208579a676c7b412ebc82d,a77f2b56615a8175971adf30427b769a026cec1bdbdf16c75389225f02ed4a9b,2540a45f140e24846f527da4f98486cb42d3e32b598a9a7624bdb345f9748086,682e6729d1b76b1f450fd667223f6f3d0a2b0996b57577acd1aecff94320904e
"0","1","岩浣熊的生態筆記①","0","207300","20062115","1","10116","0","0","10116111"
"0","2","岩浣熊的生態筆記②","0","207300","0","1","10116","0","0","10116112"
"0","3","岩浣熊的生態筆記③","0","207300","0","1","10116","0","0","10116113"
"0","4","岩浣熊的生態筆記④","0","207300","0","1","10116","0","0","10116114"
"75","5","洗東西的師傅大人","91002","207300","0","1","10116","1","8","10116115"
"0","1","小狸貓的生態筆記①","0","207000","0","1","10116","0","0","10116121"
"0","2","小狸貓的生態筆記②","0","207000","0","1","10116","0","0","10116122"
"0","3","小狸貓的生態筆記③","0","207000","0","1","10116","0","0","10116123"
"0","4","小狸貓的生態筆記④","0","207000","0","1","10116","0","0","10116124"
"75","5","小小的重逢與幻惑","91002","207000","0","1","10116","1","8","10116125"
"0","1","哥布林王者的生態筆記①","0","305700","0","1","10116","0","0","10116131"
"0","2","哥布林王者的生態筆記②","0","305700","0","1","10116","0","0","10116132"
"0","3","哥布林王者的生態筆記③","0","305700","0","1","10116","0","0","10116133"
"0","4","哥布林王者的生態筆記④","0","305700","0","1","10116","0","0","10116134"
"75","5","學習先從表面開始","91002","305700","0","1","10116","1","8","10116135"
"0","1","沉睡之梟的生態筆記①","0","206900","20062115","2","10116","0","0","10116211"
"0","2","沉睡之梟的生態筆記②","0","206900","0","2","10116","0","0","10116212"
"0","3","沉睡之梟的生態筆記③","0","206900","0","2","10116","0","0","10116213"
"0","4","沉睡之梟的生態筆記④","0","206900","0","2","10116","0","0","10116214"
"75","5","舒服到升天的睡眠感覺","91002","206900","0","2","10116","1","8","10116215"
"0","1","雷雷的生態筆記①","0","304600","0","2","10116","0","0","10116221"
"0","2","雷雷的生態筆記②","0","304600","0","2","10116","0","0","10116222"
"0","3","雷雷的生態筆記③","0","304600","0","2","10116","0","0","10116223"
"0","4","雷雷的生態筆記④","0","304600","0","2","10116","0","0","10116224"
"75","5","重視各自的生存方式","91002","304600","0","2","10116","1","8","10116225"
"0","1","喵特的生態筆記①","0","215300","0","2","10116","0","0","10116231"
"0","2","喵特的生態筆記②","0","215300","0","2","10116","0","0","10116232"
"0","3","喵特的生態筆記③","0","215300","0","2","10116","0","0","10116233"
"0","4","喵特的生態筆記④","0","215300","0","2","10116","0","0","10116234"
"75","5","你教會我的事","91002","215300","0","2","10116","1","8","10116235"
