8744970f15a456ec79517d9ff6ca8f56535fa2ad7349971cf5db74a556b1c906,0e2db8f8450a48a39f4a9a9dee570069545a633571a923c7d0bf30de26eff0ba,54c7a67302605edc31a1fdc344a79ebb64dbd0a409b98c8768d0ffd35186de24,6bfb375bc8c56667ddc741179ef11f31703ee4230dbe5ee2e901290aff66bf0f,64ea7be6c06c40a9213efd6af2b27f65a42ac500b99b8ee68ec8b30c8c5c1020,b4eb450357f9ddfb69129b2e77e1132adb857e13bedc591f0e6e3afe9efb3a27,772701df2c3442148ac7dca88bb69a9af7067df8ed04ab5fd328867f5577bc2c,f162c6aea319b19449e4b449acc84baa641c3f523e969862c780a5a4f45840c1,35db199121ca0ebd139f8ff79e4eaee7ff89ccfbea651b7c4556cff922cc44e4,c0e0df19ed286125dfe19ed27c63d1372cb4248e6a5c6f763fa842dc664554cd,c7c84688bb9b962472e7fa624bbc27c1a6b0b24dddc5a2d7bb5b1cf370709c08,2b15aed26420b01dff67d426ccbae6a1c240d15afef9fcd25908f5b7df29c46e,8e123ee2c64420ed55af845e102c05c9aa7f382691dc5ea7fcc40a8d1030ee4e,c507292d5a5bb3b3f92475ecf3fd84b688252825857803713ec87236e312aaaa,7d345253bce26574a3c6e4e06eb8e41418796ac424691f61e61594a4a6d8a81e,08aff255121c6c6be30bf14e946bf0e2f6309e3ce041b5b8fb602fb28772c64e,b7676dc8a9d824edda05a1712fbb256a52362abc16b182c6e866bb03627518b1,71bc3c8c18c792e1e3a85ecf5758748f4964ff41690bd65ee3bbd7630572c91e,5ac378ea926b6dd3b140a012f3267f83a23ab01627308d6ab63f2effb786cfea,07091230cf5cfa10f6c6a8cb1669aa699f443e64d7c221a95f6ca4b288740532,6f88a9cc76aeda0cdceddb3618d808b5d2ce8202ddefb519c005232445d10b12,c31981a6754ab1545121e2a6a267ad859ddd5dce204e395f4b080309a366f72e,8c8cbd875b9dbeb8af2db02cc2004a77766e8238dcffe617d805b9f982cc4aff,a73a8916a4f32b78361efd1b75f87602bbc5544cc8193a1cd62e46f4cd45c582,19cc10e2284abe6beb1352d42f1d6a783f66bea38bc5533f5ce3ec7980ae3c8b,44e53e08ba0e77d8f0ee9036ceb934096a5342772d6f074fad5754e6d6a03e0d,631ca8dd96baa5ddfd1d34d4c831085ba883460844ae07082a6d513ad1fd28d4,d2cd85be20f8e4f50d15494c46de3dac0d30455350560977d807be2b0de1ffed,b0118a39df73da3e097dad0dea6270107cf54acf72ff70262ee6faa65294f3c7,e15ed5dd3ef9acc33fd7ac9dfd0eed379cb92c6df987ead6874f216096e528cf,90689302a1b07c1d8e6aef95ba0dc5fc39d506189e1223a7ed2c014abac70cdb,0925f1d008bcabc0ca565b74976918850eb6b6c4977f949c2e4bdef26ead0cf4,09449bf32f1feacb43f48770e9a33c88f88cb11bb4133309790b8aec98d2f3ce,441edf1fbedc46478b384e6206658dce0ac936b869df97dd28b5e98a18253db1
"0","0","200010","650001011","0","0","340","-76","796","81000105","1","770","0","-50","1","0","1","660001001","90","1","0","bgm_M47","-40","81000105","270","20001","20001101","0","2000101","bgm_M47","1.5","0.6","1","BOSS戰(NORMAL)"
"0","0","200010","650001021","0","0","341","-180","70","81000106","1","60","0","-50","2","0","1","660001002","90","1","0","bgm_M47","-210","81000106","270","20001","20001201","0","2000102","bgm_M47","1.5","0.6","1","BOSS戰(HARD)"
"0","0","200010","650001031","0","0","344","10","520","81000106","1","470","0","-50","3","0","1","660001003","90","1","0","bgm_M47","-40","81000106","270","20001","20001201","0","2000103","bgm_M47","1.5","0.6","1","Boss戰(VERYHARD)"
"0","0","510021","650002011","0","0","5002301","20","850","81000205","1","750","0","0","1","0","1","660002001","90","1","0","bgm_M102","-30","81000205","40","20002","20002101","0","2000201","bgm_M102","1.3","0.6","1","BOSS戰(NORMAL)"
"0","0","510022","650002021","0","0","5002302","125","-250","81000207","1","140","0","0","2","0","1","660002002","90","1","0","bgm_M102","20","81000207","40","20002","20002201","0","2000202","bgm_M102","1.3","0.6","1","BOSS戰(HARD)"
"0","0","510022","650002031","0","0","344","10","500","81000207","1","450","0","0","3","345","1","660002003","90","1","0","bgm_M102","-40","81000207","40","20002","20002201","0","2000203","bgm_M102","1.3","0.6","1","Boss戰(VERYHARD)"
"0","0","510031","650003011","0","0","5003302","10","830","81000305","1","730","0","30","1","0","1","660003001","90","1","0","bgm_M109","-40","81000305","20","20003","20003101","0","2000301","bgm_M109","1.1","0.6","1","BOSS戰(NORMAL)"
"0","0","510032","650003021","0","0","5003301","90","210","81000306","1","180","0","30","2","0","1","660003002","90","1","0","bgm_M109","20","81000306","20","20003","20003201","0","2000302","bgm_M109","1.1","0.6","1","BOSS戰(HARD)"
"0","0","510032","650003031","0","0","344","10","500","81000306","1","450","0","30","3","345","1","660003003","90","1","0","bgm_M109","-40","81000306","20","20003","20003201","0","2000303","bgm_M109","1.1","0.6","1","BOSS戰(VERY HARD)"
"0","0","510041","650004011","0","0","5004301","10","870","81000405","1","770","0","30","1","0","1","660004001","90","1","0","bgm_M116","-40","81000405","20","20004","20004101","0","2000401","bgm_M116","1.1","0.6","1","BOSS戰(NORMAL)"
"0","0","510042","650004021","0","0","5004302","10","-30","81000406","1","450","0","30","2","0","1","660004002","90","1","0","bgm_M116","-40","81000406","20","20004","20004201","0","2000402","bgm_M116","1.1","0.6","1","BOSS戰(HARD)"
"0","0","510042","650004031","0","0","5004308","-10","500","81000406","1","450","0","30","3","0","1","660004003","90","1","0","bgm_M116","-40","81000406","20","20004","20004201","0","2000403","bgm_M116","1.1","0.6","1","BOSS戰(VERY HARD)"
"0","0","510051","650005011","0","0","5005301","10","870","81000505","1","770","0","90","1","0","1","660005001","90","1","0","bgm_M124","-40","81000505","90","20005","20005101","0","2000501","bgm_M124","1.3","0.6","1","BOSS戰(NORMAL)"
"0","0","510052","650005021","0","0","5005302","-100","380","81000506","1","450","0","90","2","0","1","660005002","90","1","0","bgm_M124","-40","81000506","90","20005","20005201","0","2000502","bgm_M124","1.3","0.6","1","BOSS戰(HARD)"
"0","0","510052","650005031","0","0","5005308","58","520","81000506","1","450","0","90","3","0","1","660005003","90","1","0","bgm_M124","-40","81000506","90","20005","20005201","0","2000503","bgm_M124","1.3","0.6","1","Boss戰(VERYHARD)"
"0","0","510061","650006011","0","0","5006301","14","888","81000605","1","770","0","0","1","0","1","660006001","90","1","0","bgm_M131","-40","81000605","120","20006","20006101","0","2000601","bgm_M131","1.5","0.6","0.8","BOSS戰(NORMAL)"
"0","0","510062","650006021","0","0","5006302","14","42","81000606","1","450","0","0","2","0","1","660006002","90","1","0","bgm_M131","-40","81000606","120","20006","20006201","0","2000602","bgm_M131","1.5","0.6","0.8","BOSS戰(HARD)"
"0","0","510062","650006031","0","0","5006308","-60","500","81000606","1","450","0","0","3","0","1","660006003","90","1","0","bgm_M131","-40","81000606","120","20006","20006201","0","2000603","bgm_M131","1.5","0.6","0.8","BOSS戰(VERY HARD)"
"0","0","510071","650007011","0","0","5007301","10","482","81000705","1","770","0","-50","1","0","1","660007001","90","1","0","bgm_M138","-40","81000705","140","20007","20007103","0","2000701","bgm_M138","1.3","0.6","1","BOSS戰(NORMAL)"
"0","0","510072","650007021","0","0","5007302","-186","-373","81000706","1","450","0","-50","2","0","1","660007002","90","1.3","0","bgm_M138","-40","81000706","140","20007","20007201","0","2000702","bgm_M138","1.3","0.6","1","BOSS戰(HARD)"
"0","0","510072","650007031","0","0","5007308","-63","455","81000706","1","450","0","-50","3","0","1","660007003","90","1.3","0","bgm_M138","-40","81000706","140","20007","20007201","0","2000703","bgm_M138","1.3","0.6","1","Boss戰(VERYHARD)"
"0","0","510081","650008011","0","0","5008301","-85","1400","81000805","1","770","0","-50","1","0","1","660008001","90","1","0","bgm_M165","-40","81000805","100","20008","20008101","0","2000801","bgm_M165","1.5","0.6","1","BOSS戰(NORMAL)"
"0","0","510082","650008021","0","0","5008302","-160","-175","81000806","1","450","0","-50","2","0","1","660008002","90","1","0","bgm_M165","-40","81000806","100","20008","20008201","0","2000802","bgm_M165","1.5","0.6","0.8","BOSS戰(HARD)"
"0","0","510082","650008031","0","0","5008308","-80","450","81000806","1","450","0","-50","3","0","1","660008003","90","1","0","bgm_M165","-40","81000806","100","20008","20008201","0","2000803","bgm_M165","1.5","0.6","0.8","Boss戰(VERYHARD)"
"0","0","510091","650009011","0","0","5009301","-56","885","81000905","1","770","0","-50","1","0","1","660009001","90","1.1","0","bgm_M172","-40","81000905","250","20009","20009101","0","2000901","bgm_M172","1.5","0.8","0.8","BOSS戰(NORMAL)"
"0","0","510092","650009021","0","0","5009302","37","-404","81000906","1","450","0","-50","2","0","1","660009002","90","1.1","0","bgm_M172","-40","81000906","250","20009","20009201","0","2000902","bgm_M172","1.5","0.8","0.8","BOSS戰(HARD)"
"0","0","510092","650009031","0","0","5009308","-104","442","81000906","1","450","0","-50","3","0","1","660009003","90","1.1","0","bgm_M172","-40","81000906","250","20009","20009201","0","2000903","bgm_M172","1.5","0.8","0.8","BOSS戰(VERY HARD)"
"0","0","510101","650010011","0","0","5010301","770","450","81001005","1","450","0","-50","1","0","1","660010001","90","1","0","bgm_M183","770","81001005","200","20010","20010101","0","2001001","bgm_M183","1.5","0.6","0.8","BOSS戰(NORMAL)"
"0","0","510102","650010021","0","0","5010302","12","-173","81001006","1","-173","0","-50","2","0","1","660010002","90","1.4","0","bgm_M183","12","81001006","200","20010","20010201","0","2001002","bgm_M183","1.5","0.6","0.8","BOSS戰(HARD)"
"0","0","510102","650010031","0","0","5010308","85","213","81001006","1","213","0","-50","3","0","1","660010003","90","1.4","0","bgm_M183","85","81001006","200","20010","20010201","0","2001003","bgm_M183","1.5","0.6","0.8","BOSS戰(VERY HARD)"
