89bf1acbfb10630f748f1a2e85babe871a863a2ca8b778a2b22157220dfcee12,4df41eda252b66635eb5cf1b3c9b79b2b15a1f9594428a35dddd91e65e427af2,ab64ce1dd7155bbac76cbae660e16181e38013ecf81668ece4fda079ab57b8da,c1d657f00017af813c0fca71d0121bd9961e5e11c3f97e285322452a25d11ce8,d6b71e881b60b4df0cef64593ed6fde392a4469b4bc24f4ed2893bd7d0103a85,b22a7b70cd47cdc19d1b68ca6cab748f5527ff33b7982b7e8120ee142d945909,7480c13dbaa5de4a0e8db9da89dc36449e88909ef91cf8bbbeb302eb14fcd246,36af83fb10f8707223241a0ff02b0540ff68142fd51cf1e50d70ec23c4d7c811,2b8c74358953f09f3699c8e6950f4fc24b896f8e763b29d92ee08d1584767211,a7541408a6864b4b553c6c939611aa737470e77da8aea43183ca85747f5276a2,b15c31c3901856a08c110cdfbfc1f8e4a1fb4b653f3ae1461690c7f03e121d47,6643515e40d5f709a347e69486c2346fac3647b05b4b21b90b9fdea0e5581a13,a10f63f24dfde34efa10ed02912372cef5e33d5f1194dd6a54758982919cef37,391f76a0f24bc5ae4c2d235c7a65b77bfa913aba357fca5cc989d310cef957a4,03d8fad7d28b8388a548e756d0b022d37e20fc50b634bc6da85c337e9175b3db,b63e75345bb8ed624a1f6379b0442074457f84b3f59e32aec2cab3ed9636dd2f,df3d773b15e1795ca23d39491ecf892bfd5435c053c3e9a53fb576347ad2ff0d,b83663945d11a14ed4fb3dc7af33f4fd0afe9a416171bfe6b254987964baba83,7a278c117e0aac319f9bf6d686a52cf0b88e0f7a5e138cd3705ad7b48ab35bd9
"0","1","0","20000000","0","94000","0","12","100101","0","31001","0","0","120","0","2","1100101","41001","0"
"0","1","0","20000000","0","94000","0","12","100201","0","31002","0","0","120","0","2","1100201","41002","0"
"0","1","0","20000000","0","94000","0","12","100301","0","31003","0","0","120","0","2","1100301","41003","0"
"0","1","0","20000000","0","94000","0","12","100401","0","31004","0","0","120","0","2","1100401","41004","0"
"0","1","0","20000000","0","94000","0","12","100501","0","31005","0","0","120","0","2","1100501","41005","0"
"0","1","0","20000000","0","94000","0","12","100601","0","31006","0","0","120","0","2","1100601","41006","0"
"0","1","0","20000000","0","94000","0","12","100701","0","31007","0","0","120","0","2","1100701","41007","0"
"0","1","0","20000000","0","94000","0","12","100801","0","31008","0","0","120","0","2","1100801","41008","0"
"0","1","0","20000000","0","94000","0","12","100901","0","31009","0","0","120","0","2","1100901","41009","0"
"0","1","0","20000000","0","94000","0","12","101001","0","31010","0","0","120","0","2","1101001","41010","0"
"0","1","0","20000000","0","94000","0","12","101101","0","31011","0","0","120","0","2","1101101","41011","0"
"0","1","0","20000000","0","94000","0","12","101201","0","31012","0","0","120","0","2","1101201","41012","0"
"0","1","0","20000000","0","94000","0","12","101301","0","31013","0","0","120","0","2","1101301","41013","0"
"0","1","0","20000000","0","94000","0","12","101401","0","31014","0","0","120","0","2","1101401","41014","0"
"0","1","0","20000000","0","94000","0","12","101501","0","31015","0","0","120","0","2","1101501","41015","0"
"0","1","0","20000000","0","94000","0","12","101601","0","31016","0","0","120","0","2","1101601","41016","0"
"0","1","0","20000000","0","94000","0","12","101701","0","31017","0","0","120","0","2","1101701","41017","0"
"0","1","0","20000000","0","94000","0","12","101801","0","31018","0","0","120","0","2","1101801","41018","0"
"0","1","0","20000000","0","94000","0","12","102001","0","31020","0","0","120","0","2","1102001","41020","0"
"0","1","0","20000000","0","94000","0","12","102101","0","31021","0","0","120","0","2","1102101","41021","0"
"0","1","0","20000000","0","94000","0","12","102201","0","31022","0","0","120","0","2","1102201","41022","0"
"0","1","0","20000000","0","94000","0","12","102301","0","31023","0","0","120","0","2","1102301","41023","0"
"0","1","0","20000000","0","94000","0","12","102501","0","31025","0","0","120","0","2","1102501","41025","0"
"0","1","0","20000000","0","94000","0","12","102601","0","31026","0","0","120","0","2","1102601","41026","0"
"0","1","0","20000000","0","94000","0","12","102701","0","31027","0","0","120","0","2","1102701","41027","0"
"0","1","0","20000000","0","94000","0","12","102801","0","31028","0","0","120","0","2","1102801","41028","0"
"0","1","0","20000000","0","94000","0","12","102901","0","31029","0","0","120","0","2","1102901","41029","0"
"0","1","0","20000000","0","94000","0","12","103001","0","31030","0","0","120","0","2","1103001","41030","0"
"0","1","0","20000000","0","94000","0","12","103101","0","31031","0","0","120","0","2","1103101","41031","0"
"0","1","0","20000000","0","94000","0","12","103201","0","31032","0","0","120","0","2","1103201","41032","0"
"0","1","0","20000000","0","94000","0","12","103301","0","31033","0","0","120","0","2","1103301","41033","0"
"0","1","0","20000000","0","94000","0","12","103401","0","31034","0","0","120","0","2","1103401","41034","0"
"0","1","0","20000000","0","94000","0","12","103601","0","31036","0","0","120","0","2","1103601","41036","0"
"0","1","0","20000000","0","94000","0","12","103701","0","31037","0","0","120","0","2","1103701","41037","0"
"0","1","0","20000000","0","94000","0","12","103801","0","31038","0","0","120","0","2","1103801","41038","0"
"0","1","0","20000000","0","94000","0","12","104001","0","31040","0","0","120","0","2","1104001","41040","0"
"0","1","0","20000000","0","94000","0","12","104201","0","31042","0","0","120","0","2","1104201","41042","0"
"0","1","0","20000000","0","94000","0","12","104301","0","31043","0","0","120","0","2","1104301","41043","0"
"0","1","0","20000000","0","94000","0","12","104401","0","31044","0","0","120","0","2","1104401","41044","0"
"0","1","0","20000000","0","94000","0","12","104501","0","31045","0","0","120","0","2","1104501","41045","0"
"0","1","0","20000000","0","94000","0","12","104601","0","31046","0","0","120","0","2","1104601","41046","0"
"0","1","0","20000000","0","94000","0","12","104701","0","31047","0","0","120","0","2","1104701","41047","0"
"0","1","0","20000000","0","94000","0","12","104801","0","31048","0","0","120","0","2","1104801","41048","0"
"0","1","0","20000000","0","94000","0","12","104901","0","31049","0","0","120","0","2","1104901","41049","0"
"0","1","0","20000000","0","94000","0","12","105001","0","31050","0","0","120","0","2","1105001","41050","0"
"0","1","0","20000000","0","94000","0","12","105101","0","31051","0","0","120","0","2","1105101","41051","0"
"0","1","0","20000000","0","94000","0","12","105201","0","31052","0","0","120","0","2","1105201","41052","0"
"0","1","0","20000000","0","94000","0","12","105301","0","31053","0","0","120","0","2","1105301","41053","0"
"0","1","0","20000000","0","94000","0","12","105401","0","31054","0","0","120","0","2","1105401","41054","0"
"0","1","0","20000000","0","94000","0","12","105501","0","31055","0","0","120","0","2","1105501","41055","0"
"0","1","0","20000000","0","94000","0","12","105601","0","31056","0","0","120","0","2","1105601","41056","0"
