0109cfe4a406aaf2fc3643a929f49639d4c4529b243d436f64a0900c7cb0889e,57699e95df1e62185194a9b920e21494150cb0686cdc7c3c28a27f7096ca57cd,754533fcc9c3b0c3d27b8c3c9f8d975fcba05a0213db7fe6f9b1c1c2b4f51020,0ad632f86be0479d571a1f7ca519824dc272fef25626cff43c29e3d098ad40c6,010ae72894a42f4183c5c51861b036090554f01e977d6fd3370a2b2ab0cd450b,56338fcd7ff8ad29752845d93eac321eb5a38f9e69c91b19f8f82d38175c8c86,8fa443e9618be08180b194808487b4bf17f8f82cac24f665d1506f416e7e3535,b5d40b5fc052b870d1245338e74f83df191ad7654d0bcfccc146e519e47bc641,e353a4fbf9e73a753e9d90b9d78f2497e892d807787a58fa5ca0c21723febfaf,d58b603ebbbd5499bca825a53a6fa181a9c49f352246cbcd7d8d7caba12ca58c,0b702632861dfc4fdb2dfb5e7944fa16142c2b62e928bec35c71d5a7eafb3f05,2311bbb98818b16b89d8799c9f1fa96957c29a05c9057105c87dd7f06b448a53,ebd52ee23da0ea001bbbbfe7de904b28b26767276e89b85ff7774192f5a247dc,148fe8f497e61075893ab86c1e481328321fbdefcca03f9e73653c978b57ee36,149461e26f274aaf427d4aa0a6d4b0d76d35bcfeab224b77f55496a50664ec8e
"-363","0","2099/12/17 14:59:59","偶爾參加共鬥\n好像也不錯吼？\n我也助你一臂之力吧。","1","0","2015/12/17 15:00:00","凱留","0","106001","7001","0","1","1","7"
"-363","0","2099/12/17 14:59:59","似乎可以和許多人\n協力戰鬥呢。\n要是主人的話，\n想必能夠非常活躍吧。","1","0","2015/12/17 15:00:00","可可蘿","0","105901","7002","0","1","1","7"
"-363","0","2099/12/17 14:59:59","和許多人一起\n共同戰鬥！\n一起加油吧☆　","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","7003","0","1","1","7"
"-363","0","2099/12/17 14:59:59","用寶石可以換食物…\n不對，是換貴重物品啦！","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","10001","0","1","1","10"
"-363","0","2099/12/17 14:59:59","寶石要好好想清楚\n再使用哦！\n別亂花喔！","1","0","2015/12/17 15:00:00","凱留","0","106001","10002","0","1","1","10"
"-363","0","2099/12/17 14:59:59","用主人的寶石\n可以買到各種貴重的物品\n雖然如此，浪費還是\n『壞壞』呦。","1","0","2015/12/17 15:00:00","可可蘿","0","105901","10003","0","1","1","10"
"-363","0","2030/12/17 14:59:59","只要有寶石\n似乎就能交換貴重物品\n珍惜著使用吧","1","0","2015/12/17 15:00:00","雪菲","0","106401","10004","2104010","1","2","10"
"-416.5","0","2099/12/17 14:59:59","達到特定條件的話\n可以得到報酬喔！\n一起加油吧♪　","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","12001","0","1","1","12"
"-363","0","2099/12/17 14:59:59","雖然經歷了各種事，\n回頭一看，\n感覺卻挺不賴吶？","1","0","2015/12/17 15:00:00","凱留","0","106001","13001","0","1","1","13"
"-363","0","2099/12/17 14:59:59","和主人度過的快樂每一天……\n到這裡可以隨意\n想回想幾次就回想幾次♪　","1","0","2015/12/17 15:00:00","可可蘿","0","105901","13002","0","1","1","13"
"-363","0","2099/12/17 14:59:59","裡頭裝有許多\n和大家一起的重要回憶呢\n希望能跟各位一同回想\n雋刻於心上","1","0","2015/12/17 15:00:00","雪菲","0","106401","13003","2104010","1","2","13"
"-363","0","2099/12/17 14:59:59","看到你有很多\n和女生共度的回憶哦！\n嗚呼嗚呼♪\n你很受歡迎呢☆","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","13004","0","1","1","13"
"-363","0","2099/12/17 14:59:59","這是可以獲得培育\n所需的道具的冒險。\n為了主人，在下\n一定會變強的呦","1","0","2015/12/17 15:00:00","可可蘿","0","105901","14001","0","1","1","14"
"-363","0","2099/12/17 14:59:59","只要攻略這個冒險，\n似乎就能取得道具。\n為了變得更強，\n要拚命努力啊！","1","0","2015/12/17 15:00:00","雪菲","0","106401","14002","2104010","1","2","14"
"-363","0","2099/12/17 14:59:59","攻略這個冒險的話，\n可以得到道具哦\n蒐集許多道具，變得\n越來越強吧！","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","14003","0","1","1","14"
"-363","0","2099/12/17 14:59:59","攻略冒險的話，\n聽說就能得到道具\n能拿的東西，\n我們就要拿到！","1","0","2015/12/17 15:00:00","凱留","0","106001","14004","0","1","1","14"
"-470","0","2099/12/17 14:59:59","主人，做好行前準備\n一起完成充實的冒險吧。","1","0","2015/12/17 15:00:00","可可蘿","0","105901","15001","0","1","1","15"
"-363","0","2099/12/17 14:59:59","欸……要不要加入戰隊？\n一個人是很開心，但跟大家\n一起很熱鬧，我覺得很棒","1","0","2015/12/17 15:00:00","雪菲","0","106401","16001","2104010","1","2","16"
"-363","0","2099/12/17 14:59:59","要加入戰隊看看嗎？\n和大家一起冒險\n非常開心哦！","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","16002","0","1","1","16"
"-363","0","2099/12/17 14:59:59","似乎可以加入戰隊哦\n機會難得，加入看看吧？\n好像挺好玩的哦♪","1","0","2015/12/17 15:00:00","凱留","0","106001","16003","0","1","1","16"
"-363","0","2099/12/17 14:59:59","在這裡可以加入戰隊，\n有很多厲害的戰隊，\n真令人目不暇給。","1","0","2015/12/17 15:00:00","可可蘿","0","105901","16004","0","1","1","16"
"-363","0","2099/12/17 14:59:59"," 在這邊可以回顧\n與同伴一同參加戰隊競賽時\n大顯身手的樣子。","1","0","2015/12/17 15:00:00","可可蘿","0","105901","17002","0","1","1","17"
"-363","0","2030/12/17 14:59:59","模擬戰的戰績裡如果有你\n喜歡的內容在裡面的話，\n可以存檔喔","1","0","2015/12/17 15:00:00","凱留","0","106001","17004","0","1","1","25"
"-363","0","2030/12/17 14:59:59","主人，您這次在戰隊競賽的\n活躍表現已存檔\n請用來作為未來戰鬥時的參考吧","1","0","2015/12/17 15:00:00","可可蘿","0","105901","17005","0","1","1","25"
"-363","0","2030/12/17 14:59:59","這次的戰隊競賽\n戰況如何？\n看戰績，或許能活用到\n下次的戰鬥上","1","0","2015/12/17 15:00:00","雪菲","0","106401","17006","2104010","1","2","25"
"-363","0","2030/12/17 14:59:59","可以複習一下這次戰隊競賽\n的戰績喔！\n也讓我看看吧☆","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","17007","0","1","1","25"
"-363","0","2030/12/17 14:59:59","歡迎！\n在這裡提供主頁或\n公會小屋播放音樂的\n變更與購買服務喔。","1","0","2019/03/06 16:00:00","花凜","0","190801","18001","0","1","1","18"
"-363","0","2030/12/17 14:59:59","BGM的變更與購買\n都可以在這裡進行喔\n我們為您準備了，\n很多動人的樂曲喔！","1","0","2019/03/06 16:00:00","花凜","0","190801","18002","0","2","1","18"
"-470","0","2030/12/17 14:59:59","主頁或公會小屋的BGM\n都可以更改喔\n您喜歡的樂曲，\n也請讓我聽聽看吧。","1","0","2019/03/06 16:00:00","花凜","0","190801","19001","0","3","1","19"
"-470","0","2030/12/17 14:59:59","在這裡，\n可以將BGM更改喔\n您要更改為什麼樂曲呢？\n呵呵呵，我也很期待呢♪","1","0","2019/03/06 16:00:00","花凜","0","190801","19002","0","4","1","19"
"-470","0","2030/12/17 14:59:59","在這裡，\n可以讓您購買BGM喔，\n也可以讓您試聽，\n請仔細挑選吧。","1","0","2019/03/06 16:00:00","花凜","0","190801","20001","0","5","1","20"
"-470","0","2030/12/17 14:59:59","歡迎光臨！\n請到這裡購買BGM\n有很多優秀的樂曲，\n讓人挑得目不暇給呢。","1","0","2019/03/06 16:00:00","花凜","0","190801","20002","0","6","1","20"
"-363","0","2030/12/17 14:59:59","在這裡好像可以用取得的道具\n來製作專用裝備呢\n如果收集到了道具\n就立刻來試做吧！","1","0","2019/03/06 16:00:00","凱留","0","106001","21001","0","1","1","21"
"-363","0","2030/12/17 14:59:59","攻略時有可能\n獲得稀有的道具喔\n有了這類道具\n好像可以用來製作專用裝備。","1","0","2019/03/06 16:00:00","可可蘿","0","105901","21002","0","1","1","21"
"-363","0","2030/12/17 14:59:59","想要專用裝備的話\n就挑戰這個冒險吧\n靠著收集到的素材\n變得更強更強吧","1","0","2015/12/17 15:00:00","雪菲","0","106401","21003","2104010","1","2","21"
"-363","0","2030/12/17 14:59:59","好像可以獲得\n製作專用裝備的必要道具\n多多收集、\n越裝就會越強大！","1","0","2019/03/06 16:00:00","貪吃佩可","0","105801","21004","0","1","1","21"
"-430","0","2030/12/17 14:59:59","投票請到這邊。\n請為你支持的女孩\n投下你心意滿滿的\n一票吧！","1","0","2019/07/24 16:00:00","花凜","0","190801","22001","0","1","1","22"
"-430","0","2030/12/17 14:59:59","歡迎！\n你喜愛的女孩\n是哪一位呢？\n請幫她加油吧！","1","0","2019/07/24 16:00:00","花凜","0","190801","22002","0","2","1","22"
"-430","0","2030/12/17 14:59:59","謝謝你們\n踴躍的投票。\n請大家耐心等候，\n敬請期待結果發表喔！","1","0","2019/07/24 16:00:00","花凜","0","190801","23001","0","3","1","23"
"-430","0","2030/12/17 14:59:59","目前正在統計\n人氣投票結果。\n在結果統計完畢之前\n請再稍候一下喔。","1","0","2019/07/24 16:00:00","花凜","0","190801","23002","0","4","1","23"
"-385","8","2030/12/17 14:59:59","有大人您幫忙製作的\n巧克力蛋糕。\n一定會很美味的。","2","4.08","2019/07/01 16:00:00","惠理子（情人節）","10011","109001","24001","0","1","1","24"
"-385","8","2030/12/17 14:59:59","這種失誤絕對不是\n大人您會犯的。\n再挑戰一次看看吧。","2","5","2019/07/01 16:00:00","惠理子（情人節）","10011","109001","24002","0","2","1","24"
"-385","8","2030/12/17 14:59:59","原本要為了大人您而製作的蛋糕，\n結果卻讓您來幫忙……。\n事情竟然變成這樣……嘻嘻嘻嘻。","2","10.11","2019/07/01 16:00:00","惠理子（情人節）","10011","109001","24003","0","3","1","24"
"-385","8","2030/12/17 14:59:59","您不需要太過煩惱。\n今後我會花費許多時間\n來教導您的。","2","4","2019/07/01 16:00:00","惠理子（情人節）","10011","109001","24004","0","4","1","24"
"-385","8","2030/12/17 14:59:59","您這次的狀態不太好……嗎？\n如果是大人您幫忙做的話，\n不論是什麼我都……嘻嘻嘻嘻。","2","6","2019/07/01 16:00:00","惠理子（情人節）","10011","109001","24005","0","5","1","24"
"0","0","2030/12/17 14:59:59","大人您親自製作的巧克力蛋糕\n對我來說是寶物……\n膽敢取笑你的人是不會有活路的。","1","0","2019/07/01 16:00:00","惠理子（情人節）","10011","109002","24006","0","6","1","24"
"0","0","2030/12/17 14:59:59","這賣相做得實在太完美了！\n做出了非常符合\n大人您氣質的巧克力蛋糕。","1","0","2019/07/01 16:00:00","惠理子（情人節）","10011","109002","24007","0","7","1","24"
"0","0","2030/12/17 14:59:59","幫忙了我的大人您\n已然是我的俘虜了……\n讓我來邀請您蒞臨這甜蜜的世界。","1","0","2019/07/01 16:00:00","惠理子（情人節）","10011","109002","24008","0","8","1","24"
"0","0","2030/12/17 14:59:59","您的愛情我確實地收下了。\n這是……我們第一次的\n共同作業呢……嘻嘻嘻嘻。","1","0","2019/07/01 16:00:00","惠理子（情人節）","10011","109002","24009","0","9","1","24"
"0","0","2030/12/17 14:59:59","這是世界第一的巧克力蛋糕。\n因為這是大人您\n拿出看家本領製作的嘛。","1","0","2019/07/01 16:00:00","惠理子（情人節）","10011","109002","24010","0","10","1","24"
"-385","8","2030/12/17 14:59:59","做得不太好覺得很可惜嗎？\n不過，弟弟的心意讓我很開心呢。\n姐姐會一直陪在你身邊的♪","2","2.12","2019/07/01 16:00:00","靜流（情人節）","10011","109101","24011","0","1","1","24"
"-385","8","2030/12/17 14:59:59","嗯，弟弟難得的\n緊張了吧？\n要再挑戰一次看看嗎？","2","4.19","2019/07/01 16:00:00","靜流（情人節）","10011","109101","24012","0","2","5","24"
"-385","8","2030/12/17 14:59:59","你幫了姐姐的忙，\n做得很棒喔！\n啊，還不可以偷吃啦！","4","2.3","2019/07/01 16:00:00","靜流（情人節）","10011","109101","24013","0","3","2","24"
"0","0","2030/12/17 14:59:59","你看你看！\n海綿蛋糕的顏色烤得很美喔。\n不愧是弟弟呢！","1","0","2019/07/01 16:00:00","靜流（情人節）","10011","109102","24014","0","4","1","24"
"-385","8","2030/12/17 14:59:59","好啦好啦，不要沮喪了。\n外觀上……是蠻有個性的，\n不過味道絕對會好吃的！","2","5.23","2019/07/01 16:00:00","靜流（情人節）","10011","109101","24015","0","5","5","24"
"0","0","2030/12/17 14:59:59","像弟弟一樣可愛\n的蛋糕出爐囉！\n很想快點吃看看吧♪","1","0","2019/07/01 16:00:00","靜流（情人節）","10011","109102","24016","0","6","1","24"
"-385","8","2030/12/17 14:59:59","哎呀呀？弟弟，你的手指上\n沾到巧克力囉？\n姐姐來幫你舔乾淨唷，啊呣！","2","5.01","2019/07/01 16:00:00","靜流（情人節）","10011","109101","24017","0","7","1","24"
"0","0","2030/12/17 14:59:59","做得還挺不錯的嘛？\n不過弟弟還能做得更好！\n姐姐很相信你唷。","1","0","2019/07/01 16:00:00","靜流（情人節）","10011","109102","24018","0","8","1","24"
"0","0","2030/12/17 14:59:59","哇～做得好像非常的美味呢！\n因為弟弟做的很熟練了，\n姐姐能放心交給你製作了呢！","1","0","2019/07/01 16:00:00","靜流（情人節）","10011","109102","24019","0","9","1","24"
"0","0","2030/12/17 14:59:59","呀～是弟弟幫忙做的\n巧克力蛋糕！\n做的看起來非常美味呢♪","1","0","2019/07/01 16:00:00","靜流（情人節）","10011","109102","24020","0","10","1","24"
"-363","0","2030/12/17 14:59:59","往前面走好像是個神聖的地方\n那裡究竟沉睡著怎麼樣的寶藏，\n真期待接下來的探索♪","1","0","2015/12/17 15:00:00","雪菲","0","106401","26001","2104010","1","2","26"
"-363","0","2030/12/17 14:59:59","往前面走\n好像是個神聖的地方。\n究竟能獲得怎樣的寶藏， \n真令人期待呢！","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","26002","0","1","1","26"
"-363","0","2030/12/17 14:59:59","前面好像是個神聖的地方。\n雖然能獲得稀有的寶物，\n不過要是不小心一點，\n可能會受到慘痛的教訓喔。","1","0","2015/12/17 15:00:00","凱留","0","106001","26003","0","1","1","26"
"-363","0","2030/12/17 14:59:59","往前面走\n是個神聖的地方。\n繃緊神經\n調查寶藏進行探索吧！","1","0","2015/12/17 15:00:00","可可蘿","0","105901","26004","0","1","1","26"
"-363","0","2030/12/17 14:59:59","在這裡好像沉睡著道具，\n能夠讓人得到更強大的力量……\n大家是這麼說的。呵呵，\n那就來挑戰看看吧","1","0","2015/12/17 15:00:00","雪菲","0","106401","27001","2104010","1","2","27"
"-363","0","2030/12/17 14:59:59","在這裡好像沉睡著道具，\n能夠讓人得到\n更強大的力量！　要從哪裡開始挑戰，\n真令人苦惱呢！","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","27002","0","1","1","27"
"-363","0","2030/12/17 14:59:59","在這裡好像沉睡著道具，\n能夠讓人得到更強大的力量！\n不斷地去挑戰，\n一起變強大吧！","1","0","2015/12/17 15:00:00","凱留","0","106001","27003","0","1","1","27"
"-363","0","2030/12/17 14:59:59","在這裡好像沉睡著道具，\n似乎能夠讓人得到\n更強大的力量。主人，您要從哪裡\n開始挑戰呢？","1","0","2015/12/17 15:00:00","可可蘿","0","105901","27004","0","1","1","27"
"-363","0","2030/12/17 14:59:59","歡迎！\n公會管理協會\n會幫助大家\n讓大家有美好的邂逅！","1","0","2019/12/12 16:00:00","花凜","0","190801","28001","0","1","1","28"
"-363","0","2030/12/17 14:59:59","這裡是公會管理協會。\n關於朋友，\n請從這裡確認。","1","0","2019/12/12 16:00:00","花凜","0","190801","28002","0","2","1","28"
"-409","0","2030/12/17 14:59:59","這裡是\n您的朋友。\n請和他們\n建立美好的關係吧！","1","0","2019/12/12 16:00:00","花凜","0","190801","29001","0","3","1","29"
"-409","0","2030/12/17 14:59:59","這裡的一覽表\n可以確認\n朋友的個人頁面喔。","1","0","2019/12/12 16:00:00","花凜","0","190801","29002","0","4","1","29"
"-409","0","2030/12/17 14:59:59","朋友管理\n請至這裡查看。\n敬請期待\n和新朋友的邂逅吧！","1","0","2019/12/12 16:00:00","花凜","0","190801","30001","0","5","1","30"
