97264f767d11e5ef47c516872e0efe267ec8e3b9319184ee7f98857e27a417e8,63a6ec945247e922cf3eb41d51521c5ec70c20c4376b81841e27f69c5126add8,d0639c2242eadbc43cceafff1136f5e2fa8cdc1041e10528bcfba4c054f2ccdc,67e91e497ea89e83af6aa686eb84fe38b6002e19488c0274a47adcd33b9d910e,71662ab8e616d8c5d5990a369756b11d8566b7873c808f020b695ef7e7e50ae8,19b8f8a45674843627b7ee5a84c9a3814246bcbaaf709717fc620b09158439a5,7be8abf6bbc4fffb57130619d594a17d4577513c0d12e1de44e6ff4049a81707,9dc0dc9bff1015bc7d09c892dbae021a8b1e0aeb2ddb16a665beebfa14777a40,2b9e02c344b25f71991184277c4808390b1490a7e29d1d1ff7ae46d39ef83410,c2bbf3d43e04a626163cf11182bd23355a0a7971b59fe04b00a1922983c4184c,cd1f041f3e867d410bbcc605ae239a83e89bed28f247fbaca883923bbd684e31,1cb61df4a5d3357bbfa3b40a65ce4710155d8b29905b7209c74734775d0bfc94,0f9232edd00a690e3ed323042aabcda46303f99ef49857908595929f759ecfb9,e18e23e8b9329fd2ec3093081e7f9578599021fe6511ef12df94be64d810d0d3,59ad42109b3e033103d50444e275e6876cffd91369a8860ea8c175e30fe6b1de,1d162a2555338c7f21b24c9b32c58908ca5d5b997db25464270df9da631ce1fc,55c35ee93f1487722d4802697ffd2803603aa6484ee7f790f99496773656daef,8fa1679dc0cf526e329b541149467b17c2f29a7753f74bb1bcc612d7fbbbec91
"0","0","1","1","0","0","50","0","8","0","0","0","10","91002","0","0","0","0"
"0","0","2","11","0","0","10","0","8","0","0","0","100","91002","0","0","0","0"
"0","0","3","101","0","0","5","0","8","0","0","0","200","91002","0","0","0","0"
"0","0","4","201","0","0","3","0","8","0","0","0","500","91002","0","0","0","0"
"0","0","5","501","0","0","2","0","8","0","0","0","1000","91002","0","0","0","0"
"0","0","6","1001","0","0","2","0","8","0","0","0","2000","91002","0","0","0","0"
"0","0","7","2001","0","0","1","0","8","0","0","0","3999","91002","0","0","0","0"
"0","0","8","4000","0","0","50","0","8","0","0","0","4000","91002","0","0","0","0"
"0","0","9","4100","0","0","50","0","8","0","0","0","4100","91002","0","0","0","0"
"0","0","10","4200","0","0","50","0","8","0","0","0","4200","91002","0","0","0","0"
"0","0","11","4300","0","0","50","0","8","0","0","0","4300","91002","0","0","0","0"
"0","0","12","4400","0","0","50","0","8","0","0","0","4400","91002","0","0","0","0"
"0","0","13","4500","0","0","50","0","8","0","0","0","4500","91002","0","0","0","0"
"0","0","14","4600","0","0","50","0","8","0","0","0","4600","91002","0","0","0","0"
"0","0","15","4700","0","0","50","0","8","0","0","0","4700","91002","0","0","0","0"
"0","0","16","4800","0","0","50","0","8","0","0","0","4800","91002","0","0","0","0"
"0","0","17","4900","0","0","50","0","8","0","0","0","4900","91002","0","0","0","0"
"0","0","18","5000","0","0","50","0","8","0","0","0","5000","91002","0","0","0","0"
"0","0","19","5100","0","0","50","0","8","0","0","0","5100","91002","0","0","0","0"
"0","0","20","5200","0","0","50","0","8","0","0","0","5200","91002","0","0","0","0"
"0","0","21","5300","0","0","50","0","8","0","0","0","5300","91002","0","0","0","0"
"0","0","22","5400","0","0","50","0","8","0","0","0","5400","91002","0","0","0","0"
"0","0","23","5500","0","0","50","0","8","0","0","0","5500","91002","0","0","0","0"
"0","0","24","5600","0","0","50","0","8","0","0","0","5600","91002","0","0","0","0"
"0","0","25","5700","0","0","50","0","8","0","0","0","5700","91002","0","0","0","0"
"0","0","26","5800","0","0","50","0","8","0","0","0","5800","91002","0","0","0","0"
"0","0","27","5900","0","0","50","0","8","0","0","0","5900","91002","0","0","0","0"
"0","0","28","6000","0","0","50","0","8","0","0","0","6000","91002","0","0","0","0"
"0","0","29","6100","0","0","50","0","8","0","0","0","6100","91002","0","0","0","0"
"0","0","30","6200","0","0","50","0","8","0","0","0","6200","91002","0","0","0","0"
"0","0","31","6300","0","0","50","0","8","0","0","0","6300","91002","0","0","0","0"
"0","0","32","6400","0","0","50","0","8","0","0","0","6400","91002","0","0","0","0"
