8103bdf7231549cf01f48208240615b9b9d428c8f622f1817688fdae0f886ce0,b7a2d16d0e22f6bf4fc95483623daaee21093fc719938e4b40c0de85e968ff4a,7bcf9290d0ac7c4d39fbefe66121899a408e24c796333bf20e43ea02e9702035,cfc4fc5a256afc16cfaaf20c578caf420a5636a87896dfedd03b324ce82f2cbf,1d5fd8da194feb1754aca6c3d3d0bd6dafe14e16fd06c141e2c3a9aaeaeda42e,57c6a2f763da9ae10ac5b552e129c291491000c96d28afcda7b08afe44ddd5de,31c919478fa117b00f98e42e84fa92f98c279ce00c065673baf9c3113659f612,a0daf84c133c0e473e684966b0bb9492f957249fb2273ab0ef0f90dbef74c303,f9c41f1b50f2bbf8d672197e2d780bacedb8bc6de1d8a0911634c09d6cf0364f
"0","90001","1","10","10000","12000","30000","90043","1"
"0","90002","2","20","10000","24000","30000","90047","2"
"0","90002","3","20","10000","24000","30000","90047","3"
"0","90002","4","20","10000","24000","30000","90047","4"
"0","90002","5","20","10000","24000","30000","90047","5"
"0","90002","6","20","10000","24000","30000","90047","6"
"0","90002","7","20","10000","24000","30000","90047","7"
"0","90002","8","20","10000","24000","30000","90047","8"
"0","90002","9","20","10000","24000","30000","90047","9"
"0","90002","10","20","10000","24000","30000","90047","10"
"90011","90003","11","40","10000","48000","30000","90051","11"
"90011","90003","12","40","10000","48000","30000","90051","12"
"90011","90003","13","40","10000","48000","30000","90051","13"
"90011","90003","14","40","10000","48000","30000","90051","14"
"90011","90003","15","40","10000","48000","30000","90051","15"
"90011","90003","16","40","10000","48000","30000","90051","16"
"90011","90003","17","40","10000","48000","30000","90051","17"
"90011","90003","18","40","10000","48000","30000","90051","18"
"90011","90003","19","40","10000","48000","30000","90051","19"
"90011","90003","20","40","10000","48000","30000","90051","20"
"90015","90004","21","60","10000","72000","30000","90055","21"
"90015","90004","22","60","10000","72000","30000","90055","22"
"90015","90004","23","60","10000","72000","30000","90055","23"
"90015","90004","24","60","10000","72000","30000","90055","24"
"90015","90004","25","60","10000","72000","30000","90055","25"
"90015","90004","26","60","10000","72000","30000","90055","26"
"90015","90004","27","60","10000","72000","30000","90055","27"
"90015","90004","28","60","10000","72000","30000","90055","28"
"90015","90004","29","60","10000","72000","30000","90055","29"
"90015","90004","30","60","10000","72000","30000","90055","30"
"90015","90005","31","80","10000","96000","30000","90059","31"
"90015","90005","32","80","10000","96000","30000","90059","32"
"90015","90005","33","80","10000","96000","30000","90059","33"
"90015","90005","34","80","10000","96000","30000","90059","34"
"90015","90005","35","80","10000","96000","30000","90059","35"
"90015","90005","36","80","10000","96000","30000","90059","36"
"90015","90005","37","80","10000","96000","30000","90059","37"
"90015","90005","38","80","10000","96000","30000","90059","38"
"90015","90005","39","80","10000","96000","30000","90059","39"
"90015","90005","40","80","10000","96000","30000","90059","40"
"90017","90005","41","120","10000","144000","30000","90063","41"
"90017","90005","42","120","10000","144000","30000","90063","42"
"90017","90005","43","120","10000","144000","30000","90063","43"
"90017","90005","44","120","10000","144000","30000","90063","44"
"90017","90005","45","120","10000","144000","30000","90063","45"
"90017","90005","46","120","10000","144000","30000","90063","46"
"90017","90005","47","120","10000","144000","30000","90063","47"
"90017","90005","48","120","10000","144000","30000","90063","48"
"90017","90005","49","120","10000","144000","30000","90063","49"
"90017","90005","50","120","10000","144000","30000","90063","50"
"90019","90006","51","150","10000","180000","30000","90067","51"
"90019","90006","52","150","10000","180000","30000","90067","52"
"90019","90006","53","150","10000","180000","30000","90067","53"
"90019","90006","54","150","10000","180000","30000","90067","54"
"90019","90006","55","150","10000","180000","30000","90067","55"
"90019","90006","56","150","10000","180000","30000","90067","56"
"90019","90006","57","150","10000","180000","30000","90067","57"
"90019","90006","58","150","10000","180000","30000","90067","58"
"90019","90006","59","150","10000","180000","30000","90067","59"
"90019","90006","60","150","10000","180000","30000","90067","60"
"90021","90007","61","180","10000","216000","30000","90071","61"
"90021","90007","62","180","10000","216000","30000","90071","62"
"90021","90007","63","180","10000","216000","30000","90071","63"
"90021","90007","64","180","10000","216000","30000","90071","64"
"90021","90007","65","180","10000","216000","30000","90071","65"
"90021","90007","66","180","10000","216000","30000","90071","66"
"90021","90007","67","180","10000","216000","30000","90071","67"
"90021","90007","68","180","10000","216000","30000","90071","68"
"90021","90007","69","180","10000","216000","30000","90071","69"
"90021","90007","70","180","10000","216000","30000","90071","70"
