2c4c7ab2e89422500a08709651367f9d3febd813059c19efe92099c44f567648,4e4fde3f16d8c3aa2f51947b1bb93c62ff80ec0eb668760066ce0442b454e848,0595bfce462e03808b7b4ea926607d2570ee6024147244b5a8bbc9f3ee7c4f07,6fbd303dcd0d2c70fda552d40f08926008a52afbafef06bab5d8df3d13e717f9,8592f5e77d4703f98da1add697901272f71c5075dc983c5820068ff9597eee89,919b8b5258a6950c41dc11385dd698f513dc0c4b4e980a3e4c51c83bc461897d,c4a1737512e4b5efb89d70e24c0a44ed9ec4965f95786c05acd02103b6c99576,7b177364401d94e2368f12993026b1f7d61a8cd9fde1f8670d2ee0f1469ed1b8,f66df0e008f467652350ee194b89542ac5e96660de2c6a6fcd55bbaa687b7119,4fd66c79d992cc333dca467983ae4d9302be27cbbbc52bbfc6bd696ab6aa5ad3,3f210fcdb33e5441d54635330d2366ea28033d298ab9029e8a926f85c4e34573,d09689085d0eb63a63047131387b41db44d0bdd3f33898cab1a030e09bef7685,87be4b41587c66605a29f032c7969f1c0e89ca59d1fe19ff19ae289909bdbc69,5fdfb944ed1eceb76d3b0e22fda17e71781347d7b9ef709ce3e098f18cde79df,214061b1cf2a66b9519308ea2a5ab119eeb35940f8706019819a6c96df7a1c1c,074e2c96292772eddb944404b45aeb4ead179c05bcd75357b561a12eca9f033f,fcdc5cc3b57cba49d2d79b473163c4d82e66d22be749b305f4e6b01ae46ed85c,1f9b061d5603b62a2d036c4bda5ea9adc983e532cb67cde02a81c00143443152
"0","0","500","1","0","0","0","0","0","0","0","8","10","1","0","0","0","91002"
"0","0","50","11","0","0","0","0","0","0","0","8","100","2","0","0","0","91002"
"0","0","30","101","0","0","0","0","0","0","0","8","200","3","0","0","0","91002"
"0","0","10","201","0","0","0","0","0","0","0","8","500","4","0","0","0","91002"
"0","0","5","501","0","0","0","0","0","0","0","8","1000","5","0","0","0","91002"
"0","0","3","1001","0","0","0","0","0","0","0","8","2000","6","0","0","0","91002"
"0","0","2","2001","0","0","0","0","0","0","0","8","4000","7","0","0","0","91002"
"0","0","1","4001","0","0","0","0","0","0","0","8","7999","8","0","0","0","91002"
"0","0","30","8000","0","0","0","0","0","0","0","8","8000","9","0","0","0","91002"
"0","0","30","8100","0","0","0","0","0","0","0","8","8100","10","0","0","0","91002"
"0","0","30","8200","0","0","0","0","0","0","0","8","8200","11","0","0","0","91002"
"0","0","30","8300","0","0","0","0","0","0","0","8","8300","12","0","0","0","91002"
"0","0","30","8400","0","0","0","0","0","0","0","8","8400","13","0","0","0","91002"
"0","0","30","8500","0","0","0","0","0","0","0","8","8500","14","0","0","0","91002"
"0","0","30","8600","0","0","0","0","0","0","0","8","8600","15","0","0","0","91002"
"0","0","30","8700","0","0","0","0","0","0","0","8","8700","16","0","0","0","91002"
"0","0","30","8800","0","0","0","0","0","0","0","8","8800","17","0","0","0","91002"
"0","0","30","8900","0","0","0","0","0","0","0","8","8900","18","0","0","0","91002"
"0","0","30","9000","0","0","0","0","0","0","0","8","9000","19","0","0","0","91002"
"0","0","30","9100","0","0","0","0","0","0","0","8","9100","20","0","0","0","91002"
"0","0","30","9200","0","0","0","0","0","0","0","8","9200","21","0","0","0","91002"
"0","0","30","9300","0","0","0","0","0","0","0","8","9300","22","0","0","0","91002"
"0","0","30","9400","0","0","0","0","0","0","0","8","9400","23","0","0","0","91002"
"0","0","30","9500","0","0","0","0","0","0","0","8","9500","24","0","0","0","91002"
"0","0","30","9600","0","0","0","0","0","0","0","8","9600","25","0","0","0","91002"
"0","0","30","9700","0","0","0","0","0","0","0","8","9700","26","0","0","0","91002"
"0","0","30","9800","0","0","0","0","0","0","0","8","9800","27","0","0","0","91002"
"0","0","30","9900","0","0","0","0","0","0","0","8","9900","28","0","0","0","91002"
"0","0","30","10000","0","0","0","0","0","0","0","8","10000","29","0","0","0","91002"
"0","0","30","10100","0","0","0","0","0","0","0","8","10100","30","0","0","0","91002"
"0","0","30","10200","0","0","0","0","0","0","0","8","10200","31","0","0","0","91002"
"0","0","30","10300","0","0","0","0","0","0","0","8","10300","32","0","0","0","91002"
"0","0","30","10400","0","0","0","0","0","0","0","8","10400","33","0","0","0","91002"
"0","0","30","10500","0","0","0","0","0","0","0","8","10500","34","0","0","0","91002"
"0","0","30","10600","0","0","0","0","0","0","0","8","10600","35","0","0","0","91002"
"0","0","30","10700","0","0","0","0","0","0","0","8","10700","36","0","0","0","91002"
"0","0","30","10800","0","0","0","0","0","0","0","8","10800","37","0","0","0","91002"
"0","0","30","10900","0","0","0","0","0","0","0","8","10900","38","0","0","0","91002"
"0","0","30","11000","0","0","0","0","0","0","0","8","11000","39","0","0","0","91002"
"0","0","30","11100","0","0","0","0","0","0","0","8","11100","40","0","0","0","91002"
"0","0","30","11200","0","0","0","0","0","0","0","8","11200","41","0","0","0","91002"
"0","0","30","11300","0","0","0","0","0","0","0","8","11300","42","0","0","0","91002"
"0","0","30","11400","0","0","0","0","0","0","0","8","11400","43","0","0","0","91002"
"0","0","30","11500","0","0","0","0","0","0","0","8","11500","44","0","0","0","91002"
"0","0","30","11600","0","0","0","0","0","0","0","8","11600","45","0","0","0","91002"
"0","0","30","11700","0","0","0","0","0","0","0","8","11700","46","0","0","0","91002"
"0","0","30","11800","0","0","0","0","0","0","0","8","11800","47","0","0","0","91002"
"0","0","30","11900","0","0","0","0","0","0","0","8","11900","48","0","0","0","91002"
"0","0","30","12000","0","0","0","0","0","0","0","8","12000","49","0","0","0","91002"
"0","0","30","12100","0","0","0","0","0","0","0","8","12100","50","0","0","0","91002"
"0","0","30","12200","0","0","0","0","0","0","0","8","12200","51","0","0","0","91002"
"0","0","30","12300","0","0","0","0","0","0","0","8","12300","52","0","0","0","91002"
"0","0","30","12400","0","0","0","0","0","0","0","8","12400","53","0","0","0","91002"
"0","0","30","12500","0","0","0","0","0","0","0","8","12500","54","0","0","0","91002"
"0","0","30","12600","0","0","0","0","0","0","0","8","12600","55","0","0","0","91002"
